"from","to","r","p","fdr"
"s__Olsenella_F profusa_A","s__Acinetobacter junii",-0.352556785090274,0.000299333804559375,0.771480411561193
"s__Porphyromonas catoniae","s__F0428 sp003043955",-0.350902737332557,0.000320991193513334,0.771480411561193
"g__Peptidiphaga_HROM_Genome_0348","s__Streptococcus agalactiae",-0.349912638322656,0.000334636835186049,0.771480411561193
"s__Phocaeicola abscessus","s__Neisseria subflava_C",-0.349877693651718,0.000335128069478799,0.771480411561193
"s__Actinomyces timonensis","s__Neisseria elongata",-0.34919044845661,0.000344925043594238,0.771480411561193
"s__Streptococcus mitis_BO","s__Neisseria mucosa_A",-0.349039021549214,0.000347118863014134,0.771480411561193
"s__Neisseria sicca_A","s__Porphyromonas gingivalis",-0.348829353523588,0.000350177679383022,0.771480411561193
"g__Streptococcus_HROM_Genome_2332","s__Alloprevotella sp900095835",0.348806057076296,0.000350519075844915,0.771480411561193
"s__Haemophilus seminalis","s__Porphyromonas gingivalis",-0.348771112405358,0.000351031745314974,0.771480411561193
"s__Capnocytophaga granulosa","s__Streptococcus agalactiae",0.34839836924869,0.000356543351951231,0.771480411561193
"g__Streptococcus_HROM_Genome_2459","s__Cutibacterium acnes",-0.348177052999418,0.000359853459111212,0.771480411561193
"g__Porphyromonas_HROM_Genome_1091","s__Neisseria mucosa_A",-0.34808386721025,0.00036125563479869,0.771480411561193
"s__Streptococcus sp013394695","s__Prevotella veroralis",0.347792661619103,0.000365669921452276,0.771480411561193
"g__Porphyromonas_HROM_Genome_1089","s__Prevotella jejuni",-0.347746068724519,0.000366380798122538,0.771480411561193
"s__Bulleidia extructa","s__Alloprevotella sp015257125",0.34703552708212,0.000377380502109798,0.771480411561193
"s__Granulicatella sp905371865","s__Prevotella histicola",-0.347023878858474,0.000377563330949021,0.771480411561193
"s__Nanosyncoccus sp013332965","s__Neisseria flavescens",0.345835760046593,0.000396645955696116,0.771480411561193
"g__Streptococcus_HROM_Genome_2386","s__Moraxella_A cinereus",-0.345591147350029,0.000400683243759175,0.771480411561193
"g__Porphyromonas_HROM_Genome_1133","s__Bifidobacterium swidsinskii",-0.345358182877111,0.000404563391669068,0.771480411561193
"g__Streptococcus_HROM_Genome_2120","s__Prevotella salivae",0.345334886429819,0.000404953301339436,0.771480411561193
"s__Scardovia wiggsiae","s__Sphingomonas echinoides",-0.345230052417006,0.000406712175997139,0.771480411561193
"g__Streptococcus_HROM_Genome_2292","g__Prevotella_HROM_Genome_0980",0.344717530576587,0.000415412706447903,0.771480411561193
"s__Metamycoplasma orale","s__Klebsiella pneumoniae",0.344670937682003,0.000416212091484173,0.771480411561193
"g__Prevotella_HROM_Genome_0987","s__Lactobacillus iners",0.344531158998253,0.00041861874180419,0.771480411561193
"g__Streptococcus_HROM_Genome_2428","s__Prevotella aurantiaca",-0.344403028538148,0.000420836072409096,0.771480411561193
"s__Saccharimonas sp905372095","s__Streptococcus agalactiae",-0.344239953407105,0.000423673747922947,0.771480411561193
"g__Kingella_A_HROM_Genome_4854","s__Prevotella shahii",-0.344100174723355,0.000426120032477864,0.771480411561193
"s__Porphyromonas gulae","s__Neisseria sicca_A",-0.343855562026791,0.000430432301680979,0.771480411561193
"s__Porphyromonas catoniae","s__Lautropia mirabilis",-0.343704135119394,0.000433121868711684,0.771480411561193
"s__Treponema_D paredis","s__Moraxella_A cinereus",0.343436225975539,0.00043791821013666,0.771480411561193
"s__Centipeda sp001717585","s__Bifidobacterium swidsinskii",-0.342783925451369,0.000449801115913968,0.771480411561193
"s__Leptotrichia shahii","s__Escherichia coli",-0.341782178217822,0.000468627831239532,0.771480411561193
"g__Nanoperiomorbus_HROM_Genome_3111","s__Neisseria subflava_C",-0.341770529994176,0.000468850942222632,0.771480411561193
"g__Streptococcus_HROM_Genome_2329","s__Alloprevotella sp015259235",0.3417006406523,0.000470191658485416,0.771480411561193
"g__Streptococcus_HROM_Genome_2292","s__Streptococcus salivarius",0.34150262085032,0.00047400950276845,0.771480411561193
"s__F0058 sp905372605","s__Bifidobacterium swidsinskii",-0.341281304601048,0.000478310187576827,0.771480411561193
"g__Kingella_B_HROM_Genome_4817","s__Streptococcus salivarius",-0.341176470588235,0.000480359836810517,0.771480411561193
"s__Streptococcus mitis_BO","s__Capnocytophaga leadbetteri",-0.341141525917298,0.00048104484372934,0.771480411561193
"s__Streptococcus sp000187445","s__Acidovorax_A wautersii",0.341013395457193,0.000483564218278247,0.771480411561193
"g__Porphyromonas_HROM_Genome_1091","s__Prevotella melaninogenica",-0.340034944670938,0.000503206324054145,0.777019800015807
"g__Granulicatella_HROM_Genome_2601","s__Escherichia coli",-0.339510774606872,0.00051402763884328,0.777019800015807
"g__Granulicatella_HROM_Genome_2585","s__Fannyhessea vaginae",-0.339487478159581,0.000514513507059127,0.777019800015807
"g__Streptococcus_HROM_Genome_2212","s__Moraxella_A cinereus",-0.339231217239371,0.000519885947327617,0.777019800015807
"s__Neisseria elongata","s__Prevotella jejuni",-0.339044845661037,0.000523825459767491,0.777019800015807
"s__Haemophilus haemolyticus","s__Porphyromonas gingivalis",-0.338392545136867,0.000537830473616516,0.777019800015807
"g__Streptococcus_HROM_Genome_2467","s__Prevotella aurantiaca",-0.338252766453116,0.000540875888377725,0.777019800015807
"s__Prevotella seregens","s__Streptococcus salivarius",-0.338124635993011,0.000543681407445716,0.777019800015807
"g__Kingella_HROM_Genome_4821","s__Paraclostridium bifermentans",-0.337833430401864,0.00055010730204107,0.777019800015807
"s__Centipeda sp001683335","s__Cutibacterium modestum",0.337740244612697,0.000552178254516484,0.777019800015807
"g__Streptococcus_HROM_Genome_2091","s__Burkholderia contaminans",0.337693651718113,0.000553216410104383,0.777019800015807
"g__Treponema_HROM_Genome_5043","s__Brevundimonas sp002434505",0.337483983692487,0.000557910300689861,0.777019800015807
"s__Paraclostridium bifermentans","s__Neisseria flavescens",-0.337472335468841,0.000558172140246275,0.777019800015807
"g__Nanogingivalis_HROM_Genome_3854","s__Lawsonella sp018376445",0.337274315666861,0.000562640690864606,0.777019800015807
"g__Bulleidia_HROM_Genome_2044","s__Veillonella tobetsuensis",0.337181129877694,0.000564754869050217,0.777019800015807
"s__Aggregatibacter segnis_A","s__Acidovorax_A wautersii",-0.336691904484566,0.0005759743102464,0.785251957809383
"g__Kingella_B_HROM_Genome_4858","s__Klebsiella pneumoniae",-0.335934769947583,0.000593741110298124,0.799757326858315
"s__Streptococcus chosunense","s__Bifidobacterium swidsinskii",0.335666860803727,0.000600147187036884,0.799757326858315
"g__JABCPE02_HROM_Genome_1192","s__Acinetobacter johnsonii",0.334816540477577,0.000620901415255626,0.799757326858315
"g__Streptococcus_HROM_Genome_2332","s__Alloprevotella sp905369775",0.334758299359348,0.000622346721386192,0.799757326858315
"g__Kingella_B_HROM_Genome_4817","s__Prevotella jejuni",-0.334758299359348,0.000622346721386192,0.799757326858315
"g__Prevotella_HROM_Genome_1016","s__Neisseria sicca_A",-0.334595224228305,0.000626409991372994,0.799757326858315
"g__Nanogingivalis_HROM_Genome_3857","s__Pseudomonas_F sp003234055",-0.334560279557368,0.000627283847736811,0.799757326858315
"g__Nanosynbacter_HROM_Genome_3516","s__Lawsonella sp018376445",0.334455445544554,0.000629912121549825,0.799757326858315
"s__Actinomyces timonensis","s__Bifidobacterium swidsinskii",-0.33426907396622,0.000634609529340523,0.799757326858315
"g__JABCPE02_HROM_Genome_1196","s__Escherichia coli",-0.333849737914968,0.000645296236473088,0.806448216594967
"s__Simonsiella muelleri","s__Acidovorax_A wautersii",-0.333558532323821,0.00065281425463464,0.809101224289651
"f__Pasteurellaceae_HROM_Genome_4958","s__Porphyromonas gingivalis",-0.332836342457775,0.000671806332288223,0.825051754605599
"g__Streptococcus_HROM_Genome_2484","s__Lactobacillus iners",0.332405358182877,0.000683379957655854,0.825051754605599
"g__Campylobacter_A_HROM_Genome_1335","s__Cutibacterium acnes",-0.33160163075131,0.000705451968168095,0.825051754605599
"g__Kingella_B_HROM_Genome_4817","s__F0428 sp003043955",-0.331100757134537,0.000719534918603841,0.825051754605599
"s__Simonsiella muelleri","s__Kocuria palustris",-0.330891089108911,0.000725506101173329,0.825051754605599
"g__Granulicatella_HROM_Genome_2615","s__Neisseria subflava_C",-0.330728013977868,0.000730181653742377,0.825051754605599
"g__Streptococcus_HROM_Genome_2332","s__Acinetobacter baumannii",-0.330529994175888,0.000735896155927959,0.825051754605599
"g__Veillonella_HROM_Genome_2851","s__Prevotella jejuni",0.330471753057659,0.000737584659240124,0.825051754605599
"s__Actinomyces oris","s__Lawsonella sp018376445",0.330390215492137,0.000739954516882806,0.825051754605599
"g__JABCPH02_HROM_Genome_2875","s__Acidovorax_A wautersii",0.330308677926616,0.000742331336223168,0.825051754605599
"s__Neisseria bacilliformis","s__Neisseria flavescens",-0.33015725101922,0.000746763961554967,0.825051754605599
"s__Streptococcus mitis_AX","g__Prevotella_HROM_Genome_1010",0.330075713453698,0.000749160772451247,0.825051754605599
"g__Kingella_A_HROM_Genome_4854","s__Prevotella intermedia",-0.329726266744321,0.000759512702550211,0.825051754605599
"g__Streptococcus_HROM_Genome_2212","g__Corynebacterium_HROM_Genome_0366",-0.329493302271404,0.000766486470116361,0.825051754605599
"g__Treponema_HROM_Genome_5052","s__Sphingobium yanoikuyae",0.328841001747234,0.00078632560159094,0.825051754605599
"s__Lachnoanaerobaculum saburreum","s__Sphingomonas sp017418975",0.328841001747234,0.00078632560159094,0.825051754605599
"s__Phocaeicola abscessus","s__Prevotella intermedia",-0.328444962143273,0.000798598627185779,0.825051754605599
"s__Rothia sp015265375","s__Kocuria palustris",0.328433313919627,0.000798962234087885,0.825051754605599
"s__Streptococcus mitis_BO","s__F0428 sp003043955",-0.327757716948165,0.00082031210647353,0.825051754605599
"g__Gemella_HROM_Genome_2689","s__Porphyromonas gingivalis",-0.327664531158998,0.000823297472049588,0.825051754605599
"s__Streptococcus mitis_AP","s__Porphyromonas gingivalis",-0.32743156668608,0.000830804358742701,0.825051754605599
"s__Prevotella seregens","g__Prevotella_HROM_Genome_0980",-0.327303436225976,0.000834959746026356,0.825051754605599
"g__Mobiluncus_HROM_Genome_0351","s__Neisseria subflava_C",0.326942341292953,0.000846772725116238,0.825051754605599
"g__Veillonella_HROM_Genome_2815","s__Prevotella pallens",-0.326907396622015,0.000847923978818338,0.825051754605599
"g__Alloprevotella_HROM_Genome_1051","s__Pseudomonas_F sp003234055",-0.326697728596389,0.000854861570400765,0.825051754605599
"s__Johnsonella sp905373785","s__Paraclostridium bifermentans",0.326686080372743,0.000855248507676567,0.825051754605599
"s__Leptotrichia trevisanii","s__Neisseria subflava_C",-0.326569598136284,0.000859126685857505,0.825051754605599
"s__Streptococcus mitis_BO","s__Veillonella dispar",-0.326150262085032,0.000873221457868043,0.825051754605599
"s__Mogibacterium timidum","s__Acidovorax_A wautersii",-0.325998835177635,0.000878362896886678,0.825051754605599
"g__Streptococcus_HROM_Genome_2323","s__Moraxella_A cinereus",0.325695981362842,0.000888728769572901,0.825051754605599
"g__Prevotella_HROM_Genome_0979","s__Lactobacillus iners",0.325649388468259,0.000890333392956548,0.825051754605599
"g__Pauljensenia_HROM_Genome_0299","s__Prevotella jejuni",0.325544554455446,0.000893953468538843,0.825051754605599
"g__Streptococcus_HROM_Genome_2193","s__Prevotella timonensis",0.325451368666278,0.000897182586238258,0.825051754605599
"s__Streptococcus sanguinis_F","s__Prevotella aurantiaca",-0.325206755969715,0.000905709734165037,0.825051754605599
"g__Rothia_HROM_Genome_0196","s__Prevotella salivae",0.325195107746069,0.000906117627591423,0.825051754605599
"g__Streptococcus_HROM_Genome_2465","s__Alloprevotella sp015259235",-0.325101921956902,0.000909386814869639,0.825051754605599
"s__Capnocytophaga bilenii","s__Prevotella veroralis",-0.324997087944088,0.000913077513534981,0.825051754605599
"g__Granulicatella_HROM_Genome_2615","s__Prevotella jejuni",-0.324962143273151,0.000914310780406692,0.825051754605599
"s__Streptococcus mitis_Q","s__Porphyromonas gingivalis",-0.324915550378567,0.000915957500613761,0.825051754605599
"s__Bacteroides_D sp013333195","s__Burkholderia contaminans",0.324717530576587,0.000922986295774096,0.825051754605599
"s__Treponema_C maltophilum","s__Sphingobium yanoikuyae",0.323622597553873,0.000962747556119088,0.825051754605599
"g__Streptococcus_HROM_Genome_2539","s__Comamonas tsuruhatensis",-0.323506115317414,0.000967068125396545,0.825051754605599
"s__Streptococcus mitis_BO","s__Porphyromonas gingivalis",-0.323424577751893,0.000970103036503306,0.825051754605599
"g__Granulicatella_HROM_Genome_2607","s__Escherichia coli",-0.323296447291788,0.000974889733589107,0.825051754605599
"g__Streptococcus_HROM_Genome_2278","s__Pseudomonas_E juntendi",0.323249854397204,0.000976635683413419,0.825051754605599
"s__Neisseria mucosa_A","s__Porphyromonas gingivalis",-0.3231217239371,0.000981451756626352,0.825051754605599
"g__Streptococcus_HROM_Genome_2518","s__Prevotella aurantiaca",-0.322947000582411,0.000988054027687602,0.825051754605599
"s__Haemophilus sp001276515","s__Porphyromonas gingivalis",-0.322655794991264,0.000999147850240841,0.825051754605599
"g__Kingella_B_HROM_Genome_4817","s__Prevotella intermedia",-0.322644146767618,0.000999593955745771,0.825051754605599
"o__Saccharimonadales_HROM_Genome_3871","s__Acinetobacter johnsonii",0.322457775189284,0.00100675638084644,0.825051754605599
"s__Actinomyces israelii","s__Prevotella shahii",-0.322329644729179,0.00101170765024458,0.825051754605599
"s__Prevotella baroniae","s__Corynebacterium aurimucosum_E",0.322061735585323,0.00102213209618525,0.825051754605599
"g__Granulicatella_HROM_Genome_2618","s__Neisseria subflava_C",-0.32201514269074,0.00102395500380005,0.825051754605599
"s__Actinomyces oris_E","s__Lawsonella sp018376445",0.321921956901572,0.00102760971020507,0.825051754605599
"g__Kingella_B_HROM_Genome_4881","s__Prevotella sp905372445",-0.321782178217822,0.00103311406210249,0.825051754605599
"g__Nanosynbacter_HROM_Genome_3444","s__Escherichia coli",0.321619103086779,0.0010395697546278,0.825051754605599
"g__RUG343_HROM_Genome_2654","s__Prevotella nanceiensis",0.32136284216657,0.00104978870840177,0.825051754605599
"g__Actinomyces_HROM_Genome_0334","s__Lawsonella sp018376445",0.321316249271986,0.00105165650278871,0.825051754605599
"g__Pauljensenia_HROM_Genome_0253","s__Veillonella tobetsuensis",0.321269656377402,0.00105352732430262,0.825051754605599
"g__Campylobacter_A_HROM_Genome_1597","s__Paraclostridium bifermentans",0.321258008153757,0.00105399550318106,0.825051754605599
"s__Streptococcus mitis_Q","g__Corynebacterium_HROM_Genome_0366",-0.321164822364589,0.00105774776325854,0.825051754605599
"g__Streptococcus_HROM_Genome_2518","s__Neisseria flavescens",-0.32090856144438,0.00106812931153244,0.825051754605599
"g__Leptotrichia_A_HROM_Genome_2883","s__Bifidobacterium swidsinskii",-0.320861968549796,0.0010700268071834,0.825051754605599
"g__Treponema_HROM_Genome_5055","s__Sphingobium yanoikuyae",0.320803727431567,0.00107240299432955,0.825051754605599
"s__Porphyromonas catoniae","s__Prevotella jejuni",-0.320698893418754,0.00107669224652727,0.825051754605599
"g__Streptococcus_HROM_Genome_2406","g__Corynebacterium_HROM_Genome_0366",-0.320617355853232,0.00108003912787885,0.825051754605599
"g__Actinomyces_HROM_Genome_0320","s__Lactobacillus iners",-0.320605707629586,0.00108051802652209,0.825051754605599
"g__Prevotella_HROM_Genome_0994","s__Lactobacillus iners",0.320267909143856,0.00109449049534655,0.825051754605599
"s__Kingella_A denitrificans","s__Prevotella shahii",-0.320163075131042,0.00109886011507575,0.825051754605599
"s__Phocaeicola abscessus","s__Streptococcus salivarius",-0.320069889341875,0.00110275755107907,0.825051754605599
"s__Treponema sp018336815","s__Brevundimonas sp002434505",0.320034944670938,0.0011042223316972,0.825051754605599
"s__Streptococcus mitis_L","s__Cutibacterium modestum",-0.319871869539895,0.0011110814270276,0.825051754605599
"g__Streptococcus_HROM_Genome_2427","s__Pseudomonas aeruginosa",0.319580663948748,0.00112342637069685,0.825051754605599
"s__Bacteroides_D sp013333195","s__Veillonella tobetsuensis",0.319417588817705,0.00113039395502398,0.825051754605599
"g__Mogibacterium_HROM_Genome_1916","s__Escherichia coli",0.319301106581246,0.0011353948599942,0.825051754605599
"s__Treponema medium","s__Brevundimonas sp002434505",0.319242865463017,0.00113790285691526,0.825051754605599
"s__Streptococcus mitis_BO","g__Prevotella_HROM_Genome_0980",-0.318800232964473,0.00115712904181219,0.825051754605599
"g__Actinomyces_HROM_Genome_0328","s__Lawsonella sp018376445",0.318660454280722,0.00116326160438935,0.825051754605599
"g__Granulicatella_HROM_Genome_2596","s__Lactobacillus gasseri",-0.318578916715201,0.00116685257625873,0.825051754605599
"s__Actinomyces oris_B","s__Lawsonella sp018376445",0.318555620267909,0.00116788041934176,0.825051754605599
"s__Actinomyces oris_B","s__Neisseria flavescens",-0.318543972044263,0.0011683946497694,0.825051754605599
"s__Kingella_B oralis","s__Escherichia coli",0.31843913803145,0.00117303200339869,0.825051754605599
"s__Prevotella scopos","s__Lactobacillus iners",0.318392545136867,0.00117509842001368,0.825051754605599
"s__Porphyromonas sp905372525","s__Acinetobacter johnsonii",0.318345952242283,0.00117716814825165,0.825051754605599
"g__Brachymonas_HROM_Genome_4814","s__Eubacterium_B sulci",-0.317973209085614,0.00119384575919999,0.825051754605599
"g__Nanoperiomorbus_HROM_Genome_3111","s__Klebsiella pneumoniae",-0.317705299941759,0.00120596524897884,0.825051754605599
"g__Kingella_B_HROM_Genome_4817","s__Actinomyces graevenitzii",-0.317518928363424,0.00121446208729945,0.825051754605599
"g__Nanoperiomorbus_HROM_Genome_3029","g__Neisseria_HROM_Genome_4837",-0.31719277810134,0.00122946267600696,0.825051754605599
"g__Butyrivibrio_HROM_Genome_1674","s__Brevundimonas sp002434505",0.317181129877694,0.00123000151420497,0.825051754605599
"g__Porphyromonas_HROM_Genome_1091","s__F0428 sp003043955",-0.317076295864881,0.00123486073084218,0.825051754605599
"s__Streptococcus mitis_BO","s__Streptococcus salivarius",-0.316983110075713,0.00123919468231162,0.825051754605599
"g__Actinomyces_HROM_Genome_0322","s__Prevotella shahii",-0.316924868957484,0.00124191042092219,0.825051754605599
"s__Streptococcus pseudopneumoniae_E","s__Porphyromonas gingivalis",-0.316785090273733,0.0012484502871967,0.825051754605599
"g__Granulicatella_HROM_Genome_2622","s__Prevotella baroniae",-0.316773442050087,0.00124899668696389,0.825051754605599
"s__Eubacterium_M brachy","s__Ralstonia pickettii_B",0.316552125800815,0.001259419680097,0.825051754605599
"s__Streptococcus mitis_Q","s__Veillonella tobetsuensis",-0.316412347117065,0.00126604330192831,0.825051754605599
"s__Streptococcus parasanguinis","s__Acidovorax_A wautersii",0.316354105998835,0.00126881247862457,0.825051754605599
"g__Gemella_HROM_Genome_2694","s__Escherichia coli",0.31602795573675,0.00128442187475405,0.825051754605599
"s__Gemella haemolysans_A","s__Prevotella histicola",-0.315853232382062,0.00129285565931261,0.825051754605599
"s__Actinomyces sp900323545","s__Neisseria flavescens",-0.31577169481654,0.00129680862298293,0.825051754605599
"g__Nanosyncoccus_HROM_Genome_4793","s__Lactobacillus iners",0.31563191613279,0.00130361069499996,0.825051754605599
"s__CAJPSE01 sp905373185","s__Sphingobium yanoikuyae",0.315492137449039,0.00131044517433538,0.825051754605599
"g__Streptococcus_HROM_Genome_2342","s__Lactobacillus iners",-0.315480489225393,0.00131101618139343,0.825051754605599
"g__Granulicatella_HROM_Genome_2585","s__Comamonas tsuruhatensis",-0.315445544554455,0.00131273055936167,0.825051754605599
"s__Porphyromonas gingivalis","s__Neisseria sicca_A",-0.315410599883518,0.00131444697418743,0.825051754605599
"s__Treponema_D socranskii","s__Neisseria subflava_C",-0.315165987186954,0.0013265190903155,0.825051754605599
"s__Eikenella exigua","s__Neisseria subflava_C",-0.315049504950495,0.00133230304724112,0.825051754605599
"s__Veillonella sp900552445","s__Burkholderia contaminans",0.315037856726849,0.00133288270127567,0.825051754605599
"g__Leptotrichia_HROM_Genome_2877","s__Acidovorax_A wautersii",0.315026208503203,0.0013334625844202,0.825051754605599
"g__Centipeda_HROM_Genome_2753","s__Fannyhessea vaginae",0.314828188701223,0.00134335572952422,0.825051754605599
"g__Streptococcus_HROM_Genome_2395","s__Veillonella parvula_A",-0.314793244030285,0.00134510848411053,0.825051754605599
"s__Limosilactobacillus vaginalis","s__Porphyromonas gingivalis",-0.314560279557367,0.00135684670389946,0.825051754605599
"g__Brachymonas_HROM_Genome_4814","s__Prevotella intermedia",-0.314280722189866,0.00137105534215485,0.825051754605599
"s__Streptococcus oralis_L","s__Prevotella timonensis",0.314280722189866,0.00137105534215485,0.825051754605599
"s__Streptococcus mitis_AZ","s__Neisseria flavescens",-0.31387303436226,0.0013920185750634,0.825051754605599
"g__Centipeda_HROM_Genome_2729","s__Moraxella_A cinereus",0.313779848573093,0.00139685085059438,0.825051754605599
"s__Alloprevotella sp900095835","s__Sphingomonas sp017418975",-0.313686662783925,0.0014016983524605,0.825051754605599
"g__Eikenella_HROM_Genome_4842","s__Prevotella jejuni",-0.313523587652883,0.00141021824681073,0.825051754605599
"s__Pauljensenia cardiffensis","s__Prevotella intermedia",-0.313453698311008,0.00141388400111717,0.825051754605599
"g__Kingella_B_HROM_Genome_4856","s__Prevotella jejuni",-0.313453698311008,0.00141388400111717,0.825051754605599
