"feature","glr","p","padj","Genus"
"g__Treponema_B_HROM_Genome_5029",4.41257779661472,6.55171893049863e-07,0.000999000999000999,"g__Treponema_B"
"s__Treponema_D parvum",2.83138314632624,8.00368272676431e-07,0.000999000999000999,"g__Treponema_D"
"s__Porphyromonas gulae",5.26079836959706,9.79118941168893e-07,0.000999000999000999,"g__Porphyromonas"
"s__Porphyromonas gingivalis",5.76946609068744,1.29495732501902e-06,0.000999000999000999,"g__Porphyromonas"
"s__CAJPNN01 sp905372035",3.42884051868735,1.72516491578502e-06,0.000999000999000999,"g__CAJPNN01"
"s__Treponema_B sp905372345",4.36952471915157,1.87856579055341e-06,0.000999000999000999,"g__Treponema_B"
"g__Treponema_B_HROM_Genome_5027",3.99125586051954,3.05843404136769e-06,0.000999000999000999,"g__Treponema_B"
"s__Treponema_B putidum",3.35850255390411,3.6320870485369e-06,0.000999000999000999,"g__Treponema_B"
"s__Treponema sp905373565",3.54889404974399,3.92366282642295e-06,0.000999000999000999,"g__Treponema"
"s__Treponema_B denticola",3.28042332832539,4.42461224974135e-06,0.000999000999000999,"g__Treponema_B"
"g__Treponema_B_HROM_Genome_5030",4.27941982910349,5.02797411521938e-06,0.0010465724751439,"g__Treponema_B"
"s__Treponema sp018336815",2.92404781742932,5.60149371661424e-06,0.0010465724751439,"g__Treponema"
"g__W11650_HROM_Genome_1879",4.74920066292229,8.88708131288451e-06,0.0010465724751439,"g__W11650"
"s__Prevotella sp905372445",4.67000097491623,8.96151435525794e-06,0.0010465724751439,"g__Prevotella"
"g__Treponema_HROM_Genome_5054",4.14004968545299,8.97864124441687e-06,0.0010465724751439,"g__Treponema"
"g__Johnsonella_HROM_Genome_1709",3.68980717192845,9.7115638150674e-06,0.0010465724751439,"g__Johnsonella"
"g__Treponema_HROM_Genome_5049",3.79978754681124,1.1294146461064e-05,0.0010465724751439,"g__Treponema"
"s__Treponema medium",2.67212884697052,1.2667708718191e-05,0.0010465724751439,"g__Treponema"
"g__W11650_HROM_Genome_1877",4.04543909695324,1.28604609135465e-05,0.0010465724751439,"g__W11650"
"g__Treponema_HROM_Genome_5055",2.82457256962016,1.76409707498782e-05,0.0010465724751439,"g__Treponema"
"g__Treponema_C_HROM_Genome_5071",4.27383268632846,1.98579185658242e-05,0.0010465724751439,"g__Treponema_C"
"g__UBA9732_HROM_Genome_5020",2.22809202468482,4.21736540313586e-09,0.00112387612387612,"g__UBA9732"
"s__Eubacterium_N saphenum",6.25991389204702,1.30108119266821e-05,0.00112387612387612,"g__Eubacterium_N"
"s__Filifactor alocis",3.03916158378979,2.20779347349261e-05,0.00112387612387612,"g__Filifactor"
"g__CAJPSE01_HROM_Genome_5106",4.30659554066532,2.7002789445476e-05,0.00115884115884116,"g__CAJPSE01"
"g__DUOT01_HROM_Genome_2639",3.41042426053953,9.89083177146655e-08,0.00127458748148403,"g__DUOT01"
"g__Treponema_C_HROM_Genome_5072",4.5562078924853,2.83340493005027e-05,0.00127458748148403,"g__Treponema_C"
"s__Treponema_C sp905372025",2.52054505015619,3.11210660916706e-05,0.00127458748148403,"g__Treponema_C"
"g__Treponema_D_HROM_Genome_5084",2.85330212276298,3.47172063143321e-05,0.00127458748148403,"g__Treponema_D"
"g__Metamycoplasma_HROM_Genome_2646",3.84619025923483,2.21647416146908e-05,0.00127997002997003,"g__Metamycoplasma"
"g__Treponema_HROM_Genome_5035",2.65685110155627,4.30329787600522e-05,0.00127997002997003,"g__Treponema"
"g__Tannerella_HROM_Genome_1111",2.88228895318089,4.3126703145023e-05,0.00127997002997003,"g__Tannerella"
"g__Porphyromonas_HROM_Genome_1107",3.22692409943048,9.1545527637616e-06,0.00132220720456015,"g__Porphyromonas"
"s__Treponema sp000775995",2.18685369369723,4.79981222243039e-05,0.00132220720456015,"g__Treponema"
"g__Treponema_HROM_Genome_5057",3.70945845854686,5.91318308199521e-05,0.00145568716997288,"g__Treponema"
"s__Treponema_D parvum_A",2.96005069574835,2.68994034268689e-06,0.0014985014985015,"g__Treponema_D"
"s__Fretibacterium fastidiosum",3.87277893765739,7.13186044846342e-05,0.00153692461384769,"g__Fretibacterium"
"g__CAJPSE01_HROM_Genome_5102",3.1297586744222,7.3252071114115e-05,0.00153692461384769,"g__CAJPSE01"
"s__Porphyromonas endodontalis",2.61967698988749,7.34024438059241e-05,0.00153692461384769,"g__Porphyromonas"
"f__Anaerovoracaceae_HROM_Genome_1923",3.26278029881366,6.0766873235302e-05,0.00160814794961136,"g__"
"s__Tannerella forsythia",2.88424853675654,8.14940932096596e-05,0.00160814794961136,"g__Tannerella"
"g__Treponema_B_HROM_Genome_5022",4.0248275102844,2.61352101725398e-06,0.00161202433929707,"g__Treponema_B"
"g__Filifactor_HROM_Genome_1935",3.122442217084,7.15538965943172e-05,0.00161202433929707,"g__Filifactor"
"g__Treponema_HROM_Genome_5052",2.52171557823743,9.042384102304e-05,0.00161202433929707,"g__Treponema"
"g__Treponema_HROM_Genome_5058",3.47100951649798,3.98649114241005e-05,0.00165791655153357,"g__Treponema"
"g__Centipeda_HROM_Genome_2753",3.74087760524857,9.85489544619052e-05,0.00165791655153357,"g__Centipeda"
"g__Treponema_HROM_Genome_5053",2.06012087077998,0.000100222775693551,0.00165791655153357,"g__Treponema"
"s__CAJPSE01 sp905373185",3.10712817886621,0.000110046078047424,0.00167179759016494,"g__CAJPSE01"
"s__Prevotella intermedia",2.28727903588745,0.000111127288308846,0.00167179759016494,"g__Prevotella"
"g__Treponema_B_HROM_Genome_5031",3.77961043975882,0.000101558055844477,0.0016983016983017,"g__Treponema_B"
"g__CAJPQU01_HROM_Genome_2705",3.50990030381765,1.28402091801073e-05,0.00174371083461993,"g__CAJPQU01"
"g__Treponema_C_HROM_Genome_5073",3.96798915596358,8.13707846700929e-05,0.00174371083461993,"g__Treponema_C"
"s__Prevotella seregens",3.08380678175778,0.000116113998402071,0.00174371083461993,"g__Prevotella"
"s__Hornefia nodata",3.5499567687645,0.000116113998402071,0.00174371083461993,"g__Hornefia"
"s__W11650 sp002999035",3.59384364626864,0.000121901133402949,0.00174371083461993,"g__W11650"
"g__Treponema_B_HROM_Genome_5025",3.26640182830923,1.6625846155125e-05,0.00193027311671379,"g__Treponema_B"
"g__Treponema_HROM_Genome_5056",2.27290695895255,0.000150018646167289,0.00193027311671379,"g__Treponema"
"s__Treponema vincentii",2.60516574241614,0.000150655607356424,0.00193027311671379,"g__Treponema"
"g__Treponema_HROM_Genome_5044",2.59002320011465,0.000150726504956284,0.00193027311671379,"g__Treponema"
"s__Phocaeicola abscessus",2.06761198902712,0.000165873682381397,0.00204713319467418,"g__Phocaeicola"
"s__Treponema_D socranskii",2.42695585521486,0.000166646578252114,0.00204713319467418,"g__Treponema_D"
"s__Bacteroides heparinolyticus",3.84554445349595,0.000179361524823104,0.00209467951403435,"g__Bacteroides"
"s__Flexilinea sp001717545",3.77901193830255,0.000134452046135643,0.00220414506128792,"g__Flexilinea"
"s__Hornefia minuta",3.16066207446476,3.6183843908765e-05,0.00235149465918697,"g__Hornefia"
"g__CAJPSE01_HROM_Genome_5107",3.78983079012577,0.000105066815472418,0.00235149465918697,"g__CAJPSE01"
"g__Treponema_HROM_Genome_5059",3.31971539040109,0.000201349672503479,0.00249004726616667,"g__Treponema"
"g__Treponema_D_HROM_Genome_5068",4.13548020114241,0.000247103537338302,0.00249004726616667,"g__Treponema_D"
"g__Treponema_B_HROM_Genome_5095",3.11500825663181,0.000144873543370681,0.00263504611330698,"g__Treponema_B"
"g__CAJPSE01_HROM_Genome_5103",3.83224951521361,0.000296123834521863,0.00263504611330698,"g__CAJPSE01"
"s__Fusobacterium nucleatum_J",2.2988769189492,0.000271375966979356,0.00285629863094652,"g__Fusobacterium"
"g__Cryptobacteroides_HROM_Genome_0963",4.53211768738801,0.000301105346228377,0.00285629863094652,"g__Cryptobacteroides"
"s__Treponema sp905372265",3.75963898570978,0.000351571585767733,0.0029833180518112,"g__Treponema"
"g__Treponema_HROM_Genome_5036",3.05703727216211,0.000356391303471025,0.0029833180518112,"g__Treponema"
"g__Treponema_D_HROM_Genome_5064",4.46636051391772,0.00027522344004648,0.00323676323676324,"g__Treponema_D"
"g__Treponema_HROM_Genome_5043",2.4625999008617,0.000400562364850866,0.00323676323676324,"g__Treponema"
"s__Tannerella forsythia_A",3.57202733069052,0.000382971274795328,0.0036410957463589,"g__Tannerella"
"g__Treponema_HROM_Genome_5037",1.7673185806207,1.96586895048663e-05,0.00365867898335431,"g__Treponema"
"g__Treponema_D_HROM_Genome_5067",3.71918404927355,0.000523545150355083,0.00390748492014315,"g__Treponema_D"
"g__Treponema_D_HROM_Genome_5066",3.37053187358364,0.000526684265565393,0.00390748492014315,"g__Treponema_D"
"s__Treponema_D sp905372235",4.87166319063718,0.000609524311226687,0.0046373379706713,"g__Treponema_D"
"g__Porphyromonas_HROM_Genome_1125",2.47634283673616,0.000638675782697849,0.0046373379706713,"g__Porphyromonas"
"g__Fretibacterium_HROM_Genome_5105",2.44367284648041,0.000742588151306399,0.0054945054945055,"g__Fretibacterium"
"g__Catonella_HROM_Genome_1688",2.68968518992737,0.000673513950495367,0.00552459588604167,"g__Catonella"
"s__Prevotella koreensis",2.36351363529555,0.000753224205458374,0.00581976163371512,"g__Prevotella"
"g__Catonella_HROM_Genome_1675",3.81650746981437,0.000788457028393849,0.00581976163371512,"g__Catonella"
"g__Arachnia_HROM_Genome_0390",2.17538102080899,0.000837784246631077,0.00581976163371512,"g__Arachnia"
"g__Eubacterium_B_HROM_Genome_1919",1.38512555548418,5.15870948305708e-06,0.00685831022909675,"g__Eubacterium_B"
"g__Treponema_D_HROM_Genome_5086",2.32122168027717,0.00099623723783642,0.00685831022909675,"g__Treponema_D"
"s__Eubacterium_M brachy",2.13937963852611,0.000999841096267773,0.00685831022909675,"g__Eubacterium_M"
"g__Stomatobaculum_HROM_Genome_1888",3.17901342011264,0.000661000897084857,0.00821156865112909,"g__Stomatobaculum"
"g__Porphyromonas_HROM_Genome_1133",2.60672915208143,0.00119728828831589,0.00821156865112909,"g__Porphyromonas"
"g__CAJPQU01_HROM_Genome_2710",3.00027851754269,8.46217483204398e-05,0.00908873734960691,"g__CAJPQU01"
"s__Treponema_D pectinovorum",3.25913631016978,0.000356290613351356,0.00946421999053578,"g__Treponema_D"
"s__GN02-873 sp013332525",3.57418369484268,0.000651137804025209,0.00946421999053578,"g__GN02-873"
"g__Treponema_HROM_Genome_5042",2.48625711773457,0.00138486191401503,0.00946421999053578,"g__Treponema"
"f__Eggerthellaceae_HROM_Genome_0954",3.17149059986045,0.000109059461330495,0.0100404645859191,"g__"
"g__Treponema_B_HROM_Genome_5091",2.7811717487304,0.000323880213918492,0.0100404645859191,"g__Treponema_B"
"g__GN02-873_HROM_Genome_2932",3.89778309053224,0.000342020241438112,0.0100404645859191,"g__GN02-873"
"s__Treponema sp010365865",1.59729078658892,0.00155361184244873,0.0100404645859191,"g__Treponema"
"s__Treponema_D sp014334325",1.72471118958567,0.00169257915873322,0.0111188811188811,"g__Treponema_D"
"g__Campylobacter_A_HROM_Genome_1641",2.31956304139476,0.000922634089260219,0.0112758528600113,"g__Campylobacter_A"
"g__Treponema_D_HROM_Genome_5063",3.59741209120321,0.00163268218308915,0.0122328651740416,"g__Treponema_D"
"g__Treponema_HROM_Genome_5061",2.5832251798842,0.000939671825885931,0.0147256589564282,"g__Treponema"
"g__Arachnia_HROM_Genome_0396",1.33083999404727,0.00218095513888607,0.0147256589564282,"g__Arachnia"
"g__Treponema_HROM_Genome_5046",3.78758458892899,0.00235577471740207,0.0161743018885876,"g__Treponema"
"s__Pauljensenia cardiffensis",3.60042961114246,0.00213861369452964,0.016229053964903,"g__Pauljensenia"
"g__Bacteroides_HROM_Genome_1149",2.68565753409489,0.00229758097258727,0.0174685127956156,"g__Bacteroides"
"s__Desulfobulbus oralis",3.51462893960475,0.00153119223053065,0.0209331952451219,"g__Desulfobulbus"
"s__Campylobacter_A rectus",2.02746985199988,0.00303229725827843,0.0209331952451219,"g__Campylobacter_A"
"g__Prevotella_HROM_Genome_1010",2.03671540595635,0.00350742426279608,0.0248940248940249,"g__Prevotella"
"s__Parvimonas micra",1.46136773451713,0.00356051652048256,0.0248940248940249,"g__Parvimonas"
"g__Butyrivibrio_HROM_Genome_1674",2.02376392606025,0.00353764996940906,0.0251177394034537,"g__Butyrivibrio"
"s__GN02-873 sp003260345",4.03019240200929,0.0030280979885589,0.0270879562914961,"g__GN02-873"
"g__HOT-345_HROM_Genome_2915",2.96812579261343,0.00300905258785602,0.0272271588061062,"g__HOT-345"
"g__GN02-873_HROM_Genome_2931",3.55944879035848,0.00194476618289684,0.0313276467122621,"g__GN02-873"
"g__CAJPQU01_HROM_Genome_2707",2.0066356999173,0.0024053147840903,0.0313276467122621,"g__CAJPQU01"
"g__Butyrivibrio_HROM_Genome_1880",2.64355550834711,0.00397714015681168,0.0313276467122621,"g__Butyrivibrio"
"f__Marinifilaceae_HROM_Genome_1142",4.63986972124767,0.00179393970888023,0.0314600653583704,"g__"
"s__Campylobacter_A sp014253065",2.15728192662177,0.00213171561189054,0.0332084582084582,"g__Campylobacter_A"
"g__Prevotella_HROM_Genome_1016",2.0649768153848,0.00488897504468636,0.0332084582084582,"g__Prevotella"
"g__Catonella_HROM_Genome_1689",2.04062474648432,0.00179356478202977,0.0358575850379129,"g__Catonella"
"s__Arachnia sp905372155",1.51508311330983,0.00528312743063811,0.0358575850379129,"g__Arachnia"
"s__Streptococcus anginosus_C",1.97481592916582,0.00525499451122246,0.0361102312321825,"g__Streptococcus"
"s__Pseudoramibacter alactolyticus",4.06726841727931,0.00312887141837407,0.0379144664858951,"g__Pseudoramibacter"
"s__Prevotella baroniae",1.61546442361117,0.00570576232862769,0.0379144664858951,"g__Prevotella"
"g__Tannerella_HROM_Genome_1115",1.91615037958404,0.00570576232862769,0.0379144664858951,"g__Tannerella"
"s__Desulfovibrio sp000403945",1.99503367144054,7.66051292434312e-05,0.0408653846153846,"g__Desulfovibrio"
"g__Treponema_D_HROM_Genome_5065",2.75461459641707,0.00472923289695159,0.0408653846153846,"g__Treponema_D"
"g__Catonella_HROM_Genome_1693",2.17022965918978,0.00339031175755646,0.0441031836380674,"g__Catonella"
"g__HOT-345_HROM_Genome_2914",2.74613196383655,0.0064139022296608,0.0445247060631676,"g__HOT-345"
"s__Desulfovibrio sp003860215",3.5367263546228,0.00189638457271973,0.0472709109072745,"g__Desulfovibrio"
"g__Treponema_HROM_Genome_5048",2.40640595428289,0.00710061507495154,0.0472709109072745,"g__Treponema"
"s__Alloprevotella sp003639005",1.81206954316368,0.0083114200417319,0.0553103612805105,"g__Alloprevotella"
"s__Centipeda sp000468035",1.77107402764738,0.0083114200417319,0.0553103612805105,"g__Centipeda"
"g__RGIG8124_HROM_Genome_1664",3.06976050454701,0.00342892384015523,0.0586931316858324,"g__RGIG8124"
"g__Nanosyncoccus_HROM_Genome_4502",3.52377222544145,0.00477370097957648,0.0586931316858324,"g__Nanosyncoccus"
"g__Treponema_B_HROM_Genome_5023",4.62084290404293,0.00819376731229549,0.0586931316858324,"g__Treponema_B"
"g__Prevotella_HROM_Genome_1174",1.24618384431509,0.0103442822582926,0.0680686220254566,"g__Prevotella"
"g__Treponema_HROM_Genome_5047",1.37708034097931,0.0103442822582926,0.0680686220254566,"g__Treponema"
"g__Prevotella_HROM_Genome_0970",3.12974199455974,0.00282128606719058,0.0726386289766572,"g__Prevotella"
"s__Fusobacterium nucleatum",1.93124412840363,0.00664513554317398,0.0726386289766572,"g__Fusobacterium"
"s__Porphyromonas sp905372525",1.47849594419701,0.0111142046116759,0.0726386289766572,"g__Porphyromonas"
"s__Pauljensenia odontolytica",1.77071003277723,0.0119241220154006,0.0770402011781322,"g__Pauljensenia"
"g__Arachnia_HROM_Genome_0394",1.31403892752227,0.0119241220154006,0.0770402011781322,"g__Arachnia"
"g__Capnocytophaga_HROM_Genome_1228",1.03842903111038,0.011934613823099,0.0770402011781322,"g__Capnocytophaga"
"g__Streptococcus_HROM_Genome_2488",1.77761967839086,0.00448002978969531,0.0771677302289547,"g__Streptococcus"
"g__Prevotella_HROM_Genome_1012",1.62800120600574,0.0119238630532721,0.0771677302289547,"g__Prevotella"
"g__Campylobacter_A_HROM_Genome_1611",1.45803152900719,0.00224554226680727,0.080959040959041,"g__Campylobacter_A"
"s__Actinomyces israelii",1.90651962927517,0.0128082736524284,0.080959040959041,"g__Actinomyces"
"s__Prevotella micans",1.59318840248285,0.0128082736524284,0.080959040959041,"g__Prevotella"
"g__Peptoanaerobacter_HROM_Genome_1939",1.66727090680659,0.0114556592324399,0.0860316154433801,"g__Peptoanaerobacter"
"f__Peptococcaceae_HROM_Genome_1983",1.50940117967316,0.0134944028672634,0.0860316154433801,"g__"
"s__Streptococcus sp000411475",-1.78833993969348,0.0136362979450339,0.0860316154433801,"g__Streptococcus"
"g__Centipeda_HROM_Genome_2741",1.89610691024453,0.0141950609923794,0.0866406320951776,"g__Centipeda"
"g__Catonella_HROM_Genome_1679",1.64776019177382,0.0136299597398876,0.0914149952611491,"g__Catonella"
"g__Arachnia_HROM_Genome_0395",1.26463815566099,0.0147269547992176,0.0914149952611491,"g__Arachnia"
"s__Olegusella sp000466405",1.82231274221816,0.000112414164446659,0.0958544561029033,"g__Olegusella"
"g__Flexilinea_HROM_Genome_1646",1.52966154009489,0.00451919593170483,0.0958544561029033,"g__Flexilinea"
"s__Oribacterium sp013394775",2.5008261312238,0.00842757942121191,0.0958544561029033,"g__Oribacterium"
"g__Prevotella_HROM_Genome_1014",1.3995968014402,0.0157780627672782,0.0958544561029033,"g__Prevotella"
"s__Treponema_C maltophilum",1.43486240109819,0.0157780627672782,0.0958544561029033,"g__Treponema_C"
"g__Campylobacter_A_HROM_Genome_1626",1.32253604599791,0.000132328956140871,0.100713657599885,"g__Campylobacter_A"
"g__RGIG7444_HROM_Genome_1925",1.53673062490281,0.00140619405717821,0.100713657599885,"g__RGIG7444"
"s__Peptoanaerobacter stomatis",1.79007878088697,0.00991199842008708,0.100713657599885,"g__Peptoanaerobacter"
"g__Cryptobacteroides_HROM_Genome_1021",3.13658255303903,0.0159374428361978,0.100713657599885,"g__Cryptobacteroides"
"s__Treponema_D sp014334335",1.96805263794158,0.0163395238966919,0.100713657599885,"g__Treponema_D"
"g__Centipeda_HROM_Genome_2731",1.5099757807707,0.0168912098134118,0.100713657599885,"g__Centipeda"
"g__Oribacterium_HROM_Genome_1749",1.78410539707401,0.0174968072291413,0.106963624610683,"g__Oribacterium"
"g__Alloprevotella_HROM_Genome_1054",1.71170396896171,0.0180087975573258,0.106963624610683,"g__Alloprevotella"
"s__Prevotella sp003043925",1.74221557159282,0.0180087975573258,0.106963624610683,"g__Prevotella"
"g__Arachnia_HROM_Genome_0393",1.59387914412239,0.019300068383374,0.114333341077527,"g__Arachnia"
"g__Centipeda_HROM_Genome_2749",1.48119282107223,0.0193373842632159,0.114333341077527,"g__Centipeda"
"s__Bacteroides_D periocalifornicus",2.94992570801594,0.0133810865075588,0.12110175538747,"g__Bacteroides_D"
"s__Streptococcus sp013394695",-2.53667494001807,0.0198164238852003,0.12110175538747,"g__Streptococcus"
"s__Leptotrichia_A sp905371725",1.15871240922948,0.0206315180140086,0.12110175538747,"g__Leptotrichia_A"
"g__Cryptobacteroides_HROM_Genome_0964",2.16979230148694,0.0110183484840799,0.121358867121579,"g__Cryptobacteroides"
"s__Gemella haemolysans_A",1.54789935517059,0.0176228123717835,0.121358867121579,"g__Gemella"
"s__Treponema_B sp905372205",2.0431888169563,0.0103962290882151,0.127319607766535,"g__Treponema_B"
"g__Treponema_B_HROM_Genome_5024",4.00408425034563,0.0188343251100123,0.127319607766535,"g__Treponema_B"
"f__Peptoniphilaceae_HROM_Genome_1970",1.98202331109954,0.000610100191800294,0.132136680523777,"g__"
"s__Bacteroides zoogleoformans",1.9052720873405,0.0164536383766772,0.132136680523777,"g__Bacteroides"
"s__HOT-345 sp013333605",1.81642730574632,0.0212197676860629,0.132136680523777,"g__HOT-345"
"s__Capnocytophaga sp002999135",1.32009393156771,0.0234934869255563,0.132136680523777,"g__Capnocytophaga"
"s__Johnsonella sp905373785",1.54334169994326,0.0235363889844487,0.132136680523777,"g__Johnsonella"
"s__Cutibacterium acnes",-1.55079235701932,0.0235793192278534,0.132136680523777,"g__Cutibacterium"
"g__Treponema_HROM_Genome_5041",1.86263509508784,0.0235793192278534,0.132136680523777,"g__Treponema"
"g__Campylobacter_A_HROM_Genome_1597",1.26579735071288,0.000700928449923226,0.137582624629257,"g__Campylobacter_A"
"g__HOT-345_HROM_Genome_2917",2.36185339802694,0.00482329653601279,0.137582624629257,"g__HOT-345"
"g__Peptoanaerobacter_HROM_Genome_1937",2.1403044330838,0.0215928721903769,0.137582624629257,"g__Peptoanaerobacter"
"g__Pauljensenia_HROM_Genome_0286",1.17197412673555,0.0250053546290017,0.137582624629257,"g__Pauljensenia"
"s__Alloprevotella rava",0.803233879461709,0.0251579468749834,0.137582624629257,"g__Alloprevotella"
"s__Prevotella saccharolytica",0.569716553406033,0.0251624397710162,0.137582624629257,"g__Prevotella"
"s__Streptococcus constellatus",0.956299634252434,0.0251624397710162,0.137582624629257,"g__Streptococcus"
"g__Campylobacter_A_HROM_Genome_1605",1.15260528246607,0.000804193508204217,0.144921068778937,"g__Campylobacter_A"
"g__RGIG8124_HROM_Genome_1665",2.15002419731504,0.0242507658401023,0.144921068778937,"g__RGIG8124"
"g__Campylobacter_B_HROM_Genome_1369",2.45059383075002,0.0247286945826665,0.144921068778937,"g__Campylobacter_B"
"g__Granulicatella_HROM_Genome_2612",1.10367275988462,0.0262750722126003,0.144921068778937,"g__Granulicatella"
"s__Allisonella pneumosintes",1.12990984270973,0.0285573434259405,0.151808587452152,"g__Allisonella"
"g__Centipeda_HROM_Genome_2729",1.27200448121976,0.0286014943002621,0.151808587452152,"g__Centipeda"
"s__Treponema_D paredis",1.21624784359478,0.0286014943002621,0.151808587452152,"g__Treponema_D"
"g__Centipeda_HROM_Genome_2751",1.27322117823789,0.0286064013089517,0.151808587452152,"g__Centipeda"
"s__Treponema_C lecithinolyticum",1.77782962583885,0.0286064013089517,0.151808587452152,"g__Treponema_C"
"s__Bergeyella_A cardium",2.1840343720351,0.0281731827801649,0.160092334849616,"g__Bergeyella_A"
"s__Saccharimonas sp905371715",1.79596799930708,0.0300462990115618,0.160092334849616,"g__Saccharimonas"
"g__Capnocytophaga_HROM_Genome_1217",1.96786256069455,0.0301892045825781,0.160092334849616,"g__Capnocytophaga"
"s__Prevotella enoeca",1.14620655292393,0.0304244343922628,0.160092334849616,"g__Prevotella"
"g__Saccharimonas_HROM_Genome_3319",2.07103264068532,0.00826406746023476,0.160608622147084,"g__Saccharimonas"
"g__Streptococcus_HROM_Genome_2371",-1.94991417182685,0.0290963016970574,0.160608622147084,"g__Streptococcus"
"s__Actinomyces oricola",1.67358227136126,0.0020152280855744,0.167623845348964,"g__Actinomyces"
"g__Catonella_HROM_Genome_1699",1.48175850220121,0.0300453343401307,0.167623845348964,"g__Catonella"
"s__CAJPQU01 sp905373705",1.30938332699579,0.0324435131572591,0.167623845348964,"g__CAJPQU01"
"g__Streptococcus_HROM_Genome_2457",1.24737339038837,0.0330184832849155,0.169043220930013,"g__Streptococcus"
"g__DUOT01_HROM_Genome_2638",0.82082484606205,9.16443851315455e-05,0.17808482597215,"g__DUOT01"
"f__Peptoniphilaceae_HROM_Genome_1979",2.09474389613852,0.00379898502074829,0.186388953512241,"g__"
"g__Fen-668_HROM_Genome_0397",2.94543544768301,0.0176320726270051,0.186388953512241,"g__Fen-668"
"g__Capnocytophaga_HROM_Genome_1219",1.57264849871735,0.0366092399431824,0.186388953512241,"g__Capnocytophaga"
"s__Leptotrichia massiliensis",0.96331493560695,0.0367019985930644,0.186388953512241,"g__Leptotrichia"
"s__Gemella morbillorum",1.21923976134846,0.0367251980245714,0.186388953512241,"g__Gemella"
"s__Mesocricetibacter sp905373425",0.819211853412402,0.0367251980245714,0.186388953512241,"g__Mesocricetibacter"
"g__Campylobacter_A_HROM_Genome_1557",1.39828990775049,0.0132438383567428,0.194439489082346,"g__Campylobacter_A"
"g__Leptotrichia_HROM_Genome_2872",1.70696098627138,0.0373209926175853,0.194439489082346,"g__Leptotrichia"
"s__Peptostreptococcus stomatis",1.35908266392221,0.0389169245915567,0.194439489082346,"g__Peptostreptococcus"
"s__Capnocytophaga bilenii",1.82241362392183,0.03897725344745,0.194439489082346,"g__Capnocytophaga"
"s__CAJPNX01 sp905372165",1.62455715457109,0.0390376057965059,0.194439489082346,"g__CAJPNX01"
"g__Streptococcus_HROM_Genome_2293",-1.20233064469119,0.0260850698689217,0.203377408617583,"g__Streptococcus"
"s__Streptococcus sp905371745",1.53321693424723,0.0293078324913566,0.203377408617583,"g__Streptococcus"
"g__Kingella_B_HROM_Genome_4880",1.53677115366769,0.0355036811077707,0.203377408617583,"g__Kingella_B"
"g__Oribacterium_HROM_Genome_1771",-1.27486677442237,0.0364300025242342,0.203377408617583,"g__Oribacterium"
"s__Mogibacterium timidum",1.66787498536475,0.041466248067953,0.203377408617583,"g__Mogibacterium"
"g__Campylobacter_A_HROM_Genome_1603",1.02722090690132,0.0128631890923835,0.205038439821048,"g__Campylobacter_A"
"g__Campylobacter_A_HROM_Genome_1606",1.2948621722297,0.00526432946113144,0.208778616341642,"g__Campylobacter_A"
"s__Olsenella_I phocaeensis",2.58871160673035,0.00710677292505796,0.208778616341642,"g__Olsenella_I"
"g__Wolinella_HROM_Genome_1364",2.46485232510457,0.0328718243824734,0.208778616341642,"g__Wolinella"
"g__Nanoperiomorbus_HROM_Genome_3029",2.04494203251186,0.0396515876126742,0.208778616341642,"g__Nanoperiomorbus"
"s__Bacteroides_D sp905373475",2.10469662881536,0.0440087543504501,0.208778616341642,"g__Bacteroides_D"
"s__Lachnoanaerobaculum sp000209465",0.954150289671619,0.0440087543504501,0.208778616341642,"g__Lachnoanaerobaculum"
"s__F0058 sp905372605",1.32859548980165,0.0440348429845734,0.208778616341642,"g__F0058"
"g__Centipeda_HROM_Genome_2750",1.27985378416981,0.0440348429845734,0.208778616341642,"g__Centipeda"
"g__Cryptobacteroides_HROM_Genome_1156",2.14180193717525,0.000628172867357314,0.21073069190224,"g__Cryptobacteroides"
"g__Campylobacter_B_HROM_Genome_1368",2.01858149601403,0.045918321167521,0.220406149866731,"g__Campylobacter_B"
"s__Prevotella sp018127805",1.25250327147633,0.0467295381410658,0.220406149866731,"g__Prevotella"
"g__Porphyromonas_HROM_Genome_1123",1.60370237995712,0.0152614701766729,0.220902048770901,"g__Porphyromonas"
"g__JABZIP01_HROM_Genome_1928",1.67105443006441,0.0152614701766729,0.220902048770901,"g__JABZIP01"
"g__W11650_HROM_Genome_1878",2.21728329447957,0.0475493089785609,0.220902048770901,"g__W11650"
"f__Cardiobacteriaceae_HROM_Genome_4907",1.77423737783477,0.00650707284460976,0.229244439770756,"g__"
"s__HOT-345 sp003260355",1.3434859884303,0.0494211949704362,0.229244439770756,"g__HOT-345"
"s__Capnocytophaga leadbetteri",1.05075574837605,0.0495616769140374,0.229244439770756,"g__Capnocytophaga"
"s__Streptococcus mitis_Y",2.1202930347059,0.0351770978011201,0.23043623043623,"g__Streptococcus"
"g__Pauljensenia_HROM_Genome_0288",0.974513211889918,0.0507806045412817,0.23043623043623,"g__Pauljensenia"
"g__Campylobacter_B_HROM_Genome_1449",0.99378894168208,0.00192418918407196,0.240115615609687,"g__Campylobacter_B"
"g__Nanosynbacter_HROM_Genome_3508",-1.00274429354686,0.0146592033173131,0.240115615609687,"g__Nanosynbacter"
