"feature","Genus","term","lfc","q","diff_abn"
"s__Prevotella melaninogenica_A","g__Prevotella","Diabetes",0.156597334335364,0.927362744771,FALSE
"s__Prevotella nanceiensis","g__Prevotella","Diabetes",-0.263444352304189,0.926781227270131,FALSE
"s__Prevotella pallens","g__Prevotella","Diabetes",0.248409416094647,0.926781227270131,FALSE
"s__Prevotella salivae","g__Prevotella","Diabetes",-0.283851301860569,0.926781227270131,FALSE
"s__Prevotella shahii","g__Prevotella","Diabetes",1.09756194615276,0.850077523837272,FALSE
"s__Prevotella sp013333285","g__Prevotella","Diabetes",-0.265860414933925,0.926781227270131,FALSE
"s__Prevotella sp905372445","g__Prevotella","Diabetes",-0.122264485370194,0.927362744771,FALSE
"s__Prevotella timonensis","g__Prevotella","Diabetes",0.601255814189181,0.926781227270131,FALSE
"s__Porphyromonas endodontalis","g__Porphyromonas","Diabetes",0.441523441676347,0.926781227270131,FALSE
"s__Porphyromonas gingivalis","g__Porphyromonas","Diabetes",0.17617951950612,0.926781227270131,FALSE
"s__Porphyromonas pasteri","g__Porphyromonas","Diabetes",0.621817928856896,0.926781227270131,FALSE
"s__Lactobacillus crispatus","g__Lactobacillus","Diabetes",0.18345455203923,0.927362744771,FALSE
"s__Lactobacillus gasseri","g__Lactobacillus","Diabetes",-1.43785362889354,0.901977148110566,FALSE
"s__Lactobacillus iners","g__Lactobacillus","Diabetes",1.10447961582156,0.901977148110566,FALSE
"g__Streptococcus_HROM_Genome_2214","g__Streptococcus","Diabetes",1.87541301205109,0.901977148110566,FALSE
"s__Streptococcus agalactiae","g__Streptococcus","Diabetes",0.994082714323876,0.926781227270131,FALSE
"s__Paraclostridium bifermentans","g__Paraclostridium","Diabetes",1.96772018450547,0.901977148110566,FALSE
"s__Anaeroglobus micronuciformis","g__Anaeroglobus","Diabetes",0.0488762344516047,0.966881776245879,FALSE
"s__Brevundimonas sp002434505","g__Brevundimonas","Diabetes",-0.949351335876487,0.901977148110566,FALSE
"s__CAISGS01 sp017418605","g__CAISGS01","Diabetes",-0.365873626735881,0.901977148110566,FALSE
"s__Agrobacterium pusense","g__Agrobacterium","Diabetes",-0.31335123123475,0.926781227270131,FALSE
"s__Sphingobium yanoikuyae","g__Sphingobium","Diabetes",-0.17265154603634,0.927362744771,FALSE
"s__Sphingomonas echinoides","g__Sphingomonas","Diabetes",-0.158881807223001,0.926781227270131,FALSE
"s__Sphingomonas sp017418975","g__Sphingomonas","Diabetes",-0.208591698801495,0.927362744771,FALSE
"s__Achromobacter xylosoxidans","g__Achromobacter","Diabetes",1.09476622731038,0.901977148110566,FALSE
"s__Acidovorax_A wautersii","g__Acidovorax_A","Diabetes",-0.409426045221819,0.926781227270131,FALSE
"s__Burkholderia contaminans","g__Burkholderia","Diabetes",0.298773605583095,0.926781227270131,FALSE
"s__Comamonas tsuruhatensis","g__Comamonas","Diabetes",-0.064440808663061,0.966881776245879,FALSE
"g__Cupriavidus_HROM_Genome_4891","g__Cupriavidus","Diabetes",1.11515669302464,0.901977148110566,FALSE
"s__Ralstonia pickettii_B","g__Ralstonia","Diabetes",-0.26187069618357,0.926781227270131,FALSE
"g__Neisseria_HROM_Genome_4825","g__Neisseria","Diabetes",0.164951769551258,0.927362744771,FALSE
"g__Neisseria_HROM_Genome_4837","g__Neisseria","Diabetes",0.405707596192573,0.926781227270131,FALSE
"s__Neisseria elongata","g__Neisseria","Diabetes",0.775005723589948,0.901977148110566,FALSE
"s__Neisseria flavescens","g__Neisseria","Diabetes",0.273619595365129,0.926781227270131,FALSE
"s__Neisseria mucosa_A","g__Neisseria","Diabetes",0.254518743618358,0.926781227270131,FALSE
"s__Neisseria sicca_A","g__Neisseria","Diabetes",0.540889066197744,0.901977148110566,FALSE
"s__Neisseria sp000090875","g__Neisseria","Diabetes",0.00438750278907837,0.992857228712998,FALSE
"s__Neisseria sp000186165","g__Neisseria","Diabetes",-0.37073700510118,0.926781227270131,FALSE
"s__Neisseria subflava","g__Neisseria","Diabetes",0.918599571650332,0.901977148110566,FALSE
"s__Neisseria subflava_C","g__Neisseria","Diabetes",0.916049386262912,0.901977148110566,FALSE
"s__Escherichia coli","g__Escherichia","Diabetes",0.414043190951478,0.926781227270131,FALSE
"s__Klebsiella aerogenes","g__Klebsiella","Diabetes",-0.0971773292117192,0.927362744771,FALSE
"s__Klebsiella pneumoniae","g__Klebsiella","Diabetes",-0.393213882972017,0.926781227270131,FALSE
"s__Acinetobacter baumannii","g__Acinetobacter","Diabetes",-0.277427968810264,0.926781227270131,FALSE
"s__Acinetobacter johnsonii","g__Acinetobacter","Diabetes",-0.344522498752022,0.926781227270131,FALSE
"s__Acinetobacter junii","g__Acinetobacter","Diabetes",-0.733412022491023,0.901977148110566,FALSE
"s__Moraxella_A cinereus","g__Moraxella_A","Diabetes",-0.526073543898983,0.926781227270131,FALSE
"s__Pseudomonas aeruginosa","g__Pseudomonas","Diabetes",1.20510043585278,0.901977148110566,FALSE
"s__Pseudomonas_E juntendi","g__Pseudomonas_E","Diabetes",1.04465702604071,0.901977148110566,FALSE
"s__Stenotrophomonas maltophilia","g__Stenotrophomonas","Diabetes",0.68823804787581,0.901977148110566,FALSE
"s__Pauljensenia sp000278725","g__Pauljensenia","KidneyDisease",0.148583848462619,0.961220128873318,FALSE
"s__Pauljensenia sp000466265","g__Pauljensenia","KidneyDisease",0.235295589991037,0.817549859592016,FALSE
"s__Bifidobacterium piotii","g__Bifidobacterium","KidneyDisease",-0.0264382996667831,0.992553197078525,FALSE
"s__Bifidobacterium swidsinskii","g__Bifidobacterium","KidneyDisease",2.02236754229853,0.259168085100404,FALSE
"s__Kocuria palustris","g__Kocuria","KidneyDisease",0.177169705504911,0.981257708815253,FALSE
"s__Micrococcus luteus","g__Micrococcus","KidneyDisease",-0.784160744343269,0.735879678723929,FALSE
"s__Rothia dentocariosa","g__Rothia","KidneyDisease",-0.0833624455526738,0.992553197078525,FALSE
"g__Corynebacterium_HROM_Genome_0366","g__Corynebacterium","KidneyDisease",0.399122668200472,0.742661069812089,FALSE
"s__Corynebacterium argentoratense","g__Corynebacterium","KidneyDisease",-0.67877172776656,0.507940882249962,FALSE
"s__Corynebacterium aurimucosum_E","g__Corynebacterium","KidneyDisease",0.0485748497680049,0.992553197078525,FALSE
"s__Lawsonella sp018376445","g__Lawsonella","KidneyDisease",-1.04034315553682,0.589480773120031,FALSE
"s__Cutibacterium acnes","g__Cutibacterium","KidneyDisease",-0.63957004467879,0.702675787761845,FALSE
"s__Cutibacterium modestum","g__Cutibacterium","KidneyDisease",0.269411149678595,0.841168108655563,FALSE
"s__Fannyhessea vaginae","g__Fannyhessea","KidneyDisease",-1.03789637052487,0.667528604909886,FALSE
"g__Alloprevotella_HROM_Genome_1059","g__Alloprevotella","KidneyDisease",-0.974413016948461,0.386821207467102,FALSE
"s__Alloprevotella sp015257125","g__Alloprevotella","KidneyDisease",-1.53022653922338,0.00503280847726324,TRUE
"s__Alloprevotella sp015259235","g__Alloprevotella","KidneyDisease",-0.427976764011298,0.742661069812089,FALSE
"s__Alloprevotella sp900095835","g__Alloprevotella","KidneyDisease",-0.165090426041282,0.981257708815253,FALSE
"s__Alloprevotella sp905369775","g__Alloprevotella","KidneyDisease",-0.692844892974562,0.667528604909886,FALSE
"g__Prevotella_HROM_Genome_0987","g__Prevotella","KidneyDisease",0.0525570415004147,0.992553197078525,FALSE
"g__Prevotella_HROM_Genome_1010","g__Prevotella","KidneyDisease",-0.85740514518685,0.589480773120031,FALSE
"s__Prevotella aurantiaca","g__Prevotella","KidneyDisease",-0.497819521884537,0.676638292819224,FALSE
"s__Prevotella histicola","g__Prevotella","KidneyDisease",0.0227263315821042,0.992553197078525,FALSE
"s__Prevotella intermedia","g__Prevotella","KidneyDisease",0.00435059419631001,0.992553197078525,FALSE
"s__Prevotella jejuni","g__Prevotella","KidneyDisease",-0.22421467423547,0.961220128873318,FALSE
"s__Prevotella melaninogenica","g__Prevotella","KidneyDisease",0.200439562745059,0.961220128873318,FALSE
"s__Prevotella melaninogenica_A","g__Prevotella","KidneyDisease",0.036994644558826,0.992553197078525,FALSE
"s__Prevotella nanceiensis","g__Prevotella","KidneyDisease",-1.8238743539035,0.0179644050262695,TRUE
"s__Prevotella pallens","g__Prevotella","KidneyDisease",-0.36256140369254,0.866004624061693,FALSE
"s__Prevotella salivae","g__Prevotella","KidneyDisease",-0.20078242174866,0.841168108655563,FALSE
"s__Prevotella shahii","g__Prevotella","KidneyDisease",-1.27035539025973,0.189073325184048,FALSE
"s__Prevotella sp013333285","g__Prevotella","KidneyDisease",-0.398193247761923,0.806337246578007,FALSE
"s__Prevotella sp905372445","g__Prevotella","KidneyDisease",-1.06879606001137,0.386821207467102,FALSE
"s__Prevotella timonensis","g__Prevotella","KidneyDisease",-1.10499217751363,0.589480773120031,FALSE
"s__Porphyromonas endodontalis","g__Porphyromonas","KidneyDisease",-0.0721866011868054,0.992553197078525,FALSE
"s__Porphyromonas gingivalis","g__Porphyromonas","KidneyDisease",-0.431412067323759,0.733961180698112,FALSE
"s__Porphyromonas pasteri","g__Porphyromonas","KidneyDisease",-0.935041570897297,0.53263458509878,FALSE
"s__Lactobacillus crispatus","g__Lactobacillus","KidneyDisease",-0.33908741779798,0.89759696605766,FALSE
"s__Lactobacillus gasseri","g__Lactobacillus","KidneyDisease",1.52904469597009,0.589480773120031,FALSE
"s__Lactobacillus iners","g__Lactobacillus","KidneyDisease",-1.49089105828146,0.386821207467102,FALSE
"g__Streptococcus_HROM_Genome_2214","g__Streptococcus","KidneyDisease",3.12359641345865,0.133741102779763,FALSE
"s__Streptococcus agalactiae","g__Streptococcus","KidneyDisease",4.22462286451717,0.00357701484361054,TRUE
"s__Paraclostridium bifermentans","g__Paraclostridium","KidneyDisease",2.41091763795876,0.430768104952833,FALSE
"s__Anaeroglobus micronuciformis","g__Anaeroglobus","KidneyDisease",-0.0554632108378222,0.992553197078525,FALSE
"s__Brevundimonas sp002434505","g__Brevundimonas","KidneyDisease",-1.81188463071277,0.17105908885156,FALSE
"s__CAISGS01 sp017418605","g__CAISGS01","KidneyDisease",-1.46113366068614,3.19850043526673e-05,TRUE
"s__Agrobacterium pusense","g__Agrobacterium","KidneyDisease",-0.996262487974652,0.17105908885156,FALSE
"s__Sphingobium yanoikuyae","g__Sphingobium","KidneyDisease",-0.474007598265392,0.702675787761845,FALSE
"s__Sphingomonas echinoides","g__Sphingomonas","KidneyDisease",-1.32359794724869,0.00287947073580453,TRUE
"s__Sphingomonas sp017418975","g__Sphingomonas","KidneyDisease",1.28695967508119,0.399116931397265,FALSE
"s__Achromobacter xylosoxidans","g__Achromobacter","KidneyDisease",-0.978394659234723,0.702675787761845,FALSE
"s__Acidovorax_A wautersii","g__Acidovorax_A","KidneyDisease",0.49784025621723,0.841168108655563,FALSE
"s__Burkholderia contaminans","g__Burkholderia","KidneyDisease",-1.18861354391835,0.430768104952833,FALSE
"s__Comamonas tsuruhatensis","g__Comamonas","KidneyDisease",-1.19314067685018,0.430768104952833,FALSE
"g__Cupriavidus_HROM_Genome_4891","g__Cupriavidus","KidneyDisease",-0.382049073958044,0.866004624061693,FALSE
"s__Ralstonia pickettii_B","g__Ralstonia","KidneyDisease",-1.31070178219602,0.000101454695211712,TRUE
"g__Neisseria_HROM_Genome_4825","g__Neisseria","KidneyDisease",0.885087754766783,0.219717571150373,FALSE
"g__Neisseria_HROM_Genome_4837","g__Neisseria","KidneyDisease",-1.13909570300381,0.430768104952833,FALSE
"s__Neisseria elongata","g__Neisseria","KidneyDisease",0.380882078221484,0.712638735357233,FALSE
"s__Neisseria flavescens","g__Neisseria","KidneyDisease",-0.00813562514259958,0.992553197078525,FALSE
"s__Neisseria mucosa_A","g__Neisseria","KidneyDisease",0.256781975709543,0.742661069812089,FALSE
"s__Neisseria sicca_A","g__Neisseria","KidneyDisease",0.331373628509122,0.702675787761845,FALSE
"s__Neisseria sp000090875","g__Neisseria","KidneyDisease",0.27217273691994,0.783152168371897,FALSE
"s__Neisseria sp000186165","g__Neisseria","KidneyDisease",0.0402539378290921,0.992553197078525,FALSE
"s__Neisseria subflava","g__Neisseria","KidneyDisease",-0.277951427953208,0.961220128873318,FALSE
"s__Neisseria subflava_C","g__Neisseria","KidneyDisease",0.174704104636488,0.981257708815253,FALSE
"s__Escherichia coli","g__Escherichia","KidneyDisease",-3.1126370350846,0.00357701484361054,TRUE
"s__Klebsiella aerogenes","g__Klebsiella","KidneyDisease",-1.15893827630637,0.0724801652060808,FALSE
"s__Klebsiella pneumoniae","g__Klebsiella","KidneyDisease",-0.0494652859390236,0.992553197078525,FALSE
"s__Acinetobacter baumannii","g__Acinetobacter","KidneyDisease",-1.32040097546953,0.330711405887993,FALSE
"s__Acinetobacter johnsonii","g__Acinetobacter","KidneyDisease",0.282652849708245,0.981257708815253,FALSE
"s__Acinetobacter junii","g__Acinetobacter","KidneyDisease",-0.114358684422559,0.988510942595192,FALSE
"s__Moraxella_A cinereus","g__Moraxella_A","KidneyDisease",-1.85143250251187,0.189073325184048,FALSE
"s__Pseudomonas aeruginosa","g__Pseudomonas","KidneyDisease",-0.746105028524553,0.776813148357101,FALSE
"s__Pseudomonas_E juntendi","g__Pseudomonas_E","KidneyDisease",-2.18081445760902,0.0602996238614296,FALSE
"s__Stenotrophomonas maltophilia","g__Stenotrophomonas","KidneyDisease",-1.02468526995715,0.510504450830397,FALSE
