"from","to","r","p","fdr"
"Haemophilus_haemolyticus_J","Cutibacterium_acnes",-0.422888759464182,1.05484926577594e-05,0.739359658017167
"Haemophilus_D_parainfluenzae_K","Cutibacterium_acnes",-0.414816540477577,1.61095419094323e-05,0.739359658017167
"Bifidobacterium_longum","Anaeroglobus_micronuciformis",-0.412976121141526,1.7715461674948e-05,0.739359658017167
"Haemophilus_D_sp900755445","Cutibacterium_acnes",-0.409202096680256,2.14895484185812e-05,0.739359658017167
"Bulleidia_extructa","Lactobacillus_iners",0.408421665695981,2.23586804540604e-05,0.739359658017167
"Capnocytophaga_periodontitidis","Prevotella_shahii",-0.405148514851485,2.63752920938339e-05,0.739359658017167
"Bacteroides_D_sp013333195","Halalkalicoccus_sp022561895",0.399708794408853,3.45775572917881e-05,0.739359658017167
"Alloprevotella_tannerae_A","Finegoldia_magna_H",0.397716948165405,3.81368638805027e-05,0.739359658017167
"Nanogingivalis_sp013333405","Pauljensenia_sp000466265",0.396959813628422,3.95774775697074e-05,0.739359658017167
"Haemophilus_quentini","Acinetobacter_junii",0.396295864880606,4.08824763185625e-05,0.739359658017167
"Gemella_haemolysans_B","Curvularia_eragrostidis",-0.396016307513104,4.14438861217125e-05,0.739359658017167
"Streptococcus_mitis_BW","Puia_sp001898505",-0.392976121141526,4.8032395022087e-05,0.739359658017167
"Treponema_C_sp905372025","Klebsiella_aerogenes",0.39146185206756,5.16673032901895e-05,0.739359658017167
"Actinomyces_israelii","Prevotella_corporis",-0.391380314502038,5.18701321911092e-05,0.739359658017167
"Streptococcus_pseudopneumoniae_G","CAG_485_sp009775375",-0.389260337798486,5.74118726592125e-05,0.739359658017167
"Streptococcus_pseudopneumoniae_G","Duncaniella_muris",-0.387711124053582,6.18055678174284e-05,0.739359658017167
"Streptococcus_oralis_BF","Diaphorobacter_nitroreducens",-0.386930693069307,6.41358037085426e-05,0.739359658017167
"Bacteroides_D_sp905373475","Methylobacterium_aquaticum",0.386721025043681,6.47756476737936e-05,0.739359658017167
"Fusobacterium_periodonticum_D","Halalkalicoccus_subterraneus",0.385835760046593,6.7543355132723e-05,0.739359658017167
"Parvimonas_micra","Pandoraea_nosoerga",0.385649388468259,6.81398972090409e-05,0.739359658017167
"Bacteroides_D_sp013333195","Enterobacter_hormaechei_A",0.385171811298777,6.96910160958682e-05,0.739359658017167
"CAJPNN01_sp905372035","Methylobacterium_ajmalii",0.384216656959814,7.28924149611785e-05,0.739359658017167
"Bulleidia_extructa","Halococcus_sp003021705",0.382853814793244,7.76979499148696e-05,0.739359658017167
"Streptococcus_sp023115445","Comamonas_thiooxydans",0.382050087361677,8.06685818145347e-05,0.739359658017167
"Gemella_sp900555985","Cutibacterium_acnes",-0.381805474665113,8.15934578686465e-05,0.739359658017167
"Mogibacterium_pumilum","Pandoraea_nosoerga",0.38136284216657,8.32921747687922e-05,0.739359658017167
"Neisseria_subflava_A","Cutibacterium_acnes",-0.379953407105416,8.89230071291734e-05,0.739359658017167
"Butyrivibrio_sp015258065","Dietzia_natronolimnaea_A",0.379405940594059,9.12041382095334e-05,0.739359658017167
"Veillonella_sp019419725","Nesterenkonia_alkaliphila",0.379382644146768,9.13024043513436e-05,0.739359658017167
"Streptococcus_ilei","Prevotella_shahii",-0.3775888177053,9.91715645704215e-05,0.739359658017167
"Streptococcus_pneumoniae","Prevotella_corporis",0.377251019219569,0.00010072219677164,0.739359658017167
"Lancefieldella_sp018376005","Kocuria_palustris",0.376458940011648,0.000104446962125822,0.739359658017167
"Fusobacterium_animalis","Klebsiella_aerogenes",0.375818287711124,0.000107552841470274,0.739359658017167
"Porphyromonas_endodontalis","Ralstonia_pickettii",0.375352358765288,0.000109865321498085,0.739359658017167
"Streptococcus_oralis_BF","Nocardioides_sp021166815",-0.374315666860804,0.000115177279538157,0.739359658017167
"Neisseria_sp001809325","Comamonas_tsuruhatensis",0.37407105416424,0.000116464966612374,0.739359658017167
