"feature","R2","F","p"
"AWVT01_sp000469545",0.00405034437330808,0.402614821634919,0.79
"AWVT01_sp916439735",0.0113295855778537,1.13448218521142,0.245
"Abiotrophia_defectiva",0.00771847710093198,0.770073023994009,0.475
"Abiotrophia_sp001815865",0.0111694823209567,1.11826923826155,0.365
"Actinomyces_dentalis",0.00908981981184072,0.908147054459926,0.38
"Actinomyces_gerencseriae",0.00424236167127867,0.4217831621774,0.865
"Actinomyces_graevenitzii",0.00893782241434877,0.892824324278138,0.355
"Actinomyces_israelii",0.0108379505433973,1.08471317150285,0.255
"Actinomyces_johnsonii",0.00691754661822446,0.689607507284137,0.65
"Actinomyces_massiliensis",0.00524565375669686,0.52205825877937,0.795
"Actinomyces_naeslundii",0.00672637779427599,0.670420905927774,0.68
"Actinomyces_oricola",0.00667552195847121,0.665318018933407,0.62
"Actinomyces_oris",0.0056362735596405,0.561153899289866,0.825
"Actinomyces_oris_A",0.00633711417524677,0.631375401355261,0.69
"Actinomyces_oris_B",0.0074344447003584,0.741522835852682,0.62
"Actinomyces_oris_C",0.0117139701863693,1.1734285555663,0.28
"Actinomyces_oris_D",0.0054337953967494,0.540884801623423,0.745
"Actinomyces_oris_E",0.0124424682581863,1.24732414868817,0.22
"Actinomyces_sp000195595",0.00840887458439171,0.839538154908215,0.51
"Actinomyces_sp000220835",0.0079101542258353,0.789349141807422,0.5
"Actinomyces_sp001278845",0.00744694890139978,0.742779381336404,0.515
"Actinomyces_sp002999235",0.00537168865402262,0.53466925351098,0.845
"Actinomyces_sp900323545",0.0128664482537661,1.29038099745423,0.205
"Actinomyces_sp915063485",0.012027776586648,1.20524631549278,0.145
"Actinomyces_sp915069725",0.00699335788857473,0.697218328264929,0.61
"Actinomyces_timonensis",0.00719951690291317,0.717920856731395,0.405
"Aggregatibacter_actinomycetemcomitans",0.00593744947470753,0.591318421245655,0.505
"Aggregatibacter_aphrophilus",0.0128392144747393,1.287614187716,0.215
"Aggregatibacter_kilianii",0.0264206942254125,2.6866313948968,0.085
"Aggregatibacter_segnis",0.018507194833172,1.86676079420939,0.06
"Aggregatibacter_segnis_A",0.0151291697465096,1.5207961885915,0.115
"Aggregatibacter_sp000466335",0.0222806633205864,2.25605200387002,0.025
"Allisonella_pneumosinta",0.00924452368910325,0.923747450409279,0.44
"Alloprevotella_rava",0.00829276711110166,0.82784910382018,0.45
"Alloprevotella_sp000318095",0.0263552149999089,2.67979280040075,0.115
"Alloprevotella_sp003639005",0.00301791238354088,0.299677727094216,1
"Alloprevotella_sp015257125",0.00816173937590216,0.814661251024825,0.475
"Alloprevotella_sp015259235",0.00947348677629889,0.946845115534812,0.375
"Alloprevotella_sp900095835",0.043023371261302,4.45080227349199,0.015
"Alloprevotella_sp905369775",0.00947151618131823,0.946646277485695,0.42
"Alloprevotella_sp905371275",0.00626736154679721,0.624382021001862,0.585
"Alloprevotella_sp916438195",0.00674498677717248,0.672288266407442,0.735
"Alloprevotella_tannerae",0.00582321430787032,0.579874952599917,0.875
"Alloprevotella_tannerae_A",0.00759447343549907,0.757606492496232,0.56
"Alloprevotella_tannerae_B",0.00992520659128885,0.992445680951674,0.33
"Alloscardovia_omnicolens",0.00322531046133257,0.320338928168117,0.985
"Anaeroglobus_geminatus",0.00534962920544709,0.532461764344583,0.775
"Anaeroglobus_micronuciformis",0.00958843043929204,0.95844459279787,0.395
"Arachnia_massiliensis",0.00796797363455147,0.795165245532107,0.315
