"feature","name","saliva_log2FC","saliva_p","saliva_fdr","urine_log2FC","urine_p","urine_fdr","same_dir","n_healthy","n_disease"
"P_Torasemide","P_Torasemide",0,0.486000289435167,0.735568005631604,-0.0621002912732465,0.801878724063808,0.93082404652633,FALSE,34,67
"P_Erucifoline","P_Erucifoline",0,0.106199906251601,0.356092965757078,0.683348140239557,0.885906355589209,0.960781253693834,FALSE,34,67
"P_SUCROSE","P_SUCROSE",-0.268302400864972,0.776158766200124,0.925208620814723,-0.188574916447404,0.248659512579383,0.624351602237364,TRUE,34,67
"P_TREHALOSE","P_TREHALOSE",0,NA,NA,0.213871302445657,0.597358318403635,0.88944405108105,FALSE,34,67
"P_coniferin","P_coniferin",0.901672056587206,0.150536427290434,0.446624631961022,-0.54829879257279,0.18008632483586,0.513782111201911,FALSE,34,67
"P_(1S,3R,6S,6aR,6bR,8S,9S,11R,11aR,12R,12aR,14R)-1-ethyl-6,8,11-trihydroxy-3-methyl-10-methylenetetradecahydro-3,6a,12-(epiethane[1,1,2]triyl)-9,11a-methanoazuleno[2,1-b]azocine 1-oxide","P_(1S,3R,6S,6aR,6bR,8S,9S,11R,",0.271166921989181,0.439793437165749,0.705985751205581,-0.365921550628123,0.0423393934560217,0.287658820245324,FALSE,34,67
"P_N-(4-((6aR,8aS)-4-hydroxy-6a,8a,9-trimethyl-3,4,5,6,6a,6b,7,8,8a,8b,11a,12,12a,12b-tetradecahydro-1H-naphtho[2',1':4,5]indeno[2,1-b]furan-10-yl)-2-methylbutyl)acetamide","P_N-(4-((6aR,8aS)-4-hydroxy-6a",-5.22311974236286,0.00217327584907153,0.024964809753437,-1.60937603136484,0.000319297439414731,0.0368788542524014,TRUE,34,67
"N_Propionic acid","N_Propionic acid",0.0322403898012524,0.871546158053181,0.967954622615508,0.0128615474013039,0.899919797418043,0.962414227794296,TRUE,34,67
"N_1,4-Butynediol","N_1,4-Butynediol",0.110101843080152,0.390462273802907,0.670218768826445,-0.246393572223923,0.386508934895312,0.7502820500909,FALSE,34,67
"N_Beta-Alanine","N_Beta-Alanine",0.445266154487548,0.0519037177479983,0.225755976224303,0.801792246963082,0.0718286384941024,0.33862072432934,TRUE,34,67
"N_Lactic acid","N_Lactic acid",0,NA,NA,0,NA,NA,TRUE,34,67
"N_(S)-LACTATE","N_(S)-LACTATE",0.0117211175830896,0.602355104396077,0.817742687180129,-0.511579593662734,4.31242937930694e-06,0.00199234237323981,FALSE,34,67
"N_3-Hydroxypropanoic acid","N_3-Hydroxypropanoic acid",-0.355493754402669,0.6378466404922,0.833105816153077,-0.634533877326533,0.00652687402336252,0.115977530722826,TRUE,34,67
"N_2-Ketobutyric acid","N_2-Ketobutyric acid",0,NA,NA,-0.0080561510626076,0.860240733652394,0.95079238982633,FALSE,34,67
"N_Acetoacetic acid","N_Acetoacetic acid",-0.34189145595429,0.123197348637013,0.388678959080153,0.00950884355222215,0.722043767437556,0.921127425406416,FALSE,34,67
"N_DL-3-Aminoisobutyric acid","N_DL-3-Aminoisobutyric acid",0.44878708671305,0.0276199053321574,0.165823946015064,0.317089003033555,0.716668295962928,0.921127425406416,TRUE,34,67
"N_2-HYDROXYBUTYRIC ACID","N_2-HYDROXYBUTYRIC ACID",0.387725083824478,0.0493574633144036,0.225755976224303,0.225287157548177,0.957016203631056,0.993576373207973,TRUE,34,67
"N_DL-beta-Hydroxybutyric acid","N_DL-beta-Hydroxybutyric acid",0,NA,NA,0.100990876396903,0.367111076807073,0.727919817531622,FALSE,34,67
"N_3-HYDROXYBUTANOIC ACID","N_3-HYDROXYBUTANOIC ACID",-0.607551249527539,0.642987924013872,0.837379621971555,0.643590306177664,0.0438213296012079,0.293412380808088,FALSE,34,67
"N_Serine","N_Serine",0.109003854408332,0.5341872427047,0.774485063856653,0.190577866582913,0.16654553074373,0.496413130345828,TRUE,34,67
"N_BENZYL ALCOHOL","N_BENZYL ALCOHOL",-0.310352148036898,0.245800650228268,0.542456607400315,-0.56544491048194,0.00126803571120106,0.0650924998416544,TRUE,34,67
"N_Catechol","N_Catechol",0.409703090601113,0.285887840246277,0.590225447611262,-0.56707836108065,0.0146955714419837,0.189654481518829,FALSE,34,67
"N_Cytosine","N_Cytosine",0,NA,NA,-0.185974802298155,0.0238128908293278,0.223927472702492,FALSE,34,67
"N_CYTOSINE","N_CYTOSINE",0,NA,NA,-0.137340793753037,0.118040777393991,0.443372676065233,FALSE,34,67
"N_Uracil","N_Uracil",0.309523532161162,0.520103291637889,0.763954998864834,-0.32779966929591,0.295733410132259,0.680262132884991,FALSE,34,67
"N_Creatinine","N_Creatinine",0.901381177135704,0.0554688253478538,0.234434280715457,0,NA,NA,FALSE,34,67
"N_L-Proline","N_L-Proline",-0.113336804460683,0.871546158053181,0.967954622615508,0.611113394601293,0.207229648101869,0.556628473389903,FALSE,34,67
"N_Maleic acid","N_Maleic acid",-0.00602817442447545,0.648146362123466,0.841057878326871,-0.175015658925901,0.832107098179874,0.937642632583175,TRUE,34,67
"N_N-Acetylglycine","N_N-Acetylglycine",-0.104741012319149,0.520103291637889,0.763954998864834,0.214412375127889,0.202099526127537,0.546023281116504,FALSE,34,67
"N_L-Norvaline","N_L-Norvaline",0.188157904770272,0.444059802358327,0.705985751205581,0.416718024578142,0.123197348637013,0.455337400562399,TRUE,34,67
"N_Valine","N_Valine",0.146597774587789,0.962742888614359,0.996094258889683,-0.0091702145854633,0.690005719655886,0.919572735099354,FALSE,34,67
"N_Succinic acid","N_Succinic acid",0,NA,NA,0.108047384211364,0.622527780793108,0.88944405108105,FALSE,34,67
"N_Erythronolactone","N_Erythronolactone",0.386430422542173,0.0663377101429558,0.260695562667054,-0.117911046842295,0.326618003628123,0.698599618871262,FALSE,34,67
"N_Threonine","N_Threonine",-0.079247001562603,0.452663030743208,0.705985751205581,0.528427374388059,0.020469643728778,0.214931259152169,FALSE,34,67
"N_Benzoic acid","N_Benzoic acid",0,NA,NA,-0.136686611610724,0.492520910277231,0.844762302861704,FALSE,34,67
"N_Orcinol","N_Orcinol",-0.121534841441669,0.632721728574457,0.828829760745111,-0.473724163477705,0.323086432895158,0.697504355128799,TRUE,34,67
"N_Benzene-1,2,4-triol","N_Benzene-1,2,4-triol",0.217794007483874,0.95129173636379,0.988813684201804,-0.504952650254832,0.209829860543593,0.56035488769445,FALSE,34,67
"N_Pyrogallol","N_Pyrogallol",0.782063554123877,0.0707016271812897,0.270720760489041,-0.472081625690134,0.126731658217414,0.459687880023346,FALSE,34,67
"N_Citraconic acid","N_Citraconic acid",0.179655785965824,0.07890348101452,0.287388288573211,0,NA,NA,FALSE,34,67
"N_3-methyl-2-oxovaleric acid","N_3-methyl-2-oxovaleric acid",0,NA,NA,0.218585058678787,0.452663030743208,0.813736654487791,FALSE,34,67
"N_N-Acetylalanine","N_N-Acetylalanine",0.262523588692268,0.10666733659564,0.356092965757078,0.424672009306601,0.0313707310204051,0.245648775108935,TRUE,34,67
"N_Creatine","N_Creatine",0.0902450858662966,0.562921028283486,0.793045976952835,0.427101678170093,0.653321744771766,0.900998943535987,TRUE,34,67
"N_Leucine","N_Leucine",0,NA,NA,0.266177791847479,0.118040777393991,0.443372676065233,FALSE,34,67
"N_L-Leucine","N_L-Leucine",-0.131578641319084,0.427136409467009,0.70094180015099,0.39237101956779,0.109824505877099,0.426377493405208,FALSE,34,67
"N_Glutaric acid","N_Glutaric acid",0.0755329346233218,0.843336875347074,0.961361119988522,0.0500760220566541,0.793086320251939,0.929964162325878,TRUE,34,67
"N_Ribose","N_Ribose",-0.314710631171888,0.194578878272687,0.512772573330376,0.0276092300230744,0.826504883375375,0.935895235586822,FALSE,34,67
"N_Hydroxyisocaproic acid","N_Hydroxyisocaproic acid",0.144199895616076,0.0325195615746407,0.179861278832581,0.14133222838197,0.70595959649744,0.921127425406416,TRUE,34,67
"N_Ornithine","N_Ornithine",0.2925243282011,0.431331655060363,0.705242998054901,0.551496265089707,0.0642404006202087,0.333557683220143,TRUE,34,67
"N_D-ASPARTATE","N_D-ASPARTATE",0.57326301759565,0.209829860543593,0.522243208464053,-0.258835626304698,0.771012517249276,0.927624434815535,FALSE,34,67
"N_L-beta-Homothreonine","N_L-beta-Homothreonine",0.0247549556173503,0.632722719140241,0.828829760745111,0.00595950133585177,0.974201731429344,0.995754867080436,TRUE,34,67
"N_D-(+)-Malic acid","N_D-(+)-Malic acid",0,NA,NA,0.208652271878538,0.743680800165786,0.921127425406416,FALSE,34,67
"N_Dihydroxy-Valerate","N_Dihydroxy-Valerate",0,NA,NA,-0.292354120941642,0.251697166189341,0.62856265286203,FALSE,34,67
"N_Threonic acid","N_Threonic acid",0.189365643401374,0.0642404006202087,0.258817568029708,0,NA,NA,FALSE,34,67
"N_Allopurinol","N_Allopurinol",0.249290370849032,0.612404719387458,0.8189770575689,0.275281075998841,0.319579851515186,0.69644288396234,TRUE,34,67
"N_Hypoxanthine","N_Hypoxanthine",0,NA,NA,-0.696360935640989,0.086535073227124,0.373637418980666,FALSE,34,67
"N_Salicylic acid","N_Salicylic acid",0,NA,NA,-0.480248166535645,0.406519799384724,0.76658019312548,FALSE,34,67
"N_4-hydroxy-benzoate","N_4-hydroxy-benzoate",0,NA,NA,0.306220276079937,0.732835745060248,0.921127425406416,FALSE,34,67
"N_Urocanic acid","N_Urocanic acid",0.206162152983961,0.997133032244234,0.997133032244234,-0.633209647387698,0.000760330914422425,0.046253691128696,FALSE,34,67
"N_cis,cis-Muconic acid","N_cis,cis-Muconic acid",0.170917878810076,0.344650409299653,0.630851911511292,-1.08589362762952,0.00365013380048537,0.100637137474646,FALSE,34,67
"N_4-Hydroxyquinoline","N_4-Hydroxyquinoline",-0.0747358220932348,0.135912703714045,0.422839522665919,-0.223863027453799,0.894233634390365,0.960781253693834,TRUE,34,67
"N_4-ACETAMIDOBUTANOATE","N_4-ACETAMIDOBUTANOATE",-0.0752260017347979,0.506213282549095,0.750938909211903,0.0279585689808961,0.592380463673332,0.88944405108105,FALSE,34,67
"N_4-Acetamidobutyric acid","N_4-Acetamidobutyric acid",0.438247037298773,0.0337042415747582,0.181921689463755,-0.221785349100045,0.991399244794386,0.997133032244234,FALSE,34,67
"N_ALPHA-KETOGLUTARIC ACID","N_ALPHA-KETOGLUTARIC ACID",0.796137617447258,0.0266219918266758,0.165823946015064,-0.00495363147679129,0.945569781469814,0.983903691529401,FALSE,34,67
"N_adipic acid","N_adipic acid",-0.0568438654656589,0.776514378183785,0.925208620814723,-0.0617338444333342,0.465742679443175,0.821271442376896,TRUE,34,67
"N_ADIPIC ACID","N_ADIPIC ACID",-0.321367127652291,0.0947519393832048,0.336895784473617,0.154026719605366,0.648146362123466,0.899230087991115,FALSE,34,67
"N_Glutamine","N_Glutamine",0.163576981671643,0.359524862139347,0.64170174596983,0.400945939066187,0.151659501906509,0.48321855090212,TRUE,34,67
"N_O-ACETYL-L-SERINE","N_O-ACETYL-L-SERINE",0.490862963981026,0.0477188527525322,0.225755976224303,0.22629383375293,0.231485153557307,0.597464474544558,TRUE,34,67
"N_L-Glutamic acid","N_L-Glutamic acid",0.0802307802052091,0.398442317293658,0.67359304961343,-0.482364159998383,0.905611101818688,0.964037624516668,FALSE,34,67
"N_Citramalic acid","N_Citramalic acid",0,NA,NA,0,NA,NA,TRUE,34,67
"N_DL_Alfa_hydroxyglutaric_acid","N_DL_Alfa_hydroxyglutaric_acid",0.632793973105393,0.0707016271812897,0.270720760489041,-0.293178280920483,0.0947519393832048,0.39085174995572,FALSE,34,67
"N_citramalic acid","N_citramalic acid",0.0507840983605661,0.273108630063471,0.584053737730951,0.146196498360389,0.846133910636057,0.942839695979056,TRUE,34,67
"N_(S,S)-TARTARIC ACID","N_(S,S)-TARTARIC ACID",0.814427216282755,0.0510430234491589,0.225755976224303,0.669380277810458,0.187265629083354,0.524343761433392,TRUE,34,67
"N_D-RIBOSE","N_D-RIBOSE",-0.135792875285556,0.22318550858409,0.535542433687066,-0.187840398505784,0.295733410132259,0.680262132884991,TRUE,34,67
"N_Xylose","N_Xylose",-0.0958209378131869,0.348331705989436,0.630851911511292,-0.179537694913112,0.54368235876701,0.860209759419037,TRUE,34,67
"N_Paracetamol","N_Paracetamol",0.467696326189767,0.187265629083354,0.505391577285197,-0.296624827460246,0.0741268170314336,0.339075143252696,FALSE,34,67
"N_Xanthine","N_Xanthine",0.751554100473289,0.0349256373714726,0.186270065981187,0,NA,NA,FALSE,34,67
"N_4-hydroxyphenylacetic acid","N_4-hydroxyphenylacetic acid",0.525893478271929,0.939850633217627,0.988813684201804,-0.607366566624233,0.000243809301925557,0.0368788542524014,FALSE,34,67
"N_Atranol","N_Atranol",-0.166932812524553,0.70595959649744,0.87852749786348,-0.126518104259741,0.597358318403635,0.88944405108105,TRUE,34,67
"N_(R)-(-)-mandelic acid","N_(R)-(-)-mandelic acid",-0.143060026062837,0.888552901478213,0.968544281903259,-0.237222156571946,0.309210060402269,0.680262132884991,TRUE,34,67
"N_2-Hydroxyphenylacetic acid","N_2-Hydroxyphenylacetic acid",-0.638085460404632,0.0461262130657987,0.224614602755194,-0.390524251345198,0.0197007385254955,0.211668399971603,TRUE,34,67
"N_Ribitol","N_Ribitol",0.193446930525813,0.461359621854169,0.710271857699889,-0.413131677673395,0.068491104629453,0.333557683220143,FALSE,34,67
"N_5-Chlorobenzotriazole","N_5-Chlorobenzotriazole",-0.396467756518877,0.448349697880584,0.705985751205581,-1.14026546008103,0.363256668729097,0.727919817531622,TRUE,34,67
"N_5-Aminosalicylic?acid","N_5-Aminosalicylic?acid",-0.582954331234227,0.323086432895158,0.608162697214415,-0.318009547550009,0.0313707310204051,0.245648775108935,TRUE,34,67
"N_3,4-Dihydroxybenzoic acid","N_3,4-Dihydroxybenzoic acid",0.343213574368516,0.352037897048712,0.630851911511292,-0.520355583851529,0.00458185494873247,0.100637137474646,FALSE,34,67
"N_ProtocatechicAcid","N_ProtocatechicAcid",-0.332149273800557,0.968471496313183,0.997133032244234,-0.578954771347274,0.0032520981149803,0.100164621941393,TRUE,34,67
"N_2_6_dihydroxybenzoic_acid","N_2_6_dihydroxybenzoic_acid",-0.227405541514305,0.848963882093696,0.962875491589812,-0.498395723323018,0.0168717554736247,0.190115878751576,TRUE,34,67
"N_L-Histidine","N_L-Histidine",0.235293357716024,0.695308809081183,0.874319852127891,0.656274339948091,0.344650409299653,0.71724544638036,TRUE,34,67
"N_Histidine","N_Histidine",-0.160890832001886,0.592380463673332,0.809105023553819,0.0777755125238109,0.612404719387458,0.88944405108105,FALSE,34,67
"N_Benzenesulfonic acid","N_Benzenesulfonic acid",0.961154969855475,0.0276199053321574,0.165823946015064,0.0291803782151661,0.695308809081183,0.919572735099354,TRUE,34,67
"N_Allantoin","N_Allantoin",-0.0229362977850442,0.587421724579571,0.804785726641125,-0.251065630218964,0.642987924013872,0.897463507233864,TRUE,34,67
"N_Pimelic acid","N_Pimelic acid",-1.32314156188224,0.19211820095317,0.509283751639173,0.190761426024448,0.617457166412851,0.88944405108105,FALSE,34,67
"N_6-CARBOXYHEXANOATE","N_6-CARBOXYHEXANOATE",-0.542693870000377,0.234299814738091,0.535542433687066,-0.667698769984195,0.448349697880584,0.813736654487791,TRUE,34,67
"N_3-Methyladipic acid","N_3-Methyladipic acid",0.0748885656553782,0.700626845789984,0.874319852127891,-0.234751409701037,0.164354118904909,0.496413130345828,FALSE,34,67
"N_L-2-Aminoadipic acid","N_L-2-Aminoadipic acid",0.10742380319277,0.234299814738091,0.535542433687066,0.12120469111332,0.837717854562704,0.939382642737789,TRUE,34,67
"N_ALPHA-AMINOADIPATE","N_ALPHA-AMINOADIPATE",0.134186784774325,0.340994028602104,0.630851911511292,0.0038090318321693,0.524776582080756,0.844762302861704,TRUE,34,67
"N_D-TAGATOSE","N_D-TAGATOSE",-0.0940880379541156,0.251697166189341,0.552746717906004,-0.0921105517983705,0.529471280932475,0.849360179829178,TRUE,34,67
"N_ALLOSE","N_ALLOSE",0.0140684910783904,0.679445304778804,0.862298857056386,-0.213883306382144,0.5341872427047,0.851015538377833,FALSE,34,67
"N_Hydroxymethylglutaric acid","N_Hydroxymethylglutaric acid",-0.135303794594183,0.85459859514212,0.966818612686034,-0.174973052984281,0.444059802358327,0.813736654487791,TRUE,34,67
"N_3-HYDROXY-3-METHYLGLUTARATE","N_3-HYDROXY-3-METHYLGLUTARATE",0.526034764305901,0.312641666163899,0.603721838109598,0,NA,NA,FALSE,34,67
"N_Acesulfame","N_Acesulfame",0,NA,NA,-3.73349876752158,0.024421553487362,0.223927472702492,FALSE,34,67
"N_phenyl pyruvic acid","N_phenyl pyruvic acid",0.426537888414995,0.18250416358538,0.504560110674628,-0.251898959920926,0.0395024336864596,0.280771144048374,FALSE,34,67
"N_P-Coumaric acid","N_P-Coumaric acid",0.468054890238214,0.422965036848518,0.696648295985795,-0.631112598737857,0.0242624100362946,0.223927472702492,FALSE,34,67
"N_Phthalic acid","N_Phthalic acid",-0.227670667644695,0.212453611992864,0.525852034103884,0.129338503213393,0.894233634390365,0.960781253693834,FALSE,34,67
"N_3-Methylxanthine","N_3-Methylxanthine",-0.199834838414379,0.177833058987392,0.501064216517936,-1.19912141297007,0.168758837373455,0.496602438640357,TRUE,34,67
"N_3-(3-Hydroxyphenyl)propionic acid","N_3-(3-Hydroxyphenyl)propionic",-0.0575808229251642,0.448349697880584,0.705985751205581,-0.493343937914126,0.597358318403635,0.88944405108105,TRUE,34,67
"N_3-Phenyllactic acid","N_3-Phenyllactic acid",0.496422774108773,0.0229354848926104,0.151104371057198,0,NA,NA,FALSE,34,67
"N_2,3-Pyridinedicarboxylic acid","N_2,3-Pyridinedicarboxylic aci",-0.0197718326713208,0.848963882093696,0.962875491589812,0.00807317242604455,0.945569781469814,0.983903691529401,FALSE,34,67
"N_Quinolinic acid","N_Quinolinic acid",1.49251715012084,0.804186937001137,0.945605637208686,0.515316316622094,0.326618003628123,0.698599618871262,TRUE,34,67
"N_URATE","N_URATE",0.28217892959044,0.187265629083354,0.505391577285197,-0.200772343402733,0.363305579236519,0.727919817531622,FALSE,34,67
"N_Vanillic acid","N_Vanillic acid",0.512413548283511,0.0741268170314336,0.276740116917352,-0.753607946779152,0.0040919889962567,0.100637137474646,FALSE,34,67
"N_furoylglycine","N_furoylglycine",-0.184260499148046,0.367111076807073,0.644963774155172,-0.484320566268874,0.798631540699974,0.93082404652633,TRUE,34,67
"N_Gallic acid","N_Gallic acid",0,NA,NA,-0.535260620620946,0.0281308479846983,0.240675032757974,FALSE,34,67
"N_GallicAcid","N_GallicAcid",0.333629278336101,0.00207425898799088,0.0244544217531557,-1.19894722702857,0.000684803779837556,0.046253691128696,FALSE,34,67
"N_1,4-Cyclohexanedicarboxylic acid","N_1,4-Cyclohexanedicarboxylic ",2.58299332773448,1.25276239865182e-07,3.74158369730676e-06,-0.0835337276834274,0.367111076807073,0.727919817531622,FALSE,34,67
"N_Sulfanilic acid","N_Sulfanilic acid",0.0323457431985013,0.45699970502147,0.705985751205581,-0.0555777930844457,0.727432998406775,0.921127425406416,FALSE,34,67
"N_4-Hydroxybenzenesulfonic acid","N_4-Hydroxybenzenesulfonic aci",0.410563495347787,0.279447173283243,0.590225447611262,0,NA,NA,FALSE,34,67
"N_cis-Aconitic acid","N_cis-Aconitic acid",0.322700178564229,0.160036560245887,0.468603784249395,0,NA,NA,FALSE,34,67
"N_trans-Aconitic acid","N_trans-Aconitic acid",-0.387381046645764,0.234299814738091,0.535542433687066,-0.900803375047015,0.0642404006202087,0.333557683220143,TRUE,34,67
"N_SUBERIC ACID","N_SUBERIC ACID",0.528997972492782,0.0313707310204051,0.175676093714268,-0.332842452625581,0.333756088134515,0.704088185927607,FALSE,34,67
"N_N-Acetylaspartic acid","N_N-Acetylaspartic acid",-0.748357939607502,0.0430749755362288,0.214417656002561,0.346804314812182,0.510821503575183,0.844762302861704,FALSE,34,67
"N_Indolacetic acid","N_Indolacetic acid",-0.921918116381164,0.298896204490238,0.590225447611262,-0.326049266264906,0.14360898106716,0.480214015411296,TRUE,34,67
"N_L-Citrulline","N_L-Citrulline",0.117580447072722,0.558080703661807,0.788707114323311,0.465561068024925,0.119740481613515,0.446129858914872,TRUE,34,67
"N_Ascorbic acid","N_Ascorbic acid",0.860927159151931,0.0276199053321574,0.165823946015064,-0.268244108516825,0.848963882093696,0.942839695979056,FALSE,34,67
"N_2-Isopropylmalic acid","N_2-Isopropylmalic acid",0,NA,NA,0,NA,NA,TRUE,34,67
"N_N-Formyl-L-Methionine","N_N-Formyl-L-Methionine",0.65488200686832,0.309210060402269,0.602287422000941,0.187239888905403,0.716668295962928,0.921127425406416,TRUE,34,67
"N_6,7-Dihydroxycoumarin","N_6,7-Dihydroxycoumarin",0.568280022283094,0.811334770187412,0.948744355665723,-0.0952030585957573,0.760043541455866,0.927624434815535,FALSE,34,67
"N_HIPPURATE","N_HIPPURATE",0,NA,NA,0,NA,NA,TRUE,34,67
"N_Cyclamate","N_Cyclamate",-0.0997798336281441,0.207229648101869,0.518652974020319,-0.254131548135575,0.279448573447059,0.668939072189334,TRUE,34,67
"N_Caffeic acid","N_Caffeic acid",0.527516664369291,0.231485153557307,0.535542433687066,-0.0431083026412971,0.78755154286698,0.929964162325878,FALSE,34,67
"N_3 hydroxy_Phenyl_PyruvicAcid","N_3 hydroxy_Phenyl_PyruvicAcid",-0.1748564064109,0.782027474174203,0.926847376799056,-0.530361823621014,0.0695891595500435,0.333557683220143,TRUE,34,67
"N_D-Galactose","N_D-Galactose",0,NA,NA,-0.710451890414113,0.0801359798220246,0.362968849782111,FALSE,34,67
"N_Acamprosate","N_Acamprosate",0.115159019812499,0.882877886587816,0.968544281903259,-0.183589953388427,0.242888997714521,0.613195174557972,FALSE,34,67
"N_L-Tyrosine","N_L-Tyrosine",0.189118500013002,0.234299814738091,0.535542433687066,0.0754111007625049,0.648146362123466,0.899230087991115,TRUE,34,67
"N_Homovanillic acid","N_Homovanillic acid",0.0033149781857631,0.922712739852911,0.988813684201804,0,NA,NA,FALSE,34,67
"N_4-Hydroxyphenyllactic acid","N_4-Hydroxyphenyllactic acid",0.246273863987188,0.299065126356599,0.590225447611262,0.22818637042738,0.145599046132651,0.480214015411296,TRUE,34,67
"N_3_24_dihydroxyphenyl_propionic_acid","N_3_24_dihydroxyphenyl_propion",0.401286325504021,0.363305579236519,0.644963774155172,-0.606365331160514,0.00228351994620956,0.0811527857806783,FALSE,34,67
"N_Dulcitol","N_Dulcitol",0,NA,NA,-0.477244614014257,0.145599046132651,0.480214015411296,FALSE,34,67
"N_Saccharin","N_Saccharin",0.75467485585359,0.187260491797595,0.505391577285197,1.43632337244102,0.659465565802602,0.906765152978578,TRUE,34,67
"N_4-Pyridoxic acid","N_4-Pyridoxic acid",-0.126687064914389,0.65849523096951,0.845289007089801,-0.109606529716412,0.323086432895158,0.697504355128799,TRUE,34,67
"N_2,4-Dinitrophenol","N_2,4-Dinitrophenol",-0.0554977251289017,0.985665901506654,0.997133032244234,-0.693984935230887,0.0152905677650066,0.189654481518829,TRUE,34,67
"N_D(-)-3-Phosphoglyceric acid disodium salt","N_D(-)-3-Phosphoglyceric acid ",-0.190449553155027,0.574602348084904,0.80193723346429,0.0909152492166285,0.558076118148534,0.865205256995379,FALSE,34,67
"N_4-CPA","N_4-CPA",0,0.107304799949119,0.356092965757078,-0.77751653216146,0.00257224477984985,0.084884077735045,FALSE,34,67
"N_2,5-Dimethylbenzenesulfonic acid","N_2,5-Dimethylbenzenesulfonic ",-5.49170158428299,2.70979616778623e-07,5.78089849127729e-06,-0.830728679078938,0.112203900733908,0.431985017825546,TRUE,34,67
"N_Gabapentin Related Compound E","N_Gabapentin Related Compound ",-0.55135827584817,0.143620643892004,0.431825828614884,0,NA,NA,FALSE,34,67
"N_1-Hydroxy-2-naphthoic acid","N_1-Hydroxy-2-naphthoic acid",0,NA,NA,0.119082475652881,0.520103291637889,0.844762302861704,FALSE,34,67
"N_Azelaic acid","N_Azelaic acid",0,NA,NA,0,NA,NA,TRUE,34,67
"N_NALPHA-ACETYL-L-LYSINE","N_NALPHA-ACETYL-L-LYSINE",0.754038418616378,0.0652821097932076,0.258817568029708,0.00703760867906311,0.934134585441571,0.982377811191276,TRUE,34,67
"N_KYNURENIC ACID","N_KYNURENIC ACID",0.13289272349753,0.333756088134515,0.625618106628715,-0.441529531875695,0.700626845789984,0.919572735099354,FALSE,34,67
"N_N-Acetylglutamic acid","N_N-Acetylglutamic acid",0.142012496057241,0.418817615553851,0.694927006548612,0.360942069265366,0.386508934895312,0.7502820500909,TRUE,34,67
"N_2,5-dihydroxybenzenesulfonate","N_2,5-dihydroxybenzenesulfonat",0.454190376131024,0.410594925753914,0.686367637081169,-0.214943280648885,0.497062856296176,0.844762302861704,FALSE,34,67
"N_Citric acid","N_Citric acid",0,NA,NA,0,NA,NA,TRUE,34,67
"N_QuinicAcid","N_QuinicAcid",0.0273054448662577,0.225928064898366,0.535542433687066,0.673660339750597,0.793086320251939,0.929964162325878,TRUE,34,67
"N_D-(-)-Quinic acid","N_D-(-)-Quinic acid",0.767665324420658,0.00501133889814546,0.0498906628082036,-0.702432993769264,0.0337042415747582,0.255268190287513,FALSE,34,67
"N_Phenylacetylglycine","N_Phenylacetylglycine",0.265887226199354,0.985665901506654,0.997133032244234,0.124018012696766,0.782027474174203,0.929964162325878,TRUE,34,67
"N_D(+)-Galacturonic acid","N_D(+)-Galacturonic acid",-0.166238832463385,0.524776582080756,0.766591346190856,-0.145475006297151,0.832107098179874,0.937642632583175,TRUE,34,67
"N_Ferulic acid","N_Ferulic acid",0.450806998532702,0.204651578185866,0.51799151221277,-0.940192904259227,0.0040919889962567,0.100637137474646,FALSE,34,67
"N_N-Acetyl Mesalazine","N_N-Acetyl Mesalazine",0,NA,NA,0,NA,NA,TRUE,34,67
"N_4-Hydroxyhippuric acid","N_4-Hydroxyhippuric acid",0.462050192281531,0.19211820095317,0.509283751639173,0.150070693522071,0.663722491297671,0.907218316507468,TRUE,34,67
"N_alpha-Hydroxyhippuric acid","N_alpha-Hydroxyhippuric acid",0.202569452563402,0.974201731429344,0.997133032244234,-0.699236074678726,0.068491104629453,0.333557683220143,FALSE,34,67
"N_D-Gluconic acid","N_D-Gluconic acid",0.253536324629842,0.048532350705955,0.225755976224303,0,NA,NA,FALSE,34,67
"N_dihydroferulic acid","N_dihydroferulic acid",0.67798463826599,0.0606847831309023,0.247152571296766,-0.515006429820097,0.47457779501445,0.824266696604045,FALSE,34,67
"N_N-Acetylhistidine","N_N-Acetylhistidine",0.312947831844184,0.2286945914292,0.535542433687066,-0.34683538468985,0.135912703714045,0.468594545640962,FALSE,34,67
"N_Decanedioic acid","N_Decanedioic acid",0.053641632588274,0.771012517249276,0.925208620814723,0,NA,NA,FALSE,34,67
"N_Ala-Ile","N_Ala-Ile",-0.970332024658425,0.302416167358573,0.594221241125618,-0.099748125838989,0.793086320251939,0.929964162325878,TRUE,34,67
"N_L-TRYPTOPHANAMIDE","N_L-TRYPTOPHANAMIDE",0.377379574237843,0.141662925166223,0.431734629078013,-0.189891570720718,0.782027474174203,0.929964162325878,FALSE,34,67
"N_Tryptophan","N_Tryptophan",1.01805626414277,0.00418598159538624,0.0446117216704724,-0.0387703847545815,0.985665901506654,0.997133032244234,FALSE,34,67
"N_Indolelactic acid","N_Indolelactic acid",1.49234009961155,0.0061806404874267,0.0576859778826492,-0.131254068925124,0.538924319048999,0.855611805500473,FALSE,34,67
"N_3-Trifluoromethyl-4-nitrophenol","N_3-Trifluoromethyl-4-nitrophe",0.0231182738561486,0.997133032244234,0.997133032244234,-1.21379562294318,0.00418587139491397,0.100637137474646,FALSE,34,67
