"saliva_microbe","urine_microbe","urine_metab","ACME","ACME_p","ADE","prop_med","total_p","ACME_fdr"
"g__Bulleidia_HROM_Genome_2044","s__Veillonella tobetsuensis","P_Kainic acid",0.0329383238011136,0.0733333333333333,-0.0139197806158243,0.193862735838669,0.793333333333333,0.993333333333333
"s__Porphyromonas catoniae","s__Veillonella atypica","N_Paracetamol",-0.0463448183996656,0.0866666666666667,0.0993189334560925,-0.17967132498216,0.693333333333333,0.993333333333333
"s__Porphyromonas catoniae","s__Veillonella atypica","P_N-(2,5-dioxocyclopentyl)acetamide",-0.0581525050437178,0.0933333333333333,0.174057946835735,-0.240012581084557,0.36,0.993333333333333
"g__Neisseria_HROM_Genome_4825","s__Aggregatibacter sp000466335","P_N-(2,5-dioxocyclopentyl)acetamide",-0.068727599522534,0.106666666666667,0.0389975291229907,0.327603850507451,0.773333333333333,0.993333333333333
"g__Bulleidia_HROM_Genome_2044","s__Veillonella tobetsuensis","N_3,4-Dihydroxybenzoic acid",0.0332451580571456,0.12,-0.136840070784206,-0.229679158351634,0.166666666666667,0.993333333333333
"s__Porphyromonas catoniae","s__Veillonella atypica","P_Kainic acid",-0.0394545975483985,0.126666666666667,0.0906949218631583,-0.188610104351044,0.546666666666667,0.993333333333333
"g__Neisseria_HROM_Genome_4825","s__Aggregatibacter sp000466335","P_Kainic acid",-0.0427784825105976,0.126666666666667,-0.0306923628230226,0.263562554708699,0.466666666666667,0.993333333333333
"s__Streptococcus mitis_BO","s__Veillonella tobetsuensis","P_Kainic acid",-0.0178455456877861,0.146666666666667,-0.00412227749038432,0.276827695568439,0.6,0.993333333333333
"s__Leptotrichia buccalis","s__Escherichia coli","P_2,6-Xylidine",0.0119938218938455,0.153333333333333,-0.0205570039521784,-0.0460557098493364,0.846666666666667,0.993333333333333
"s__Porphyromonas catoniae","s__Veillonella sp900552445","P_N-(2,5-dioxocyclopentyl)acetamide",-0.0453897658619886,0.153333333333333,0.152726801670225,-0.182692808547249,0.393333333333333,0.993333333333333
"s__Porphyromonas catoniae","s__Veillonella sp900552445","P_Kainic acid",-0.0310108581004684,0.16,0.0858544436658253,-0.135270671247673,0.56,0.993333333333333
"s__Porphyromonas catoniae","s__Lautropia mirabilis","P_Kainic acid",-0.027756340579466,0.166666666666667,0.0846322187677803,-0.146758359959083,0.52,0.993333333333333
"s__Porphyromonas catoniae","s__Veillonella atypica","N_3,4-Dihydroxybenzoic acid",-0.0274636580339098,0.173333333333333,0.108612144915565,-0.139189828997249,0.393333333333333,0.993333333333333
"s__Streptococcus mitis_BO","s__Veillonella tobetsuensis","N_3,4-Dihydroxybenzoic acid",-0.0167315187453662,0.18,0.00836215825158665,0.119823050503006,0.84,0.993333333333333
"s__Porphyromonas catoniae","s__Veillonella sp900552445","N_Paracetamol",-0.0440342368104131,0.193333333333333,0.108649104373348,-0.192998918842083,0.493333333333333,0.993333333333333
"s__Leptotrichia buccalis","s__Escherichia coli","P_2-Aminobenzimidazole",-0.033256045875269,0.206666666666667,0.124056940842399,-0.136730057733646,0.46,0.993333333333333
"g__Neisseria_HROM_Genome_4825","s__Veillonella atypica","P_N-(2,5-dioxocyclopentyl)acetamide",-0.0496537068104615,0.206666666666667,0.0292375694551218,0.0700367800954002,0.9,0.993333333333333
"g__Neisseria_HROM_Genome_4825","s__Aggregatibacter sp000466335","N_3,4-Dihydroxybenzoic acid",-0.0351113158078827,0.206666666666667,0.159766206055957,-0.160011935325984,0.24,0.993333333333333
"g__JABCPE02_HROM_Genome_1192","s__Acinetobacter johnsonii","P_dioctylamine",-0.00978039760556877,0.24,0.0244305693293317,-0.0474638113118477,0.693333333333333,0.993333333333333
"g__Neisseria_HROM_Genome_4825","s__Veillonella sp900552445","P_N-(2,5-dioxocyclopentyl)acetamide",-0.0462655081820068,0.246666666666667,0.0166332466295087,0.125536292395176,0.826666666666667,0.993333333333333
"g__Neisseria_HROM_Genome_4825","s__Veillonella atypica","P_Kainic acid",-0.0303627125654464,0.26,-0.047278768513923,0.170215218541747,0.46,0.993333333333333
"s__Porphyromonas catoniae","s__Lautropia mirabilis","P_N-(2,5-dioxocyclopentyl)acetamide",-0.032287135105242,0.26,0.143950791948301,-0.0956485171204801,0.4,0.993333333333333
"s__Porphyromonas catoniae","s__Veillonella sp900552445","N_3,4-Dihydroxybenzoic acid",-0.0238986597549804,0.266666666666667,0.116965220391117,-0.118219268871322,0.313333333333333,0.993333333333333
"g__Pauljensenia_HROM_Genome_0253","s__Veillonella tobetsuensis","N_3,4-Dihydroxybenzoic acid",0.0240516623636782,0.273333333333333,0.0127816174429558,0.0846451291667332,0.74,0.993333333333333
"s__Streptococcus mitis_BO","s__Veillonella rogosae","P_N-(2,5-dioxocyclopentyl)acetamide",-0.0148062719523405,0.273333333333333,0.0244977077964146,-0.00225372591787341,0.9,0.993333333333333
"g__Neisseria_HROM_Genome_4825","g__Bergeyella_A_HROM_Genome_1209","P_Kainic acid",-0.0231527317006213,0.28,-0.0487112808646009,0.0978703376133614,0.506666666666667,0.993333333333333
"s__Streptococcus mitis_BO","s__Bacteroides uniformis","N_Paracetamol",0.0140472519697856,0.293333333333333,-0.0305274502920663,-0.0549095776839644,0.76,0.993333333333333
"g__Neisseria_HROM_Genome_4825","s__Veillonella sp900552445","P_Kainic acid",-0.0261590246817528,0.3,-0.0587692207850147,0.13478657543484,0.446666666666667,0.993333333333333
"s__Porphyromonas catoniae","s__Aggregatibacter sp000466335","P_Kainic acid",-0.0219020527710967,0.306666666666667,0.0729071795884412,-0.0938608108924866,0.54,0.993333333333333
"g__Nanosynbacter_HROM_Genome_3444","s__Escherichia coli","P_2,6-Xylidine",0.00600004159567648,0.313333333333333,0.0206863114344875,0.135042076934502,0.32,0.993333333333333
"s__Leptotrichia buccalis","s__Escherichia coli","N_(S)-LACTATE",0.00675452813637511,0.313333333333333,-0.0154491533021514,-0.021574435125747,0.786666666666667,0.993333333333333
"s__Porphyromonas catoniae","s__Lautropia mirabilis","P_N-Methylcytisine",0.0653754439673519,0.326666666666667,0.00719541866480789,0.0311826268442907,0.84,0.993333333333333
"g__Bulleidia_HROM_Genome_2044","s__Veillonella tobetsuensis","N_ProtocatechicAcid",0.0131985520217096,0.326666666666667,-0.150492676524653,-0.0848230534865249,0.02,0.993333333333333
"s__Porphyromonas catoniae","s__Aggregatibacter sp000466335","P_N-(2,5-dioxocyclopentyl)acetamide",-0.0353954786590109,0.34,0.156064659984742,-0.100726815800418,0.286666666666667,0.993333333333333
"g__Eubacterium_B_HROM_Genome_1922","s__Veillonella tobetsuensis","N_3,4-Dihydroxybenzoic acid",0.0205741286524046,0.34,-0.0832061936932695,-0.0537675084706186,0.553333333333333,0.993333333333333
"g__Eubacterium_B_HROM_Genome_1922","s__Veillonella tobetsuensis","P_Kainic acid",0.0207925522372142,0.34,-0.0306158169008604,-0.00891578911706869,0.886666666666667,0.993333333333333
"s__Streptococcus mitis_BO","s__Corynebacterium matruchotii","P_N-(2,5-dioxocyclopentyl)acetamide",-0.0188959061302744,0.353333333333333,0.0331450394255041,0.0032653964592051,0.806666666666667,0.993333333333333
"s__Porphyromonas catoniae","s__Lautropia mirabilis","N_3,4-Dihydroxybenzoic acid",-0.016892280624417,0.353333333333333,0.107107504462108,-0.0607745625806642,0.38,0.993333333333333
"s__Streptococcus mitis_BO","s__Corynebacterium matruchotii","P_Kainic acid",-0.0111483729703562,0.36,-0.0096889167619607,0.158507558002414,0.606666666666667,0.993333333333333
"s__Streptococcus mitis_BO","s__Bacteroides uniformis","N_ProtocatechicAcid",0.0105065585950779,0.36,-0.0164308199766433,0.0214032129581281,0.886666666666667,0.993333333333333
"s__Porphyromonas catoniae","s__Aggregatibacter sp000466335","N_3,4-Dihydroxybenzoic acid",-0.0189843561268036,0.373333333333333,0.10909531249242,-0.0635549884303478,0.373333333333333,0.993333333333333
"g__Gemella_HROM_Genome_2689","s__Veillonella atypica","P_Kainic acid",-0.00859586781125314,0.373333333333333,0.0392631757625274,-0.0849461543795571,0.433333333333333,0.993333333333333
"s__Streptococcus mitis_BO","s__Bacteroides uniformis","N_3,4-Dihydroxybenzoic acid",0.00814589737319071,0.406666666666667,-0.0152978656556633,-0.0166902897165274,0.9,0.993333333333333
"s__Centipeda sp000318175","s__Bifidobacterium dentium","P_Secbumeton",0.0165398517543206,0.406666666666667,0.0389920019096524,0.0577010221720947,0.6,0.993333333333333
"g__Neisseria_HROM_Genome_4825","s__Porphyromonas gingivalis","P_3-Pyridinemthanol",0.0148858177505704,0.413333333333333,-0.0298958173251995,0.0228893174647516,0.906666666666667,0.993333333333333
"g__Streptococcus_HROM_Genome_2292","s__Bacteroides uniformis","N_Paracetamol",-0.0108589224760199,0.42,0.0192798936380723,0.0543588575768142,0.9,0.993333333333333
"g__Streptococcus_HROM_Genome_2292","s__Bacteroides uniformis","N_ProtocatechicAcid",-0.00833622065749153,0.433333333333333,0.0644663879373737,-0.0903260647495249,0.133333333333333,0.993333333333333
"g__Nanosynbacter_HROM_Genome_3460","s__Escherichia coli","P_2,6-Xylidine",0.00366687508673198,0.446666666666667,-0.0115707679294183,-0.0156488645008914,0.686666666666667,0.993333333333333
"s__Porphyromonas catoniae","s__Aggregatibacter sp000466335","P_(E)-1-(4-methylquinazolin-2(1H)-ylidene)guanidine",-0.0129658601004617,0.453333333333333,0.127713418543181,-0.0536987564671809,0.173333333333333,0.993333333333333
"g__Gemella_HROM_Genome_2689","s__Veillonella sp900552445","P_Kainic acid",-0.00574947246866099,0.5,0.0402098191566147,-0.0677352617509948,0.32,0.993333333333333
"s__Centipeda sp000318175","s__Bifidobacterium dentium","P_4-Hexylaniline",-0.0123674270374129,0.506666666666667,0.0369599543465869,0.00800974017840497,0.866666666666667,0.993333333333333
"s__Streptococcus mitis_BO","s__Aggregatibacter sp000466335","P_N-(2,5-dioxocyclopentyl)acetamide",-0.0111896826735291,0.506666666666667,0.024525143419701,0.0533707805861924,0.806666666666667,0.993333333333333
"g__Streptococcus_HROM_Genome_2292","s__Bacteroides uniformis","N_3,4-Dihydroxybenzoic acid",-0.0059883148139264,0.506666666666667,-0.022137743374335,0.0512448249021214,0.553333333333333,0.993333333333333
"g__Centipeda_HROM_Genome_2745","s__Moraxella_A cinereus","N_(2-oxo-2,3-dihydro-1H-indol-3-yl)acetic acid",-0.0165048672572903,0.533333333333333,0.291841270116941,-0.0270604884091184,0.08,0.993333333333333
"g__Centipeda_HROM_Genome_2745","s__Moraxella_A cinereus","P_2-Phenylacetamide",-0.0083818622589539,0.533333333333333,0.0328274696895004,-0.0053117032863002,0.853333333333333,0.993333333333333
"g__Centipeda_HROM_Genome_2745","s__Moraxella_A cinereus","P_Dexchlorpheniramine",0.0247548287126395,0.546666666666667,0.308876318727075,0.0273273218533667,0.226666666666667,0.993333333333333
"g__Neisseria_HROM_Genome_4825","s__Tannerella forsythia","P_Kainic acid",0.0127677694261217,0.546666666666667,-0.0932555076736177,-0.0256543446546578,0.4,0.993333333333333
"g__Neisseria_HROM_Genome_4825","s__Porphyromonas gingivalis","P_N-(2,5-dioxocyclopentyl)acetamide",0.0131630836320129,0.546666666666667,-0.0374555866839356,-0.000174209975991436,0.84,0.993333333333333
"s__Porphyromonas catoniae","s__Aggregatibacter sp000466335","N_ProtocatechicAcid",-0.00718096831445312,0.546666666666667,0.0665229600347691,-0.0186912083916879,0.546666666666667,0.993333333333333
"g__Centipeda_HROM_Genome_2738","s__Bifidobacterium dentium","P_4-Hexylaniline",-0.013208800645251,0.546666666666667,0.104029125870192,-0.0476559488446053,0.366666666666667,0.993333333333333
"s__Streptococcus mitis_BO","s__Bacteroides uniformis","P_N-(2,5-dioxocyclopentyl)acetamide",0.0069159924513262,0.553333333333333,0.0140407981423267,0.0302663800549577,0.693333333333333,0.993333333333333
"s__Streptococcus mitis_BO","s__Aggregatibacter sp000466335","P_Kainic acid",-0.00715577260952384,0.586666666666667,-0.0208127939237843,0.0976513955247513,0.466666666666667,0.993333333333333
"g__Streptococcus_HROM_Genome_2292","s__Bacteroides uniformis","P_N-(2,5-dioxocyclopentyl)acetamide",-0.00538567530513626,0.593333333333333,0.0186288880396183,-0.00226576589689736,0.84,0.993333333333333
"g__Nanosyncoccus_HROM_Genome_4502","s__Streptococcus agalactiae","P_2-Aminobenzimidazole",0.00507762604656431,0.626666666666667,0.02977262788245,0.0416655316724241,0.566666666666667,0.993333333333333
"g__Neisseria_HROM_Genome_4825","s__Corynebacterium matruchotii","P_N-(2,5-dioxocyclopentyl)acetamide",0.0205433275717721,0.64,-0.0255380855175077,0.0757487998145671,0.986666666666667,0.993333333333333
"o__Saccharimonadales_HROM_Genome_3871","s__Acinetobacter johnsonii","P_dioctylamine",0.00434181270757913,0.64,0.0327377905206245,0.0658322737728156,0.373333333333333,0.993333333333333
"s__Neisseria sicca_A","s__Porphyromonas gingivalis","P_Oxolinic acid",0.0330040796871867,0.64,0.354709708193186,0.0130971666768275,0.453333333333333,0.993333333333333
"s__Porphyromonas catoniae","s__Corynebacterium matruchotii","N_3,4-Dihydroxybenzoic acid",0.00891584546420968,0.646666666666667,0.0774706871850868,0.0574987160544982,0.373333333333333,0.993333333333333
"s__Porphyromonas catoniae","s__Corynebacterium matruchotii","N_Paracetamol",0.01736448368415,0.66,0.0438300609070845,0.151402995333934,0.613333333333333,0.993333333333333
"g__Neisseria_HROM_Genome_4825","s__Porphyromonas gingivalis","P_PYRIDOXINE",0.0082982216423977,0.666666666666667,0.0477191809897511,0.00936867192248093,0.686666666666667,0.993333333333333
"s__Streptococcus mitis_BO","s__Veillonella tobetsuensis","N_ProtocatechicAcid",-0.00307847326028851,0.666666666666667,0.00511122755253434,-0.0033341098654129,0.973333333333333,0.993333333333333
"g__Leptotrichia_HROM_Genome_2872","s__Escherichia coli","P_2,6-Xylidine",0.00282043914829336,0.68,-0.0491463262208013,-0.0285564522458374,0.153333333333333,0.993333333333333
"g__Leptotrichia_HROM_Genome_2872","s__Escherichia coli","P_2-Aminobenzimidazole",-0.00763500066181776,0.686666666666667,-0.00184419854736026,0.0200550794702097,1,0.993333333333333
"s__Leptotrichia shahii","s__Escherichia coli","P_2,6-Xylidine",-0.00215412960590252,0.686666666666667,-0.0458714947491395,0.0391803551448652,0.113333333333333,0.993333333333333
"s__Porphyromonas catoniae","s__Corynebacterium matruchotii","P_N-(2,5-dioxocyclopentyl)acetamide",0.0170066582267369,0.693333333333333,0.098948850670768,0.103169236896022,0.38,0.993333333333333
"g__Gemella_HROM_Genome_2693","s__Burkholderia contaminans","N_Uridine 5'-monophosphate",-0.0063955039908369,0.693333333333333,-0.0677016745182889,0.00974544067260949,0.486666666666667,0.993333333333333
"g__Eubacterium_B_HROM_Genome_1922","s__Veillonella tobetsuensis","N_ProtocatechicAcid",0.00534294723844154,0.706666666666667,-0.0909031075804497,-0.0218299809252495,0.24,0.993333333333333
"g__Nanogingivalis_HROM_Genome_3860","s__Moraxella_A cinereus","N_(2-oxo-2,3-dihydro-1H-indol-3-yl)acetic acid",0.00709818848887691,0.726666666666667,-0.083150912401711,-0.00622998559170163,0.586666666666667,0.993333333333333
"s__Neisseria sicca_A","s__Porphyromonas gingivalis","P_Kainic acid",0.00599875788114162,0.74,-0.0929197035019269,-0.0119168799513376,0.4,0.993333333333333
"s__Porphyromonas catoniae","s__Corynebacterium matruchotii","P_Kainic acid",0.00728424844279103,0.746666666666667,0.0453993310916673,0.0780464262277087,0.613333333333333,0.993333333333333
"g__Centipeda_HROM_Genome_2745","s__Moraxella_A cinereus","P_5-OXO-L-PROLINE",-0.00427146232161882,0.746666666666667,0.0547430521707857,-0.0114639805543685,0.526666666666667,0.993333333333333
"g__Neisseria_HROM_Genome_4825","s__Porphyromonas gingivalis","P_Kainic acid",0.0053736815192027,0.753333333333333,-0.087725847952825,-0.00876774003283804,0.413333333333333,0.993333333333333
"g__Neisseria_HROM_Genome_4825","s__Porphyromonas gingivalis","P_Oxolinic acid",0.0145934174661252,0.753333333333333,0.451202734225789,0.0115672608471765,0.313333333333333,0.993333333333333
"g__Nanogingivalis_HROM_Genome_3860","s__Moraxella_A cinereus","P_Dexchlorpheniramine",-0.0110342773671464,0.753333333333333,-0.246817650683916,0.019535159637014,0.133333333333333,0.993333333333333
