"from","to","r","p","fdr"
"s__Peptoanaerobacter yurii","s__Lawsonella sp018376445",0.435974244120941,1.00482329012554e-05,0.724067991621027
"g__Brachymonas_HROM_Genome_4814","s__Prevotella jejuni",-0.433804591265397,1.12474654873843e-05,0.724067991621027
"f__Nanosyncoccaceae_HROM_Genome_4791","s__Lawsonella sp018376445",0.433328667413214,1.15279094351381e-05,0.724067991621027
"g__Streptococcus_HROM_Genome_2387","s__Burkholderia contaminans",0.42271836506159,1.97730693258674e-05,0.74621170034823
"g__Centipeda_HROM_Genome_2745","s__Moraxella_A cinereus",0.422690369540873,1.98007668722664e-05,0.74621170034823
"s__Flexilinea sp001717545","s__Neisseria subflava_C",-0.405557110862262,4.55815231665337e-05,0.916120993934087
"s__F0058 sp905372135","s__Bifidobacterium swidsinskii",-0.404437290033595,4.80592395826735e-05,0.916120993934087
"s__Leptotrichia buccalis","s__Escherichia coli",-0.404045352743561,4.8955712916203e-05,0.916120993934087
"s__Treponema_D sp014334325","s__Sphingobium yanoikuyae",0.399076147816349,6.17594708339621e-05,0.916120993934087
"s__Treponema sp010365865","s__Sphingobium yanoikuyae",0.396318589025756,7.01471634345827e-05,0.916120993934087
"g__Campylobacter_B_HROM_Genome_1410","s__Escherichia coli",0.395996640537514,7.11927129703694e-05,0.916120993934087
"g__Treponema_D_HROM_Genome_5084","s__Sphingobium yanoikuyae",0.393029115341545,8.1536309101154e-05,0.916120993934087
"s__Centipeda sp000318175","s__Cutibacterium modestum",0.391475363941769,8.74935582593543e-05,0.916120993934087
"g__Nanogingivalis_HROM_Genome_3860","s__Moraxella_A cinereus",-0.391153415453527,8.8777474570151e-05,0.916120993934087
"g__Neisseria_HROM_Genome_4825","s__Porphyromonas gingivalis",-0.391125419932811,8.88899428652829e-05,0.916120993934087
"g__Leptotrichia_HROM_Genome_2872","s__Escherichia coli",-0.387905935050392,0.000102744035487278,0.916120993934087
"g__Nanoperiomorbus_HROM_Genome_3257","s__Lawsonella sp018376445",0.385512318029115,0.000114315587440812,0.916120993934087
"s__Prevotella oralis","s__Neisseria subflava_C",-0.384868421052632,0.000117628597933802,0.916120993934087
"f__Lachnospiraceae_HROM_Genome_1882","s__Lawsonella sp018376445",0.384644456886898,0.000118801672027973,0.916120993934087
"g__CAJPSE01_HROM_Genome_5107","s__Neisseria subflava_C",-0.383832586786114,0.000123145632332196,0.916120993934087
"s__Centipeda sp001717585","s__Bifidobacterium swidsinskii",-0.382656774916013,0.000129698511820969,0.916120993934087
"s__Capnocytophaga granulosa","s__Brevundimonas sp002434505",0.382418812989922,0.000131063407604424,0.916120993934087
"g__Nanosyncoccus_HROM_Genome_4502","s__Streptococcus agalactiae",-0.381858902575588,0.000134327614806919,0.916120993934087
"g__Neisseria_HROM_Genome_4825","s__Tannerella forsythia",-0.378191489361702,0.00015764151249206,0.916120993934087
"s__Actinomyces timonensis","s__Neisseria elongata",-0.377435610302352,0.00016288997495946,0.916120993934087
"s__F0058 sp905372605","s__Bifidobacterium swidsinskii",-0.377295632698768,0.000163879483237062,0.916120993934087
"s__Treponema_D socranskii","s__Sphingobium yanoikuyae",0.376399776035834,0.000170345227357225,0.916120993934087
"s__Treponema_D buccale","s__Sphingobium yanoikuyae",0.375895856662934,0.000174085131966784,0.916120993934087
"s__Treponema sp018336815","s__Sphingobium yanoikuyae",0.374524076147816,0.000184654255167312,0.916120993934087
"s__Porphyromonas catoniae","s__Neisseria mucosa_A",-0.374048152295633,0.000188457608829984,0.916120993934087
"s__Bacteroides_D sp013333195","s__Burkholderia contaminans",0.373082306830907,0.000196399789761501,0.916120993934087
"g__JABCPO02_HROM_Genome_1961","s__Neisseria flavescens",0.37297032474804,0.000197340367879081,0.916120993934087
"g__Capnocytophaga_HROM_Genome_1214","s__Brevundimonas sp002434505",0.372256438969765,0.000203435093626483,0.916120993934087
"g__Porphyromonas_HROM_Genome_1091","s__Neisseria mucosa_A",-0.369918812989922,0.000224630681528592,0.916120993934087
"s__Porphyromonas catoniae","s__Corynebacterium matruchotii",-0.369400895856663,0.000229594560214053,0.916120993934087
"s__Treponema_D paredis","s__Sphingobium yanoikuyae",0.368617021276596,0.000237300354995357,0.916120993934087
"s__HOT-345 sp013333295","s__Acinetobacter johnsonii",0.368519036954087,0.0002382801844936,0.916120993934087
"s__Olsenella_F profusa_A","s__Acinetobacter junii",-0.368015117581187,0.000243378551315155,0.916120993934087
"s__Porphyromonas catoniae","s__Aggregatibacter sp000466335",-0.367707166853303,0.000246543578250973,0.916120993934087
"s__Treponema medium","s__Sphingobium yanoikuyae",0.365229563269877,0.000273423892195495,0.916120993934087
"s__Porphyromonas catoniae","s__Veillonella atypica",-0.365215565509519,0.000273583152428607,0.916120993934087
"s__Campylobacter_A sp014253065","s__Neisseria subflava_C",-0.365173572228443,0.000274061446388429,0.916120993934087
"g__Streptococcus_HROM_Genome_2212","g__Corynebacterium_HROM_Genome_0366",-0.364879619260918,0.000277431148692322,0.916120993934087
"s__Porphyromonas catoniae","s__Veillonella sp900552445",-0.364837625979843,0.000277915640382397,0.916120993934087
"s__Streptococcus mitis_BA","s__Porphyromonas gingivalis",-0.36478163493841,0.000278562842542073,0.916120993934087
"g__Porphyromonas_HROM_Genome_1089","s__Prevotella jejuni",-0.36469764837626,0.000279536251060708,0.916120993934087
"s__Streptococcus sp000187445","s__Acidovorax_A wautersii",0.364669652855543,0.000279861416659117,0.916120993934087
"g__Aggregatibacter_HROM_Genome_4966","s__Acidovorax_A wautersii",-0.363829787234043,0.000289780019919945,0.916120993934087
"g__Veillonella_HROM_Genome_2851","s__Prevotella jejuni",0.363703807390817,0.000291295442207954,0.916120993934087
"g__Nanogingivalis_HROM_Genome_3857","s__Pseudomonas_F sp003234055",-0.362444008958567,0.000306856426850278,0.916120993934087
"s__Streptococcus mitis_AX","g__Prevotella_HROM_Genome_1010",0.362052071668533,0.000311851570903047,0.916120993934087
"s__Neisseria sicca_A","s__Porphyromonas gingivalis",-0.361856103023516,0.00031437712523296,0.916120993934087
"g__JABCPE02_HROM_Genome_1192","s__Acinetobacter johnsonii",0.361604143337066,0.000317651942225305,0.916120993934087
"g__Streptococcus_HROM_Genome_2484","s__Lactobacillus iners",0.361338185890258,0.000321142747984324,0.916120993934087
"s__Streptococcus mitis_AZ","s__Prevotella aurantiaca",-0.360736282194849,0.000329173800309113,0.916120993934087
"g__Streptococcus_HROM_Genome_2518","s__Neisseria flavescens",-0.360694288913774,0.000329740947800104,0.916120993934087
"s__Porphyromonas catoniae","s__F0428 sp003043955",-0.359910414333707,0.00034049418423843,0.916120993934087
"g__Centipeda_HROM_Genome_2753","s__Fannyhessea vaginae",0.359084546472564,0.000352171856102224,0.916120993934087
"o__Saccharimonadales_HROM_Genome_3871","s__Acinetobacter johnsonii",0.358930571108623,0.000354389380449565,0.916120993934087
"g__Streptococcus_HROM_Genome_2534","s__Lactobacillus iners",-0.357740761478164,0.000371962815955098,0.916120993934087
"s__Treponema_C sp905372025","s__Sphingobium yanoikuyae",0.357670772676372,0.000373021090746424,0.916120993934087
"s__Neisseria sicca_A","s__Tannerella forsythia",-0.357544792833147,0.00037493296513816,0.916120993934087
"g__Alloprevotella_HROM_Genome_1051","s__Kocuria palustris",-0.357446808510638,0.00037642620331192,0.916120993934087
"g__Streptococcus_HROM_Genome_2120","s__Prevotella salivae",0.357166853303471,0.000380722780647288,0.916120993934087
"g__Bulleidia_HROM_Genome_2044","s__Veillonella tobetsuensis",0.356788913773796,0.000386594693374941,0.916120993934087
"g__Streptococcus_HROM_Genome_2107","s__Acidovorax_A wautersii",0.356746920492721,0.000387252241327053,0.916120993934087
"s__Streptococcus mitis_BO","s__Veillonella rogosae",-0.356368980963046,0.000393216604570109,0.916120993934087
"g__Neisseria_HROM_Genome_4825","s__Aggregatibacter sp000466335",-0.355599104143337,0.000405628227883242,0.916120993934087
"g__JABCPE02_HROM_Genome_1193","s__Lawsonella sp018376445",-0.355585106382979,0.000405857189323712,0.916120993934087
"g__Rothia_HROM_Genome_0196","s__Prevotella jejuni",0.355249160134379,0.000411388016341954,0.916120993934087
"g__Nanosynbacter_HROM_Genome_3460","s__Escherichia coli",0.355193169092945,0.000412316524859926,0.916120993934087
"s__Streptococcus mitis_BO","s__Veillonella tobetsuensis",-0.355179171332587,0.000412548952629268,0.916120993934087
"s__Streptococcus mitis_BO","s__Corynebacterium matruchotii",-0.355123180291153,0.000413479867951859,0.916120993934087
"g__Streptococcus_HROM_Genome_2388","s__Acidovorax_A wautersii",-0.354787234042553,0.00041910600566346,0.916120993934087
"s__Porphyromonas gulae","s__Neisseria sicca_A",-0.354703247480403,0.000420523485070682,0.916120993934087
"s__Kingella_B oralis","s__Escherichia coli",0.35456326987682,0.000422895740249901,0.916120993934087
"s__Streptococcus mitis_BO","s__Capnocytophaga gingivalis",-0.354437290033595,0.000425041273141454,0.916120993934087
"s__Phocaeicola abscessus","s__Neisseria subflava_C",-0.353989361702128,0.000432751061489199,0.916120993934087
"g__Eubacterium_B_HROM_Genome_1922","s__Veillonella tobetsuensis",0.353289473684211,0.00044505504984303,0.916120993934087
"s__Fretibacterium fastidiosum","s__Neisseria subflava_C",-0.352799552071669,0.000453858056671164,0.916120993934087
"g__Porphyromonas_HROM_Genome_1091","s__Prevotella melaninogenica",-0.352407614781635,0.000461015230705708,0.916120993934087
"s__Haemophilus seminalis","s__Porphyromonas gingivalis",-0.352043673012318,0.00046775378462178,0.916120993934087
"s__Parvimonas micra","s__Prevotella shahii",-0.35177771556551,0.000472735143864999,0.916120993934087
"s__Porphyromonas catoniae","s__Lautropia mirabilis",-0.351637737961926,0.000475376419841577,0.916120993934087
"g__Nanogingivalis_HROM_Genome_3854","s__Lawsonella sp018376445",0.351497760358343,0.000478031230293354,0.916120993934087
"g__Kingella_HROM_Genome_4821","s__Paraclostridium bifermentans",-0.351483762597984,0.000478297458134647,0.916120993934087
"s__Prevotella multisaccharivorax","s__Prevotella pallens",-0.351469764837626,0.000478563822006952,0.916120993934087
"s__Streptococcus oralis_F","s__Brevundimonas sp002434505",-0.351357782754759,0.000480699637613797,0.916120993934087
"g__Porphyromonas_HROM_Genome_1133","s__Bifidobacterium swidsinskii",-0.351175811870101,0.000484188997498241,0.916120993934087
"g__Porphyromonas_HROM_Genome_1125","s__Alloprevotella sp015257125",0.35075587905935,0.000492330229423594,0.916120993934087
"s__Streptococcus mitis_BO","s__Neisseria mucosa_A",-0.350699888017917,0.000493425163075488,0.916120993934087
"g__Nanosyncoccus_HROM_Genome_4466","s__Neisseria flavescens",-0.350307950727884,0.000501152457236909,0.916120993934087
"g__Kingella_A_HROM_Genome_4854","s__Prevotella shahii",-0.350055991041433,0.000506178443574784,0.916120993934087
"s__Campylobacter_A showae_B","s__Neisseria flavescens",-0.349972004479283,0.000507864016680399,0.916120993934087
"s__Limosilactobacillus vaginalis","s__Porphyromonas gingivalis",-0.349566069428891,0.000516083747040318,0.916120993934087
"g__Gemella_HROM_Genome_2686","s__Streptococcus agalactiae",-0.349230123180291,0.000522978330662401,0.916120993934087
"s__Johnsonella sp905373785","s__Paraclostridium bifermentans",0.349174132138858,0.000524135603246432,0.916120993934087
"s__Metamycoplasma orale","s__Klebsiella pneumoniae",0.349076147816349,0.000526166480724027,0.916120993934087
"s__Neisseria elongata","s__Prevotella histicola",-0.348600223964166,0.000536133739397227,0.916120993934087
"g__JABCPE02_HROM_Genome_1192","s__Sphingomonas echinoides",0.348390257558791,0.000540585828321861,0.916120993934087
"g__Nanogingivalis_HROM_Genome_3868","s__Moraxella_A cinereus",-0.34822228443449,0.000544171866289544,0.916120993934087
"s__Scardovia wiggsiae","s__CAISGS01 sp017418605",-0.34805431131019,0.000547779691761389,0.916120993934087
"g__Nanosynbacter_HROM_Genome_3444","s__Escherichia coli",0.34805431131019,0.000547779691761389,0.916120993934087
