"feature","R2","F","p"
"P_N,N-Dimethylformamide",0.00801880078054118,0.751776821150564,0.695
"P_METHYLGUANIDINE",0.0837355452395376,8.49908087868894,0.005
"P_Glycine",0.0246217564246152,2.34762602361884,0.015
"P_Trimethylamine N-oxide",0.0358422124385231,3.45724092029917,0.005
"P_Dimethyl sulfoxide",0.0236131274920471,2.2491298465737,0.015
"P_Pyridine",0.0202166739356265,1.91894536883529,0.035
"P_2-Methylpyrrolidine; CE10; RGHPCLZJAFCTIK-UHFFFAOYSA-N",0.0208965635516413,1.9848571028942,0.02
"P_DIACETYL",0.0316586031331385,3.04050833818342,0.005
"P_Vinyl Carbamate",0.0188135936167608,1.7832128482173,0.045
"P_N-Nitrosomethylethylamine (NMEA)",0.0325436823344255,3.12837117483973,0.015
"P_SARCOSINE",0.0276644132466989,2.64599019823365,0.01
"P_4-Methylpyrimidine",0.0151506881806616,1.43068993793439,0.135
"P_3-Hydroxypyridine",0.0273857451147104,2.61858623074411,0.01
"P_Propionic acid",0.0196124446317903,1.86044522981676,0.055
"P_Cyclohexylamine",0.0127271661809165,1.19888486169177,0.195
"P_5-VALEROLACTONE",0.0158091382977098,1.49386660545092,0.09
"P_N-Nitrosopyrrolidine (NPYR)",0.0149559518836515,1.41202165308176,0.105
"P_Homoserine",0.0203378747357942,1.93068845028459,0.035
"P_Hexylamine",0.0175697831009828,1.66321210431515,0.055
"P_2-Imidazolidinethione",0.026430355821387,2.52475321728297,0.01
"P_(R)-4-aminoisoxazolidin-3-one",0.010466069120931,0.983639264781854,0.34
"P_N-Nitrosodiethylamine (NDEA)",0.0147837505398604,1.3955198170558,0.115
"P_Cadaverine",0.0112674852470816,1.05981760723268,0.325
"P_Biuret",0.0111143693447223,1.0452536845684,0.385
"P_DL-3-Aminoisobutyric acid",0.0409110331973769,3.96702101582934,0.005
"P_N,N-Dimethylglycine",0.0328590971373269,3.1597216338655,0.005
"P_4-AMINOBUTANOATE",0.0314628188299835,3.02109429361682,0.005
"P_Serine",0.00870097889092592,0.816293590152829,0.625
"P_3-Methylthiopropylamine",0.0438408961992296,4.26414738961466,0.005
"P_DIETHANOLAMINE",0.0216729840834025,2.06023904784846,0.035
"P_Diethanolamine; CE0; ZBCBWPMODOFKDW-UHFFFAOYSA-N",0.0517868173215993,5.07921013848867,0.005
"P_N-Methylaniline",0.0198489356931143,1.88333317861058,0.025
"P_2-Aminophenol",0.0227918221936152,2.16907667388164,0.005
"P_3-Pyridinemthanol",0.0234433121259165,2.23256678775759,0.005
"P_Uracil",0.0195948284695343,1.85874075390886,0.055
"P_Methimazole",0.0326978638608118,3.14369339779679,0.01
"P_Dihydrouracil",0.0371924825116085,3.59251544130293,0.01
"P_piperazine-2,5-dione",0.0316153249213772,3.03621617870953,0.025
"P_5,6-DIHYDROURACIL",0.00937249844387921,0.879889114638502,0.515
"P_Prolinamide",0.0549188451916101,5.40424764247389,0.005
"P_N-Nitrosopiperidine (NPIP)",0.0253157989755692,2.41552012667632,0.01
"P_Proline",0.0173280975070377,1.63992993395479,0.055
"P_Indole",0.0172368285048752,1.63114074422898,0.095
"P_Betaine",0.0142553574272595,1.34492056408747,0.155
"P_Valine",0.0241013804097813,2.29678404407503,0.03
"P_5-Aminovaleric acid",0.0119211886991427,1.12204667921241,0.3
"P_4-AMINOBENZOATE",0.0732321730835784,7.34875758412251,0.005
"P_Threonine",0.0397342026343904,3.8481854244272,0.005
"P_L-beta-Homoserine",0.0467074930966733,4.55662540776807,0.005
"P_Phenylacetaldehyde",0.0196657201017331,1.86560034364092,0.04
"P_Benzamidine",0.0107691324757917,1.01243233822171,0.325
"P_2,6-Xylidine",0.0177211287338969,1.67779743661608,0.04
"P_Niacinamide",0.00793313429759525,0.743681212610597,0.78
"P_4-(Dimethylamino)pyridine",0.0240715922741228,2.2938753127496,0.025
"P_Nicotinic acid",0.01214948846941,1.14379900042208,0.29
"P_5-Methylcytosine",0.023108887647954,2.19996530225903,0.015
"P_3-METHYLHISTAMINE",0.0300644605466256,2.88266046258281,0.01
"P_Thymine",0.0388132928081726,3.75539549616313,0.005
"P_Melamine",0.0106660242596364,1.00263437875352,0.295
"P_N-Cyclohexylformamide",0.0294425152341013,2.82121766072606,0.005
"P_DL-Coniine",0.0138360743542187,1.30480834015473,0.165
"P_4-Piperidinecarboxamide",0.0261180611600544,2.49412130055351,0.015
"P_Pyroglutamic acid",0.0227047677746114,2.16059930859449,0.02
"P_Indole-3-carbinol",0.0132971772600541,1.25330287568353,0.21
"P_Pipecolic acid",0.0138882073788617,1.30979397660481,0.135
"P_N-Methylproline",0.0486766171665628,4.75855579519897,0.005
"P_N,N-Dimethylacetoacetamide",0.0178750724554315,1.69263776097332,0.065
"P_L-beta-Homoproline",0.0168265637595454,1.5916524714313,0.06
"P_Metformin",0.0140835890526886,1.32848359897118,0.13
"P_TRANS-CINNAMATE",0.00944320145451751,0.886589983087985,0.46
"P_N-acetyl putrescine",0.0281870743627384,2.69743059243187,0.01
"P_N-ACETYLPUTRESCINE",0.0307965303796938,2.9550836486724,0.01
"P_Creatine",0.0107271816858329,1.00844567677754,0.375
"P_3-Guanidinopropionic acid",0.0161922463650447,1.53066379725639,0.08
"P_Isoleucine",0.0152543869019762,1.44063396984392,0.13
"P_Aminocaproic acid",0.00812257349975824,0.761585368610394,0.675
"P_Cinnamaldehyde",0.0177064456115816,1.67638221234419,0.065
"P_Ornithine",0.0110240152696148,1.03666159330823,0.34
"P_Aspartic acid",0.0155298187726618,1.46705626376309,0.08
"P_2-Oxindole",0.0563831714309016,5.55695361116578,0.005
"P_L-beta-Homothreonine",0.0235736590205432,2.24527974809791,0.025
"P_Benzothiazole",0.00886492675277018,0.831812141716004,0.585
"P_4-Hydroxybenzotriazole",0.0550745956914516,5.42046745272236,0.005
"P_1-Hydroxybenzotriazole",0.0150467608685899,1.42072608646162,0.14
"P_METHYLMALONATE",0.03017933803488,2.89401798427015,0.01
"P_P-OCTOPAMINE",0.0130089161125068,1.22577520528143,0.16
"P_4-Isopropylaniline",0.0197915144593275,1.87777485286939,0.02
"P_1-Methylnicotinamide",0.0175073227024071,1.65719404220118,0.06
"P_Phenelzine",0.042398834674535,4.11767630148152,0.005
"P_Trigonelline",0.0185185259053537,1.75471769427593,0.05
"P_4-Aminobenzoic acid",0.012557544023791,1.18270344478757,0.22
"P_Tyramine",0.0175405698586575,1.66039731189762,0.075
"P_p-phenetidine",0.0205978032995659,1.95588259176179,0.01
"P_Fumaric acid",0.0120871255658722,1.13785608702589,0.26
"P_Isophorone",0.0309330450245168,2.96860105744999,0.005
"P_betaine",0.0120164853102213,1.13112528421234,0.26
"P_3-hydroxy-1,2-dimethylpyridin-4(1H)-one",0.0240651925213556,2.29325041727753,0.015
"P_Gentisyl alcohol",0.00739624030585232,0.692975763718862,0.8
"P_Pymetrozine-TP CGA371075",0.0833596599446159,8.45745930664678,0.005
"P_ectoine",0.0288843510358376,2.76614288854079,0.01
"P_4-Methyl-5-thiazoleethanol",0.019204611600004,1.82100048585463,0.06
"P_AMINOADIPATE",0.0159254793330497,1.5050380300161,0.075
"P_2-Naphthylamine",0.0138862307953194,1.30960494041804,0.115
"P_(2R)-6-methylpiperidine-2-carboxylic acid",0.031079757703494,2.9831325017776,0.01
"P_Tripropilamine",0.0258446469443376,2.46731915837048,0.01
"P_8-Hydroxyquinoline",0.0150700792853922,1.42296151641389,0.095
"P_4-Hydroxyquinoline",0.0159143435498181,1.50396862349554,0.12
"P_3-Formylindole",0.0147690091392304,1.39410743540296,0.13
"P_5-methanesulfinylpentanenitrile",0.0159749910308069,1.50979309704877,0.095
"P_2-Hydroxyquinoline",0.022152488616681,2.10685348928984,0.04
"P_4-Acetamidobutyric acid",0.0583951157257138,5.76754204782717,0.005
"P_Allysine (not validated)",0.0367141683871098,3.5445529747741,0.01
"P_4-GUANIDINOBUTANOATE",0.0547441839488333,5.38606483111648,0.005
"P_DEOXYCARNITINE",0.027117600487223,2.59223195586099,0.01
"P_L-beta-Homoleucine",0.0228982847734401,2.17944606047095,0.03
"P_N-Methylleucine",0.0580182278073073,5.72802504821275,0.005
"P_L-beta-Homoisoleucine",0.00794674240012303,0.744967104890572,0.655
"P_L-GLUTAMINE",0.00893869456747614,0.838796339054406,0.625
"P_Asparagine methyl ester",0.0125475117624567,1.18174657293259,0.2
"P_Glutamine",0.00854712193531173,0.801734865640411,0.665
"P_L-LYSINE",0.00609574245037595,0.570380943213395,0.975
"P_Isatin",0.0151510652142356,1.43072608920517,0.12
"P_N-METHYLASPARTATE",0.0219045140378538,2.08274124025478,0.095
"P_Glutamic acid",0.0148238923521896,1.39936604029629,0.135
"P_L-Glutamic acid; CE0; WHUUTDBJXJRKMK-VKHMYHEASA-N",0.0385767181373199,3.73158717336239,0.005
"P_Phthalic anhydride",0.012940769290039,1.21926983359245,0.195
"P_p-Coumaraldehyde",0.00721225372616012,0.675612283743761,0.845
