"feature","synergy","p","padj","Genus"
"Campylobacter_A_sp905372745",2.90891397076737,0.000162390772707461,0.132528946802225,"Campylobacter_A"
"Veillonella_sp900556785",-7.15572192466041,0.000222925057699284,0.132528946802225,"Veillonella"
"Rothia_mucilaginosa_A",-3.9450955802235,0.00049357889214963,0.195621767588637,"Rothia"
"Treponema_D_sp024697295",4.97189648350904,0.000889925205846268,0.264530267437803,"Treponema_D"
"Rothia_mucilaginosa_B",-2.26075415275382,0.00145950030951814,0.320594264795055,"Rothia"
"Campylobacter_A_showae",2.9772253026026,0.00161780116801542,0.320594264795055,"Campylobacter_A"
"Oribacterium_sinus",-2.8561976814862,0.00360335927702628,0.526673133645739,"Oribacterium"
"Granulicatella_adiacens_A",-2.95981020430264,0.00397452190926902,0.526673133645739,"Granulicatella"
"Centipeda_sp000468035",2.17662164024263,0.00476562089490293,0.526673133645739,"Centipeda"
"Campylobacter_A_showae_B",2.84361119958249,0.00481811277454031,0.526673133645739,"Campylobacter_A"
"Campylobacter_B_sp900539505",3.08972315123787,0.00487250165694124,0.526673133645739,"Campylobacter_B"
"Lachnoanaerobaculum_sp000209465",3.67689758973326,0.00539468794661781,0.534523664044048,"Lachnoanaerobaculum"
"Streptococcus_pseudopneumoniae",3.5766204175545,0.00723904070863372,0.572271324491895,"Streptococcus"
"Pauljensenia_sp903645355",-2.67537960314593,0.00766371305604255,0.572271324491895,"Pauljensenia"
"Campylobacter_A_showae_E",2.21751341951629,0.00909284015547213,0.572271324491895,"Campylobacter_A"
"Streptococcus_infantis_L",2.64765022443054,0.00947158321205679,0.572271324491895,"Streptococcus"
"Campylobacter_B_gracilis_A",2.40553715028473,0.00961274590160662,0.572271324491895,"Campylobacter_B"
"Eikenella_corrodens_B",2.75450102597963,0.00976371640065299,0.572271324491895,"Eikenella"
"Leptotrichia_hofstadii",3.94507123246927,0.00976862678954965,0.572271324491895,"Leptotrichia"
"Corynebacterium_durum",2.7788420197713,0.0100094246477309,0.572271324491895,"Corynebacterium"
"CAJPNX01_sp905372165",3.61142554876181,0.0101073993392177,0.572271324491895,"CAJPNX01"
"Granulicatella_sp916049935",-2.01438008804452,0.012167600323833,0.58875407027606,"Granulicatella"
"Cutibacterium_granulosum",-3.11788312762257,0.0123775597534562,0.58875407027606,"Cutibacterium"
"Prevotella_sp000163055",3.0010779918343,0.0129400551906714,0.58875407027606,"Prevotella"
"Granulicatella_sp001058355",-1.26494484887769,0.0131800875659137,0.58875407027606,"Granulicatella"
"CAG_793_sp013333035",-5.58874096838545,0.0132456249923142,0.58875407027606,"CAG_793"
"Neisseria_perflava_B",-4.39419018701348,0.013369520519305,0.58875407027606,"Neisseria"
"Streptococcus_sp934201655",-4.18010195614415,0.0139420348720178,0.5920385522439,"Streptococcus"
"Streptococcus_oralis_BN",5.82141925461651,0.0150798049938713,0.618272004748725,"Streptococcus"
