"feature","rho","p","padj","Genus","Phylum"
"Lawsonella_sp018376445",-0.330223587804613,0.000744819155637075,0.17056358664089,"Lawsonella","Actinomycetota"
"Ralstonia_sp000801955",-0.286966200495046,0.00361968141681763,0.287715659834712,"Ralstonia","Pseudomonadota"
"Sulfuritalea_sp016235805",-0.285768658997015,0.00376920078386085,0.287715659834712,"Sulfuritalea","Pseudomonadota"
"Prevotella_corporis",-0.269908832761678,0.0063403027284201,0.362982331202051,"Prevotella","Bacteroidota"
"Bifidobacterium_vaginale",0.254383345523252,0.0102560056139803,0.469725057120298,"Bifidobacterium","Actinomycetota"
"Lactobacillus_iners",-0.243763523203155,0.0140307350662405,0.535506388361513,"Lactobacillus","Bacillota"
"Pelomonas_sp003963005",-0.236973402120414,0.0170327117607337,0.557212999029717,"Pelomonas","Pseudomonadota"
"Rubrivivax_sp022843905",-0.22582471629611,0.0231664987745349,0.606842793125073,"Rubrivivax","Pseudomonadota"
"Dietzia_cercidiphylli",-0.219271671956633,0.027587099466897,0.606842793125073,"Dietzia","Actinomycetota"
"Pseudoclavibacter_B_triregionum",-0.219192646375545,0.0276445021951607,0.606842793125073,"Pseudoclavibacter_B","Actinomycetota"
"Brevundimonas_sp002484265",-0.214013431368835,0.0316342854220742,0.606842793125073,"Brevundimonas","Pseudomonadota"
"Halomonas_sp003202205",-0.210694356963126,0.0344386523445326,0.606842793125073,"Halomonas","Pseudomonadota"
"Ralstonia_sp900115545",-0.209581919937037,0.035424181797369,0.606842793125073,"Ralstonia","Pseudomonadota"
"Bacillus_A_toyonensis",-0.205879875407592,0.0388761409354752,0.606842793125073,"Bacillus_A","Bacillota"
"Streptococcus_agalactiae",0.202664142146384,0.0420989007063411,0.606842793125073,"Streptococcus","Bacillota"
"Bacillus_A_bombysepticus",0.193053415707875,0.0530823623427807,0.606842793125073,"Bacillus_A","Bacillota"
"Lactobacillus_crispatus",-0.192178055425051,0.0541903147645131,0.606842793125073,"Lactobacillus","Bacillota"
