"feature","Genus","term","lfc","q","diff_abn"
"Bifidobacterium_dentium","Bifidobacterium","Periodontitis",-0.509689922576826,0.82031969432547,FALSE
"Bifidobacterium_longum","Bifidobacterium","Periodontitis",0.672407025016148,0.819024027750225,FALSE
"Bifidobacterium_vaginale","Bifidobacterium","Periodontitis",-0.729389995217922,0.708851287896161,FALSE
"Brevundimonas_sp002434505","Brevundimonas","Periodontitis",-0.314317860250773,0.875968450173405,FALSE
"Brooklawnia_sp000413315","Brooklawnia","Periodontitis",-0.292576438617411,0.752763074200707,FALSE
"Bulleidia_extructa","Bulleidia","Periodontitis",1.07309524078566,0.605736348718414,FALSE
"Bulleidia_moorei","Bulleidia","Periodontitis",0.161141032443759,0.938021888105513,FALSE
"Bulleidia_sp015256455","Bulleidia","Periodontitis",-0.0858909542332202,0.977447262233968,FALSE
"Bulleidia_sp015256775","Bulleidia","Periodontitis",-0.256825250980899,0.935759557466178,FALSE
"Bulleidia_sp900554555","Bulleidia","Periodontitis",0.0124574173441126,0.99583259173381,FALSE
"Bulleidia_sp927911475","Bulleidia","Periodontitis",0.232310169491748,0.938021888105513,FALSE
"Burkholderia_multivorans","Burkholderia","Periodontitis",0.165983843732085,0.882917540588822,FALSE
"Butyrivibrio_sp015258065","Butyrivibrio","Periodontitis",0.360403564115823,0.897094033392487,FALSE
"CAG_793_sp013333035","CAG_793","Periodontitis",-1.04422853637693,0.752763074200707,FALSE
"CAG_793_sp013333395","CAG_793","Periodontitis",0.631859121799578,0.875968450173405,FALSE
"CAJPNN01_sp905372035","CAJPNN01","Periodontitis",2.00909677217053,0.0260127568004735,TRUE
"CAJPNX01_sp905372165","CAJPNX01","Periodontitis",1.03506086279491,0.64262593651312,FALSE
"CAJPPJ01_sp905372515","CAJPPJ01","Periodontitis",-0.646825485439438,0.893331348406372,FALSE
"CAJPQU01_sp905372875","CAJPQU01","Periodontitis",-0.461767486034949,0.857780728636503,FALSE
"CAJPQU01_sp905373705","CAJPQU01","Periodontitis",0.275805159978463,0.92199638198582,FALSE
"CAJPSE01_sp003860125","CAJPSE01","Periodontitis",1.26238857501626,0.0903360443370403,FALSE
"CAJPSE01_sp905373185","CAJPSE01","Periodontitis",1.69583125437805,0.0902669235073577,FALSE
"CAKAHY01_sp916439265","CAKAHY01","Periodontitis",0.0406980158259529,0.98335077220333,FALSE
"CAKARD01_sp916720425","CAKARD01","Periodontitis",-0.0938485978317374,0.961026772319214,FALSE
"Campylobacter_A_concisus","Campylobacter_A","Periodontitis",-0.535439839340517,0.716590760598176,FALSE
"Campylobacter_A_concisus_A","Campylobacter_A","Periodontitis",-0.383728436977803,0.931066177771918,FALSE
"Campylobacter_A_concisus_AB","Campylobacter_A","Periodontitis",-1.14817577063199,0.752763074200707,FALSE
"Campylobacter_A_concisus_AC","Campylobacter_A","Periodontitis",0.00387966391688472,0.996799713157032,FALSE
"Campylobacter_A_concisus_AD","Campylobacter_A","Periodontitis",-0.117701113755455,0.961026772319214,FALSE
"Campylobacter_A_concisus_AE","Campylobacter_A","Periodontitis",-0.784076124375321,0.578142996149135,FALSE
"Campylobacter_A_concisus_AF","Campylobacter_A","Periodontitis",-0.335014404014036,0.924180891229943,FALSE
"Campylobacter_A_concisus_B","Campylobacter_A","Periodontitis",-1.22625198135469,0.444898545571126,FALSE
"Campylobacter_A_concisus_C","Campylobacter_A","Periodontitis",-0.477314389931045,0.893331348406372,FALSE
"Campylobacter_A_concisus_D","Campylobacter_A","Periodontitis",-0.280076192536731,0.931486127236172,FALSE
"Campylobacter_A_concisus_F","Campylobacter_A","Periodontitis",-0.313111148959575,0.931066177771918,FALSE
"Campylobacter_A_concisus_G","Campylobacter_A","Periodontitis",0.0322826556167526,0.985578636622586,FALSE
"Campylobacter_A_concisus_H","Campylobacter_A","Periodontitis",0.407474791573014,0.875968450173405,FALSE
"Campylobacter_A_concisus_I","Campylobacter_A","Periodontitis",-0.319498498466657,0.93516669917832,FALSE
"Campylobacter_A_concisus_J","Campylobacter_A","Periodontitis",0.712240441869724,0.82031969432547,FALSE
"Campylobacter_A_concisus_K","Campylobacter_A","Periodontitis",-0.141299093181243,0.93885385534952,FALSE
"Campylobacter_A_concisus_L","Campylobacter_A","Periodontitis",0.466302144140878,0.883348535539273,FALSE
"Campylobacter_A_concisus_M","Campylobacter_A","Periodontitis",0.101656541446862,0.938021888105513,FALSE
"Campylobacter_A_concisus_N","Campylobacter_A","Periodontitis",0.348682202805047,0.897094033392487,FALSE
"Campylobacter_A_concisus_O","Campylobacter_A","Periodontitis",-0.3853281935915,0.857780728636503,FALSE
"Campylobacter_A_concisus_Q","Campylobacter_A","Periodontitis",0.0103862719519533,0.995915019187063,FALSE
"Campylobacter_A_concisus_R","Campylobacter_A","Periodontitis",0.620666037257033,0.875968450173405,FALSE
"Campylobacter_A_concisus_T","Campylobacter_A","Periodontitis",-0.528509410456365,0.819024027750225,FALSE
"Campylobacter_A_concisus_U","Campylobacter_A","Periodontitis",0.148243446997545,0.93516669917832,FALSE
"Campylobacter_A_concisus_Y","Campylobacter_A","Periodontitis",0.143321730307703,0.952324916212912,FALSE
"Campylobacter_A_concisus_Z","Campylobacter_A","Periodontitis",-0.70330785248748,0.608658574887927,FALSE
"Campylobacter_A_curvus","Campylobacter_A","Periodontitis",0.0364530258394758,0.988489873092907,FALSE
"Campylobacter_A_massiliensis","Campylobacter_A","Periodontitis",0.705357259816917,0.591372199069536,FALSE
"Campylobacter_A_rectus","Campylobacter_A","Periodontitis",1.06283036722341,0.513462399623542,FALSE
"Campylobacter_A_showae","Campylobacter_A","Periodontitis",0.350655914695078,0.875968450173405,FALSE
"Campylobacter_A_showae_A","Campylobacter_A","Periodontitis",0.675634068373999,0.439344508454532,FALSE
"Campylobacter_A_showae_B","Campylobacter_A","Periodontitis",0.893866379186004,0.441195079917024,FALSE
"Campylobacter_A_showae_D","Campylobacter_A","Periodontitis",0.899091873347702,0.438685570466724,FALSE
"Campylobacter_A_showae_E","Campylobacter_A","Periodontitis",0.663816308620565,0.632666676337282,FALSE
"Campylobacter_A_sp012978815","Campylobacter_A","Periodontitis",-0.674512629384779,0.371639497776618,FALSE
"Campylobacter_A_sp013201975","Campylobacter_A","Periodontitis",0.893704617408997,0.59917720164348,FALSE
"Campylobacter_A_sp905371695","Campylobacter_A","Periodontitis",-0.410180276253682,0.893331348406372,FALSE
"Campylobacter_A_sp905372745","Campylobacter_A","Periodontitis",-0.257300325461618,0.92019234493797,FALSE
"Campylobacter_B_gracilis","Campylobacter_B","Periodontitis",-0.150828524724704,0.938021888105513,FALSE
"Campylobacter_B_gracilis_A","Campylobacter_B","Periodontitis",-0.113901691009627,0.956961761971905,FALSE
"Campylobacter_B_sp019423325","Campylobacter_B","Periodontitis",0.0242502863085182,0.989616510894867,FALSE
"Campylobacter_B_sp900539505","Campylobacter_B","Periodontitis",-0.386837481004226,0.891366464668833,FALSE
"Campylobacter_B_sp905373215","Campylobacter_B","Periodontitis",-0.551693133869534,0.789275472659193,FALSE
"Campylobacter_B_sp905373295","Campylobacter_B","Periodontitis",-0.516402309534956,0.795703306449396,FALSE
"Capnocytophaga_bilenii","Capnocytophaga","Periodontitis",1.02718652375002,0.656040240215128,FALSE
"Capnocytophaga_gingivalis","Capnocytophaga","Periodontitis",0.635044154534528,0.419275293104881,FALSE
"Capnocytophaga_granulosa","Capnocytophaga","Periodontitis",-0.477412505232646,0.752380491253646,FALSE
"Capnocytophaga_haemolytica","Capnocytophaga","Periodontitis",-0.719186774618763,0.819024027750225,FALSE
"Capnocytophaga_leadbetteri","Capnocytophaga","Periodontitis",0.570470897771824,0.600207633951212,FALSE
"Capnocytophaga_ochracea","Capnocytophaga","Periodontitis",-0.214439925246631,0.897094033392487,FALSE
"Capnocytophaga_periodontitidis","Capnocytophaga","Periodontitis",0.205365970012063,0.903619051368462,FALSE
"Capnocytophaga_sp000192225","Capnocytophaga","Periodontitis",0.273816750051336,0.875968450173405,FALSE
"Capnocytophaga_sp000466425","Capnocytophaga","Periodontitis",0.214912764804015,0.931486127236172,FALSE
"Capnocytophaga_sp002999135","Capnocytophaga","Periodontitis",1.10854413296361,0.575575556539127,FALSE
"Capnocytophaga_sp905372595","Capnocytophaga","Periodontitis",0.414721050878469,0.901875023080664,FALSE
"Capnocytophaga_sp915070235","Capnocytophaga","Periodontitis",-0.415580811856896,0.819024027750225,FALSE
"Capnocytophaga_sputigena","Capnocytophaga","Periodontitis",0.801866797502007,0.36477768129564,FALSE
"Cardiobacterium_hominis","Cardiobacterium","Periodontitis",0.23929918702057,0.903619051368462,FALSE
"Cardiobacterium_sp916618745","Cardiobacterium","Periodontitis",0.0386840330727218,0.985578636622586,FALSE
"Cardiobacterium_valvarum","Cardiobacterium","Periodontitis",0.0627329654864288,0.967192343954788,FALSE
"Catonella_massiliensis","Catonella","Periodontitis",0.16070786365451,0.938021888105513,FALSE
"Catonella_morbi","Catonella","Periodontitis",0.745923757279222,0.692671059127613,FALSE
"Catonella_sp916438525","Catonella","Periodontitis",1.03377173805804,0.311665110262288,FALSE
"Catonella_sp916438995","Catonella","Periodontitis",0.23557546075522,0.91973433566151,FALSE
"Catonella_sp916439065","Catonella","Periodontitis",0.784530741406335,0.64262593651312,FALSE
"Caviibacterium_pharyngocola","Caviibacterium","Periodontitis",-0.267044910971715,0.843468148588481,FALSE
"Centipeda_artemidis","Centipeda","Periodontitis",-0.0180327950512902,0.994574801606768,FALSE
"Centipeda_felix","Centipeda","Periodontitis",-0.527865616031441,0.754457896279163,FALSE
"Centipeda_flueggei","Centipeda","Periodontitis",-1.10944601224872,0.357518476050406,FALSE
"Centipeda_infelix","Centipeda","Periodontitis",-0.244040046626811,0.903619051368462,FALSE
"Centipeda_massiliensis","Centipeda","Periodontitis",-0.296332235394009,0.875968450173405,FALSE
"Centipeda_noxia","Centipeda","Periodontitis",-1.03015855581879,0.59917720164348,FALSE
"Centipeda_periodontii","Centipeda","Periodontitis",-0.22168370840097,0.907666893207068,FALSE
"Centipeda_sp000286455","Centipeda","Periodontitis",-0.261048205053836,0.92019234493797,FALSE
"Centipeda_sp000315545","Centipeda","Periodontitis",-0.930421503571274,0.11981236715086,FALSE
"Centipeda_sp000468035","Centipeda","Periodontitis",1.08002258737206,0.260772905360693,FALSE
"Centipeda_sp001683335","Centipeda","Periodontitis",0.146491169273996,0.938021888105513,FALSE
"Centipeda_sp001717585","Centipeda","Periodontitis",-0.25494447161009,0.917680575633525,FALSE
"Centipeda_sp015265235","Centipeda","Periodontitis",0.0659463883752655,0.980154656659548,FALSE
"Centipeda_sp905372865","Centipeda","Periodontitis",-0.804932565441562,0.57522567177908,FALSE
"Centipeda_timonae","Centipeda","Periodontitis",-0.455138149579267,0.793788261992433,FALSE
"Chlamydophila_abortus","Chlamydophila","Periodontitis",-0.37040958412885,0.893331348406372,FALSE
"Clostridium_sp900540255","Clostridium","Periodontitis",-1.02764768827819,0.662021137950793,FALSE
"Clostridium_tertium","Clostridium","Periodontitis",0.468525334658432,0.857780728636503,FALSE
"Corynebacterium_argentoratense","Corynebacterium","Periodontitis",-0.732358267989184,0.65157854827351,FALSE
"Corynebacterium_diphtheriae","Corynebacterium","Periodontitis",-0.113910832356717,0.92019234493797,FALSE
"Corynebacterium_durum","Corynebacterium","Periodontitis",-0.661828282503089,0.76907100244705,FALSE
"Corynebacterium_kefirresidentii","Corynebacterium","Periodontitis",-0.130671165558559,0.938021888105513,FALSE
"Corynebacterium_matruchotii","Corynebacterium","Periodontitis",-1.03684457736122,0.322355068211118,FALSE
"Corynebacterium_phoceense","Corynebacterium","Periodontitis",-0.430962236300126,0.708236099671528,FALSE
"Corynebacterium_sp915275065","Corynebacterium","Periodontitis",-0.339278181089206,0.897094033392487,FALSE
"Cryptobacterium_curtum","Cryptobacterium","Periodontitis",0.216905087889118,0.935759557466178,FALSE
"Cuspidothrix_issatschenkoi","Cuspidothrix","Periodontitis",-0.068177581991504,0.96267526687921,FALSE
"Cutibacterium_acnes","Cutibacterium","Periodontitis",-1.0719195996696,0.513462399623542,FALSE
"Cutibacterium_granulosum","Cutibacterium","Periodontitis",-0.66403588836719,0.344582292967468,FALSE
"DTLM01_sp025060325","DTLM01","Periodontitis",0.197567731447894,0.903619051368462,FALSE
"Deinococcus_geothermalis","Deinococcus","Periodontitis",0.117873152112965,0.931486127236172,FALSE
"Denitrobacterium_sp024609215","Denitrobacterium","Periodontitis",-0.269389457816745,0.752763074200707,FALSE
"Desulfobulbus_oralis","Desulfobulbus","Periodontitis",1.79040793563632,0.0786689936547429,FALSE
"Desulfomicrobium_orale","Desulfomicrobium","Periodontitis",0.203517922868503,0.938021888105513,FALSE
"Desulfoprunum_benzoelyticum","Desulfoprunum","Periodontitis",0.0230886915851611,0.977447262233968,FALSE
"Desulfovibrio_sp000403945","Desulfovibrio","Periodontitis",2.0661612110398,0.0221469536752388,TRUE
"Desulfovibrio_sp003860215","Desulfovibrio","Periodontitis",1.04629383321427,0.708851287896161,FALSE
"Dialister_invisus","Dialister","Periodontitis",-0.190987970220221,0.903619051368462,FALSE
"Dialister_micraerophilus","Dialister","Periodontitis",-0.235533760420547,0.82031969432547,FALSE
"Eggerthella_lenta","Eggerthella","Periodontitis",-0.102670840171588,0.92939320967904,FALSE
"Eggerthia_catenaformis","Eggerthia","Periodontitis",0.508335409283044,0.857780728636503,FALSE
"Eikenella_corrodens","Eikenella","Periodontitis",0.328273774470933,0.875968450173405,FALSE
"Eikenella_corrodens_B","Eikenella","Periodontitis",0.126551310067344,0.938021888105513,FALSE
"Eikenella_exigua","Eikenella","Periodontitis",0.52822547537683,0.673749837123912,FALSE
"Eikenella_glucosivorans","Eikenella","Periodontitis",0.278086277464643,0.903619051368462,FALSE
"Eikenella_halliae","Eikenella","Periodontitis",-0.336698718099313,0.897094033392487,FALSE
"Eikenella_longinqua","Eikenella","Periodontitis",0.365993807777654,0.843468148588481,FALSE
"Eikenella_shayeganii","Eikenella","Periodontitis",0.0644456798764682,0.966545594306325,FALSE
"Enterobacter_hormaechei_A","Enterobacter","Periodontitis",0.0726172680118568,0.956961761971905,FALSE
"Escherichia_coli","Escherichia","Periodontitis",0.324105486910383,0.938021888105513,FALSE
"Eubacterium_B_infirmum","Eubacterium_B","Periodontitis",0.350117795411505,0.874194669137704,FALSE
"Eubacterium_B_sulci","Eubacterium_B","Periodontitis",0.107737964955327,0.955383115855781,FALSE
"Eubacterium_N_saphenum","Eubacterium_N","Periodontitis",3.69417688968217,0.00244915193919993,TRUE
"F0058_sp000163695","F0058","Periodontitis",-0.471446505931968,0.752763074200707,FALSE
"F0058_sp905372135","F0058","Periodontitis",0.0908313732696963,0.956961761971905,FALSE
"F0058_sp905372605","F0058","Periodontitis",0.0821896148887416,0.960442499526208,FALSE
"F0422_sp001553345","F0422","Periodontitis",0.284680982786166,0.938021888105513,FALSE
"F0422_sp003992005","F0422","Periodontitis",0.60821054431127,0.748840484628747,FALSE
"F0422_sp003992015","F0422","Periodontitis",0.560170782899027,0.829128594183698,FALSE
"F0422_sp003992055","F0422","Periodontitis",0.908981834565141,0.752763074200707,FALSE
"F0422_sp003992135","F0422","Periodontitis",0.58230289418032,0.502335745811026,FALSE
"F0422_sp003992315","F0422","Periodontitis",0.569130240151952,0.875968450173405,FALSE
"F0422_sp003999875","F0422","Periodontitis",0.581721383995501,0.875968450173405,FALSE
"F0422_sp900544365","F0422","Periodontitis",0.36957357438826,0.893331348406372,FALSE
"F0422_sp900766245","F0422","Periodontitis",0.652681051422193,0.789676745461493,FALSE
"F0422_sp916438745","F0422","Periodontitis",0.836334640079104,0.752763074200707,FALSE
"F0428_sp003043955","F0428","Periodontitis",0.628620277983751,0.875968450173405,FALSE
"Filifactor_alocis","Filifactor","Periodontitis",2.27106564487051,0.00352665063401601,TRUE
"Flavobacterium_sp001429765","Flavobacterium","Periodontitis",-0.069113247001988,0.949566444989291,FALSE
"Flavobacterium_sp024628805","Flavobacterium","Periodontitis",0.0218884634735252,0.986582195455996,FALSE
"Flavobacterium_succinicans","Flavobacterium","Periodontitis",0.669843038246525,0.752763074200707,FALSE
"Flexilinea_sp001717545","Flexilinea","Periodontitis",1.90501779038632,0.000401561144104743,TRUE
"Fretibacterium_fastidiosum","Fretibacterium","Periodontitis",1.862286298976,0.025587364679721,TRUE
"Fusobacterium_C_necrophorum","Fusobacterium_C","Periodontitis",0.430811164033274,0.843468148588481,FALSE
"Fusobacterium_animalis","Fusobacterium","Periodontitis",-0.769334868056095,0.819024027750225,FALSE
"Fusobacterium_hwasookii","Fusobacterium","Periodontitis",0.372764245433171,0.931066177771918,FALSE
"Fusobacterium_nucleatum","Fusobacterium","Periodontitis",0.865353059330872,0.874194669137704,FALSE
"Fusobacterium_nucleatum_J","Fusobacterium","Periodontitis",3.21228267747774,0.0035728154351092,TRUE
"Fusobacterium_periodonticum","Fusobacterium","Periodontitis",1.13879254722586,0.641049639660658,FALSE
"Fusobacterium_periodonticum_B","Fusobacterium","Periodontitis",0.864096028287818,0.833162360849446,FALSE
"Fusobacterium_periodonticum_D","Fusobacterium","Periodontitis",-0.281308514775825,0.938021888105513,FALSE
"Fusobacterium_polymorphum","Fusobacterium","Periodontitis",0.119685051434881,0.97181511095524,FALSE
"Fusobacterium_pseudoperiodonticum","Fusobacterium","Periodontitis",0.449631117070835,0.893331348406372,FALSE
"Fusobacterium_sp000235465","Fusobacterium","Periodontitis",0.181832557218444,0.955383115855781,FALSE
"Fusobacterium_vincentii","Fusobacterium","Periodontitis",0.575620443548444,0.893331348406372,FALSE
"GCA_2749205_sp002749205","GCA_2749205","Periodontitis",-0.349460229142449,0.77226514789054,FALSE
"GN02_872_sp002761215","GN02_872","Periodontitis",0.436340856142525,0.893331348406372,FALSE
"GN02_872_sp003260325","GN02_872","Periodontitis",0.0316082232031103,0.994574801606768,FALSE
"GN02_873_sp003260345","GN02_873","Periodontitis",2.00662569227486,0.371639497776618,FALSE
"GN02_873_sp013332525","GN02_873","Periodontitis",1.77463166390393,0.201302347314987,FALSE
"Ga0077523_sp019747905","Ga0077523","Periodontitis",-0.139457824830985,0.875968450173405,FALSE
