"feature","synergy","p","padj","Genus"
"Stenotrophomonas_sepilia",-3.71264927943466,0.00179362357070046,0.250359299712765,"Stenotrophomonas"
"Sphingomonas_paucimobilis",5.88249121404908,0.00218654410229489,0.250359299712765,"Sphingomonas"
"Acidovorax_delafieldii",6.57215730044626,0.0054333225116587,0.414743618389948,"Acidovorax"
"Prevotella_bivia",3.57583649640144,0.00743148209196292,0.425452349764877,"Prevotella"
"Brevundimonas_sp002484265",-3.13401637029616,0.0159388663514102,0.725380009141865,"Brevundimonas"
"Mycobacterium_bacteremicum",-2.3837631046426,0.0190055897591755,0.725380009141865,"Mycobacterium"
"Sphingomonas_sp000797515",3.32550590527742,0.0245018659147099,0.726457983905366,"Sphingomonas"
"Muribaculum_arabinoxylanisolvens",-2.97327175297806,0.0255323076985172,0.726457983905366,"Muribaculum"
"Pseudomonas_aeruginosa",4.20934855764534,0.0320824157286586,0.726457983905366,"Pseudomonas"
"Corynebacterium_argentoratense",-2.61638255277791,0.0408748497364676,0.726457983905366,"Corynebacterium"
"Prevotella_sp013333285",-2.56838846883654,0.0472371430551632,0.726457983905366,"Prevotella"
"Acidovorax_sp000302535",3.74577174841169,0.048201794619192,0.726457983905366,"Acidovorax"
"Pseudoclavibacter_B_triregionum",-3.49366944688443,0.0543603885817892,0.726457983905366,"Pseudoclavibacter_B"
"CAG_485_sp002491945",-2.3653813781477,0.058901559762139,0.726457983905366,"CAG_485"
"Mixta_calida",-1.64140527651985,0.0589789448198636,0.726457983905366,"Mixta"
"Lactobacillus_jensenii",5.75882409525328,0.0609166486722007,0.726457983905366,"Lactobacillus"
"Prevotella_nanceiensis",-2.06533760348581,0.0637085585460952,0.726457983905366,"Prevotella"
"Corynespora_cassiicola",-1.79115441355949,0.0667726665397445,0.726457983905366,"Corynespora"
"Sphingomonas_pseudosanguinis",-3.16126654095943,0.0707183827855602,0.726457983905366,"Sphingomonas"
"Paramuribaculum_intestinale",-2.59276520593595,0.0713264895127189,0.726457983905366,"Paramuribaculum"
"Bifidobacterium_vaginale",3.25505913633649,0.0713873661636021,0.726457983905366,"Bifidobacterium"
"Halalkalicoccus_sp022561895",3.92994497835711,0.0737455647920599,0.726457983905366,"Halalkalicoccus"
"Pseudomonas_E_iridis",-2.24112442605321,0.0818481912383532,0.726457983905366,"Pseudomonas_E"
"CAG_485_sp002493045",-2.471050137568,0.082733714992452,0.726457983905366,"CAG_485"
"PUIC01_sp017418605",-0.748758490726747,0.0830870166671833,0.726457983905366,"PUIC01"
"Porphyromonas_pasteri",1.92255703297123,0.0886716720248599,0.726457983905366,"Porphyromonas"
"Methylobacterium_ajmalii",-2.45665566606542,0.0898727144495138,0.726457983905366,"Methylobacterium"
"Nesterenkonia_alba",-2.07151092750327,0.0915599305236023,0.726457983905366,"Nesterenkonia"
"CAG_873_sp011959565",-2.11495842447738,0.0919968625906358,0.726457983905366,"CAG_873"
"Halalkalicoccus_jeotgali",2.61491474611214,0.0976826030980917,0.730984710108193,"Halalkalicoccus"
"Ralstonia_sp000620465",1.4215379990647,0.098954262067048,0.730984710108193,"Ralstonia"
"Pauljensenia_sp000466265",-2.06816172790693,0.112324070884307,0.797954581155718,"Pauljensenia"
"Salmonella_enterica",-2.89843462505244,0.11526157669717,0.797954581155718,"Salmonella"
"Prevotella_sp905372445",2.29588799583414,0.123404161572111,0.797954581155718,"Prevotella"
"Methylobacterium_jeotgali",-2.44381109880752,0.126180881988722,0.797954581155718,"Methylobacterium"
"Halomonas_ethanolica",-2.13949662850733,0.132391398580081,0.797954581155718,"Halomonas"
"Sphingomonas_echinoides",-2.20191365743961,0.132766681685535,0.797954581155718,"Sphingomonas"
