"feature","rho","p","padj","Genus","Phylum"
"Prevotella_sp000467895",-0.198658153074292,0.0464220505350351,0.1326822550148,"Prevotella","Bacteroidota"
"F0422_sp003992015",0.198658153074292,0.0464220505350353,0.1326822550148,"F0422","Bacillota_C"
"Streptococcus_sp934216185",-0.198554811929792,0.0465382684262258,0.132695446423939,"Streptococcus","Bacillota"
"Nanoperiomorbus_sp013333515",-0.197503163812232,0.04773472819228,0.135576296780881,"Nanoperiomorbus","Patescibacteria"
"Alloprevotella_sp900095835",-0.197466690467114,0.0477766764938512,0.135576296780881,"Alloprevotella","Bacteroidota"
"Saccharimonas_sp013333845",-0.197296481523232,0.0479728388531586,0.135808822372394,"Saccharimonas","Patescibacteria"
"Haemophilus_haemolyticus",-0.197029010325702,0.0482824401927013,0.13604512479249,"Haemophilus","Pseudomonadota"
"Pauljensenia_sp000411415",-0.19696214252632,0.0483600982392024,0.13604512479249,"Pauljensenia","Actinomycetota"
"Treponema_D_sp002394465",-0.196840564709261,0.0485015593669854,0.13604512479249,"Treponema_D","Spirochaetota"
"Streptococcus_parasanguinis_H",-0.19679801247329,0.0485511515356956,0.13604512479249,"Streptococcus","Bacillota"
"Veillonella_sp934202215",-0.19669467132879,0.0486717642525018,0.13604512479249,"Veillonella","Bacillota_C"
"Haemophilus_quentini",-0.196633882420261,0.0487428285631628,0.13604512479249,"Haemophilus","Pseudomonadota"
"Nanosyncoccus_sp916049555",-0.196530541275761,0.0488638347543104,0.136063464924766,"Nanosyncoccus","Patescibacteria"
"Enterobacter_hormaechei_A",-0.19628130675079,0.049156695145423,0.136559136747448,"Enterobacter","Pseudomonadota"
"Lancefieldella_sp000411555",0.196135413370319,0.0493287976146366,0.136717809705834,"Lancefieldella","Actinomycetota"
"Anaeroglobus_micronuciformis",-0.195861863281936,0.0496528315423812,0.137295852799747,"Anaeroglobus","Bacillota_C"
"Alloprevotella_sp003639005",-0.195685575447201,0.0498625834116173,0.137555943564763,"Alloprevotella","Bacteroidota"
"Nanoperiomorbus_sp905373385",-0.195576155411848,0.0499931418293043,0.137596864895932,"Nanoperiomorbus","Patescibacteria"
"Haemophilus_D_sp927911595",-0.195339078668583,0.0502769867298342,0.138058515523725,"Haemophilus_D","Pseudomonadota"
"Streptococcus_sp013277515",-0.195193185288112,0.050452320670859,0.138220758704266,"Streptococcus","Bacillota"
"Eubacterium_B_sulci",-0.194737268474141,0.0510034939368283,0.139409550093997,"Eubacterium_B","Bacillota_A"
"Treponema_B_denticola_A",0.193892302645582,0.0520381297335441,0.141569200455102,"Treponema_B","Spirochaetota"
"Streptococcus_oralis_H",-0.193837592627905,0.0521057121439927,0.141569200455102,"Streptococcus","Bacillota"
"Streptococcus_oralis_T",0.193801119282788,0.0521508072324094,0.141569200455102,"Streptococcus","Bacillota"
"Oribacterium_sp013394775",0.193174993524934,0.0529299645858217,0.143357011144743,"Oribacterium","Bacillota_A"
"Haemophilus_A_parahaemolyticus",-0.192494157749404,0.0537880488007495,0.14534997732748,"Haemophilus_A","Pseudomonadota"
"Campylobacter_A_concisus_O",-0.192323948805522,0.0540043474242197,0.145603558021309,"Campylobacter_A","Campylobacterota"
"Saccharimonas_sp013333625",-0.192056477607992,0.0543456892335148,0.146192363119116,"Saccharimonas","Patescibacteria"
"Streptococcus_sp915066115",-0.191959215354345,0.054470252169857,0.146196681331738,"Streptococcus","Bacillota"
"Centipeda_sp001683335",-0.190536754894755,0.0563189340771123,0.150818046436231,"Centipeda","Bacillota_C"
"Streptococcus_sp934215455",-0.189296661160754,0.057972285458262,0.154896735752525,"Streptococcus","Bacillota"
"Prevotella_melaninogenica_A",-0.188512484240724,0.059038137547097,0.157390909290355,"Prevotella","Bacteroidota"
"Campylobacter_A_concisus_M",-0.188226776370636,0.0594304304785904,0.158082285993387,"Campylobacter_A","Campylobacterota"
"Veillonella_sp905214495",0.187801254010929,0.060018642502661,0.159290548963536,"Veillonella","Bacillota_C"
"Streptococcus_pseudopneumoniae_G",-0.187023155981752,0.0611065211912344,0.161816600660084,"Streptococcus","Bacillota"
"Pauljensenia_sp916438365",-0.186682738093987,0.0615874990631092,0.162594331301432,"Pauljensenia","Actinomycetota"
"Leptotrichia_sp018128225",0.186621949185458,0.061673711872957,0.162594331301432,"Leptotrichia","Fusobacteriota"
"F0422_sp900766245",0.186372714660487,0.0620282134806816,0.163167136788784,"F0422","Bacillota_C"
"Johnsonella_sp905373785",0.186087006790398,0.062436634165407,0.163609265841481,"Johnsonella","Bacillota_A"
"Streptococcus_sp003428885",0.186062691226987,0.0624714942742073,0.163609265841481,"Streptococcus","Bacillota"
"Streptococcus_sp902363395",0.185558143286192,0.0631984257151359,0.16514929269296,"Streptococcus","Bacillota"
"Streptococcus_sp001553685",-0.185187330944162,0.063737053412737,0.166191571288913,"Streptococcus","Bacillota"
"Streptococcus_mitis_AR",-0.18491378085578,0.064136790226103,0.16664235350093,"Streptococcus","Bacillota"
"Veillonella_nakazawae",-0.184877307510662,0.0641902421391304,0.16664235350093,"Veillonella","Bacillota_C"
"Fusobacterium_nucleatum",-0.184761808584456,0.0643597455052018,0.166718382147462,"Fusobacterium","Fusobacteriota"
"Campylobacter_A_concisus_T",-0.183959394991867,0.0655474164901696,0.169425822188721,"Campylobacter_A","Campylobacterota"
"Fusobacterium_vincentii",-0.183296795888896,0.0665415036415834,0.171526099667661,"Fusobacterium","Fusobacteriota"
"Olsenella_uli",0.183084034709043,0.0668632871325427,0.171526099667661,"Olsenella","Actinomycetota"
"Prevotella_aurantiaca",-0.183047561363925,0.0669185764855229,0.171526099667661,"Prevotella","Bacteroidota"
"Gemella_sp900555985",-0.183035403582219,0.066937014504453,0.171526099667661,"Gemella","Bacillota"
"Capnocytophaga_granulosa",0.182494382296307,0.0677616848685283,0.173127414811805,"Capnocytophaga","Bacteroidota"
"Streptococcus_sp905221335",-0.182324173352425,0.0680228270103306,0.173127414811805,"Streptococcus","Bacillota"
"Haemophilus_haemolyticus_G",-0.182269463334748,0.0681069384276756,0.173127414811805,"Haemophilus","Pseudomonadota"
"Alistipes_sp017481145",-0.182245147771336,0.0681443483027123,0.173127414811805,"Alistipes","Bacteroidota"
"Prevotella_loescheii",-0.181880414320159,0.0687074956326361,0.174185953746704,"Prevotella","Bacteroidota"
"Campylobacter_A_concisus_Z",-0.181071921836718,0.0699692357044997,0.176727989184387,"Campylobacter_A","Campylobacterota"
"Actinomyces_sp001278845",0.181047606273306,0.070007470904833,0.176727989184387,"Actinomyces","Actinomycetota"
"Streptococcus_mitis_BD",-0.180901712892835,0.0702372368524586,0.176932361477909,"Streptococcus","Bacillota"
"Capnocytophaga_ochracea",-0.180111457081952,0.0714924123365387,0.179713484710665,"Capnocytophaga","Bacteroidota"
"Streptococcus_parasanguinis_N",-0.179935169247217,0.0717748677645155,0.180042864497909,"Streptococcus","Bacillota"
"Corynebacterium_diphtheriae",-0.179679855831393,0.0721855365240574,0.180388136720198,"Corynebacterium","Actinomycetota"
"Cutibacterium_granulosum",-0.179552199123481,0.072391580311078,0.180388136720198,"Cutibacterium","Actinomycetota"
"CAJPQU01_sp905372875",-0.179515725778363,0.0724505369774185,0.180388136720198,"CAJPQU01","Bacillota_C"
"Rodentibacter_ratti",-0.179473173542393,0.0725193686730486,0.180388136720198,"Rodentibacter","Pseudomonadota"
"Nanosynbacter_sp900555675",-0.179357674616187,0.072706463324823,0.180475960111095,"Nanosynbacter","Patescibacteria"
"Campylobacter_B_gracilis",-0.179254333471687,0.0728741933938382,0.180515449885987,"Campylobacter_B","Campylobacterota"
"Streptococcus_australis_A",0.179090203418657,0.0731412289864658,0.180800252109995,"Streptococcus","Bacillota"
"Pauljensenia_sp916439125",-0.17878625887601,0.0736378206876764,0.181650142733708,"Pauljensenia","Actinomycetota"
"Nanogingivalis_sp900555945",-0.178585655477862,0.0739670558950001,0.182084533041729,"Nanogingivalis","Patescibacteria"
"Treponema_C_maltophilum",0.17814797533645,0.0746895005715749,0.18348309128017,"Treponema_C","Spirochaetota"
"Streptococcus_mitis_AI",-0.177819715230391,0.0752350502739756,0.184442216032489,"Streptococcus","Bacillota"
"Streptococcus_infantis_L",-0.17742458732495,0.0758959745680219,0.18537313496766,"Streptococcus","Bacillota"
"Nanogingivalis_sp015257795",0.177406350652391,0.0759265910254417,0.18537313496766,"Nanogingivalis","Patescibacteria"
"Streptococcus_mitis_C",-0.176920039384155,0.0767466967311482,0.186934709077613,"Streptococcus","Bacillota"
"Streptococcus_parasanguinis_F",0.176841013803067,0.0768806330857467,0.186934709077613,"Streptococcus","Bacillota"
"Neisseria_mucosa_A",0.176409412552508,0.0776154455447812,0.188336254597439,"Neisseria","Pseudomonadota"
"Prevotella_histicola",-0.175965653520243,0.0783768196449002,0.189679337968649,"Prevotella","Bacteroidota"
"Haemophilus_D_sp905207935",0.175880549048301,0.0785235184211102,0.189679337968649,"Haemophilus_D","Pseudomonadota"
"Aggregatibacter_kilianii_A",-0.175771129012948,0.0787124543677244,0.189679337968649,"Aggregatibacter","Pseudomonadota"
"Neisseria_iguanae",-0.175716418995272,0.0788070588364276,0.189679337968649,"Neisseria","Pseudomonadota"
"Streptococcus_pneumoniae_A",-0.175540131160536,0.0791125152724426,0.190029859917039,"Streptococcus","Bacillota"
"Nanosynbacter_sp022828325",-0.174725559786241,0.0805362689502073,0.193059725366525,"Nanosynbacter","Patescibacteria"
"Veillonella_sp019414865",-0.174488483042977,0.08095447298672,0.19351387507049,"Veillonella","Bacillota_C"
"Fusobacterium_nucleatum_J",0.1744337730253,0.0810512277418872,0.19351387507049,"Fusobacterium","Fusobacteriota"
"Bacteroides_pyogenes",0.17426964297227,0.0813420467601662,0.193819025246167,"Bacteroides","Bacteroidota"
"Campylobacter_A_concisus_Y",-0.174099434028388,0.0816445170765123,0.194150661607946,"Campylobacter_A","Campylobacterota"
"Campylobacter_B_sp905373215",-0.17327878376324,0.083115488457749,0.197041159251081,"Campylobacter_B","Campylobacterota"
"Streptococcus_oralis_BT",-0.173199758182152,0.0832582465032334,0.197041159251081,"Streptococcus","Bacillota"
"Aggregatibacter_segnis_A",-0.173145048164475,0.08335719352674,0.197041159251081,"Aggregatibacter","Pseudomonadota"
"Actinobacillus_B_seminis",-0.171904954430474,0.0856252557119492,0.201839077362692,"Actinobacillus_B","Pseudomonadota"
"Capnocytophaga_sputigena",0.171850244412798,0.0857264373996295,0.201839077362692,"Capnocytophaga","Bacteroidota"
"Streptococcus_sanguinis_J",0.171084304165326,0.0871529956399491,0.204792315841699,"Streptococcus","Bacillota"
"Lactobacillus_gasseri",-0.170786438513532,0.087712837451052,0.205671993161823,"Lactobacillus","Bacillota"
"Oleibacter_sp002298335",-0.170701334041591,0.0878733158336469,0.205671993161823,"Oleibacter","Pseudomonadota"
"Cryptobacterium_curtum",0.170604071787944,0.0880570051362526,0.205697011998044,"Cryptobacterium","Actinomycetota"
"Bifidobacterium_vaginale",-0.17045209951662,0.0883446299346196,0.205964245082868,"Bifidobacterium","Actinomycetota"
"Streptococcus_sp001814775",-0.169825973758767,0.08953751836874,0.208254563155258,"Streptococcus","Bacillota"
"Streptococcus_mitis_BW",-0.169753027068531,0.0896773224015915,0.208254563155258,"Streptococcus","Bacillota"
"Streptococcus_sanguinis",-0.169588897015502,0.0899925142645104,0.208579141248544,"Streptococcus","Bacillota"
"Mycobacterium_mageritense",-0.169011402384472,0.0911085078024118,0.210754894507914,"Mycobacterium","Actinomycetota"
"Nanosyncoccus_sp905372495",-0.168877666785707,0.0913685045543236,0.21094592604872,"Nanosyncoccus","Patescibacteria"
"Ideonella_sp024055665",-0.168367039954059,0.0923666257456058,0.212837050409933,"Ideonella","Pseudomonadota"
"Streptococcus_sp001813295",-0.16820290990103,0.0926892753136798,0.213167404928366,"Streptococcus","Bacillota"
"Streptococcus_mitis_BT",-0.1677287564145,0.0936263811444916,0.214906886449422,"Streptococcus","Bacillota"
"SDRK01_sp007845205",0.167199892910294,0.0946804264910802,0.21690756666261,"SDRK01","Patescibacteria"
"Stomatobaculum_longum",-0.166792607223146,0.0954985273781716,0.218361055870473,"Stomatobaculum","Bacillota_A"
"Prevotella_vespertina",-0.166081376993351,0.0969405067106653,0.22111972958479,"Prevotella","Bacteroidota"
"Prevotella_marshii",-0.166014509193969,0.0970769544518591,0.22111972958479,"Prevotella","Bacteroidota"
"Porphyromonas_sp900539155",-0.165607223506822,0.0979113136386933,0.222593789515117,"Porphyromonas","Bacteroidota"
"Veillonella_rodentium",-0.16531543674588,0.0985125247415291,0.223221175943671,"Veillonella","Bacillota_C"
"Veillonella_sp900556785",-0.165291121182468,0.098562756409106,0.223221175943671,"Veillonella","Bacillota_C"
"Treponema_B_sp024181385",0.16473794211485,0.0997109767331857,0.225392302919692,"Treponema_B","Spirochaetota"
"Nanosynbacter_lyticus",0.164044948557614,0.101164202008669,0.22824333242563,"Nanosynbacter","Patescibacteria"
"Arachnia_sp013333945",-0.163795714032644,0.101690896576508,0.228997113692174,"Arachnia","Actinomycetota"
"Neisseria_sp000186165",-0.163655899543026,0.101987299299528,0.229230432641095,"Neisseria","Pseudomonadota"
"Lancefieldella_sp015258485",-0.163510006162555,0.102297310629395,0.229493400638396,"Lancefieldella","Actinomycetota"
"Flavobacterium_sp024628805",-0.163418822799761,0.10249144237292,0.229495903919779,"Flavobacterium","Bacteroidota"
"Pauljensenia_odontolytica",0.162312464664525,0.104869971283876,0.234380443339339,"Pauljensenia","Actinomycetota"
"Leptotrichia_A_sp001274535",-0.162190886847466,0.105133958061504,0.234529598752586,"Leptotrichia_A","Fusobacteriota"
"Fusobacterium_C_necrophorum",-0.161491814399377,0.106661974245514,0.237492672992351,"Fusobacterium_C","Fusobacteriota"
"Ohtaekwangia_cretensis",-0.161266895437818,0.107157265053757,0.238149510558723,"Ohtaekwangia","Bacteroidota"
"Bacteroides_F_pectinophilus",-0.16075626860617,0.10828836878357,0.240126436340579,"Bacteroides_F","Bacillota_A"
"Acinetobacter_baumannii",-0.160683321915935,0.108450711787124,0.240126436340579,"Acinetobacter","Pseudomonadota"
"Treponema_B_denticola_B",0.160464481845229,0.108938878808088,0.240758971938321,"Treponema_B","Spirochaetota"
"UBA4285_sp900542465",-0.160063275048934,0.109838294837539,0.242296349836427,"UBA4285","Bacillota_A"
"Catonella_sp916439065",-0.158865733550904,0.112557305411058,0.247437658345399,"Catonella","Bacillota_A"
"Centipeda_sp001717585",-0.158853575769198,0.112585175075577,0.247437658345399,"Centipeda","Bacillota_C"
"Streptococcus_sp905221125",-0.158573946789963,0.113227657015857,0.248086411382305,"Streptococcus","Bacillota"
"Arachnia_massiliensis",-0.158543552335698,0.113297663061894,0.248086411382305,"Arachnia","Actinomycetota"
"Streptococcus_mitis_BH",-0.157491904218138,0.115740614400562,0.252847535953118,"Streptococcus","Bacillota"
"Haemophilus_D_parainfluenzae_J",-0.157425036418756,0.115897314629478,0.252847535953118,"Haemophilus_D","Pseudomonadota"
"Veillonella_sp902834965",-0.157321695274256,0.116139810632172,0.252912518025005,"Veillonella","Bacillota_C"
"Ottowia_sp003859965",-0.157224433020608,0.11636840064965,0.252947035415783,"Ottowia","Pseudomonadota"
"Granulicatella_sp015264885",0.157035987404167,0.116812284188461,0.253448550912555,"Granulicatella","Bacillota"
"Phocaeicola_abscessus",0.156701648407255,0.117603040607882,0.254699481389383,"Phocaeicola","Bacteroidota"
"Mogibacterium_pumilum",-0.156543597245078,0.117978289811113,0.255047611973479,"Mogibacterium","Bacillota_A"
"Cuspidothrix_issatschenkoi",-0.156209258248166,0.118775133613243,0.256304235691734,"Cuspidothrix","Cyanobacteriota"
"Bacillus_A_bombysepticus",-0.155826288124431,0.119692980256418,0.257570726425453,"Bacillus_A","Bacillota"
"Pauljensenia_sp001064145",-0.15578373588846,0.119795300011165,0.257570726425453,"Pauljensenia","Actinomycetota"
"Veillonella_infantium",-0.154853665587959,0.122048610026638,0.261660627829419,"Veillonella","Bacillota_C"
"JAFUYV01_sp017476945",-0.154817192242842,0.122137635361924,0.261660627829419,"JAFUYV01","Synergistota"
"Saccharimonas_sp018127705",-0.154519326591047,0.122866547531129,0.262748785997324,"Saccharimonas","Patescibacteria"
"Bacteroides_uniformis",-0.154397748773988,0.12316502249355,0.26291420420975,"Bacteroides","Bacteroidota"
"Haemophilus_D_parainfluenzae_M",-0.154136356467312,0.12380863143816,0.263814449426473,"Haemophilus_D","Pseudomonadota"
"Eubacterium_B_infirmum",-0.153856727488076,0.124500001626699,0.264596115136936,"Eubacterium_B","Bacillota_A"
"Streptococcus_pseudopneumoniae_A",-0.153808096361252,0.124620542032535,0.264596115136936,"Streptococcus","Bacillota"
"Allisonella_pneumosinta",-0.153613571853958,0.125103600125318,0.265148271923357,"Allisonella","Bacillota_C"
"Desulfobulbus_oralis",0.153109023913164,0.126363231125057,0.26734142670408,"Desulfobulbus","Desulfobacterota"
"CAJPQU01_sp905373705",-0.152337004774839,0.128309413510066,0.270918955116827,"CAJPQU01","Bacillota_C"
"Lancefieldella_rimae",-0.152257979193751,0.128509916472574,0.270918955116827,"Lancefieldella","Actinomycetota"
"Streptococcus_salivarius",-0.152130322485839,0.128834312310995,0.271122119181899,"Streptococcus","Bacillota"
"Neisseria_sp011038745",-0.152020902450486,0.129112864244642,0.271228260754205,"Neisseria","Pseudomonadota"
"HOT_345_sp003260355",-0.151601458981633,0.130184915914098,0.27299799827489,"HOT_345","Patescibacteria"
"Streptococcus_sp905221165",-0.151485960055427,0.130481309742576,0.273137812119583,"Streptococcus","Bacillota"
"Bergeyella_A_sp916710115",-0.151346145565809,0.130840791747965,0.273408965533094,"Bergeyella_A","Bacteroidota"
"Streptococcus_sp916048145",-0.150932780987809,0.131908032745787,0.275155527955686,"Streptococcus","Bacillota"
"Porphyromonas_sp945875135",-0.149771712834896,0.134941259414242,0.280698364882322,"Porphyromonas","Bacteroidota"
"Leptotrichia_wadei",0.149735239489778,0.135037396730604,0.280698364882322,"Leptotrichia","Fusobacteriota"
"Streptococcus_mitis_AC",-0.14928540156666,0.136227379619464,0.282677756313337,"Streptococcus","Bacillota"
"Prevotella_nanceiensis",-0.149054403714248,0.136841541368562,0.283457478549165,"Prevotella","Bacteroidota"
"Nanosynbacter_sp013100825",-0.148884194770366,0.13729542604963,0.283903063605235,"Nanosynbacter","Patescibacteria"
"Streptococcus_sp001808705",-0.148720064717336,0.137734182502548,0.284315873256127,"Streptococcus","Bacillota"
"RUG12372_sp900321035",-0.148361410157012,0.13869665001748,0.28580644171713,"RUG12372","Bacillota_C"
"Neisseria_sp000090875",-0.1475103654376,0.14100087731453,0.289653067915243,"Neisseria","Pseudomonadota"
"RF16_sp017412245",-0.147492128765041,0.14105056881659,0.289653067915243,"RF16","Bacteroidota"
"Staphylococcus_epidermidis",-0.147279367585188,0.141631282879575,0.290344129903129,"Staphylococcus","Bacillota"
"CAG_793_sp013333035",0.146987580824247,0.142430629782116,0.291480238917273,"CAG_793","Bacillota_A"
"Mesocricetibacter_intestinalis",-0.146762661862687,0.143049117353142,0.292242956242072,"Mesocricetibacter","Pseudomonadota"
"Prevotella_sp900540375",-0.146537742901128,0.143669632194098,0.293007191558803,"Prevotella","Bacteroidota"
"Butyrivibrio_sp015258065",-0.146209482795069,0.144578893877065,0.294356686335325,"Butyrivibrio","Bacillota_A"
"Campylobacter_A_concisus_C",-0.145315885839686,0.147076103444181,0.298696546368894,"Campylobacter_A","Campylobacterota"
"Veillonella_sp018367495",-0.145267254712863,0.14721293202033,0.298696546368894,"Veillonella","Bacillota_C"
"Streptococcus_vulneris",-0.144896442370833,0.148259403104628,0.300307376987058,"Streptococcus","Bacillota"
"Streptococcus_parasanguinis_A",-0.144738391208656,0.148707136892348,0.300702016607146,"Streptococcus","Bacillota"
"Leptotrichia_hofstadii",-0.144628971173303,0.149017701494249,0.300818416089409,"Leptotrichia","Fusobacteriota"
"Streptococcus_sp905221065",-0.144458762229421,0.149501770711046,0.301284076907515,"Streptococcus","Bacillota"
"Treponema_phagedenis",0.144203448813597,0.150230088558088,0.302239552107558,"Treponema","Spirochaetota"
"Streptococcus_mitis_AW",-0.143747531999626,0.151537278051284,0.304354431761785,"Streptococcus","Bacillota"
"Fusobacterium_periodonticum_B",-0.14326122073139,0.152940997202053,0.306061655626209,"Fusobacterium","Fusobacteriota"
"Tractidigestivibacter_sp900605015",-0.143212589604567,0.153081903095563,0.306061655626209,"Tractidigestivibacter","Actinomycetota"
"Prevotella_oralis",-0.143170037368596,0.153205275500304,0.306061655626209,"Prevotella","Bacteroidota"
"JABCPE02_sp013333255",0.143097090678361,0.153416944283617,0.306061655626209,"JABCPE02","Bacteroidota"
"Nanoperiomorbus_sp905373275",-0.142890408389361,0.154017861695624,0.306745791551251,"Nanoperiomorbus","Patescibacteria"
"Streptococcus_sp905371745",0.142227809286389,0.155956209393093,0.310030458975225,"Streptococcus","Bacillota"
"Streptococcus_mitis_BR",-0.142148783705301,0.15618859960148,0.310030458975225,"Streptococcus","Bacillota"
"Fusobacterium_hwasookii",0.141996811433977,0.15663623076627,0.310400797301825,"Fusobacterium","Fusobacteriota"
"Scardovia_inopinata",-0.141790129144977,0.157246545603194,0.311091751617633,"Scardovia","Actinomycetota"
"Alloprevotella_sp916438195",-0.141553052401712,0.157948796126723,0.311961991021053,"Alloprevotella","Bacteroidota"
"Haemophilus_A_paraphrohaemolyticus",-0.141243028968212,0.158870649938517,0.313262359497341,"Haemophilus_A","Pseudomonadota"
"Streptococcus_sp019448285",-0.140975557770682,0.159669191812201,0.31431567725945,"Streptococcus","Bacillota"
"Olsenella_F_sp001189515",0.14012451305127,0.162229894450428,0.318828668597619,"Olsenella_F","Actinomycetota"
"Streptococcus_oralis_Y",0.13991783076227,0.162856359877661,0.319096163488298,"Streptococcus","Bacillota"
"Lawsonella_sp018376445",-0.139759779600093,0.1633366326763,0.319096163488298,"Lawsonella","Actinomycetota"
"F0422_sp003992005",-0.139747621818387,0.163373620244572,0.319096163488298,"F0422","Bacillota_C"
"Granulicatella_sp934193545",-0.139668596237299,0.163614191015798,0.319096163488298,"Granulicatella","Bacillota"
"Clostridium_tertium",-0.139504466184269,0.164114677963566,0.319096163488298,"Clostridium","Bacillota_A"
"Neisseria_denitrificans",-0.139480150620858,0.16418892067278,0.319096163488298,"Neisseria","Pseudomonadota"
"Campylobacter_A_showae_E",0.139461913948299,0.164244619053691,0.319096163488298,"Campylobacter_A","Campylobacterota"
"Peptidiphaga_gingivicola",0.13934033613124,0.164616299838298,0.319296542426976,"Peptidiphaga","Actinomycetota"
"Actinomyces_howellii",-0.139018154916034,0.165604270005882,0.320334195021007,"Actinomyces","Actinomycetota"
"Neisseria_subflava_B",0.138945208225798,0.165828570075615,0.320334195021007,"Neisseria","Pseudomonadota"
"AWVT01_sp000469545",0.138902655989828,0.165959515671102,0.320334195021007,"AWVT01","Bacillota_C"
"Alloprevotella_sp905369775",-0.138720289264239,0.166521578655394,0.320667720279441,"Alloprevotella","Bacteroidota"
"Porphyromonas_sp000467855",0.138671658137416,0.166671699859289,0.320667720279441,"Porphyromonas","Bacteroidota"
"Streptococcus_sp905221225",-0.138367713594768,0.167612227828538,0.32195628253333,"Streptococcus","Bacillota"
"Desulfoprunum_benzoelyticum",-0.137644325583268,0.169866464442593,0.325440987721618,"Desulfoprunum","Desulfobacterota"
"Streptococcus_oralis_J",0.137589615565591,0.170037858840021,0.325440987721618,"Streptococcus","Bacillota"
"Centipeda_periodontii",-0.137522747766209,0.170247514182377,0.325440987721618,"Centipeda","Bacillota_C"
"Streptococcus_sp004166885",-0.137285671022944,0.170992374856705,0.326340182511433,"Streptococcus","Bacillota"
"Saccharimonas_sp013333645",-0.137127619860767,0.171490282105386,0.326765938178371,"Saccharimonas","Patescibacteria"
"Haemophilus_haemolyticus_J",-0.136975647589444,0.171970046193651,0.327155815878803,"Haemophilus","Pseudomonadota"
"Nanosynbacter_featherlites",0.136689939719355,0.172874678859988,0.328351426780393,"Nanosynbacter","Patescibacteria"
"CAG_793_sp013333395",-0.136465020757796,0.173589297626076,0.328841870483398,"CAG_793","Bacillota_A"
"Nanosynbacter_sp900557595",-0.136434626303531,0.17368603419981,0.328841870483398,"Nanosynbacter","Patescibacteria"
"Neisseria_sp943181435",0.136118523979178,0.174694446806212,0.330104741037812,"Neisseria","Pseudomonadota"
"Streptococcus_parasanguinis_B",-0.136051656179796,0.174908315268143,0.330104741037812,"Streptococcus","Bacillota"
"Leptotrichia_sp013394795",0.134841956900059,0.178810683806467,0.336687956722468,"Leptotrichia","Fusobacteriota"
"Streptococcus_gordonii",0.134720379083,0.179206380467055,0.336687956722468,"Streptococcus","Bacillota"
"Nanosynbacter_sp021222645",-0.134708221301295,0.17924598537033,0.336687956722468,"Nanosynbacter","Patescibacteria"
"Neisseria_lactamica",0.134580564593383,0.179662223852391,0.336937514448728,"Neisseria","Pseudomonadota"
"Treponema_D_sp024697295",0.134215831142206,0.180855374333303,0.338641008003617,"Treponema_D","Spirochaetota"
"Nanosynbacter_sp915070155",-0.133030447425881,0.184773115765906,0.345432758876828,"Nanosynbacter","Patescibacteria"
"Streptococcus_oralis_M",-0.132835922918587,0.185421889406567,0.345672485104852,"Streptococcus","Bacillota"
"Haemophilus_D_sp905215245",-0.132817686246028,0.18548279688553,0.345672485104852,"Haemophilus_D","Pseudomonadota"
"Streptococcus_parasanguinis_M",-0.132580609502763,0.186275920390999,0.346607307269011,"Streptococcus","Bacillota"
"Granulicatella_sp001058355",-0.132331374977792,0.187112375056395,0.347619709284458,"Granulicatella","Bacillota"
"Campylobacter_A_showae",0.131905852618086,0.188546775367112,0.349738090345549,"Campylobacter_A","Campylobacterota"
"Neisseria_sp915066515",-0.131553276948615,0.189741315353213,0.351405644789673,"Neisseria","Pseudomonadota"
"F0422_sp003992055",0.131389146895586,0.190299263528863,0.351459041499367,"F0422","Bacillota_C"
"Streptococcus_sp019414935",-0.131370910223027,0.190361331140111,0.351459041499367,"Streptococcus","Bacillota"
"Streptococcus_oralis_K",-0.13117030682488,0.191045043970532,0.351973116881385,"Streptococcus","Bacillota"
"Haemophilus_influenzae",-0.131115596807203,0.19123181960082,0.351973116881385,"Haemophilus","Pseudomonadota"
"Streptococcus_cristatus_D",0.13073870557432,0.192522092562385,0.353800259747567,"Streptococcus","Bacillota"
"Streptococcus_sp001811505",-0.130027475344526,0.194974105334946,0.357753412412423,"Streptococcus","Bacillota"
"Pauljensenia_sp916719935",-0.129620189657378,0.196388365275368,0.359538913858668,"Pauljensenia","Actinomycetota"
"Streptococcus_parasanguinis_C",-0.129498611840319,0.196811963071339,0.359538913858668,"Streptococcus","Bacillota"
"Streptococcus_oralis_G",0.129486454058614,0.196854359059708,0.359538913858668,"Streptococcus","Bacillota"
"Eikenella_halliae",0.129176430625113,0.197937682707778,0.360963044079061,"Eikenella","Pseudomonadota"
"Campylobacter_A_concisus_AB",-0.128981906117819,0.198619604225173,0.361564646892779,"Campylobacter_A","Campylobacterota"
"Campylobacter_B_sp905373295",-0.128908959427584,0.198875760359863,0.361564646892779,"Campylobacter_B","Campylobacterota"
"Streptococcus_sp905221415",0.128690119356878,0.199645655338224,0.362410204881142,"Streptococcus","Bacillota"
"Streptococcus_mitis_AY",0.128501673740436,0.200310336437947,0.363062484793779,"Streptococcus","Bacillota"
"Treponema_C_lecithinolyticum",-0.128355780359965,0.200826019752162,0.363443131636712,"Treponema_C","Spirochaetota"
"Campylobacter_A_sp013201975",0.128124782507553,0.201644468182168,0.36436971530182,"Campylobacter_A","Campylobacterota"
"Mogibacterium_sp916438645",-0.1278086801832,0.202768327560905,0.36584452423356,"Mogibacterium","Bacillota_A"
"Streptococcus_shenyangsis",-0.127681023475288,0.203223465218261,0.366110151734109,"Streptococcus","Bacillota"
