"feature","R2","F","p"
"AWVT01_sp000469545",0.00391566827635481,0.365588673672692,0.845
"AWVT01_sp916439735",0.0111992556962041,1.05332726107555,0.365
"Abiotrophia_defectiva",0.00682294210069089,0.638892743562128,0.63
"Abiotrophia_sp001815865",0.0105935752377454,0.995751060891944,0.36
"Actinomyces_dentalis",0.0099390421381546,0.933610109062962,0.38
"Actinomyces_gerencseriae",0.00402537420529223,0.375872829886071,0.78
"Actinomyces_graevenitzii",0.00949570247664327,0.89156637940483,0.375
"Actinomyces_israelii",0.0109365352622319,1.02834430312036,0.3
"Actinomyces_johnsonii",0.00674532737809883,0.631575630555316,0.715
"Actinomyces_massiliensis",0.00610345685079825,0.57110721537043,0.705
"Actinomyces_naeslundii",0.00637872022653737,0.597029263708226,0.87
"Actinomyces_oricola",0.00710799017216205,0.665775411089966,0.59
"Actinomyces_oris",0.00717897931732421,0.672472744434914,0.7
"Actinomyces_oris_A",0.00978868635521102,0.919347030770431,0.37
"Actinomyces_oris_B",0.0092176601261826,0.865217674190839,0.495
"Actinomyces_oris_C",0.0153364102054761,1.44850095392164,0.105
"Actinomyces_oris_D",0.00599481039615911,0.56087973450621,0.73
"Actinomyces_oris_E",0.0174801408948423,1.65457531280936,0.175
"Actinomyces_sp000195595",0.00834463569809563,0.782581477254661,0.535
"Actinomyces_sp000220835",0.00806394291566038,0.75604338182925,0.52
"Actinomyces_sp001278845",0.00830158118137454,0.778509913112037,0.42
"Actinomyces_sp002999235",0.00555268712165593,0.519283320118112,0.885
"Actinomyces_sp900323545",0.013174759918506,1.24161059390807,0.18
"Actinomyces_sp915063485",0.0123497591775029,1.16288900264054,0.235
"Actinomyces_sp915069725",0.00725846063657508,0.679972392043085,0.715
"Actinomyces_timonensis",0.0157967114928963,1.49267350149557,0.215
"Aggregatibacter_actinomycetemcomitans",0.0061339273627673,0.573975971655468,0.55
"Aggregatibacter_aphrophilus",0.0126490661405376,1.19143367441979,0.235
"Aggregatibacter_kilianii",0.0269632508354171,2.57706847130565,0.055
"Aggregatibacter_segnis",0.0172326731903767,1.63074062698819,0.115
"Aggregatibacter_segnis_A",0.0138948715325148,1.31043132747127,0.205
