"feature","name","saliva_log2FC","saliva_p","saliva_fdr","urine_log2FC","urine_p","urine_fdr","same_dir","n_healthy","n_disease"
"N_Saccharin","N_Saccharin",0.75467485585359,0.268598166919642,0.59868149571199,1.4710264077071,0.494615630171403,0.798994479507651,TRUE,34,61
"N_4-Pyridoxic acid","N_4-Pyridoxic acid",-0.260278744168613,0.776883208921792,0.922945339191662,-0.109606529716412,0.329905763096955,0.679310704819507,TRUE,34,61
"N_2,4-Dinitrophenol","N_2,4-Dinitrophenol",-0.0554977251289017,0.990708793008128,0.992925143775484,-0.756043070051529,0.0112530067542925,0.129639904096369,TRUE,34,61
"N_D(-)-3-Phosphoglyceric acid disodium salt","N_D(-)-3-Phosphoglyceric acid ",-0.678954505230195,0.266166237385743,0.59868149571199,-0.0875147843606641,0.421673847785223,0.740746463485909,TRUE,34,61
"N_4-CPA","N_4-CPA",0,0.152773682518267,0.444432530962231,-0.869115554869918,0.000929366554479569,0.0429367348169561,FALSE,34,61
"N_2,5-Dimethylbenzenesulfonic acid","N_2,5-Dimethylbenzenesulfonic ",-5.71528817675392,8.22605000587074e-08,2.04737244590561e-06,-0.757713963173885,0.139133184203351,0.440270760972247,TRUE,34,61
"N_Gabapentin Related Compound E","N_Gabapentin Related Compound ",-0.813550307190908,0.0518079968319856,0.246914708305633,0,NA,NA,FALSE,34,61
"N_1-Hydroxy-2-naphthoic acid","N_1-Hydroxy-2-naphthoic acid",0,NA,NA,0.119082475652881,0.584160265638569,0.847727684778072,FALSE,34,61
"N_Azelaic acid","N_Azelaic acid",0,NA,NA,0,NA,NA,TRUE,34,61
"N_NALPHA-ACETYL-L-LYSINE","N_NALPHA-ACETYL-L-LYSINE",0.839554995033918,0.0364179568660944,0.194229103285837,-0.00199951345148364,0.747316250748829,0.90382227184806,FALSE,34,61
"N_KYNURENIC ACID","N_KYNURENIC ACID",0.006522597390898,0.463168755442603,0.754544008866495,-0.496533266660009,0.627526672186144,0.847727684778072,FALSE,34,61
"N_N-Acetylglutamic acid","N_N-Acetylglutamic acid",0.0044681107205804,0.55778486409503,0.798363000366049,0.265613995199619,0.511820722576504,0.807034722970461,TRUE,34,61
"N_2,5-dihydroxybenzenesulfonate","N_2,5-dihydroxybenzenesulfonat",0.454190376131024,0.42617965041756,0.731526756272288,-0.248985619211691,0.261944144674847,0.6081316323607,FALSE,34,61
"N_Citric acid","N_Citric acid",0,NA,NA,0,NA,NA,TRUE,34,61
"N_QuinicAcid","N_QuinicAcid",0.0797502190255166,0.212756363972931,0.520846180655044,0.673660339750597,0.843071592954535,0.964106623626226,TRUE,34,61
