species,category
CAG_170_sp003516765,GTDB_only
CAG_170_sp900545925,GTDB_only
CAG_177_sp003514385,GTDB_only
CAG_217_sp000436335,GTDB_only
CAG_303_sp910577835,GTDB_only
CAG_303_sp910584685,GTDB_only
CAG_303_sp910585215,GTDB_only
CAG_313_sp003539625,GTDB_only
CAG_314_sp000437915,GTDB_only
CAG_349_sp003539515,GTDB_only
CAG_41_sp910585485,GTDB_only
CAG_485_sp002361155,GTDB_only
CAG_485_sp002361215,GTDB_only
CAG_485_sp002362485,GTDB_only
CAG_485_sp002491945,GTDB_only
CAG_485_sp002493045,GTDB_only
CAG_485_sp002493515,GTDB_only
CAG_485_sp003979075,GTDB_only
CAG_485_sp009775365,GTDB_only
CAG_485_sp009775375,GTDB_only
CAG_485_sp014802425,GTDB_only
CAG_485_sp900554845,GTDB_only
CAG_485_sp910586175,GTDB_only
CAG_488_sp000434055,GTDB_only
CAG_510_sp003979355,GTDB_only
CAG_56_sp004793585,GTDB_only
CAG_791_sp900317475,GTDB_only
CAG_873_sp001689415,GTDB_only
CAG_873_sp001689665,GTDB_only
CAG_873_sp002490635,GTDB_only
CAG_873_sp009775195,GTDB_only
CAG_873_sp009775225,GTDB_only
CAG_873_sp009775265,GTDB_only
CAG_873_sp009775535,GTDB_only
CAG_873_sp011959565,GTDB_only
CAG_873_sp910578365,GTDB_only
CAG_873_sp910586995,GTDB_only
CAG_873_sp910587235,GTDB_only
CAG_873_sp910587545,GTDB_only
CAG_95_sp000403495,GTDB_only
CAG_95_sp009774465,GTDB_only
CAG_95_sp009911035,GTDB_only
CAG_95_sp009917455,GTDB_only
CAG_95_sp910579495,GTDB_only
CAG_95_sp910579685,GTDB_only
CAHJWT01_sp903643075,GTDB_only
CAIKUF01_sp016702655,GTDB_only
CAIKXV01_sp020248265,GTDB_only
CAILQO01_sp903836285,GTDB_only
CAINVI01_sp016713765,GTDB_only
CAITLX01_sp903893335,GTDB_only
CAJFPI01_sp904398675,GTDB_only
CAJXJY01_sp913055875,GTDB_only
CAKAKO01_sp916700565,GTDB_only
CALTTS01_sp943912265,GTDB_only
CALZKB01_sp945787575,GTDB_only
CFH_75059_sp022605525,GTDB_only
COE1_sp000403215,GTDB_only
COE1_sp002358575,GTDB_only
COE1_sp002490665,GTDB_only
COE1_sp003513705,GTDB_only
COE1_sp009774245,GTDB_only
COE1_sp009774345,GTDB_only
COE1_sp009774375,GTDB_only
COE1_sp009774395,GTDB_only
COE1_sp014239155,GTDB_only
COE1_sp910577115,GTDB_only
CSSed11_175R1_sp003563915,GTDB_only
CSSed11_175R1_sp007120465,GTDB_only
CSSed11_175R1_sp007120565,GTDB_only
CSSed11_175R1_sp007136095,GTDB_only
CU05_9_sp943913335,GTDB_only
Caballeronia_humilis,GTDB_only
Caballeronia_sp023631325,GTDB_only
Caldibacillus_debilis,GTDB_only
Caldimonas_manganoxidans,GTDB_only
Calonectria_ilicicola,GTDB_only
Calothrix_sp002368415,GTDB_only
Campylobacter_A_rectus,GTDB_only
Campylobacter_A_showae_A,GTDB_only
Campylobacter_B_ureolyticus,GTDB_only
Campylobacter_D_coli,GTDB_only
Campylobacter_D_jejuni,GTDB_only
Capnocytophaga_periodontitidis,GTDB_only
Cardiobacterium_sp916618745,GTDB_only
Cardiobacterium_valvarum,GTDB_only
Casimicrobium_huifangae,GTDB_only
Casp_actino8_sp010030605,GTDB_only
Caulobacter_endophyticus,GTDB_only
Caulobacter_hibisci,GTDB_only
Caulobacter_sp002737765,GTDB_only
Caulobacter_sp004342605,GTDB_only
Caulobacter_sp017745235,GTDB_only
Caulobacter_sp020161365,GTDB_only
Caulobacter_sp023445955,GTDB_only
Caulobacter_vibrioides,GTDB_only
Caulobacter_vibrioides_E,GTDB_only
Cedecea_michiganensis_A,GTDB_only
Cellulomonas_hominis_A,GTDB_only
Cellulomonas_sp001426705,GTDB_only
Cellulomonas_sp001462455,GTDB_only
Cellulomonas_sp008033115,GTDB_only
Cellulosimicrobium_funkei,GTDB_only
Centipeda_periodontii,GTDB_only
Centipeda_sp000286455,GTDB_only
Centipeda_sp001683335,GTDB_only
Centipeda_sp905372865,GTDB_only
Changpingibacter_sp022648165,GTDB_only
Chelatococcus_A_caeni,GTDB_only
Chelatococcus_A_composti,GTDB_only
Chlamydophila_abortus,GTDB_only
Choladocola_sp009774145,GTDB_only
Choladocola_sp910574965,GTDB_only
Choladocola_sp910575445,GTDB_only
Choladocola_sp910583615,GTDB_only
Choladocola_sp910587495,GTDB_only
Choladocola_sp910587765,GTDB_only
Choladousia_sp003612585,GTDB_only
Chondromyces_apiculatus,GTDB_only
Christensenella_minuta,GTDB_only
Chroococcidiopsis_millei,GTDB_only
Chroococcidiopsis_thermalis,GTDB_only
Chryseobacterium_binzhouense,GTDB_only
Chryseobacterium_gambrini,GTDB_only
Chryseobacterium_indologenes,GTDB_only
Chryseobacterium_sp017808115,GTDB_only
Citricoccus_terreus,GTDB_only
Citricoccus_zhacaiensis,GTDB_only
Citrobacter_braakii,GTDB_only
Cladosporium_cladosporioides,GTDB_only
Cladosporium_colombiae,GTDB_only
Cladosporium_endophyticum,GTDB_only
Cladosporium_oxysporum,GTDB_only
Cladosporium_sp_SW67,GTDB_only
Clavibacter_michiganensis,GTDB_only
Claviceps_purpurea,GTDB_only
Cloacibacillus_evryensis,GTDB_only
Clostridium_AQ_innocuum,GTDB_only
Clostridium_A_leptum,GTDB_only
Clostridium_Q_fessum,GTDB_only
Clostridium_Q_sp910575795,GTDB_only
Clostridium_Q_symbiosum,GTDB_only
Cnuibacter_physcomitrellae,GTDB_only
Cobetia_amphilecti,GTDB_only
Cohnella_algarum,GTDB_only
Collinsella_sp900555585,GTDB_only
Comamonas_acidovorans,GTDB_only
Comamonas_antarctica,GTDB_only
Comamonas_aquatica,GTDB_only
Comamonas_denitrificans_A,GTDB_only
Comamonas_terrigena,GTDB_only
Comamonas_thiooxydans,GTDB_only
Coprococcus_A_catus_A,GTDB_only
Coprococcus_eutactus_A,GTDB_only
Coprococcus_sp000433075,GTDB_only
Coproplasma_sp910577555,GTDB_only
Coproplasma_sp910587365,GTDB_only
Coproplasma_sp910587825,GTDB_only
Coproplasma_sp910588645,GTDB_only
Corynebacterium_afermentans,GTDB_only
Corynebacterium_amycolatum,GTDB_only
Corynebacterium_amycolatum_A,GTDB_only
Corynebacterium_appendicis,GTDB_only
Corynebacterium_atypicum,GTDB_only
Corynebacterium_aurimucosum,GTDB_only
Corynebacterium_aurimucosum_C,GTDB_only
Corynebacterium_casei,GTDB_only
Corynebacterium_comes,GTDB_only
Corynebacterium_coyleae,GTDB_only
Corynebacterium_dentalis,GTDB_only
Corynebacterium_deserti,GTDB_only
Corynebacterium_diphtheriae,GTDB_only
Corynebacterium_faecipullorum,GTDB_only
Corynebacterium_falsenii,GTDB_only
Corynebacterium_genitalium_A,GTDB_only
Corynebacterium_glucuronolyticum,GTDB_only
Corynebacterium_gottingense,GTDB_only
Corynebacterium_imitans,GTDB_only
Corynebacterium_jeikeium,GTDB_only
Corynebacterium_kefirresidentii,GTDB_only
Corynebacterium_kroppenstedtii,GTDB_only
Corynebacterium_lipophilum,GTDB_only
Corynebacterium_lujinxingii,GTDB_only
Corynebacterium_minutissimum,GTDB_only
Corynebacterium_minutissimum_A,GTDB_only
Corynebacterium_minutissimum_B,GTDB_only
Corynebacterium_mucifaciens,GTDB_only
Corynebacterium_mycetoides,GTDB_only
Corynebacterium_otitidis,GTDB_only
Corynebacterium_parakroppenstedtii,GTDB_only
Corynebacterium_pseudokroppenstedtii,GTDB_only
Corynebacterium_pyruviciproducens,GTDB_only
Corynebacterium_riegelii,GTDB_only
Corynebacterium_sanguinis,GTDB_only
Corynebacterium_simulans,GTDB_only
Corynebacterium_singulare,GTDB_only
Corynebacterium_sp000478175,GTDB_only
Corynebacterium_sp001767255,GTDB_only
Corynebacterium_sp001807485,GTDB_only
Corynebacterium_sp001812805,GTDB_only
Corynebacterium_sp001836165,GTDB_only
Corynebacterium_sp001875665,GTDB_only
Corynebacterium_sp001875725,GTDB_only
Corynebacterium_sp012837295,GTDB_only
Corynebacterium_sp017942225,GTDB_only
Corynebacterium_sp022288805,GTDB_only
Corynebacterium_sp025144025,GTDB_only
Corynebacterium_sp025144245,GTDB_only
Corynebacterium_sp900539985,GTDB_only
Corynebacterium_sp915275065,GTDB_only
Corynebacterium_sp943912665,GTDB_only
Corynebacterium_sp943913165,GTDB_only
Corynebacterium_sp943913395,GTDB_only
Corynebacterium_sp943913645,GTDB_only
Corynebacterium_sp943914355,GTDB_only
Corynebacterium_stationis,GTDB_only
Corynebacterium_tuberculostearicum,GTDB_only
Corynebacterium_tuberculostearicum_C,GTDB_only
Corynebacterium_tuberculostearicum_D,GTDB_only
Corynebacterium_variabile,GTDB_only
Corynebacterium_vitaeruminis,GTDB_only
Corynebacterium_vitaeruminis_A,GTDB_only
Corynebacterium_wankanglinii,GTDB_only
Corynespora_cassiicola,GTDB_only
Criibacterium_bergeronii,GTDB_only
Croceibacterium_sp002279825,GTDB_only
Croceibacterium_sp003569745,GTDB_only
Croceibacterium_sp018599195,GTDB_only
Croceibacterium_xixiisoli,GTDB_only
Croceicoccus_hydrothermalis,GTDB_only
Croceicoccus_mobilis,GTDB_only
Cryptobacteroides_sp002298075,GTDB_only
Cryptobacteroides_sp009774765,GTDB_only
Cryptobacteroides_sp017548445,GTDB_only
Cryptobacteroides_sp900760425,GTDB_only
Cryptobacteroides_sp910585445,GTDB_only
Cumulibacter_soli,GTDB_only
Cupriavidus_basilensis_B,GTDB_only
Cupriavidus_gilardii,GTDB_only
Cupriavidus_metallidurans,GTDB_only
Cupriavidus_sp003402535,GTDB_only
Curtobacterium_pusillum,GTDB_only
Curtobacterium_sp001742745,GTDB_only
Curtobacterium_sp003989515,GTDB_only
Curtobacterium_sp018885305,GTDB_only
Curvibacter_gracilis,GTDB_only
Curvibacter_sp003987795,GTDB_only
Curvibacter_sp903902035,GTDB_only
Curvularia_eragrostidis,GTDB_only
Cutibacterium_granulosum,GTDB_only
Cutibacterium_namnetense,GTDB_only
Cutibacterium_porci,GTDB_only
Cytobacillus_horneckiae,GTDB_only
Cytobacillus_oceanisediminis_B,GTDB_only
DSOT01_sp016202565,GTDB_only
Defluviicoccus_A_seviourii,GTDB_only
Deinococcus_aquaedulcis,GTDB_only
Deinococcus_ficus,GTDB_only
Deinococcus_fonticola,GTDB_only
Deinococcus_frigens,GTDB_only
Deinococcus_geothermalis,GTDB_only
Deinococcus_gobiensis,GTDB_only
Deinococcus_humi,GTDB_only
Deinococcus_phoenicis,GTDB_only
Deinococcus_reticulitermitis,GTDB_only
Deinococcus_soli,GTDB_only
Deinococcus_sp002017875,GTDB_only
Deinococcus_sp002953415,GTDB_only
Deinococcus_sp023370075,GTDB_only
Deinococcus_sp024171495,GTDB_only
Deinococcus_wulumuqiensis,GTDB_only
Dermabacter_hominis,GTDB_only
Dermabacter_sp025147465,GTDB_only
Dermabacter_vaginalis,GTDB_only
Dermacoccus_abyssi,GTDB_only
Dermacoccus_nishinomiyaensis,GTDB_only
Desulfovibrio_legallii,GTDB_only
Desulfovibrio_porci,GTDB_only
Desulfovibrio_sp900319575,GTDB_only
Desulfovibrio_sp910575755,GTDB_only
Devosia_naphthalenivorans,GTDB_only
Devosia_rhizoryzae,GTDB_only
Devosia_submarina,GTDB_only
Dialister_hominis,GTDB_only
Dialister_micraerophilus,GTDB_only
Dialister_sp001553355,GTDB_only
Dialister_sp900541485,GTDB_only
Diaphorobacter_A_caeni,GTDB_only
Diaphorobacter_nitroreducens,GTDB_only
Diaporthe_citrichinensis,GTDB_only
Didymella_arachidicola,GTDB_only
Dietzia_aerolata,GTDB_only
Dietzia_cercidiphylli,GTDB_only
Dietzia_intestinigallinarum,GTDB_only
Dietzia_maris,GTDB_only
Dietzia_natronolimnaea_A,GTDB_only
Dietzia_sp003052165,GTDB_only
Dietzia_timorensis,GTDB_only
Dorea_A_longicatena_B,GTDB_only
Dubosiella_sp004793885,GTDB_only
Dubosiella_sp910585105,GTDB_only
Duncaniella_dubosii,GTDB_only
Duncaniella_freteri,GTDB_only
Duncaniella_muris,GTDB_only
Duncaniella_sp001689495,GTDB_only
Duncaniella_sp001689575,GTDB_only
Duncaniella_sp910577335,GTDB_only
Duncaniella_sp910586305,GTDB_only
Duodenibacillus_intestinavium,GTDB_only
Duodenibacillus_sp900552545,GTDB_only
Dyella_A_ginsengisoli,GTDB_only
Dyella_B_acidiphila,GTDB_only
Dysosmobacter_sp009774015,GTDB_only
Dysosmobacter_sp022795445,GTDB_only
Dysosmobacter_sp910575505,GTDB_only
Dysosmobacter_sp910576865,GTDB_only
Dysosmobacter_sp910577405,GTDB_only
Dysosmobacter_sp910588005,GTDB_only
Dysosmobacter_sp910588175,GTDB_only
ER4_sp000765235,GTDB_only
ER4_sp003522105,GTDB_only
ER4_sp900317525,GTDB_only
Edwardsiella_tarda,GTDB_only
Eggerthella_lenta,GTDB_only
Eggerthella_sinensis,GTDB_only
Egicoccus_halophilus,GTDB_only
Egicoccus_sp018335555,GTDB_only
Eikenella_corrodens,GTDB_only
Eikenella_shayeganii,GTDB_only
Eisenbergiella_merdigallinarum,GTDB_only
Eisenbergiella_sp900066775,GTDB_only
Eisenbergiella_tayi,GTDB_only
Emergencia_sp022767345,GTDB_only
Enemella_evansiae,GTDB_only
Enorma_massiliensis,GTDB_only
Ensifer_adhaerens,GTDB_only
Ensifer_sp002002725,GTDB_only
Enterenecus_sp021770845,GTDB_only
Enterenecus_sp910577525,GTDB_only
Enterenecus_sp910579155,GTDB_only
Enterenecus_sp910579595,GTDB_only
Enterenecus_sp910585265,GTDB_only
Enterenecus_sp910587205,GTDB_only
Enterenecus_sp910587255,GTDB_only
Enterenecus_sp910587285,GTDB_only
Enterenecus_sp910588105,GTDB_only
Enterenecus_sp910588495,GTDB_only
Enterobacter_hormaechei_A,GTDB_only
Enterocloster_bolteae,GTDB_only
Enterocloster_citroniae,GTDB_only
Enterococcus_B_faecium,GTDB_only
Enterococcus_D_gallinarum,GTDB_only
Enterococcus_I_lemanii,GTDB_only
Enterorhabdus_sp009911695,GTDB_only
Epicoccum_nigrum,GTDB_only
Epicoccum_sp_F181,GTDB_only
Epilithonimonas_bovis,GTDB_only
Erythrobacter_cryptus,GTDB_only
Erythrobacter_insulae,GTDB_only
Erythrobacter_lutimaris_A,GTDB_only
Erythrobacter_sp000331285,GTDB_only
Erythrobacter_sp013822125,GTDB_only
Erythrobacter_sp013822695,GTDB_only
Escherichia_albertii,GTDB_only
Escherichia_coli_E,GTDB_only
Escherichia_fergusonii,GTDB_only
Escherichia_marmotae,GTDB_only
Escherichia_ruysiae,GTDB_only
Escherichia_sp002965065,GTDB_only
Escherichia_sp005843885,GTDB_only
Eubacterium_B_infirmum,GTDB_only
Eubacterium_F_sp910589595,GTDB_only
Eubacterium_J_sp910574915,GTDB_only
Eubacterium_J_sp910577225,GTDB_only
Eubacterium_J_sp910586445,GTDB_only
Eubacterium_R_sp910584985,GTDB_only
Evtepia_sp004556345,GTDB_only
Exiguobacterium_A_indicum,GTDB_only
Exophiala_sp_LBMH1013,GTDB_only
Ezakiella_coagulans,GTDB_only
Ezakiella_sp022778715,GTDB_only
F1_20_MAGs119_sp018970175,GTDB_only
F1_60_MAGs163_sp903830015,GTDB_only
F23_B02_sp001916715,GTDB_only
F2B08_sp009184895,GTDB_only
F2B08_sp012729695,GTDB_only
Facklamia_hominis,GTDB_only
Faecalibacterium_longum,GTDB_only
Faecalibacterium_prausnitzii_D,GTDB_only
Faecalibacterium_sp900539945,GTDB_only
Faecalibaculum_rodentium,GTDB_only
Faecaligallichristensenella_faecipullorum,GTDB_only
Faecalimonas_phoceensis,GTDB_only
Faecalimonas_sp000209385,GTDB_only
Faecalimonas_umbilicata,GTDB_only
Faecivicinus_avistercoris,GTDB_only
Faecivivens_sp022793675,GTDB_only
Faecousia_faecigallinarum,GTDB_only
Faecousia_gallistercoris,GTDB_only
Faecousia_sp000434635,GTDB_only
Faecousia_sp003525905,GTDB_only
Faecousia_sp015068455,GTDB_only
Faecousia_sp021771675,GTDB_only
Faecousia_sp022781505,GTDB_only
Faecousia_sp900546075,GTDB_only
Fannyhessea_massiliensis,GTDB_only
Fastidiosipila_sanguinis,GTDB_only
Fenollaria_sp900539225,GTDB_only
Fenollaria_sp900539725,GTDB_only
Fibrobacter_sp001603905,GTDB_only
Fibrobacter_sp017526585,GTDB_only
Fibrobacter_sp900142475,GTDB_only
Fibrobacter_sp900142495,GTDB_only
Filifactor_alocis,GTDB_only
Filobasidium_uniguttulatum,GTDB_only
Fimadaptatus_sp900553645,GTDB_only
Fimenecus_sp000432435,GTDB_only
Fimenecus_sp021769885,GTDB_only
Fimenecus_sp900540295,GTDB_only
Fimivicinus_sp900544715,GTDB_only
Fimivivens_sp900113995,GTDB_only
Finegoldia_magna,GTDB_only
Finegoldia_magna_H,GTDB_only
Firm_04_sp001603005,GTDB_only
Flavobacterium_sp001428525,GTDB_only
Flavobacterium_sp001429765,GTDB_only
Flavobacterium_sp023390775,GTDB_only
Flavonifractor_plautii,GTDB_only
Friedmanniella_luteola,GTDB_only
Frondihabitans_sp001423105,GTDB_only
Fusarium_fujikuroi,GTDB_only
Fusobacterium_C_necrophorum,GTDB_only
GCA_002050365_sp902805935,GTDB_only
GN02_873_sp003260345,GTDB_only
GWC2_73_18_sp001794945,GTDB_only
Ga0077523_sp019745565,GTDB_only
Ga0077523_sp019747905,GTDB_only
Ga0077548_sp019635635,GTDB_only
Ga0077550_sp001464385,GTDB_only
Ga0077555_sp001464755,GTDB_only
Gallacutalibacter_pullicola,GTDB_only
Gallibacter_brachus,GTDB_only
Gallimonas_sp910578065,GTDB_only
Gallimonas_sp910585595,GTDB_only
Gallimonas_sp910586985,GTDB_only
Gallimonas_sp910588465,GTDB_only
Gemella_asaccharolytica,GTDB_only
Gemella_morbillorum,GTDB_only
Gemmatimonas_sp002483225,GTDB_only
Gemmiger_formicilis,GTDB_only
Gemmiger_qucibialis,GTDB_only
Gemmiger_sp900540775,GTDB_only
Gemmobacter_B_sp011059185,GTDB_only
Gemmobacter_fulvus,GTDB_only
Geobacillus_stearothermophilus,GTDB_only
Geobacillus_thermoleovorans,GTDB_only
Geobacillus_thermophilus,GTDB_only
Geodermatophilus_amargosae,GTDB_only
Geodermatophilus_bullaregiensis,GTDB_only
Geodermatophilus_dictyosporus,GTDB_only
Geodermatophilus_nigrescens,GTDB_only
Geodermatophilus_obscurus,GTDB_only
Geodermatophilus_obscurus_B,GTDB_only
Giesbergeria_sp003096555,GTDB_only
Giesbergeria_sp023150295,GTDB_only
Glaciimonas_immobilis,GTDB_only
Gleimia_europaea_A,GTDB_only
Glycomyces_sp021793335,GTDB_only
Golovinomyces_cichoracearum,GTDB_only
Golubevia_pallescens,GTDB_only
Gordonia_B_jinhuaensis,GTDB_only
Gordonia_aichiensis,GTDB_only
Gordonia_bronchialis,GTDB_only
Gordonia_hongkongensis,GTDB_only
Gordonia_jacobaea,GTDB_only
Gordonia_sputi,GTDB_only
Gordonibacter_pamelaeae,GTDB_only
Granulicatella_adiacens,GTDB_only
Granulicatella_sp001058355,GTDB_only
Granulicatella_sp905371865,GTDB_only
Gryllotalpicola_protaetiae,GTDB_only
Gulosibacter_faecalis,GTDB_only
Gulosibacter_molinativorax,GTDB_only
HGM05190_sp900759815,GTDB_only
HGM11616_sp900761075,GTDB_only
HGM12545_sp900761925,GTDB_only
HOT_345_sp013333295,GTDB_only
HOT_345_sp013333605,GTDB_only
HOT_345_sp916049765,GTDB_only
HY158_sp009660225,GTDB_only
Haematobacter_massiliensis,GTDB_only
Haemophilus_D_sp905205995,GTDB_only
Haemophilus_haemolyticus,GTDB_only
Haemophilus_influenzae,GTDB_only
Haladaptatus_litoreus,GTDB_only
Halalkalicoccus_jeotgali,GTDB_only
Halalkalicoccus_paucihalophilus,GTDB_only
Halalkalicoccus_sp022561895,GTDB_only
Halalkalicoccus_subterraneus,GTDB_only
Halanaeroarchaeum_sp024972755,GTDB_only
Halioglobus_sp003646415,GTDB_only
Haloactinopolyspora_sp021793295,GTDB_only
Halococcus_sp003021705,GTDB_only
Halodesulfurarchaeum_formicicum,GTDB_only
Haloferax_mediterranei,GTDB_only
Halogeometricum_pallidum,GTDB_only
Halomicrobium_sp009617995,GTDB_only
Halomonas_B_sp001971685,GTDB_only
Halomonas_B_sp014779595,GTDB_only
Halomonas_aerodenitrificans,GTDB_only
Halomonas_borealis,GTDB_only
Halomonas_desiderata,GTDB_only
Halomonas_endophytica,GTDB_only
Halomonas_ethanolica,GTDB_only
Halomonas_halophila,GTDB_only
Halomonas_litopenaei,GTDB_only
Halomonas_montanilacus,GTDB_only
Halomonas_saliphila,GTDB_only
Halomonas_sp003182195,GTDB_only
Halomonas_sp003202205,GTDB_only
Halomonas_sp015595025,GTDB_only
Halomonas_sp023094245,GTDB_only
Halomonas_stercoripullorum,GTDB_only
Halomonas_tianxiuensis,GTDB_only
Halomonas_zhangzhouensis,GTDB_only
Halonotius_aquaticus,GTDB_only
Halonotius_pteroides,GTDB_only
Haloplanus_salinus,GTDB_only
Halopseudomonas_sp012735335,GTDB_only
Halorientalis_persica,GTDB_only
Halorientalis_regularis,GTDB_only
Halorubrum_ezzemoulense,GTDB_only
Halorubrum_rutilum,GTDB_only
Halorubrum_sp003721435,GTDB_only
Halorubrum_sp018623055,GTDB_only
Halorussus_rarus,GTDB_only
Halorussus_sp010747475,GTDB_only
Halosegnis_longus,GTDB_only
Halosegnis_rubeus,GTDB_only
Halovivax_sp007119345,GTDB_only
Harringtonia_lauricola,GTDB_only
Helicobacter_B_macacae,GTDB_only
Helicobacter_C_hepaticus,GTDB_only
Helicobacter_C_typhlonius,GTDB_only
Helicobacter_D_ganmani,GTDB_only
Helicobacter_pylori_CJ,GTDB_only
Herbaspirillum_aquaticum,GTDB_only
Herbaspirillum_huttiense,GTDB_only
Herbiconiux_ginsengi,GTDB_only
Herbiconiux_sp024979295,GTDB_only
Herminiimonas_contaminans,GTDB_only
Hornefia_minuta,GTDB_only
Hydrocarboniphaga_effusa,GTDB_only
Hydrogenophaga_aromaticivorans,GTDB_only
Hydrogenophaga_sp013823505,GTDB_only
Hydrogenophaga_sp018780075,GTDB_only
Hydrogenophaga_sp018903185,GTDB_only
Hydrogenophaga_sp021166755,GTDB_only
Hydrogenophilus_thermoluteolus,GTDB_only
Hylemonella_sp002454975,GTDB_only
Hymenobacter_sp004684095,GTDB_only
Hymenobacter_sp006352025,GTDB_only
Hymenobacter_sp017571525,GTDB_only
Hymenobacter_sp020421205,GTDB_only
Hyphomicrobium_B_sp002928395,GTDB_only
Hyphomicrobium_B_sp002928955,GTDB_only
IMCC26134_A_sp903869675,GTDB_only
Ideonella_paludis,GTDB_only
Intestinibacillus_massiliensis,GTDB_only
Intestinimonas_butyriciproducens,GTDB_only
Intestinimonas_massiliensis,GTDB_only
Intrasporangium_calvum,GTDB_only
Irpex_sp_Y119_03,GTDB_only
Isoptericola_cucumis,GTDB_only
JAABRB01_sp020848075,GTDB_only
JAAUTJ01_sp014696105,GTDB_only
JAAYXG01_sp017577615,GTDB_only
JAAZOP01_sp012797735,GTDB_only
JABCPE02_sp013333255,GTDB_only
JABCPH02_sp013333235,GTDB_only
JACCRW01_sp024330215,GTDB_only
JACCTH01_sp013812505,GTDB_only
JACCWD01_sp013697825,GTDB_only
JACCXM01_sp013697005,GTDB_only
JACDQM01_sp015657635,GTDB_only
JACKBJ01_sp020634625,GTDB_only
JACKEH01_sp019637115,GTDB_only
JACKOQ01_sp024234215,GTDB_only
JACKOY01_sp024233935,GTDB_only
JACQZL01_sp016213865,GTDB_only
JACRIN01_sp023150475,GTDB_only
JADGOP01_sp017882935,GTDB_only
JADZFZ01_sp020854145,GTDB_only
JAEUHS01_sp016794425,GTDB_only
JAEUPI01_sp016790175,GTDB_only
JAEWPB01_sp023399465,GTDB_only
JAEXNA01_sp023447635,GTDB_only
JAFAFE01_sp023423655,GTDB_only
JAFDBW01_sp019313105,GTDB_only
JAFDCJ01_sp945787595,GTDB_only
JAFDVJ01_sp902826505,GTDB_only
JAFGJF01_sp016929205,GTDB_only
JAFKFH01_sp017307375,GTDB_only
JAFKGK01_sp017307165,GTDB_only
JAFLDD01_sp017302575,GTDB_only
JAFLTL01_sp910578395,GTDB_only
JAGBWK01_sp004102805,GTDB_only
JAGVGS01_sp020057015,GTDB_only
JAGVLI01_sp020054355,GTDB_only
JAGXSE01_sp018333865,GTDB_only
JAHEKF01_sp024638465,GTDB_only
JAHWJY01_sp019348135,GTDB_only
JAHWKW01_sp019347675,GTDB_only
JAIUNP01_sp020161975,GTDB_only
JAJDNS01_sp022340585,GTDB_only
JAJYNJ01_sp021785175,GTDB_only
JAKARV01_sp021784675,GTDB_only
JAKAXS01_sp021816505,GTDB_only
JJ008_sp002069045,GTDB_only
Janibacter_A_massiliensis,GTDB_only
Janibacter_alkaliphilus,GTDB_only
Janibacter_anophelis,GTDB_only
Janibacter_corallicola,GTDB_only
Janibacter_hoylei,GTDB_only
Janibacter_indicus,GTDB_only
Janibacter_limosus_A,GTDB_only
Janibacter_merdipullorum,GTDB_only
Janibacter_sp001428305,GTDB_only
Janibacter_terrae,GTDB_only
Jeotgalibacillus_malaysiensis,GTDB_only
Jeotgalicoccus_sp003513765,GTDB_only
Johnsonella_sp916438835,GTDB_only
KA00274_sp001552885,GTDB_only
KA00274_sp902373515,GTDB_only
KK5_sp001984095,GTDB_only
Kaistella_haifensis,GTDB_only
Ketogulonicigenium_vulgare,GTDB_only
Kineococcus_rhizosphaerae,GTDB_only
Kineothrix_sp011958945,GTDB_only
Kineothrix_sp910587275,GTDB_only
Kingella_B_oralis,GTDB_only
Klebsiella_michiganensis,GTDB_only
Klenkia_sp001424455,GTDB_only
Klenkia_taihuensis,GTDB_only
Klenkia_terrae,GTDB_only
Knoellia_flava,GTDB_only
Knoellia_remsis,GTDB_only
Kocuria_carniphila,GTDB_only
Kocuria_marina,GTDB_only
Kocuria_marina_A,GTDB_only
Kocuria_rosea,GTDB_only
Kocuria_salsicia,GTDB_only
Kocuria_sp025149945,GTDB_only
Kocuria_turfanensis,GTDB_only
Kocuria_varians,GTDB_only
Kribbella_sp004345365,GTDB_only
Kribbia_dieselivorans,GTDB_only
Kroppenstedtia_eburnea,GTDB_only
L1I39_sp017742835,GTDB_only
Labilithrix_sp019637155,GTDB_only
Labilithrix_sp022842465,GTDB_only
Lachnoanaerobaculum_gingivalis,GTDB_only
Lachnoanaerobaculum_orale,GTDB_only
Lachnoclostridium_B_sp910574185,GTDB_only
Lachnoclostridium_B_sp910589275,GTDB_only
Lachnospira_rogosae,GTDB_only
Lacticaseibacillus_paracasei,GTDB_only
Lacticaseibacillus_zeae,GTDB_only
Lactobacillus_acidophilus,GTDB_only
Lactobacillus_jensenii,GTDB_only
Lactobacillus_johnsonii,GTDB_only
Lactobacillus_mulieris,GTDB_only
Lacunisphaera_sp903906135,GTDB_only
Lancefieldella_rimae,GTDB_only
Lancefieldella_sp000564995,GTDB_only
Laribacter_hongkongensis,GTDB_only
Lawsonella_clevelandensis_A,GTDB_only
Lawsonibacter_sp022791075,GTDB_only
Lawsonibacter_sp022795855,GTDB_only
Lawsonibacter_sp910575265,GTDB_only
Lawsonibacter_sp910588635,GTDB_only
Lecanicillium_sp_S3808,GTDB_only
Leclercia_sp002902985,GTDB_only
Leifsonia_sp013359685,GTDB_only
Leifsonia_sp017565305,GTDB_only
Leifsonia_sp023386675,GTDB_only
Lentihominibacter_excrementipullorum,GTDB_only
Lentzea_albida,GTDB_only
Leptolyngbya_A_ohadii,GTDB_only
