species,category
Thiohalocapsa_sp913062725,GTDB_only
Thiolapillus_sp024277555,GTDB_only
Thiomonas_intermedia_B,GTDB_only
Thomasclavelia_spiroformis,GTDB_only
Tibeticola_sp013693755,GTDB_only
Tolumonas_sp003251455,GTDB_only
Tractidigestivibacter_scatoligenes,GTDB_only
Tractidigestivibacter_sp000752675,GTDB_only
Tractidigestivibacter_sp022648325,GTDB_only
Tractidigestivibacter_sp900111695,GTDB_only
Tractidigestivibacter_sp900768455,GTDB_only
Treponema_B_denticola_A,GTDB_only
Treponema_B_denticola_B,GTDB_only
Treponema_B_denticola_C,GTDB_only
Treponema_B_pedis,GTDB_only
Treponema_B_sp024181225,GTDB_only
Treponema_B_sp024181285,GTDB_only
Treponema_B_sp024181385,GTDB_only
Treponema_D_ruminis,GTDB_only
Treponema_D_sp002394465,GTDB_only
Treponema_D_sp002395155,GTDB_only
Treponema_D_sp002477955,GTDB_only
Treponema_D_sp016293005,GTDB_only
Treponema_D_sp017421145,GTDB_only
Treponema_D_sp017449285,GTDB_only
Treponema_D_sp017469785,GTDB_only
Treponema_D_sp017619795,GTDB_only
Treponema_D_sp024693915,GTDB_only
Treponema_D_sp024696245,GTDB_only
Treponema_D_sp024697295,GTDB_only
Treponema_D_sp902797305,GTDB_only
Treponema_D_sp902799965,GTDB_only
Treponema_D_sp934718065,GTDB_only
Treponema_D_succinifaciens,GTDB_only
Treponema_F_brennaborense,GTDB_only
Treponema_F_excrementipullorum,GTDB_only
Treponema_phagedenis,GTDB_only
Trichloromonas_sp001825565,GTDB_only
Trichococcus_palustris,GTDB_only
Trichosporon_asahii,GTDB_only
Tropheryma_whipplei,GTDB_only
Tropicimonas_sp003390845,GTDB_only
Trueperella_bernardiae,GTDB_only
Trueperella_bialowiezensis,GTDB_only
Trueperella_pecoris,GTDB_only
Trueperella_pyogenes,GTDB_only
Turicimonas_muris,GTDB_only
UBA1020_sp000503915,GTDB_only
UBA1020_sp023257815,GTDB_only
UBA1067_sp017629455,GTDB_only
UBA10799_sp003452655,GTDB_only
UBA11549_sp900550445,GTDB_only
UBA1181_sp017962085,GTDB_only
UBA1189_sp017465905,GTDB_only
UBA1189_sp017555875,GTDB_only
UBA1189_sp017650105,GTDB_only
UBA1213_sp902785555,GTDB_only
UBA1240_sp001603145,GTDB_only
UBA1240_sp002308875,GTDB_only
UBA1259_sp017501885,GTDB_only
UBA1267_sp017441825,GTDB_only
UBA1321_sp002304345,GTDB_only
UBA1367_sp002305995,GTDB_only
UBA1417_sp003531055,GTDB_only
UBA1426_sp002329675,GTDB_only
UBA1436_sp945483375,GTDB_only
UBA1543_sp001871195,GTDB_only
UBA1711_sp016280915,GTDB_only
UBA1711_sp900318175,GTDB_only
UBA1715_sp002371705,GTDB_only
UBA1740_sp004558975,GTDB_only
UBA1753_sp017544285,GTDB_only
UBA1786_sp002314525,GTDB_only
UBA1786_sp018065565,GTDB_only
UBA1952_sp023391015,GTDB_only
UBA1952_sp023392185,GTDB_only
UBA2197_sp002424625,GTDB_only
UBA2250_sp003966565,GTDB_only
UBA2486_sp023277115,GTDB_only
UBA2632_sp012840785,GTDB_only
UBA2834_sp004561445,GTDB_only
UBA2834_sp017524405,GTDB_only
UBA2882_sp003446735,GTDB_only
UBA2882_sp900549665,GTDB_only
UBA2897_sp022773425,GTDB_only
UBA2897_sp900316275,GTDB_only
UBA2913_sp002349925,GTDB_only
UBA2913_sp900770895,GTDB_only
UBA2918_sp017534535,GTDB_only
UBA3064_sp016868175,GTDB_only
UBA3077_sp015485015,GTDB_only
UBA3207_sp902787955,GTDB_only
UBA3263_sp001689615,GTDB_only
UBA3282_sp003611805,GTDB_only
UBA3282_sp009774585,GTDB_only
UBA3663_sp004557315,GTDB_only
UBA3663_sp902776605,GTDB_only
UBA3663_sp905235375,GTDB_only
UBA3775_sp902772565,GTDB_only
UBA3796_sp902773295,GTDB_only
UBA3839_sp022508685,GTDB_only
UBA3839_sp900321835,GTDB_only
UBA3839_sp905234555,GTDB_only
UBA3855_sp024684395,GTDB_only
UBA3855_sp900319285,GTDB_only
UBA3939_sp002385705,GTDB_only
UBA3950_sp002385475,GTDB_only
UBA3961_sp016721085,GTDB_only
UBA4151_sp002696345,GTDB_only
UBA4246_sp902766515,GTDB_only
UBA4334_sp017448825,GTDB_only
UBA4334_sp017470525,GTDB_only
UBA4334_sp902801475,GTDB_only
UBA4363_sp017446585,GTDB_only
UBA4372_sp002317475,GTDB_only
UBA4372_sp017429945,GTDB_only
UBA4372_sp017469525,GTDB_only
UBA4372_sp017548165,GTDB_only
UBA4372_sp017559845,GTDB_only
UBA4372_sp017622815,GTDB_only
UBA4372_sp022508635,GTDB_only
UBA4372_sp023665805,GTDB_only
UBA4372_sp024698925,GTDB_only
UBA4372_sp900318115,GTDB_only
UBA4372_sp902779165,GTDB_only
UBA4372_sp905233765,GTDB_only
UBA4372_sp945787625,GTDB_only
UBA4416_sp013823565,GTDB_only
UBA4466_sp913009205,GTDB_only
UBA4763_sp002403455,GTDB_only
UBA4765_sp002365175,GTDB_only
UBA5314_sp002410325,GTDB_only
UBA5385_sp002409995,GTDB_only
UBA5456_sp020532545,GTDB_only
UBA5518_sp022072145,GTDB_only
UBA5704_sp021154885,GTDB_only
UBA5905_sp004558485,GTDB_only
UBA5976_sp023260395,GTDB_only
UBA6140_sp002842435,GTDB_only
UBA6244_sp002840975,GTDB_only
UBA629_sp005465875,GTDB_only
UBA6398_sp900555645,GTDB_only
UBA6502_sp002436415,GTDB_only
UBA668_sp016213625,GTDB_only
UBA7173_sp001689485,GTDB_only
UBA7173_sp001689685,GTDB_only
UBA7173_sp013316675,GTDB_only
UBA7173_sp900540205,GTDB_only
UBA7173_sp910583675,GTDB_only
UBA71_sp006954465,GTDB_only
UBA737_sp002371985,GTDB_only
UBA737_sp015065725,GTDB_only
UBA737_sp900768035,GTDB_only
UBA7657_sp002483465,GTDB_only
UBA7748_sp900314535,GTDB_only
UBA9076_sp022772735,GTDB_only
UBA9216_sp003245835,GTDB_only
UBA9382_sp024128875,GTDB_only
UBA974_sp002693775,GTDB_only
UBA9786_sp902785705,GTDB_only
UKL13_2_sp014378085,GTDB_only
UMGS1224_sp900549775,GTDB_only
UMGS1754_sp944393565,GTDB_only
UMGS1865_sp015065205,GTDB_only
UMGS973_sp900547295,GTDB_only
UPXZ01_sp018055865,GTDB_only
Udaeobacter_sp003221195,GTDB_only
Ulvibacter_A_alkanivorans,GTDB_only
Ulvibacter_sp913063405,GTDB_only
Undibacterium_sp022568815,GTDB_only
Urechidicola_sp002401215,GTDB_only
VAYN01_sp018268655,GTDB_only
VBCG01_sp016704895,GTDB_only
Vagococcus_sp024637875,GTDB_only
Vagococcus_vulneris,GTDB_only
Varibaculum_cambriense,GTDB_only
Variovorax_sp019207085,GTDB_only
Variovorax_sp900115375,GTDB_only
Veillonella_A_seminalis,GTDB_only
Veillonella_A_sp018364065,GTDB_only
Veillonella_caviae,GTDB_only
Veillonella_montpellierensis,GTDB_only
Veillonella_parvula,GTDB_only
Veillonella_rodentium,GTDB_only
Veillonella_sp009929605,GTDB_only
Veillonella_sp019414865,GTDB_only
Veillonella_sp019419725,GTDB_only
Veillonella_sp022737715,GTDB_only
Veillonella_sp900549845,GTDB_only
Veillonella_sp900552715,GTDB_only
Veillonella_sp900556785,GTDB_only
Veillonella_sp900765235,GTDB_only
Veillonella_sp900766125,GTDB_only
Veillonella_sp905214495,GTDB_only
Veillonella_sp915066865,GTDB_only
Veillonella_sp915069625,GTDB_only
Veillonella_sp934183145,GTDB_only
Veillonella_sp934190855,GTDB_only
Veillonella_sp934202095,GTDB_only
Veillonella_sp934202215,GTDB_only
Veillonella_sp934216375,GTDB_only
Veillonella_sp934230905,GTDB_only
Veillonella_sp943193065,GTDB_only
Ventrimonas_sp021204045,GTDB_only
Vescimonas_sp001916855,GTDB_only
Vibrio_alginolyticus,GTDB_only
Vibrio_cidicii,GTDB_only
Vibrio_parahaemolyticus,GTDB_only
Vibrio_rhodolitus,GTDB_only
Vibrio_sp006124995,GTDB_only
Vibrio_sp013114625,GTDB_only
Vibrio_ulleungensis,GTDB_only
Vibrio_vulnificus,GTDB_only
Vitreimonas_sp018241475,GTDB_only
Vitreimonas_sp024707365,GTDB_only
Vulcaniibacterium_B_gelatinicum,GTDB_only
W0P31_042_sp004557195,GTDB_only
W11650_sp003858485,GTDB_only
WFVT01_sp015491485,GTDB_only
WLND01_sp945901095,GTDB_only
WLRQ01_sp016125335,GTDB_only
WQRX01_sp009779755,GTDB_only
WQXQ01_sp009784975,GTDB_only
WQYN01_sp009781225,GTDB_only
WRBF01_sp009784685,GTDB_only
WRGA01_sp009787405,GTDB_only
WRMU01_sp009776965,GTDB_only
Weissella_confusa,GTDB_only
Weissella_viridescens,GTDB_only
Wielerella_bovis,GTDB_only
Williamsia_limnetica,GTDB_only
Winogradskyella_undariae,GTDB_only
Wujia_sp900766925,GTDB_only
Xanthobacter_sp023442085,GTDB_only
Xanthomonas_A_theicola,GTDB_only
Xenorhabdus_koppenhoeferi,GTDB_only
Yaniella_sp013393415,GTDB_only
Yersinia_aldovae,GTDB_only
Yimella_indica,GTDB_only
Z2_YC6860_sp019746135,GTDB_only
ZJ304_sp910584145,GTDB_only
Zeimonas_sp001724315,GTDB_only
Zeimonas_sp021166725,GTDB_only
Zoogloea_sp009026175,GTDB_only
Zoogloea_sp017302315,GTDB_only
Zunongwangia_profunda,GTDB_only
Acetatifactor_sp900755865,HROM_only
Achromobacter_xylosoxidans,HROM_only
Aeromicrobium_marinum,HROM_only
Aeromonas_taiwanensis,HROM_only
Allisonella_pneumosintes,HROM_only
Arachnia_sp900607225,HROM_only
Arcanobacterium_haemolyticum,HROM_only
Arsenicicoccus_sp001189535,HROM_only
Bifidobacterium_adolescentis,HROM_only
Bifidobacterium_animalis,HROM_only
Bifidobacterium_breve,HROM_only
Bifidobacterium_pseudocatenulatum,HROM_only
Bifidobacterium_scardovii,HROM_only
Blautia_A_wexlerae,HROM_only
Bradyrhizobium_sp002831585,HROM_only
Brevibacterium_sediminis,HROM_only
Burkholderia_contaminans,HROM_only
CAG-238_sp000435615,HROM_only
CAG-793_sp013333035,HROM_only
CAG-793_sp013333395,HROM_only
CAISGS01_sp017418605,HROM_only
Campylobacter_A_sp014253065,HROM_only
Capnocytophaga_endodontalis,HROM_only
Centipeda_sp000318175,HROM_only
Chryseobacterium_sp003815715,HROM_only
Citrobacter_freundii,HROM_only
Collinsella_sp900546775,HROM_only
Corynebacterium_ammoniagenes,HROM_only
Deinococcus_radiodurans,HROM_only
Desulfovibrio_desulfuricans_A,HROM_only
Enterobacter_hormaechei,HROM_only
Enterobacter_mori,HROM_only
Enterococcus_D_sp002850555,HROM_only
Eubacterium_M_brachy,HROM_only
Facklamia_A_sp014049385,HROM_only
Faecalibacterium_prausnitzii,HROM_only
Faecalibacterium_prausnitzii_E,HROM_only
Faecalibacterium_prausnitzii_G,HROM_only
GN02-872_sp002761215,HROM_only
GN02-872_sp003260325,HROM_only
GN02-873_sp003260345,HROM_only
GN02-873_sp013332525,HROM_only
Gemella_bergeri,HROM_only
Geobacillus_sp002809955,HROM_only
HOT-345_sp003260355,HROM_only
HOT-345_sp013333295,HROM_only
HOT-345_sp013333605,HROM_only
Jeotgalicoccus_halotolerans,HROM_only
Klebsiella_ornithinolytica,HROM_only
Lactobacillus_acidophilus,HROM_only
Lactobacillus_equicursoris,HROM_only
Latilactobacillus_curvatus,HROM_only
Limosilactobacillus_reuteri_E,HROM_only
Mesorhizobium_terrae,HROM_only
Microbacterium_maritypicum,HROM_only
Mitsuokella_sp000469545,HROM_only
Neisseria_subflava_C,HROM_only
Pantoea_vagans,HROM_only
Paraclostridium_bifermentans,HROM_only
Phocaeicola_massiliensis,HROM_only
Prevotella_sp000257925,HROM_only
Prevotella_sp003043925,HROM_only
Pseudomonas_E_azotoformans_A,HROM_only
Pseudomonas_E_extremaustralis,HROM_only
Pseudomonas_E_fluorescens_AN,HROM_only
Pseudomonas_E_fragi,HROM_only
Pseudomonas_E_rhodesiae,HROM_only
Pseudomonas_E_veronii,HROM_only
Pseudomonas_F_sp003234055,HROM_only
Pseudoruminococcus_A_massiliensis,HROM_only
RUG115_sp900066395,HROM_only
Serratia_liquefaciens,HROM_only
Sphingobacterium_siyangense,HROM_only
Sphingomonas_sp017418975,HROM_only
Stenotrophomonas_maltophilia_A,HROM_only
Streptococcus_dysgalactiae,HROM_only
Streptococcus_koreensis,HROM_only
Streptococcus_massiliensis,HROM_only
Streptococcus_sp004353325,HROM_only
Sutterella_sp900545275,HROM_only
Tannerella_sp003033925,HROM_only
f__Acholeplasmataceae_HROM_Genome_1989,HROM_only
f__Acholeplasmataceae_HROM_Genome_1990,HROM_only
f__Acholeplasmataceae_HROM_Genome_1994,HROM_only
f__Acholeplasmataceae_HROM_Genome_1995,HROM_only
f__Acholeplasmataceae_HROM_Genome_2002,HROM_only
f__Acholeplasmataceae_HROM_Genome_2006,HROM_only
f__Acholeplasmataceae_HROM_Genome_2011,HROM_only
f__Acholeplasmataceae_HROM_Genome_2012,HROM_only
f__Acholeplasmataceae_HROM_Genome_2013,HROM_only
f__Acholeplasmataceae_HROM_Genome_2015,HROM_only
f__Acholeplasmataceae_HROM_Genome_2016,HROM_only
f__Acholeplasmataceae_HROM_Genome_2017,HROM_only
f__Acholeplasmataceae_HROM_Genome_2018,HROM_only
f__Acholeplasmataceae_HROM_Genome_2019,HROM_only
f__Acholeplasmataceae_HROM_Genome_2020,HROM_only
f__Acholeplasmataceae_HROM_Genome_2021,HROM_only
f__Acholeplasmataceae_HROM_Genome_2023,HROM_only
f__Acholeplasmataceae_HROM_Genome_2024,HROM_only
f__Acholeplasmataceae_HROM_Genome_2026,HROM_only
f__Acholeplasmataceae_HROM_Genome_2027,HROM_only
f__Acholeplasmataceae_HROM_Genome_2028,HROM_only
f__Acholeplasmataceae_HROM_Genome_2029,HROM_only
f__Acholeplasmataceae_HROM_Genome_2030,HROM_only
f__Anaerovoracaceae_HROM_Genome_1923,HROM_only
f__Anaerovoracaceae_HROM_Genome_1924,HROM_only
f__Anaerovoracaceae_HROM_Genome_1930,HROM_only
f__Anaerovoracaceae_HROM_Genome_1947,HROM_only
f__Anaerovoracaceae_HROM_Genome_1951,HROM_only
f__CACZYB01_HROM_Genome_4805,HROM_only
f__CAG-74_HROM_Genome_1660,HROM_only
f__Cardiobacteriaceae_HROM_Genome_4906,HROM_only
f__Cardiobacteriaceae_HROM_Genome_4907,HROM_only
f__Carnobacteriaceae_HROM_Genome_2083,HROM_only
f__Carnobacteriaceae_HROM_Genome_2084,HROM_only
f__Dysgonomonadaceae_HROM_Genome_1140,HROM_only
f__Eggerthellaceae_HROM_Genome_0954,HROM_only
f__Lachnospiraceae_HROM_Genome_1702,HROM_only
f__Lachnospiraceae_HROM_Genome_1882,HROM_only
f__Lachnospiraceae_HROM_Genome_1883,HROM_only
f__Marinifilaceae_HROM_Genome_1142,HROM_only
f__Metamycoplasmataceae_HROM_Genome_2649,HROM_only
f__Nanogingivalaceae_HROM_Genome_3874,HROM_only
f__Nanosyncoccaceae_HROM_Genome_3877,HROM_only
f__Nanosyncoccaceae_HROM_Genome_4475,HROM_only
f__Nanosyncoccaceae_HROM_Genome_4791,HROM_only
f__Nanosyncoccaceae_HROM_Genome_4792,HROM_only
f__Neisseriaceae_HROM_Genome_4818,HROM_only
f__Neisseriaceae_HROM_Genome_4820,HROM_only
f__Pasteurellaceae_HROM_Genome_4958,HROM_only
f__Peptococcaceae_HROM_Genome_1982,HROM_only
f__Peptococcaceae_HROM_Genome_1983,HROM_only
f__Peptococcaceae_HROM_Genome_1984,HROM_only
f__Peptoniphilaceae_HROM_Genome_1970,HROM_only
f__Peptoniphilaceae_HROM_Genome_1979,HROM_only
f__Peptoniphilaceae_HROM_Genome_1981,HROM_only
f__Rs-D84_HROM_Genome_4804,HROM_only
g__Abiotrophia_HROM_Genome_2559,HROM_only
g__Abiotrophia_HROM_Genome_2562,HROM_only
g__Abiotrophia_HROM_Genome_2564,HROM_only
g__Achromobacter_HROM_Genome_4899,HROM_only
g__Actinomyces_HROM_Genome_0303,HROM_only
g__Actinomyces_HROM_Genome_0320,HROM_only
g__Actinomyces_HROM_Genome_0322,HROM_only
g__Actinomyces_HROM_Genome_0328,HROM_only
g__Actinomyces_HROM_Genome_0330,HROM_only
g__Actinomyces_HROM_Genome_0334,HROM_only
g__Actinomyces_HROM_Genome_0335,HROM_only
g__Actinomyces_HROM_Genome_0338,HROM_only
g__Actinomyces_HROM_Genome_0339,HROM_only
g__Actinomyces_HROM_Genome_0340,HROM_only
g__Aggregatibacter_HROM_Genome_4966,HROM_only
g__Alloprevotella_HROM_Genome_1039,HROM_only
g__Alloprevotella_HROM_Genome_1042,HROM_only
g__Alloprevotella_HROM_Genome_1044,HROM_only
g__Alloprevotella_HROM_Genome_1050,HROM_only
g__Alloprevotella_HROM_Genome_1051,HROM_only
g__Alloprevotella_HROM_Genome_1054,HROM_only
g__Alloprevotella_HROM_Genome_1058,HROM_only
g__Alloprevotella_HROM_Genome_1059,HROM_only
g__Alloprevotella_HROM_Genome_1061,HROM_only
g__Alloscardovia_HROM_Genome_0354,HROM_only
g__Arachnia_HROM_Genome_0390,HROM_only
g__Arachnia_HROM_Genome_0393,HROM_only
g__Arachnia_HROM_Genome_0394,HROM_only
g__Arachnia_HROM_Genome_0395,HROM_only
g__Arachnia_HROM_Genome_0396,HROM_only
g__Bacteroides_D_HROM_Genome_1065,HROM_only
g__Bacteroides_D_HROM_Genome_1066,HROM_only
g__Bacteroides_D_HROM_Genome_1069,HROM_only
g__Bacteroides_D_HROM_Genome_1070,HROM_only
g__Bacteroides_D_HROM_Genome_1071,HROM_only
g__Bacteroides_D_HROM_Genome_1074,HROM_only
g__Bacteroides_D_HROM_Genome_1075,HROM_only
g__Bacteroides_D_HROM_Genome_1076,HROM_only
g__Bacteroides_D_HROM_Genome_1080,HROM_only
g__Bacteroides_D_HROM_Genome_1081,HROM_only
g__Bacteroides_HROM_Genome_1149,HROM_only
g__Bergeyella_A_HROM_Genome_1209,HROM_only
g__Brachymonas_HROM_Genome_4814,HROM_only
g__Brevundimonas_HROM_Genome_4794,HROM_only
g__Brevundimonas_HROM_Genome_4795,HROM_only
g__Brooklawnia_HROM_Genome_0402,HROM_only
g__Bulleidia_HROM_Genome_2038,HROM_only
g__Bulleidia_HROM_Genome_2039,HROM_only
g__Bulleidia_HROM_Genome_2044,HROM_only
g__Bulleidia_HROM_Genome_2046,HROM_only
g__Bulleidia_HROM_Genome_2047,HROM_only
g__Bulleidia_HROM_Genome_2048,HROM_only
g__Bulleidia_HROM_Genome_2050,HROM_only
g__Bulleidia_HROM_Genome_2051,HROM_only
g__Butyrivibrio_HROM_Genome_1674,HROM_only
g__Butyrivibrio_HROM_Genome_1880,HROM_only
g__CAG-791_HROM_Genome_1887,HROM_only
g__CAG-793_HROM_Genome_1957,HROM_only
g__CAJPNX01_HROM_Genome_4853,HROM_only
g__CAJPPJ01_HROM_Genome_2656,HROM_only
g__CAJPPJ01_HROM_Genome_2657,HROM_only
g__CAJPPJ01_HROM_Genome_2658,HROM_only
g__CAJPQU01_HROM_Genome_2705,HROM_only
g__CAJPQU01_HROM_Genome_2707,HROM_only
g__CAJPQU01_HROM_Genome_2709,HROM_only
g__CAJPQU01_HROM_Genome_2710,HROM_only
g__CAJPSE01_HROM_Genome_5102,HROM_only
g__CAJPSE01_HROM_Genome_5103,HROM_only
g__CAJPSE01_HROM_Genome_5106,HROM_only
g__CAJPSE01_HROM_Genome_5107,HROM_only
g__Campylobacter_A_HROM_Genome_1254,HROM_only
g__Campylobacter_A_HROM_Genome_1257,HROM_only
g__Campylobacter_A_HROM_Genome_1258,HROM_only
g__Campylobacter_A_HROM_Genome_1259,HROM_only
g__Campylobacter_A_HROM_Genome_1261,HROM_only
g__Campylobacter_A_HROM_Genome_1262,HROM_only
g__Campylobacter_A_HROM_Genome_1263,HROM_only
g__Campylobacter_A_HROM_Genome_1264,HROM_only
g__Campylobacter_A_HROM_Genome_1265,HROM_only
g__Campylobacter_A_HROM_Genome_1266,HROM_only
g__Campylobacter_A_HROM_Genome_1267,HROM_only
g__Campylobacter_A_HROM_Genome_1269,HROM_only
g__Campylobacter_A_HROM_Genome_1270,HROM_only
g__Campylobacter_A_HROM_Genome_1271,HROM_only
g__Campylobacter_A_HROM_Genome_1272,HROM_only
g__Campylobacter_A_HROM_Genome_1273,HROM_only
g__Campylobacter_A_HROM_Genome_1275,HROM_only
g__Campylobacter_A_HROM_Genome_1276,HROM_only
g__Campylobacter_A_HROM_Genome_1277,HROM_only
g__Campylobacter_A_HROM_Genome_1282,HROM_only
g__Campylobacter_A_HROM_Genome_1283,HROM_only
g__Campylobacter_A_HROM_Genome_1284,HROM_only
g__Campylobacter_A_HROM_Genome_1285,HROM_only
g__Campylobacter_A_HROM_Genome_1286,HROM_only
g__Campylobacter_A_HROM_Genome_1288,HROM_only
g__Campylobacter_A_HROM_Genome_1289,HROM_only
g__Campylobacter_A_HROM_Genome_1290,HROM_only
g__Campylobacter_A_HROM_Genome_1291,HROM_only
g__Campylobacter_A_HROM_Genome_1294,HROM_only
g__Campylobacter_A_HROM_Genome_1296,HROM_only
g__Campylobacter_A_HROM_Genome_1297,HROM_only
g__Campylobacter_A_HROM_Genome_1299,HROM_only
g__Campylobacter_A_HROM_Genome_1300,HROM_only
g__Campylobacter_A_HROM_Genome_1302,HROM_only
g__Campylobacter_A_HROM_Genome_1303,HROM_only
g__Campylobacter_A_HROM_Genome_1304,HROM_only
g__Campylobacter_A_HROM_Genome_1305,HROM_only
g__Campylobacter_A_HROM_Genome_1307,HROM_only
g__Campylobacter_A_HROM_Genome_1310,HROM_only
g__Campylobacter_A_HROM_Genome_1311,HROM_only
g__Campylobacter_A_HROM_Genome_1312,HROM_only
g__Campylobacter_A_HROM_Genome_1314,HROM_only
g__Campylobacter_A_HROM_Genome_1315,HROM_only
g__Campylobacter_A_HROM_Genome_1316,HROM_only
g__Campylobacter_A_HROM_Genome_1317,HROM_only
g__Campylobacter_A_HROM_Genome_1319,HROM_only
g__Campylobacter_A_HROM_Genome_1320,HROM_only
g__Campylobacter_A_HROM_Genome_1321,HROM_only
g__Campylobacter_A_HROM_Genome_1323,HROM_only
g__Campylobacter_A_HROM_Genome_1324,HROM_only
g__Campylobacter_A_HROM_Genome_1325,HROM_only
g__Campylobacter_A_HROM_Genome_1328,HROM_only
g__Campylobacter_A_HROM_Genome_1329,HROM_only
g__Campylobacter_A_HROM_Genome_1330,HROM_only
g__Campylobacter_A_HROM_Genome_1333,HROM_only
g__Campylobacter_A_HROM_Genome_1334,HROM_only
g__Campylobacter_A_HROM_Genome_1335,HROM_only
g__Campylobacter_A_HROM_Genome_1336,HROM_only
g__Campylobacter_A_HROM_Genome_1337,HROM_only
g__Campylobacter_A_HROM_Genome_1338,HROM_only
g__Campylobacter_A_HROM_Genome_1339,HROM_only
g__Campylobacter_A_HROM_Genome_1340,HROM_only
g__Campylobacter_A_HROM_Genome_1341,HROM_only
g__Campylobacter_A_HROM_Genome_1342,HROM_only
g__Campylobacter_A_HROM_Genome_1343,HROM_only
g__Campylobacter_A_HROM_Genome_1344,HROM_only
g__Campylobacter_A_HROM_Genome_1345,HROM_only
g__Campylobacter_A_HROM_Genome_1346,HROM_only
g__Campylobacter_A_HROM_Genome_1347,HROM_only
g__Campylobacter_A_HROM_Genome_1348,HROM_only
g__Campylobacter_A_HROM_Genome_1349,HROM_only
g__Campylobacter_A_HROM_Genome_1352,HROM_only
g__Campylobacter_A_HROM_Genome_1353,HROM_only
g__Campylobacter_A_HROM_Genome_1354,HROM_only
g__Campylobacter_A_HROM_Genome_1355,HROM_only
g__Campylobacter_A_HROM_Genome_1356,HROM_only
g__Campylobacter_A_HROM_Genome_1357,HROM_only
g__Campylobacter_A_HROM_Genome_1358,HROM_only
g__Campylobacter_A_HROM_Genome_1359,HROM_only
g__Campylobacter_A_HROM_Genome_1360,HROM_only
g__Campylobacter_A_HROM_Genome_1362,HROM_only
g__Campylobacter_A_HROM_Genome_1521,HROM_only
g__Campylobacter_A_HROM_Genome_1524,HROM_only
g__Campylobacter_A_HROM_Genome_1525,HROM_only
g__Campylobacter_A_HROM_Genome_1526,HROM_only
g__Campylobacter_A_HROM_Genome_1527,HROM_only
g__Campylobacter_A_HROM_Genome_1528,HROM_only
g__Campylobacter_A_HROM_Genome_1529,HROM_only
g__Campylobacter_A_HROM_Genome_1530,HROM_only
g__Campylobacter_A_HROM_Genome_1533,HROM_only
g__Campylobacter_A_HROM_Genome_1539,HROM_only
g__Campylobacter_A_HROM_Genome_1540,HROM_only
g__Campylobacter_A_HROM_Genome_1541,HROM_only
g__Campylobacter_A_HROM_Genome_1542,HROM_only
g__Campylobacter_A_HROM_Genome_1543,HROM_only
g__Campylobacter_A_HROM_Genome_1544,HROM_only
g__Campylobacter_A_HROM_Genome_1545,HROM_only
g__Campylobacter_A_HROM_Genome_1546,HROM_only
g__Campylobacter_A_HROM_Genome_1548,HROM_only
g__Campylobacter_A_HROM_Genome_1552,HROM_only
g__Campylobacter_A_HROM_Genome_1553,HROM_only
g__Campylobacter_A_HROM_Genome_1556,HROM_only
g__Campylobacter_A_HROM_Genome_1557,HROM_only
g__Campylobacter_A_HROM_Genome_1558,HROM_only
g__Campylobacter_A_HROM_Genome_1560,HROM_only
g__Campylobacter_A_HROM_Genome_1561,HROM_only
g__Campylobacter_A_HROM_Genome_1562,HROM_only
g__Campylobacter_A_HROM_Genome_1563,HROM_only
g__Campylobacter_A_HROM_Genome_1564,HROM_only
g__Campylobacter_A_HROM_Genome_1568,HROM_only
g__Campylobacter_A_HROM_Genome_1571,HROM_only
g__Campylobacter_A_HROM_Genome_1572,HROM_only
g__Campylobacter_A_HROM_Genome_1573,HROM_only
g__Campylobacter_A_HROM_Genome_1574,HROM_only
g__Campylobacter_A_HROM_Genome_1575,HROM_only
g__Campylobacter_A_HROM_Genome_1576,HROM_only
g__Campylobacter_A_HROM_Genome_1577,HROM_only
g__Campylobacter_A_HROM_Genome_1578,HROM_only
g__Campylobacter_A_HROM_Genome_1579,HROM_only
g__Campylobacter_A_HROM_Genome_1580,HROM_only
g__Campylobacter_A_HROM_Genome_1581,HROM_only
g__Campylobacter_A_HROM_Genome_1582,HROM_only
g__Campylobacter_A_HROM_Genome_1583,HROM_only
g__Campylobacter_A_HROM_Genome_1584,HROM_only
g__Campylobacter_A_HROM_Genome_1585,HROM_only
g__Campylobacter_A_HROM_Genome_1586,HROM_only
g__Campylobacter_A_HROM_Genome_1587,HROM_only
g__Campylobacter_A_HROM_Genome_1588,HROM_only
g__Campylobacter_A_HROM_Genome_1589,HROM_only
g__Campylobacter_A_HROM_Genome_1591,HROM_only
g__Campylobacter_A_HROM_Genome_1593,HROM_only
g__Campylobacter_A_HROM_Genome_1594,HROM_only
g__Campylobacter_A_HROM_Genome_1595,HROM_only
g__Campylobacter_A_HROM_Genome_1596,HROM_only
g__Campylobacter_A_HROM_Genome_1597,HROM_only
g__Campylobacter_A_HROM_Genome_1598,HROM_only
g__Campylobacter_A_HROM_Genome_1599,HROM_only
g__Campylobacter_A_HROM_Genome_1601,HROM_only
g__Campylobacter_A_HROM_Genome_1602,HROM_only
g__Campylobacter_A_HROM_Genome_1603,HROM_only
g__Campylobacter_A_HROM_Genome_1604,HROM_only
g__Campylobacter_A_HROM_Genome_1605,HROM_only
g__Campylobacter_A_HROM_Genome_1606,HROM_only
g__Campylobacter_A_HROM_Genome_1607,HROM_only
g__Campylobacter_A_HROM_Genome_1608,HROM_only
