species,category
Enterobacter_oligotrophicus,GTDB_only
Enterobacter_wuhouensis,GTDB_only
Enterocloster_bolteae,GTDB_only
Enterocloster_clostridioformis,GTDB_only
Enterocloster_porci,GTDB_only
Enterocloster_sp001517625,GTDB_only
Enterococcus_A_pingfangensis,GTDB_only
Enterococcus_B_faecium,GTDB_only
Enterococcus_B_sp011038845,GTDB_only
Enterococcus_B_villorum,GTDB_only
Enterococcus_E_cecorum_A,GTDB_only
Enterococcus_rivorum,GTDB_only
Enterococcus_sp002140715,GTDB_only
Enteromonas_pullicola,GTDB_only
Enterosoma_sp022647725,GTDB_only
Enterovirga_sp013044135,GTDB_only
Erwinia_sp001422605,GTDB_only
Erythrobacter_cryptus,GTDB_only
Eubacterium_G_sp000432355,GTDB_only
Eubacterium_G_sp000435815,GTDB_only
Eubacterium_G_sp900548465,GTDB_only
Eubacterium_J_sp910577225,GTDB_only
Eubacterium_Q_ruminantium_A,GTDB_only
Eubacterium_Q_sp003520105,GTDB_only
Eubacterium_Q_sp900110635,GTDB_only
Eubacterium_R_sp000434995,GTDB_only
Eubacterium_R_sp000436835,GTDB_only
Eubacterium_T_sp903789635,GTDB_only
Eubacterium_maltosivorans,GTDB_only
Evtepia_sp004556345,GTDB_only
Exiguobacterium_A_indicum,GTDB_only
Exiguobacterium_A_sp001423965,GTDB_only
Exophiala_dermatitidis,GTDB_only
Extensimonas_perlucida,GTDB_only
Ezakiella_coagulans,GTDB_only
F0058_sp000768855,GTDB_only
F0422_sp003992315,GTDB_only
F0422_sp916438745,GTDB_only
F23_D06_sp024400835,GTDB_only
F23_D06_sp905235135,GTDB_only
F2B08_sp012729695,GTDB_only
FEB_7_sp017853245,GTDB_only
FLUQ01_sp900079685,GTDB_only
Fabibacter_thermotolerans,GTDB_only
Faecalibacterium_duncaniae,GTDB_only
Faecalibacterium_longum,GTDB_only
Faecalibacterium_sp900539885,GTDB_only
Faecalibacterium_sp900540455,GTDB_only
Faecalibacterium_sp900765705,GTDB_only
Faecalimonas_phoceensis,GTDB_only
Faecalimonas_sp000209385,GTDB_only
Faecalimonas_sp017465565,GTDB_only
Faecousia_sp003525905,GTDB_only
Falsirhodobacter_xinxiangensis,GTDB_only
Fen_668_sp003153855,GTDB_only
Fenollaria_timonensis,GTDB_only
Fervidobacterium_A_thailandense,GTDB_only
Fimbriimonas_sp016125185,GTDB_only
Fimivicinus_sp900544715,GTDB_only
Finegoldia_magna,GTDB_only
Finegoldia_magna_F,GTDB_only
Firm_10_sp934636425,GTDB_only
Flaviflexus_salsibiostraticola,GTDB_only
Flavihumibacter_sp020161535,GTDB_only
Flavimobilis_rhizosphaerae,GTDB_only
Flavipsychrobacter_sp903882805,GTDB_only
Flavitalea_sp002352105,GTDB_only
Flavobacterium_endophyticum,GTDB_only
Flavobacterium_johnsoniae,GTDB_only
Flavobacterium_sp001429765,GTDB_only
Flavobacterium_sp004368785,GTDB_only
Flavobacterium_sp005792865,GTDB_only
Flavobacterium_sp014377455,GTDB_only
Flavobacterium_sp017997335,GTDB_only
Flavobacterium_sp024628805,GTDB_only
Flavobacterium_succinicans,GTDB_only
Flectobacillus_sp002270355,GTDB_only
Flectobacillus_sp013298025,GTDB_only
Flexivirga_endophytica,GTDB_only
Fluviicola_amylolyticus,GTDB_only
Franconibacter_helveticus,GTDB_only
Frankia_alpina,GTDB_only
Frankia_coriariae,GTDB_only
Frankia_sp917627385,GTDB_only
Frederiksenia_sp011455275,GTDB_only
Frisingicoccus_sp009929615,GTDB_only
Fructilactobacillus_fructivorans,GTDB_only
Fructobacillus_fructosus,GTDB_only
Fructobacillus_pseudoficulneus,GTDB_only
Furfurilactobacillus_siliginis,GTDB_only
Fusarium_poae,GTDB_only
Fusicatenibacter_sp017887445,GTDB_only
Fusobacterium_A_varium,GTDB_only
Fusobacterium_canifelinum,GTDB_only
Fusobacterium_nucleatum_D,GTDB_only
Fusobacterium_nucleatum_E,GTDB_only
Fusobacterium_periodonticum_B,GTDB_only
Fusobacterium_periodonticum_D,GTDB_only
G11_sp900103495,GTDB_only
GCA_002708315_sp014382445,GTDB_only
GCA_002718515_sp012965315,GTDB_only
GCA_002733105_sp002733335,GTDB_only
GCA_2737125_sp903960135,GTDB_only
GCA_2749205_sp002749205,GTDB_only
GCA_2749205_sp017453745,GTDB_only
GCF_000287335_sp000287335,GTDB_only
GN02_872_sp002761215,GTDB_only
GN02_872_sp003260325,GTDB_only
GN02_873_sp003260345,GTDB_only
GN02_873_sp013332525,GTDB_only
Ga0077523_sp001464695,GTDB_only
Ga0077523_sp019745565,GTDB_only
Ga0077523_sp019747905,GTDB_only
Ga0077527_sp022841375,GTDB_only
Ga0077546_sp913063055,GTDB_only
Galbitalea_soli,GTDB_only
Gallibacter_brachus,GTDB_only
Gallibacterium_anatis,GTDB_only
Gallibacterium_sp001678475,GTDB_only
Gallimonas_sp944343275,GTDB_only
Gemella_asaccharolytica,GTDB_only
Gemella_cuniculi,GTDB_only
Gemella_haemolysans,GTDB_only
Gemella_haemolysans_C,GTDB_only
Gemella_sp927911695,GTDB_only
Gemella_sp927911745,GTDB_only
Geobacillus_icigianus,GTDB_only
Geobacillus_lituanicus,GTDB_only
Geobacillus_proteiniphilus,GTDB_only
Geobacillus_sp000445995,GTDB_only
Geobacillus_stearothermophilus,GTDB_only
Geobacillus_subterraneus,GTDB_only
Geobacillus_thermoleovorans,GTDB_only
Geobacillus_thermoleovorans_A,GTDB_only
Geobacillus_thermophilus,GTDB_only
Geobacillus_vulcani,GTDB_only
Geobacillus_zalihae,GTDB_only
Georgenia_A_faecalis,GTDB_only
Georgfuchsia_toluolica,GTDB_only
Geothermobacter_sp003695205,GTDB_only
Giesbergeria_metamorpha,GTDB_only
Giesbergeria_sp017985015,GTDB_only
Gilliamella_apicola_Q,GTDB_only
Gilliamella_sp019469185,GTDB_only
Glaesserella_australis,GTDB_only
Glaesserella_indolica_A,GTDB_only
Gleimia_europaea_A,GTDB_only
Gleimia_sp023420745,GTDB_only
Globicatella_sp010892315,GTDB_only
Glutamicibacter_nicotianae,GTDB_only
Glycomyces_sp021793335,GTDB_only
Gordonia_aichiensis,GTDB_only
Gordonia_bronchialis,GTDB_only
Gordonia_hongkongensis,GTDB_only
Gordonia_insulae,GTDB_only
Gordonia_jacobaea,GTDB_only
Gordonia_otitidis,GTDB_only
Gordonia_paraffinivorans,GTDB_only
Gordonia_phthalatica,GTDB_only
Gordonia_polyisoprenivorans,GTDB_only
Gordonia_sp016919385,GTDB_only
Gordonia_sp022513585,GTDB_only
Gordonia_sputi,GTDB_only
Gordonia_zhaorongruii,GTDB_only
Gramella_sp022570735,GTDB_only
Granulicatella_elegans_A,GTDB_only
Granulicatella_sp015264885,GTDB_only
Granulicatella_sp916049935,GTDB_only
Granulicatella_sp916050055,GTDB_only
Granulicatella_sp934193545,GTDB_only
Granulicella_A_mallensis_A,GTDB_only
Gulosibacter_sp916618895,GTDB_only
H1_sp001653155,GTDB_only
HGM04593_sp017451695,GTDB_only
HGM04593_sp017555845,GTDB_only
HGM04593_sp900769765,GTDB_only
HGM05398_sp900767385,GTDB_only
HGM11412_sp017558825,GTDB_only
HGM11416_sp900768525,GTDB_only
HGM11808_sp900757025,GTDB_only
HOT_345_sp003260355,GTDB_only
HOT_345_sp013333295,GTDB_only
HOT_345_sp013333605,GTDB_only
HOT_345_sp916049765,GTDB_only
HRBIN02_sp009889515,GTDB_only
Haematomicrobium_sanguinis,GTDB_only
Haemophilus_D_parainfluenzae_A,GTDB_only
Haemophilus_D_parainfluenzae_O,GTDB_only
Haemophilus_D_sp001679485,GTDB_only
Haemophilus_D_sp015255025,GTDB_only
Haemophilus_D_sp019423005,GTDB_only
Haemophilus_D_sp019423025,GTDB_only
Haemophilus_D_sp900755445,GTDB_only
Haemophilus_D_sp900764435,GTDB_only
Haemophilus_D_sp905205995,GTDB_only
Haemophilus_D_sp905207935,GTDB_only
Haemophilus_D_sp905214375,GTDB_only
Haemophilus_D_sp927911595,GTDB_only
Haemophilus_haemolyticus_G,GTDB_only
Haemophilus_haemolyticus_I,GTDB_only
Haemophilus_haemolyticus_J,GTDB_only
Haemophilus_influenzae,GTDB_only
Haemophilus_influenzae_D,GTDB_only
Haemophilus_influenzae_E,GTDB_only
Haemophilus_influenzae_G,GTDB_only
Haemophilus_quentini,GTDB_only
Hafnia_alvei,GTDB_only
Halalkalicoccus_jeotgali,GTDB_only
Halalkalicoccus_sp022561895,GTDB_only
Halalkalicoccus_subterraneus,GTDB_only
Halioglobus_sp002699145,GTDB_only
Halioglobus_sp024234675,GTDB_only
Halobacillus_salinus,GTDB_only
Halodesulfovibrio_subterraneus,GTDB_only
Halodesulfurarchaeum_formicicum,GTDB_only
Halofilum_sp913055615,GTDB_only
Halomonas_aerodenitrificans,GTDB_only
Halomonas_alimentaria,GTDB_only
Halomonas_azerica,GTDB_only
Halomonas_desiderata,GTDB_only
Halomonas_endophytica,GTDB_only
Halomonas_ethanolica,GTDB_only
Halomonas_halodenitrificans,GTDB_only
Halomonas_neptunia_A,GTDB_only
Halomonas_sp003182195,GTDB_only
Halomonas_sp003202205,GTDB_only
Halomonas_sp010993975,GTDB_only
Halomonas_stevensii,GTDB_only
Hankyongella_ginsenosidimutans,GTDB_only
Hansschlegelia_sp003241695,GTDB_only
Helcococcus_ovis,GTDB_only
Helicobacter_D_sp014799995,GTDB_only
Helicobacter_pylori,GTDB_only
Henriciella_sp013213785,GTDB_only
Herbaspirillum_frisingense,GTDB_only
Herbaspirillum_huttiense,GTDB_only
Herminiimonas_contaminans,GTDB_only
Herminiimonas_sp000013625,GTDB_only
Hespellia_stercorisuis,GTDB_only
Heyndrickxia_sporothermodurans,GTDB_only
Histophilus_somni,GTDB_only
Hungatella_A_hathewayi_A,GTDB_only
Hungatella_effluvii,GTDB_only
HyVt_105_sp011042635,GTDB_only
HyVt_429_sp013152415,GTDB_only
Hydrocarboniphaga_effusa,GTDB_only
Hydrogenophaga_sp002127265,GTDB_only
Hydrogenophaga_sp004795855,GTDB_only
Hydrogenophilus_thermoluteolus,GTDB_only
Hymenobacter_armeniacus,GTDB_only
Hymenobacter_jejuensis,GTDB_only
Hyphomicrobium_B_sp002928395,GTDB_only
Ideonella_filiformis,GTDB_only
Ideonella_sp024055665,GTDB_only
Idiomarina_sp002808045,GTDB_only
Idiomarina_xiamenensis,GTDB_only
Ilumatobacter_sp023417265,GTDB_only
Inmirania_thermothiophila,GTDB_only
Intestinimonas_butyriciproducens,GTDB_only
Intrasporangium_A_chromatireducens,GTDB_only
JAADHC01_sp013152085,GTDB_only
JAADIO01_sp024277725,GTDB_only
JAAFHU01_sp013297645,GTDB_only
JAAFIY01_sp013297985,GTDB_only
JAAFJR01_sp013298815,GTDB_only
JAANAU01_sp015231775,GTDB_only
JAAYBW01_sp012729975,GTDB_only
JAAYOR01_sp012520235,GTDB_only
JAAYTL01_sp012518035,GTDB_only
JAAZCB01_sp012513545,GTDB_only
JAAZJX01_sp012800155,GTDB_only
JAAZKO01_sp012515515,GTDB_only
JABFXX01_sp013368795,GTDB_only
JABFXX01_sp023386455,GTDB_only
JABJGO01_sp021775325,GTDB_only
JABMNR01_sp013203465,GTDB_only
JACCTQ01_sp013812265,GTDB_only
JACDQM01_sp013824165,GTDB_only
JACDQM01_sp015657635,GTDB_only
JACJYZ01_sp020635855,GTDB_only
JACKDN01_sp020633465,GTDB_only
JACKEA01_sp020633235,GTDB_only
JACOUQ01_sp016177775,GTDB_only
JACPQL01_sp016190445,GTDB_only
JACQGX01_sp016199265,GTDB_only
JACRAR01_sp016234745,GTDB_only
JADJRI01_sp019636475,GTDB_only
JADJSS01_sp017984135,GTDB_only
JADJTT01_sp020636275,GTDB_only
JADJWH01_sp016712635,GTDB_only
JADKCL01_sp016718825,GTDB_only
JADKKF01_sp016718505,GTDB_only
JADNYK01_sp002813285,GTDB_only
JAEWBQ01_sp023391075,GTDB_only
JAEWGS01_sp023388205,GTDB_only
JAEWOS01_sp023458415,GTDB_only
JAEZZZ01_sp023418255,GTDB_only
JAFAMW01_sp019232985,GTDB_only
JAFAVN01_sp019242435,GTDB_only
JAFBIY01_sp021531975,GTDB_only
JAFDVJ01_sp022843305,GTDB_only
JAFGGC01_sp016930715,GTDB_only
JAFGQV01_sp016935475,GTDB_only
JAFKFH01_sp017307375,GTDB_only
JAFLBI01_sp019745155,GTDB_only
JAFUXM01_sp905233645,GTDB_only
JAFUYV01_sp016280565,GTDB_only
JAFUYV01_sp017476945,GTDB_only
JAGBWK01_sp004102805,GTDB_only
JAGNPU01_sp017987415,GTDB_only
JAGNPU01_sp017991555,GTDB_only
JAGPIS01_sp018054835,GTDB_only
JAGVLI01_sp020054355,GTDB_only
JAHBUS01_sp019637955,GTDB_only
JAHBZM01_sp017988075,GTDB_only
JAHFFI01_sp023248025,GTDB_only
JAHWJY01_sp019348135,GTDB_only
JAHZKN01_sp022600335,GTDB_only
JAIELF01_sp019753235,GTDB_only
JAIEOP01_sp019750465,GTDB_only
JAILFQ01_sp024697505,GTDB_only
JAIOJO01_sp019911985,GTDB_only
JAIQFL01_sp020073365,GTDB_only
JAIVJN01_sp020200025,GTDB_only
JAJZHK01_sp021833365,GTDB_only
JAJZRV01_sp021805725,GTDB_only
JAJZTN01_sp021848885,GTDB_only
JAJZUU01_sp021848325,GTDB_only
JAKAWQ01_sp021816925,GTDB_only
JAKBAT01_sp021811005,GTDB_only
JAKEGN01_sp020027645,GTDB_only
JALCUE01_sp022483015,GTDB_only
JALJZY01_sp024171525,GTDB_only
JALNZU01_sp009773165,GTDB_only
JALNZU01_sp020853175,GTDB_only
JAMCRR01_sp023381565,GTDB_only
JAMLIN01_sp023954135,GTDB_only
Janibacter_A_massiliensis,GTDB_only
Janibacter_hoylei,GTDB_only
Janibacter_indicus,GTDB_only
Janthinobacterium_sp002002885,GTDB_only
Janthinobacterium_sp002813325,GTDB_only
Janthinobacterium_sp002846335,GTDB_only
Janthinobacterium_sp009208735,GTDB_only
Janthinobacterium_sp019443505,GTDB_only
Janthinobacterium_tructae,GTDB_only
Jeongeupia_naejangsanensis,GTDB_only
Jeotgalibacillus_sp004405105,GTDB_only
Jeotgalicoccus_marinus,GTDB_only
Jiangella_rhizosphaerae,GTDB_only
Johnsonella_sp916438835,GTDB_only
KA00134_sp001574395,GTDB_only
KA00274_sp902373515,GTDB_only
KS41_sp022788635,GTDB_only
Kaistella_beijingensis,GTDB_only
Kangiella_sp003370465,GTDB_only
Kerstersia_gyiorum,GTDB_only
Kineosphaera_limosa,GTDB_only
Kingella_C_negevensis,GTDB_only
Klebsiella_michiganensis,GTDB_only
Klebsiella_terrigena,GTDB_only
Kluyvera_cryocrescens,GTDB_only
Kluyvera_intermedia,GTDB_only
Kluyvera_intermedia_A,GTDB_only
Kluyvera_sichuanensis,GTDB_only
Kocuria_carniphila,GTDB_only
Kocuria_marina,GTDB_only
Kocuria_rhizophila_A,GTDB_only
Kocuria_rosea,GTDB_only
Kurthia_gibsonii,GTDB_only
Kytococcus_schroeteri,GTDB_only
Kytococcus_sedentarius,GTDB_only
LD21_sp022709665,GTDB_only
LDYB01_sp001442985,GTDB_only
Labedella_phragmitis,GTDB_only
Lachnoanaerobaculum_sp000296385,GTDB_only
Lachnoanaerobaculum_sp916439105,GTDB_only
Lachnoanaerobaculum_sp916439285,GTDB_only
Lachnoanaerobaculum_sp916720285,GTDB_only
Lachnoclostridium_B_sp002160985,GTDB_only
Lachnospira_sp003451515,GTDB_only
Lachnospira_sp900545725,GTDB_only
Lactobacillus_acetotolerans,GTDB_only
Lactobacillus_amylovorus,GTDB_only
Lactobacillus_apis,GTDB_only
Lactobacillus_delbrueckii_B,GTDB_only
Lactobacillus_gallinarum,GTDB_only
Lactobacillus_jensenii,GTDB_only
Lactobacillus_kitasatonis,GTDB_only
Lactococcus_A_carnosus,GTDB_only
Lactococcus_cremoris,GTDB_only
Lactococcus_garvieae,GTDB_only
Lactococcus_petauri,GTDB_only
Lactococcus_protaetiae,GTDB_only
Lactococcus_taiwanensis,GTDB_only
Lampropedia_animalimorsus,GTDB_only
Lampropedia_schreckenbergeri,GTDB_only
Lampropedia_sp002285265,GTDB_only
Lancefieldella_rimae,GTDB_only
Lancefieldella_sp015258785,GTDB_only
Lancefieldella_sp018376005,GTDB_only
Lancefieldella_sp022732885,GTDB_only
Lancefieldella_sp900555335,GTDB_only
Lancefieldella_sp902373375,GTDB_only
Lancefieldella_sp916438885,GTDB_only
Lancefieldella_sp916438965,GTDB_only
Lancefieldella_sp916715765,GTDB_only
Lancefieldella_sp916720015,GTDB_only
Lancefieldella_sp916720465,GTDB_only
Laribacter_hongkongensis,GTDB_only
Lasiodiplodia_sp_KE8368,GTDB_only
Lautropia_sp012513675,GTDB_only
Lawsonella_clevelandensis_A,GTDB_only
Lawsonibacter_sp900066825,GTDB_only
Leclercia_adecarboxylata_C,GTDB_only
Leeia_aquatica,GTDB_only
Leminorella_grimontii,GTDB_only
Lentilactobacillus_buchneri,GTDB_only
Lentilactobacillus_otakiensis,GTDB_only
Leucobacter_aridicollis,GTDB_only
Leucobacter_solipictus,GTDB_only
Leucobacter_sp000633415,GTDB_only
Leucobacter_sp002336855,GTDB_only
Leucobacter_tardus,GTDB_only
Leuconostoc_citreum,GTDB_only
Leuconostoc_gelidum,GTDB_only
Leuconostoc_holzapfelii,GTDB_only
Leuconostoc_lactis,GTDB_only
Leuconostoc_lactis_A,GTDB_only
Leuconostoc_pseudomesenteroides,GTDB_only
Levilactobacillus_parabrevis,GTDB_only
Levilactobacillus_tangyuanensis,GTDB_only
Lichenicola_sp903844135,GTDB_only
Ligilactobacillus_murinus,GTDB_only
Ligilactobacillus_saerimneri,GTDB_only
Ligilactobacillus_sp900765635,GTDB_only
Limenecus_sp944323275,GTDB_only
Limimorpha_sp017549805,GTDB_only
Limimorpha_sp900317155,GTDB_only
Limimorpha_sp900318085,GTDB_only
Limimorpha_sp900318265,GTDB_only
Limimorpha_sp900321315,GTDB_only
Limimorpha_sp902789915,GTDB_only
Limisoma_sp000437795,GTDB_only
Limisoma_sp004555955,GTDB_only
Limivicinus_sp002493305,GTDB_only
Limivicinus_sp900319465,GTDB_only
Limivicinus_sp900546515,GTDB_only
Limivicinus_sp902778665,GTDB_only
Limnohabitans_A_sp023255445,GTDB_only
Limnohabitans_A_sp903953985,GTDB_only
Limnohabitans_sp018883305,GTDB_only
Limnohabitans_sp903886485,GTDB_only
Limnohabitans_sp945882755,GTDB_only
Limosilactobacillus_antri,GTDB_only
Limosilactobacillus_coleohominis,GTDB_only
Limosilactobacillus_ingluviei,GTDB_only
Limosilactobacillus_panis,GTDB_only
Limosilactobacillus_pontis,GTDB_only
Listeria_monocytogenes_B,GTDB_only
Luoshenia_tenuis,GTDB_only
Luteibacter_sp900109915,GTDB_only
Luteimonas_D_abyssi,GTDB_only
Luteimonas_D_sp022637415,GTDB_only
Luteimonas_D_wenzhouensis,GTDB_only
Luteolibacter_sp903908495,GTDB_only
Lutibacter_flavus,GTDB_only
Lysinibacillus_sphaericus_A,GTDB_only
Lysinibacillus_sphaericus_B,GTDB_only
Lysobacter_B_sp002798195,GTDB_only
Lysobacter_B_sp002798255,GTDB_only
Lysobacter_B_sp002798295,GTDB_only
Lysobacter_F_thermophilus,GTDB_only
M3007_sp017303475,GTDB_only
M55B112_sp018400695,GTDB_only
MED_G138_sp020633195,GTDB_only
MONJU_sp019356535,GTDB_only
MWDT01_sp021780625,GTDB_only
MWEI01_sp002071045,GTDB_only
Malassezia_furfur,GTDB_only
Malassezia_globosa,GTDB_only
Malassezia_japonica,GTDB_only
Malassezia_restricta,GTDB_only
Malasseziomycetes_sp,GTDB_only
Mammaliicoccus_sciuri,GTDB_only
Mangrovicoccus_ximenensis,GTDB_only
Mangrovimonas_A_xylaniphaga,GTDB_only
Mannheimia_bovis,GTDB_only
Mannheimia_haemolytica,GTDB_only
Mannheimia_pernigra,GTDB_only
Mannheimia_varigena,GTDB_only
Marihabitans_melonis,GTDB_only
Mariniflexile_fucanivorans,GTDB_only
Mariprofundus_erugo,GTDB_only
Marseille_P3106_sp905219705,GTDB_only
Maudiozyma_bulderi,GTDB_only
Mediterranea_intestinavium,GTDB_only
Mediterranea_merdavium,GTDB_only
Mediterranea_sp017630035,GTDB_only
Mediterranea_sp944322335,GTDB_only
Mediterraneibacter_sp014287475,GTDB_only
Mediterraneibacter_torques,GTDB_only
Megamonas_funiformis,GTDB_only
Megasphaera_cerevisiae,GTDB_only
Megasphaera_hutchinsoni,GTDB_only
Megasphaera_lornae,GTDB_only
Megasphaera_sp002431345,GTDB_only
Megasphaera_sp902388315,GTDB_only
Meiothermus_B_sp003226535,GTDB_only
Melaminivora_A_jejuensis,GTDB_only
Melaminivora_A_sp003008575,GTDB_only
Meredithiella_fracta,GTDB_only
Mesocricetibacter_intestinalis,GTDB_only
Mesonia_sp019311235,GTDB_only
Mesoplasma_grammopterae,GTDB_only
Mesorhizobium_sp020165195,GTDB_only
Mesosutterella_multiformis,GTDB_only
Metamycoplasma_hominis,GTDB_only
Methanoplasma_sp009776625,GTDB_only
Methanosarcina_sp003157235,GTDB_only
Methylacidimicrobium_sp903064525,GTDB_only
Methylobacillus_gramineus,GTDB_only
Methylobacter_A_sp024636505,GTDB_only
Methylobacter_A_tundripaludum,GTDB_only
Methylobacterium_adhaesivum,GTDB_only
Methylobacterium_aminovorans,GTDB_only
Methylobacterium_aquaticum_C,GTDB_only
Methylobacterium_brachiatum,GTDB_only
Methylobacterium_extorquens,GTDB_only
Methylobacterium_fujisawaense,GTDB_only
Methylobacterium_gossipiicola,GTDB_only
Methylobacterium_hispanicum,GTDB_only
Methylobacterium_isbiliense,GTDB_only
Methylobacterium_jeotgali,GTDB_only
Methylobacterium_populi_B,GTDB_only
Methylobacterium_rhodesianum,GTDB_only
Methylobacterium_salsuginis,GTDB_only
Methylobacterium_sp001425465,GTDB_only
Methylobacterium_sp021117295,GTDB_only
Methylobacterium_sp022829465,GTDB_only
Methylobacterium_sp900112625,GTDB_only
Methylobacterium_suomiense,GTDB_only
Methylobacterium_symbioticum,GTDB_only
Methylobacterium_thiocyanatum,GTDB_only
Methylobacterium_zatmanii,GTDB_only
Methylocystis_sp011058845,GTDB_only
Methyloglobulus_sp013141505,GTDB_only
Methylomicrobium_lacus,GTDB_only
Methylomonas_koyamae_A,GTDB_only
Methylomonas_sp002083615,GTDB_only
Methylomonas_sp024360925,GTDB_only
Methylomonas_sp903902945,GTDB_only
Methylophilus_sp000384155,GTDB_only
Methylopumilus_A_sp903953055,GTDB_only
Methylotenera_A_oryzisoli_B,GTDB_only
Methylotenera_A_sp021732365,GTDB_only
Methyloversatilis_discipulorum_A,GTDB_only
Methyloversatilis_universalis,GTDB_only
Microbacterium_enclense,GTDB_only
Microbacterium_flavum,GTDB_only
Microbacterium_ihumii,GTDB_only
Microbacterium_lacticum,GTDB_only
Microbacterium_paulum,GTDB_only
Microbacterium_phyllosphaerae,GTDB_only
Microbacterium_profundi,GTDB_only
Microbacterium_pygmaeum,GTDB_only
Microbacterium_sp001049495,GTDB_only
Microbacterium_sp001595495,GTDB_only
Microbacterium_sp001866135,GTDB_only
Microbacterium_sp001898325,GTDB_only
Microbacterium_sp002245215,GTDB_only
Microbacterium_sp002313585,GTDB_only
Microbacterium_sp004794315,GTDB_only
Microbacterium_sp005774735,GTDB_only
Microbacterium_sp943912325,GTDB_only
Microbacterium_testaceum_B,GTDB_only
Micrococcus_endophyticus,GTDB_only
Micrococcus_lylae,GTDB_only
Micrococcus_sp020097155,GTDB_only
Micrococcus_sp023155805,GTDB_only
Micromonospora_aurantiaca,GTDB_only
Micromonospora_sp004307965,GTDB_only
Microsaccharimonas_sp002422915,GTDB_only
Microvirga_sp023386155,GTDB_only
Miniimonas_arenae,GTDB_only
Mitsuaria_sp900113225,GTDB_only
Mitsuokella_jalaludinii,GTDB_only
Mitsuokella_multacida,GTDB_only
Mitsuokella_sp003458855,GTDB_only
Mitsuokella_sp900552565,GTDB_only
Mixta_sp940807255,GTDB_only
Moanabacter_tarae,GTDB_only
Mobilitalea_sp012839295,GTDB_only
Mobiluncus_curtisii,GTDB_only
Mobiluncus_mulieris,GTDB_only
Mobiluncus_porci,GTDB_only
Mobiluncus_sp916438445,GTDB_only
Mobiluncus_sp943914685,GTDB_only
Modicisalibacter_coralii,GTDB_only
Modicisalibacter_ilicicola,GTDB_only
Mogibacterium_sp916438645,GTDB_only
Mogibacterium_sp916438865,GTDB_only
Moheibacter_sp019455045,GTDB_only
Moraxella_A_atlantae,GTDB_only
Moraxella_A_osloensis,GTDB_only
Moraxella_A_sp002478835,GTDB_only
Moraxella_A_sp927911235,GTDB_only
Moraxella_bovis,GTDB_only
Moraxella_bovoculi,GTDB_only
Moraxella_caviae,GTDB_only
Moraxella_sp024227015,GTDB_only
Moraxella_sp916720335,GTDB_only
Morganella_morganii,GTDB_only
Mucilaginibacter_phyllosphaerae,GTDB_only
Mucispirillum_schaedleri,GTDB_only
Muribaculum_arabinoxylanisolvens,GTDB_only
Muribaculum_gordoncarteri,GTDB_only
Muribaculum_intestinale,GTDB_only
Muribaculum_sp001701195,GTDB_only
Muribaculum_sp910578835,GTDB_only
Muricauda_sp002167435,GTDB_only
Muricomes_contortus_B,GTDB_only
Muricomes_sp000509105,GTDB_only
Mycena_chlorophos,GTDB_only
Mycobacterium_abscessus,GTDB_only
Mycobacterium_intermedium,GTDB_only
Mycobacterium_koreense,GTDB_only
Mycobacterium_lentiflavum,GTDB_only
Mycobacterium_mageritense,GTDB_only
Mycobacterium_moriokaense_B,GTDB_only
Mycobacterium_setense,GTDB_only
Mycobacterium_sp001665295,GTDB_only
Mycobacterium_sp002863225,GTDB_only
Mycobacterium_sp005787665,GTDB_only
Mycobacterium_tuberculosis,GTDB_only
Mycoplasmopsis_bovigenitalium,GTDB_only
Myxococcus_sp024198255,GTDB_only
Myxococcus_vastator,GTDB_only
NC76_1_sp019049105,GTDB_only
NIC37A_2_sp022447485,GTDB_only
NICIL_2_sp002898675,GTDB_only
NIOZ_UU13_sp014384025,GTDB_only
NM07_P_09_sp004793665,GTDB_only
NORP267_sp021775875,GTDB_only
Nanchangia_anserum,GTDB_only
Nanogingivalis_sp916438495,GTDB_only
Nanogingivalis_sp934717805,GTDB_only
Nanoperiomorbus_periodonticus,GTDB_only
Nanoperiomorbus_sp013333515,GTDB_only
Nanoperiomorbus_sp905372225,GTDB_only
Nanoperiomorbus_sp905373275,GTDB_only
Nanoperiomorbus_sp905373385,GTDB_only
Nanosynbacter_featherlites,GTDB_only
Nanosynbacter_sp010202645,GTDB_only
Nanosynbacter_sp013333695,GTDB_only
Nanosynbacter_sp015257635,GTDB_only
Nanosynbacter_sp021222645,GTDB_only
Nanosynbacter_sp022819365,GTDB_only
Nanosynbacter_sp022828255,GTDB_only
Nanosynbacter_sp022828325,GTDB_only
Nanosynbacter_sp022828365,GTDB_only
Nanosynbacter_sp022828375,GTDB_only
Nanosynbacter_sp024330325,GTDB_only
Nanosynbacter_sp900556885,GTDB_only
Nanosynbacter_sp905370345,GTDB_only
Nanosynbacter_sp915070155,GTDB_only
Nanosyncoccus_sp002309075,GTDB_only
Nanosyncoccus_sp002350545,GTDB_only
Nanosyncoccus_sp007845165,GTDB_only
Nanosyncoccus_sp013332955,GTDB_only
Nanosyncoccus_sp013333135,GTDB_only
Nanosyncoccus_sp013333375,GTDB_only
Nanosyncoccus_sp015257445,GTDB_only
Nanosyncoccus_sp015257455,GTDB_only
Nanosyncoccus_sp017421685,GTDB_only
Nanosyncoccus_sp017431465,GTDB_only
Nanosyncoccus_sp017431725,GTDB_only
Nanosyncoccus_sp017479205,GTDB_only
