feature	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	F13	F14	F15	F16	F17	F18	F19	F20	F21	F22	F23	F24	F25	F26	F27	F28	F29	F30	F31	F32	F33	F34	F35	F36	F37	F38	F39	F40	F41	F42	F43	F44	F45	F46	F47	F48	F49	F50	F51	F52	F53	F54	F55	F56	F57	F58	F59	F60	F61	F62	F63	F64	F65	F66	F67	F68	F69	F70	F71	F72	F73	F74	F75	F76	F77	F78	F79	F80	F81	F82	F83	F84	F85	F86	F87	F88	F89	F90	F91	F92	F93	F94	F95	F96	F97	F98	F99	F100	F101	F102	F103	F104	F105	F106	F107	F108	F109	F110	F111	F112	F113	F114	F115	F116	F117	F118	F119	F120	F121	F122	F123	F124	F125	F126	F127	F128	F129	F130	F131	F132	F133	F134	F135	F136	F137	F138	F139	F140	F141	F142	F143	F144	F145	F146	F147	F148	F149	F150	F151	F152	F153	F154	F155	F156	F157	F158	F159	F160	F161	F162	F163	F164	F165	F166	F167	F168	F169	F170	F171	F172	F173	F174	F175	F176	F177	F178	F179	F180	F181	F182	F183	F184	F185	F186	F187	F188	F189	F190	F191	F192	F193	F194	F195	F196	F197	F198	F199	F200	F201	F202	F203	F204	F205	F206	F207	F208	F209	F210	F211	F212	F213	F214	F215	F216	F217	F218	F219	F220	F221	F222	F223	F224	F225	F226	F227	F228	F229
U34	0	0.001847175	0.001193314	0.008344185	0.000687837	0.003602824	0	0	0	0	1.94e-05	0	0.000982525	0	0.000152545	5.76e-05	6.86e-05	0.000126889	0	0	0	0	0	0	0	0	0.001612118	0.00395437	0	0.005813333	0	0	0	0	0.000920814	0.000365413	0	0	0	0	0	2.29e-05	0	2.43e-05	0	0	0	0	0	0.000461794	0.018440551	0	0.013057117	0	3.81e-05	0	0	0.004502837	0	0	0	0	0.00041395	0	0	0.010493676	0	0	0	0.004064618	0	0.001435999	0.001281374	0.084861899	0	0.001863123	0	0	3.81e-05	3.47e-05	0	0	0	0	0	0	0	0.000408403	0	0	0	0	0	0	0	0.00013729	0	0	0.000888225	0	0	9.71e-06	0.000433365	0.001661348	0	3.4e-05	0	0	0	0	0	0.007169592	0	0	0	0	9.01e-06	0	0.004520865	0	0	0	0	0.004977805	0.003821933	0	0.001752875	0.004807232	0	0.02615861	0.035981783	0	0.00104285	0.004155451	0.418980836	0	0	1.46e-05	0	8.39e-05	3.33e-05	0.003182633	0	0	0.000100541	2.5e-05	0	0	4.72e-05	0.025567154	0.001392315	0.002183467	0.000621272	0	0	0	0.002766603	0.001300095	0.002391482	0	6.38e-05	0	0	0.005205928	0	0.000176813	0	0.000165719	3.61e-05	0.001296628	0	2.15e-05	0	0	0	0	0	0	0	0	0	0	0	0.000526972	0.000691304	0.072217345	0	0.024696263	3.47e-05	0	0.001992093	0	0.000820273	0	0	0	5.2e-05	0	0	0	0.000416724	0	0.000716266	2.22e-05	0	0	0.001206488	0.002878238	0	0.008547346	0.000889612	0.001136457	0	0	2.91e-05	0	0	0	0	0	0	0.000598391	0	0	0	0	0	0.000154625	0
U35	0	0.0013905	0	0.003914757	0	0.001176364	0	0.004492426	0	0	0	0	0	0	6.36e-05	5.92e-05	0.000418865	5.48e-05	0	0.000100705	0	0	0	0	0	0	0.004458673	0	0	0	0	0	0	0	0	0	0.001116605	0	0	0	0.000419419	2.43e-05	0	0	0	0	0	0	0	0.00018149	0.008059144	0	0.000797891	0	0	0	0.000331994	0.001631748	0.002237083	0	0	0	0.000270021	0	0	0	0	0	0.001103325	0.00448302	0	0	0.002003581	0.077040211	0	0.000121731	0	0.000301007	0	0	0	0	0	0	0.005691476	0.015313203	0	0	0.023017113	0	0.011247388	0.000688887	0	0	0	0.000106791	0	0.00018315	0.000569369	0	1.38e-05	1.6e-05	0	0	0	0.001606295	0	0.004378995	0	0	0	0	0	0	0	0	0	0	0	0	0.006067736	0	0	0.005540419	0.001536577	0.002128632	0.001086172	0.002850718	0	0.015748668	0.021347739	0	0	0.005756768	0.600755617	0	0.000134457	0	0.003367521	0	0	0	0	0	0	0	0	0	0	0.011722692	0	0.002437939	0.000223542	0	0	0	0.000945628	0	0.006906019	0	0	0	0	0.000183703	0	0.000110111	0	0.00290771	0	0.00048969	0	0	0	0	0	0	0	0	0	0	0	0.00070936	0.000265595	0.000506843	0.003764254	0.036196704	0.000268361	0.014209324	0	0	0.001443619	0	0.000434912	0	0	0	0	0	0	0	0	0.001216203	0.000513483	0	0	0	0.001481798	0.002193924	0	0.012396086	0.000523443	0.001035267	0	0	0	0	0	0	0	0.00669299	0	0	0	0	7.69e-05	3.93e-05	0	0	0
U36	0	0	0	0.005053364	0	0	0.004445104	0	0	0	0	0	0	0	0.002294648	0	0	4.14e-05	0	0	0	0	0	0	0	0	0.012268785	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008107922	4.06e-05	0	0	0	0	0	0	0	0	0	0.00156457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001475072	0	0	0.000553566	0.039486344	0	0	0	0	0	0	0	0	0	0	0.003410896	0	0	0	0.014040528	0	0	0	0.000706046	0.00252171	0	0	0	0	0	0	3.81e-05	2.4e-05	0	0	0	0	0.000820405	0	0.0014701	1.41e-05	0	0	0	0	0	0	0	0	0.000513789	0	0	0	0	0.006444737	0.001524793	0.004444275	0	0	0	0.015184952	0.010370251	0	0	0.002232496	0.538011686	0	0	0	0	0	3.98e-05	0	0	0	5.14e-05	0	0	0.000225404	3.81e-05	0.007148297	0	0	0.004860278	0	0	0	0.005534834	0	0.002877219	0	0	0	0	0.000340592	0	0.000283413	0	0.001572857	0	0	0	0	0	0	0	0	0	2.4e-05	0	0	0.000140049	0	0	0	0.002004606	0.226824593	0	0.008779991	0	0	0	0	0	0	0	0	2.15e-05	0.000478984	0	0	0	0	0	0	0	0	0.002112336	0.001753512	0	0.00799522	0	0.000403573	0	0	0	0.001219006	0	0	0	0	0	0	0	0	0	0.000436721	0	0	0
U37	0	0	0	0.012522085	0.00439676	0	0	0.009691305	0	0	0	0	0	0	7.9e-05	0	0	4.03e-05	0	0	0	0	0	0	0	0	0.033323376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000301182	0	0	0	0.003410925	0	0	0	0	0.013034752	0	0.001504263	0	0	0	0	0	0	0	0	0	0	0	0.003274323	0	0	0	0	0.001617823	0	0	0.001001471	0.063051498	0	0	0	0	0	0	0	0	0	0	0.002777291	0	0	0	0.055936696	0	0.056297949	0	0	0	0	0	0	0	0.000891202	0	2.88e-05	1.4e-05	0	0	0	0	0	0.003136899	0	0	0	0	0	0	0.000878035	0	7.41e-06	0	0	0	0	0	0	0.005149714	0	0	0	0.002515608	0	0.014941414	0.027126932	0	0	0.004464238	0.454001068	0	0	0	0	0	3.79e-05	0	0	0	0	0	0	0.002061367	0	0.013581158	0	0.000242756	0.003184627	0	0.002047378	0	9.3e-05	0	0.014150606	0	0.003710461	0	0	0.003911248	0	5.18e-05	0	0	0	0	0	0	0	0	0	0	0	2.06e-05	0	0	0	0	0	0	0.000972669	0.06356828	0.00141539	0.016712297	0	0	0.000152237	0.000845119	0	0	0	0	3.37e-05	0	0	0	0	0.002050669	0	0	0	0	0.001273851	0.001149593	0	0.011243296	0	0.002129668	0	0	0	0	0	0	0	0.04068834	0	0	0	0	0	0	0	0	0
U38	0	0.000979222	0	0.006366657	0	0.001109329	0.004772853	0	0	0	0	0.001236011	0	0	5.48e-05	0	0	0.000778927	0.001254843	0	0	0	0	0	0	0	0.045467074	0.000213991	0	0.001970428	0	0	0	0	0	0.000424558	0	0	0.000338962	0	0.039925565	0	0.002460039	0	0.009838445	0	0	0	0	0.000510154	0.013827236	0	0	0	0	0	0	0	0	0	0	0	0.000794334	0.110415878	0	0	0	0	0	0.001915647	0	0	0.001795812	0.077872143	0	0	0	0	0	0	0	0	0.000641973	0	0	0.007826931	0	0	0.029746446	0	0.046376107	0.000655668	0	0	0	8.56e-05	0.000241382	0	0.001124736	0.052556164	0	0	0	0	0.000145514	0.000314995	0	0.002591858	0	0	0	0.004635899	0	0	0	0	2.57e-05	0.000361217	0.001140143	0	0	0	0	0.007325336	0.001799235	0.002098823	0.00112816	0.001114465	0.000590615	0.012079358	0.028238239	0.000361217	0	0.002751067	0.205474058	0	0	0.001871136	0.001001477	0	0	0.001037428	0	0	0	0	0	0	0	0.009208456	0.000558088	0.000224262	0.003278341	0	0	0	0.002812696	0	0.05942784	0	0.006505323	0.000998054	0	0	0	0	0.003776511	0	0	0.000679635	0	0.002307678	0	0	0	0	0.000410863	0	0	0.000121547	0	0	0	0.000232822	0.001783828	0.016763191	0.000689907	0.014642113	0	0	0	0.00075496	0	0	0.000376624	0	0	0	0	0	0	0.000273908	0	0	0	7.19e-05	0.001022021	0.001941325	0	0.004747174	0	0.000974087	4.11e-05	0	0	0	0	0	0	0.043614768	0.000166057	0	0	0	0.000441677	0	0	0	0
U39	0	0.001708613	0	0.003572987	0	0.000311974	0.001752081	0	0	0	0	0.001440333	0	0	3.06e-05	0	0	0	0	0.000270317	0	0.00034367	0	0	0.001180657	0	0.364409548	0	0	0.000643871	0	0	0	0	0	0	0.000225944	0	0.000136743	0	0.000720846	0.000279147	0	0	0	0	0	0	0	0	0	0	0	0	0.000338915	0	0	0	0	0	0	0	8.4e-05	0	0	0.027089451	0	0	0	0.000931168	0.000403891	0	0.000340047	0.029414541	6.02e-05	0	0	0.000188588	0	0	0	0	0	0	0.00266876	0	0	0	0.004788735	0.033264637	0	0	0	0	0.017878743	0	0	0	0.000377629	0	1.2e-05	6.57e-06	0.000254243	0.000201719	0	0	0	0.001023538	0.000578216	0	0	0.001847847	0	0	0	0	1.18e-05	0	0	0	0	0	0	0.003067217	0.000909208	0.002012663	0	0.000443284	0	0.008737087	0.011995835	0.000141271	0	0.001424712	0.174386743	0	0	7.92e-06	0	0	1.52e-05	0	0	0	0	0	0	0	0	0.008008317	0.000512335	0.000611723	0.000327369	6.11e-06	0	0	1.86e-05	0	0.002289772	0.001009275	0	0	0	0.002974168	0	4.71e-05	0	0	0	5.43e-06	1.09e-05	0	0	0	0	0.00011682	0	1.29e-05	0	0.000343443	0	0	0	0	0.001037801	0.015692208	0	0.004881105	0	0	0.000587046	0.000397778	0	0	0.000202851	0	0	0	0	0	0	0	0.000160289	0	0	3.62e-06	0.000491506	0.000152591	0	0.003077179	0	0.000523202	0.000139007	0	0	0.0001784	0	0.000596102	0	0	0	0	0	0	0	6.52e-05	0	0	0
U40	0	0.00448227	0	0.005905563	0	0.000921279	0.001368127	0	0	0	0	0.00206943	0	0	7.31e-05	0	0	0	0	0.001003339	0	0	0	0	0.003281022	0	0.211176989	0	0	0	0	0	0	0	0	0.001079882	0	0	0	0	0	4.21e-05	0	0	9.45e-05	0	0	0	0	0	0.006126229	0	0	0	0	0	0	0	0	0	0	0.000293072	0	0	0	0.000132399	0	9.03e-05	0	0.000719922	0	0.001473633	0.002336987	0.063341374	0	0	0.000619932	0.000626828	0	0	0	0	0	0	0.005884876	0.009750662	0	0	0.008523209	0.000515806	0	0	0	0	5.1e-05	0	0	0	0.00024549	0	0	2.34e-05	0	0	0	0	0	0	0	1.59e-05	0	0.006591696	0.021599026	0	0	0	1.52e-05	0.001895656	0	0	0	0	0	0.009613435	0	0.00729093	0.001371575	1.93e-05	0	0.013028925	0.038616482	0	0	0.002865895	0.348358593	0	0	1.45e-05	0.001701884	0.001110224	3.45e-05	0	0	0	0	0	0	0	0	0.011844227	0.001759808	3.93e-05	0.001061953	1.52e-05	0	0	0.001157115	0	0.019742676	0	0	0	0	0.000249628	0	9.31e-05	0	5.24e-05	4.21e-05	0	0	0	0	0.007630203	0	0	0	0	0	0	0.001038508	0	0.000405473	0.000479948	0.000584764	0.022914744	0	0.010086487	0	0	0.002068051	0	0	0	0	0	3.45e-05	0.001224005	0	0	0	0.002601096	0.003271368	0	0.001699815	0	0.000627518	0.001798425	0.000444779	0.005530432	0	0.002327333	0	2.07e-05	0	0	2.62e-05	0	0	0	0	0	0	0	0	0.000750953	0	0	0.001525351
U41	0	0.000374464	0	0.003983547	0.001084661	0	0	0.001516105	0	0	0.000212836	0	0.003585434	0	0.000399602	1.86e-05	0	0	0.001011668	0	0	0.001142572	0	2.51e-05	0	0.020784718	0.015414108	0	0	0.001408291	0	0	0	0	0	0	0	0	0	0	0	8.19e-06	0	0	0.003458254	0	0	0	0	4.64e-05	0.004309038	0	0	0	0	0	0	0	0.000124387	0	0	0	0.000140587	0	0	0.019018349	0	0	0.000757308	0.001551485	0	0	0.000307057	0.037025775	0.000145056	0	0	0	0	0	0	0	0	0	0.000851157	0.003319157	0	0	0.013594856	0	0.010644205	0	0	0.001161565	0.003500151	0	0	0.000483954	0	0.050902178	6.14e-06	4.47e-06	0.000269257	0	0	0.000662528	0	0.001405311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002851961	0	0.000378375	0	0.000749859	0	0.007181854	0.016610866	0.000270746	0	0.001559678	0.177511294	0	0	0	0	0	5.03e-06	0.000326236	0	0	0.000334243	0.000315622	0	0	5.59e-06	0.005588659	0	0	0.000146173	0	0	0	0.000506858	0	0.013563015	0	0.001814224	0	0	0.002401896	0	0.000461423	0	0.000339085	0	0.000341878	0	0	0.014508206	0.018469222	0	3.44e-05	0	5.03e-06	0.000222332	0	0	0	0	0.000158649	0.000984854	0.018188793	0	0.005574694	0	0	0.000921729	0	0	0	0	0.000273912	0	0	0	0	0	0.001107565	0	0	0	0	0.000148222	0.000953757	0	0.000438147	0	0.000672769	0	0	0	0	0.004844758	0	0.000762149	0.007540305	0	0	0	0.00045174	0.000151015	0	0	0	0
U42	0	0	0	0.000687947	0	0	0	0	0	0	0	0.001250356	0	0	2.55e-05	0	0.000773699	0	0	0	0	0	0	0	0	0	0.019477273	0	0	0.001092564	0	0	0	0	0.000276183	0	0	0	0.000701273	0	0	0.000227899	0.000381635	0	0	0.000480327	0	0	0	0	0.00627592	0	0.000201633	0	0	0	0	0.002229743	0	0	0	0	0	0.005846195	0	1.83e-05	0	0	0	0.00138922	0	9.25e-05	0.001117479	0.034580811	0.000286999	0	0	0.000241612	0	0	0	0	0.000338372	0.000354403	0	0	0	0	0.030004286	0	0.013162146	0	0	0	0	0	0	7.51e-05	0.000118585	0.006802599	8.88e-06	0	0	0	0	0.00050582	0	0.001072092	0	0	0	0	0.003016768	0	0	0	1.93e-06	0.000663419	0	0	0	0	0	0.001617312	1.6e-05	0.001769309	0.000695672	0.002262576	0	0.007994628	0.012516882	0	0.000292793	0.001497761	0.15437469	0	0	0	0	0	9.46e-06	0	0	0	9.08e-06	0	0	0	0	0.00198562	0.000607603	0.000196805	6.28e-05	0	0	0	2.28e-05	0	0.025467932	0	0	0	0	0	0	0.000322535	0	8.86e-05	0	0	0	0	0	0	0	0	0	9.27e-06	0	0	0	0	0.0002335	0	0.000309016	0.022057362	0	0.004003494	0	0	0.0004023	7.13e-05	5.97e-05	0	0	0	0.000314617	0	0	0.000245088	0.000302449	0	0	0	0	0	0.000438996	0.001572698	0	0.001759846	0	0.000402107	0	0	0	0	0	0	0	0.019762147	8.94e-05	0	0	0.000439961	0.000231183	0	0	0	0
U43	0	0.00185287	0	0	0	0	0	0	0	0	0	0.001093577	0	0	0.000133295	7.33e-05	0	2.86e-05	0	0	1.67e-05	0	0	0	0	0	0.01140405	0	0	0.007647364	0	0	0	0	0	0	0	0	0	0	0	0.002722428	0	0	0	0	0	0	0	0	0.006748495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002531907	0	0	0.002740573	0.033039712	0	0	0	0	0	0	0	0	0	0	0.004178903	0	0	0	0	0	0	0	8.93e-05	0	0	0	0	0	0	0	4.82e-05	3e-05	0	0	0	0	0	0	0	1.61e-05	0	0	0	0	0	0	1.12e-05	0	0	0	0	0	0	0.004932613	0.003564071	0.003782507	0	0	0	0.002417455	0.01676865	0	0	0.001364355	0.748053614	0	0.00121431	4.61e-05	0	0	5.02e-05	0	0	0.001206634	2.51e-05	0	0	0	0	0.004647878	0.002224142	0	0.000769761	1.47e-05	0	0	6.84e-05	0	0.000600874	0	0	0	0	0.002791518	0	0.000125618	0	9.42e-05	0	0	3.35e-05	0	0	0	0	0	0	3.49e-05	8.37e-06	0	0	0	0	0	0.003284919	0.066997834	0	0.011397071	0	0	0.00334703	0.001330158	0	0	0	0	3.91e-05	0	0	0	0	0.000297297	0.001728648	0	0	0	0.000478745	0.004470616	0	0.007890924	0.001397155	0.000548533	0	4.12e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U44	0	0.001928888	0	0.001849917	0.002487944	0.00114608	0.001452096	0	0	0	0	0	0	0	3.62e-05	0	2.04e-05	3.46e-05	0	0.000236587	0	0.001892693	0	0	0.001705793	0	0.036297126	0	0	0	0	0	0	0	0.000270479	0	0	0	0	0.000141491	0	1.05e-05	0	0	0	0	0	0.000123723	0	0	0	0	0	0	0	0	0	0.000582089	0	0	0	0	0.000904557	0	0	0	0	0.000154324	0.000496536	0.000804855	0	0	0.000649873	0.030229124	0	0	0	0	0	0	0.000340566	0	0	0.000750233	0	0.007817888	0	0	0.028245942	0	0.048728947	0	0.00033234	0	0	0	0	0	0	0.047948771	5.92e-06	0	0	0	0	0	0	0	0	0	0	0.002301043	0	0	0	0	3.29e-06	6.91e-05	0	0	0	0	0	0.000769976	0	0.002635029	0.000723909	0.001570553	0	0.003687	0.015904939	0	0	0.00124973	0.123102042	0	0	0.002653785	0	4.8e-05	0	0	0	0	1.61e-05	0	0.000480412	0	1.74e-05	0.007182823	0.000966748	0.000459024	0	0	0	0	3.22e-05	0	0.029520351	0	2.53e-05	0	0	0.000752207	0	3.88e-05	0	4.54e-05	1.71e-05	0	0	0	0	0	0	0	0	0	0	0	0.14939705	0	0	0.000289893	0.001621556	0.014323198	0.001046378	0.006761968	0	0	0.000930881	0.000367548	0	0	0	0	2.93e-05	0	0	0	0	0	0	0	0	0	0.000855858	0.00045343	0.003315503	0.300714761	0	0.000525492	0	0	0.000183939	0	0	0	0	0.021865342	0	0	0	0	0	0.000247774	0	0	0
U45	0	0.004194017	0	0.006832536	0	0.0005312	0	0	0	0.001135917	0	0	0.007241358	0	4.75e-05	5.56e-05	2.73e-05	6.14e-05	0	0	0	0.00012955	0	0	0.007319805	0.000241169	0.019660238	0	7.31e-05	0.00253721	0	0	0	0	0	4.48e-05	0.003489784	0	0	0	0	1.03e-05	0	0	0.001060607	0	0	0	0	0	0.019152348	0	0.001126503	0	1.21e-05	0	0.000831093	0.000695267	0.001129641	0	0.00071006	0	0.002449349	0	5.51e-05	0	0	0	0.001213019	0.002371798	0.001173572	0	0.001119331	0.116323449	0	0.001693565	0	0	0	0	0	0	0.00098485	2.42e-05	0.00109109	0.013671347	0	0	0.012996252	0.003197512	0.00610051	0	0	0.003223512	6.14e-05	0.000138964	0	0	0.000427202	0.049173457	0	0	0	0	0	0	0	0	0.000966471	0	0	0.00340013	0	0	0	0	0	0.001130089	0	0	0	0	0	0.003676265	0.004213741	0.008571376	0	0.003780263	0	0.018703629	0.054524011	0.000596648	0	0.002958136	0.346329585	0	0	1.97e-05	0	0.00022817	3.5e-05	0	0	0	3.94e-05	0	0	0	3.59e-05	0.021476629	0.00177784	0.001909183	0.002396453	0	0	0	0.000889368	0	0.023036162	0	4.12e-05	0	0	0.003790125	0.00321365	6.95e-05	0	0.003074238	2.73e-05	1.3e-05	0	0	0.001876908	0	0	0	0	0	0	5.2e-05	0.000310651	0	0.00014524	6.72e-06	0.002163801	0.054054672	1.08e-05	0.015156018	0	0.000597544	0.000631165	0	0.000421822	0.000395823	0	0	0.000120136	0	0	0	0.001107676	6.05e-05	0	0	0	0	0.000339341	0.000488166	1.48e-05	0.00630268	0	0.001091538	0	0	1.66e-05	0	0.001212123	0	0	0.005932857	0	0	0	0	0	0.000196342	0	0	0
U46	0	0.000116032	0	0.00205193	0.000294418	1.16e-05	0	0	0	0.001799938	0	0	0.000749224	0	3.41e-05	0.001974789	2.19e-05	4.85e-05	0	0	0	0.001418737	0	0	0.030224176	0.000313704	0.005196679	0	0	0.000491447	0	0	0	0	0.000236242	0	0	0	0	0	0	8.04e-06	0	0	0.055202818	0	0	0	0	0	0.002974719	0	0	0.000259384	8.04e-06	0.001322312	0.000577587	0	0	0	0	0	0.000218885	0	0	0	0	0	0	0.00174819	0.000282205	0.000417843	0.001628301	0.048246057	0	0.000521339	0	0	1.03e-05	0	0	0.000412379	0	0.000238813	0.001243243	0.01729612	0.000181601	0.003880795	0.007119077	0.250777027	0.005977402	0	0.000128246	0	0.003788227	0	0	0.000267741	0.001456343	0	0	0	0	0	0	0	0	0.000857542	0	0	0	0.000951074	0	0	0	0	0	0.077762471	0	0	0	0.000991573	0	0.003546842	0.001016322	0.003512772	0.000378308	0.002077964	0	0.009517494	0.018690108	0.000161352	0	0.002394561	0.153829465	0	0.000142067	0	0	5.82e-05	0	0	0	0.000278026	0.000486948	0	0	0	2.19e-05	0.001256743	0	0	6.27e-05	0	0	0	0.000130817	0	0.004554486	0	3.99e-05	0	4.95e-05	0.001051035	0	4.95e-05	0	6.4e-05	1.67e-05	0	0	0	0.011274684	0.003594734	0	0	0	0	0	0	2.99e-05	0.000101247	0	8.36e-05	0.000355488	0.020504831	0.00044452	0.002262137	0	0	0.000221778	0	0	0	0	0	2.8e-05	0.001341275	0	0	0	0.000809329	0	0	0	0	0.000439378	0.001830151	0.00012246	0.002884722	0	0.000131781	0	0	9e-06	0.000445163	0.000227885	0	0	0.001260278	0	0.00013371	0	0	0	0.000280276	0	0	0
U47	0	0.000242086	0	0.000224597	0	0.000473977	0	0	0	0	4.81e-06	0	0	0	1.01e-05	5.88e-06	9.13e-06	1.71e-05	0	0	0	0	0	0	0.772821722	0.026922215	0.003574084	0	0	0	0	0	0	0	0.000222898	0	0	0	0	0	0	4.18e-06	0	0	6.27e-05	0	0	0	0	0	0.001011183	0	0	0	3.54e-06	0	5.38e-06	0.00042243	8.94e-05	0	0	0	0.000241591	0	0	0	7.08e-07	0	0	0.000486014	0	0	0.00021872	0.019370805	0.000149826	0	0	0	0	0	0	0	1.82e-05	0.000357571	0.000581106	0	0	0	2.17e-05	0.000283508	0.003128289	0	4.8e-05	0	2.19e-06	0	0	0	0.000117467	0.006102149	0	3.47e-06	0	0.000123203	0	0	0	0.000438644	0	0	8.21e-06	6.74e-05	0	0	0	0	1.27e-06	6.33e-05	0	0	0	0	0.001021379	0.001245198	0.000146215	9.09e-05	0	0.000512637	0.000396869	0.002693468	0.010054409	0.000103377	0	0.000757839	0.06700461	0	5.91e-05	2.12e-06	0	1.73e-05	2.55e-06	0	0	0	2.49e-05	2.34e-06	0	0	0.000138284	0.001267289	0	6.02e-06	0.000455284	0	0	0	1.2e-05	0	0.001433684	0	1.2e-05	0	0	5.47e-05	0	1.81e-05	0	1.9e-05	0.00071663	2.76e-06	0	0	0	0	0	0.000178361	0	9.91e-07	0	0	0	0	0	6.21e-05	0.000234652	0.010977722	0	0.001529414	0	0	0.000134036	0	0	0	0	0	6.94e-06	0	0	0	0	0.000200948	0	1.13e-06	0	0.000158393	0.000470932	0.000356792	0	0.001195917	0	9.38e-05	2.4e-05	0	2.76e-06	1.91e-06	0	0	5.88e-06	0.009539506	0.000106776	0	0	0	0.000116193	0.000160305	0	0	0
U49	0.000735806	0	0	0.007831991	0	0.004045656	4.73e-05	0	0	0	0	0.004317751	0	0	0.000146906	6.32e-05	7.79e-05	0.002508894	0	0	0	0	0.00072367	0.000455408	0.00628501	0	0.007171554	0	0	0.001290854	0	0	0	0	2.87e-05	0	0	0	0	0	0	0.000694289	0.001411572	1.92e-05	0	0	0	2.55e-05	0	0.001057082	0.005338426	0	0	0	3.51e-05	0	0.001748817	2.87e-05	0.001399437	0	0	0	0.000347464	0	0.000100918	3.39e-05	6.39e-06	0	0	0.002742027	0	0.002871687	0.000617004	0.086215134	0	0.000820756	0	0	0	2.43e-05	0	0	0.001564227	0.000958719	0.004699706	0	0	0	0.010379847	0.056201657	0	0	0	0	0	0	0	0	0.000513531	0	1.41e-05	1.21e-05	0	0.000666185	0	0	0	0.00156742	0	0	0	0.023331822	0	0	0	0	0	0.000133493	0.000477763	0	0	0	0.002728614	0.007564367	0.000237604	0.005542178	0.001847818	3.39e-05	0	0.028631925	0.033716779	0.000215249	0.001183549	0.006127246	0.47021774	0	0	0	0	0.00409867	2.17e-05	0	0	0	5.68e-05	0	0	0.001916162	8.94e-05	0.013926662	0	0.002593205	0.007377861	0	2.49e-05	0	0.000401755	4.34e-05	0.000581236	0	8.81e-05	0	0	0.002128855	0	0.000134131	0	0.000164151	0.000111776	4.66e-05	0	0	0	0	0	0	0.000568461	0	0	0	0	0	0	1.53e-05	0.005567088	0.049178286	2.75e-05	0.018151798	0	0	0.000458601	0	0	1.21e-05	0	0	9.26e-05	0	0	0	0	0.001622989	0.001101154	1.41e-05	0	0	0.003809329	0.002885739	0	0.002359434	0	3.07e-05	0	0	2.36e-05	0.00051928	0	0.001569975	0.002297478	0.016524338	0	0	0	1.72e-05	0	0.000991294	0.000238881	0	2.04e-05
U50	0	0	0	0.003360795	0.000830239	0.00150367	4.92e-05	0	0	0	0	0	0	0	6.99e-05	0	4.83e-05	0.000100442	0	0	0	0	0	0	0.000262761	0	0.037315416	0	0	0.003883349	0.001311685	0	0	0	0.001682516	0	0	4.75e-05	0	0	0	1.95e-05	0.002814083	2.29e-05	0	0	0	0	0	0.000441184	0.004444047	0	0	0	2.16e-05	0	0.003324771	0.003700688	0	0	0	0	0.000484412	0	0	0	0	0	0	0.0010574	0.001107833	0	1.23e-05	0.066658586	0	0.001438403	0	0	2.46e-05	1.1e-05	0	0	0	0	0	0.021097569	0	0	0.039526844	0	0.015226561	0	0	0	0	0	0	0.00039287	0.000499245	0.035585009	9.75e-06	0	0.000762006	0.00014028	0	0.000850582	0	0	0	0	0	0.005227244	0	0	0	0	7.2e-06	3.77e-05	0.001959263	0	0	0	0	0.002828916	0.003386223	0.004143567	0	0.002680583	0	0.017176076	0.028833753	0	0	0.002448761	0.467395842	0	0	0	0	4.87e-05	2.2e-05	0	0	0	0.000520012	0	0	0	2.29e-05	0.020496609	0.003469289	0.000329722	0.001497736	0	0	0	0.002236009	3.31e-05	0.041942124	0	0	0	0	0.000298361	0	8.09e-05	0	6.95e-05	1.86e-05	0	0	0	0	0	0.001861787	0	0	0	0	0	0	0.001004	0	0.000388632	0.004021935	0.027744992	0	0.017991059	0	7.59e-05	0.003245943	0	0	0.000834053	0	0	3.69e-05	0	0	0	0	0.00094721	0	0	0	0	0.000587821	0.004726303	0	0.007573866	0	0.000924324	0	0	0	0.000805658	0	0.000411941	1.86e-05	0.034836141	0	0	0	0	0.000373375	0.000213599	0	0	0
