feature	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	F13	F14	F15	F16	F17	F18	F19	F20	F21	F22	F23	F24	F25	F26	F27	F28	F29	F30	F31	F32	F33	F34	F35	F36	F37	F38	F39	F40	F41	F42	F43	F44	F45	F46	F47	F48	F49	F50	F51	F52	F53	F54	F55	F56	F57	F58	F59	F60	F61	F62	F63	F64	F65	F66	F67	F68	F69	F70	F71	F72	F73	F74	F75	F76	F77	F78	F79	F80	F81	F82	F83	F84	F85	F86	F87	F88	F89	F90	F91	F92	F93	F94	F95	F96	F97	F98	F99	F100	F101	F102	F103	F104	F105	F106	F107	F108	F109	F110	F111	F112	F113	F114	F115	F116	F117	F118	F119	F120	F121	F122	F123	F124	F125	F126	F127	F128	F129	F130	F131	F132	F133	F134	F135	F136	F137	F138	F139	F140	F141	F142	F143	F144	F145	F146	F147	F148	F149	F150	F151	F152	F153	F154	F155	F156	F157	F158	F159	F160	F161	F162	F163	F164	F165	F166	F167	F168	F169	F170	F171	F172	F173	F174	F175	F176	F177	F178	F179	F180	F181	F182	F183	F184	F185	F186	F187	F188	F189	F190	F191	F192	F193	F194	F195	F196	F197	F198	F199	F200	F201	F202	F203	F204	F205	F206	F207	F208	F209	F210	F211	F212	F213	F214	F215	F216	F217	F218	F219	F220	F221	F222	F223	F224	F225	F226	F227	F228	F229
U18	0	0	0	0.000748819	0	0	0	0	0	0	0	0	0	0	0.000110539	0	3.74e-05	5.91e-06	0	0	0	0	0	0.131726237	0	0	0.00070526	0	0	0.000529054	0	0	0	0	0.00036051	0	0	0.011665683	0.00053978	0	0	7.88e-06	0	0	0.005609028	0.000358321	0	0	0	0	0.00629021	0	0	0	0.000172266	0	0	0	0	0	0	0.000157381	0.000100689	0	0.0114851	0	0	0	0	0.000658856	0	0	0	0.025852966	0	0	0	0	0	0	0.000138994	0	0	0	0	0	0	0	0.006318228	0	0	0	0	0	0	0	0	0	7.84e-05	0	0	3.5e-06	0	0	0	0.000700444	0	0.016318166	0.000581807	0	0	0.005972602	0.000360948	0	0	0	0	0.000357446	0.009951564	0	0	0	0	0.001181562	0	0.001530909	0	0.00052796	0	0.007035745	0.011750393	2.91e-05	0	0.001374403	0.158886845	0	0	0	0	0.001057233	0.000176206	0	0	0	0.002273161	0	0	0	0.001510333	0.00337264	0	0.000688843	0.000756042	4.6e-06	0.00207244	0.000531024	0.041988798	0.001285097	0.00287423	0	0	0.000598223	0	0.001058328	0.009353998	0.013113633	0.000383056	0	0	0.002750996	0.001494136	0.001788322	0	0	0	8.21e-05	0	0	0	0	0.015388326	0	0.000411949	0	0.000560137	0.029463757	0.000412387	0.001884852	0	0	0.000364669	0	0	0	0	0	0	0.001128153	0.003028547	0.037373088	0	0	0	0	0	0	0.0002955	0.0005516	0	0.003563292	0	0.001649984	0	7e-06	0	0	0	0	0	0.008594891	0	0	0.000911672	0.000415889	0	0.000154973	0	0	0
U19	0.000302843	0.001514216	0	0.006738262	0	0.000501584	0	0	0	0	0	0	0	0	9.57e-05	0	0.000152473	5.78e-05	0	0	0	0.035917421	0.001525783	8.94e-05	0	0	0.029208601	0.000463729	0	0.000850695	0	0	0	0	0.000251318	0	0	0.002464808	0	0	0.000231339	9.04e-05	0.00120927	0	0	0	0.000895911	0	0	0	0.035954224	0.000488966	0	0	0	0.001220837	0.00061515	0	0	0	0	0	0.000298637	0.086554285	0	0	0	0	0.00057414	0.003191421	0	0	0.001078879	0.058711633	0	0	0.000263936	0.000200844	0	0	0	0	0	0	0.002036831	0.00954482	0	0	0.006974859	0	0.018512346	0.000368039	0.002249242	0	0	0	0	0.000140906	0.001265002	0.01391712	0	0.000165092	0	6.31e-05	0	0.000917994	0	0.002277634	0	0	0	0	0	0	0	0	0	0.004535288	0	0	0	0.024011895	0	0.006618387	0.00205681	0.001513165	0	0.001637246	0.000429028	0.015639541	0.025130733	0	0	0.003076803	0.244203128	0	0	0	0.006394409	0	0	0	0	0	0.000808634	0	0	0	0	0.016876151	0.000985292	0.001859121	0.000208205	0	0.001104116	0.004158837	0.002599405	0	0.015283069	0.004061044	0	0.000586759	0	0.001700339	0	0	0	0.000174555	0	0	0	0	0.003809726	0.004356526	0	0	0	0	0	0	0	0.000128288	0.000266039	0.000119875	0.002775012	0.028952026	0	0.018814137	0	0.000155628	0.001298651	0.000324926	0.000154576	0.001198755	0.000399585	0	0	0.000495275	0.001453227	0	0	0	0.000701377	0	0.000682449	0	0.000477399	0.000974777	0	0.008468044	0	0.000229236	0	0	0	0.000125133	0	0	0	0.015243111	0	0	0	0	0	0.00015037	0	0	0
U20	0.000279864	0	0.001149826	0.003673743	0	0	0.010903957	0.001684792	0	0	0	0	0.001250745	0	3.27e-05	0	0	0	0	0	0	0.000570942	0	1.92e-05	0	0	0.046337377	0	0	0.001572659	0	0	0	0	0.000869962	0	0	0	0	0	0.001232056	0.000917618	0	0	0	0	0	5.75e-05	0	0	0.007105933	0.001449313	0	0	0	0	0	0.001241868	0	0	0	0	0	0	0.002536999	0	0	0	0	0.003727006	0.000962004	0	0.000500392	0.044177891	0.001320828	0	0	0.000471424	0	0	0	0.000294348	0	0.000110731	0.003232221	0.0109974	0	0	0.061741587	0	0.028185452	0	0	0	0	0	0	0	0	0.075281593	1.54e-05	1.21e-05	0	0	0	0.000558794	0	0	0.00255195	0	0	0.004434375	0	0	0.000391062	0	3.74e-06	0	0	0	0	0	0	0.004126945	0	0.003270533	0	0.002589795	0	0.012186473	0.0192027	0	0	0.004466146	0.415847788	0	0	0	0	6.17e-05	1.68e-05	0	0	0	2.71e-05	0	0	0	0	0.004390924	0.001021341	0.002539802	0.002281898	1.64e-05	0	0	0.005359469	2.85e-05	0.043255133	0	0	0	0	0	0	0.001669841	0	0	0	0	0	0	0	0	0.002471588	0	0	1.92e-05	0	0	0.000673263	0	0.000407882	0.000712509	0.002666419	0.033347288	0.001756276	0.029825858	0	0	0.001593684	0.000416759	0.001010595	0	0	0	1.12e-05	0	0	0.001901114	0	0	0	0	0	0	0.000869962	0.003136441	0.000193429	0	0	0.001560511	0	0.000786797	0	0.000615795	0.001195613	0	0	0.040200923	0	0.000513006	0	0	0	0.000240151	0	0	0
U21	0.000614175	0.001091195	0	0.002379057	0	0	3.39e-05	0	0.011682347	0	1.3e-05	0.002535739	0.002791452	0	5.49e-05	0	0	0	0	0	0	0	0	0.000142734	0	0	0.005855354	0.000425878	0	0.007588621	0	0	0	0	0.000814096	0	0	0	0	0	0	0.000570007	0	0	0	1.35e-05	0	0	0	0.000380779	0.016446971	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001961083	0	0	0	0	0	0	0	0	0.019422071	0	0	0	0	0	0	0	0	0	0.000981007	0.002513888	0	0	0	0.01579932	0	0.019238423	0	0	0	0	0	0	0	0.000628588	0.031153236	7.07e-05	1.67e-05	0	0	0	0	0	0	0	0	0	0.002691027	0	0	0	0	0	0	0	0	0	0	0	0.001764882	0.002895597	0.000468651	0	0	0	0.00396494	0.005484803	0	0	0.000854545	0.590891888	0	0.000220378	0.000473301	0	0.014853184	3.12e-05	0	0	0	0	0	0	0	0	0.005803747	0	0.000701118	0.00259804	0	0	0	6.93e-05	0	0.026386753	0	0	0	0	0	0	9.48e-05	0	4.56e-05	0	0	0	0	0	0	0	0	0	2.74e-05	0	0	0	0	0	0	0.000538856	0.100596415	0	0.004144404	0	0	0	0	0	0.000802473	0	0.000692749	1.3e-05	0	0	0	0	0	0	0	0.000952181	0	0.001221376	0.003544177	0	0	0	0.003227093	0	0	0	0	0	0	0	0.001547294	0	0	0	0	0	0.000810377	0	0	0
U22	0	0	0	0	0	0	0	0	0	0	0	0	0.002466972	0	5.51e-05	0	0	3.3e-05	0	0	0	0	0	0	0	0	0.004090818	0	0	0.007371549	0	0	0	0	0	0	0	0	0	0	0.001190657	3.79e-05	0	0.001278763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000102791	0	0	0	0	0	0	0	0.040810283	0	0	0	0	0	0	0.000736665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000996089	0	0	0.000203134	2.69e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004691653	0	0	0.007047269	0	0	0.002172062	0.012281019	0	0	0.005699979	0.649992168	0	0	0	0	0	2.81e-05	0	0	0	0	0	0	0	0	0.004789549	0	0.002490223	0.002487775	0	0	0	0.000837009	0	0.008865682	0	0	0.004394295	0	0	0	0.000151738	0	0	0	0	0	0	0	0	0	0.001250618	0	0	0	0	0	0	0	0	0.001835545	0.185418186	0	0.004966985	0	0	0	0	0	0.001392567	0	0	0	0	0.007720302	0	0	0	0	0	0	0	0.000832114	0.003301534	0	0	0	0.001319145	0	0	0	0	0.002799818	0	0	0	0	0.001462317	0	0.001634859	0.000756245	0	0	0	0
U23	0	0	0	0.007218945	0	0	0.000115277	0	0	0	0	0.005441416	0	0	0.000172513	0	0	5.48e-05	0	0	3.06e-05	0	0	0	0	0	0	0.011661558	0.000118502	0.003103622	0	0	0	0	0.000210401	0.001204367	0	0	0	0	0	0.000831126	0.004328142	2.82e-05	0	0	0	5.72e-05	0	0	0.026899941	2.26e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000776309	0	0.003846879	0	0	1.13e-05	0.05320576	0	0	0	0	0	0	0	0.001021374	0	0.002122555	0.004718312	0.01274178	0.002781974	0	0	0	0	0	0.002497408	0	0	0.00025877	0.000657001	0.000933505	0	0	4.76e-05	4.35e-05	0.000370016	0	0	0	0	5.8e-05	0.00467075	1.85e-05	0	0.006873113	0	0	0	0	1.21e-05	0	0	0	0.002399866	0	0	0.001275307	0.006794917	0	0	0	0	0.014373399	0.027810874	0	0	0.00277875	0.658648304	0	0	4.11e-05	0.018611254	4.68e-05	8.14e-05	0.000676348	0	0	0.001475228	0	0	0	0	0.008004121	0.002032268	0.002881935	0.001237418	0	0	5.56e-05	0.000112053	0	0.004242692	0	0	0	0	0	0	0.000200728	0	7.9e-05	0	0	0	3.55e-05	0	0	0	0.004927101	0	4.92e-05	1.37e-05	0	0	0	0	0	0.001676762	0.049463678	0	0.006853765	0	0	0	0	0	0	0	0.001182601	0	0	0	0	0	0.001361563	0	0	0	0	0.003888798	0.005129441	0	0.003639703	0	1.93e-05	0	3.47e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U24	0	0.00191751	0	0.002883862	0	0.001583845	0.001938174	0	0	0	0	0.003757226	0	0	6.75e-05	2.67e-05	0	0	0	0	0	0.002092547	0	0.002071883	0	0	0.014552412	0	4.25e-05	0	0	0	0	0	0.000740262	0	0	0	0	0	0	0.000584066	0	0	0	0	0	0	0	0	0.012912652	0.001171778	0	0.00031604	0	0	0	0.001167524	0.000528151	0	0	0	0.001667109	0	0	0	0	0	0.000729322	0.003520196	0	0	0.003188354	0.100500011	0	0	0	0	0	0	0	0.0009779	0	0.000309354	0	0.01527748	0	0	0.010765406	0	0.031802709	0	0.000782806	0	0	0.000161666	0.00013067	6.02e-05	0.001008896	0	1.88e-05	0	0	4.19e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1e-05	0	0	0	0.000199348	0	0.006445386	0.001300625	0.004100007	0	0.002415272	0	0.034905367	0.033782819	0	0	0.004001549	0.466243619	0.001139566	0	0	0.000898282	0	0.000605945	0	0	0	0	0	0	0	8.14e-05	0.009845244	0	0.002883862	0.010293777	0	0	0.002060336	3.77e-05	0	0.015019178	0	0	0	0	0	0	0.000117907	0	0	0	0	0	0	0	0	0	0	0	1.58e-05	0	0	0	0	5.47e-05	0.000607769	0.002534395	0.057840124	0.00026681	0.012566224	0.000486823	0	0.002346595	0	0.00058832	0	0	0	0	0	0.000691033	0	0	0	0.000698934	0	0.000778552	0	0.002530141	0.003656336	0	0.012247753	0.000692856	0.002341125	0	0	0	0.00056097	0	0	0	0.02540959	0	0.000901321	0	0	0.000654567	0.000336096	0	0	0
U25	0	0.000947406	0	0.006297573	0	0	0	0	0	0	0	0.001557362	0	0	0.000129886	0	0	0	0	0	0	0	0	0	0	0	0.01371446	0	0	0.002081364	0.002124659	0	0	0	0	0	0	0	0	0	0	0.00062842	0.001458674	2.55e-05	0	0.000391569	0	0	0	0	0.006144766	0.001293769	0	1.02e-05	0	0	0.002229714	0.002647387	0	0	0	5.86e-05	0.001394367	0.05531308	0	0	0	0.000477523	0.000122246	0.00228065	0	0	0.003822094	0.085442871	0.001666237	0	0	0	0	0	0	0	0	0	0.000948679	0	0.001086842	0	0	0	0	0	0	0	0	0	2.8e-05	0	7e-06	0	3.31e-05	1.59e-05	0.001157516	0	0	0	0	0	0	1.85e-05	0	0.008697922	0	0	0	0	1.08e-05	0	0.000634787	0	0	0	0	0.006480305	0.003198131	0.002756899	0	0.001095756	0	0.018702347	0.024177944	0.000595949	0.002052712	0.00462879	0.558905008	0.001301409	0	0.003657826	0	0	5.6e-05	0	0	0	3.12e-05	0	0	0.00090602	0	0.017449327	0	0.002020241	0.002106831	0	0	0	5.22e-05	0	0.004616692	0	0	0	0	0	0	0.000165541	0	0.002886149	0	1.85e-05	0	0	0	0	0	0	0	0.000667259	0	0	0	0	0	0.000312618	0.001258114	0.049924711	0.000570481	0.005836604	0.000460332	0	0.002965736	0.000799055	0	0	0	0	3.44e-05	0	0	0	0	0	0.000834073	0	0.002003686	6.37e-06	0.003368766	0.004301527	0.000462242	0.004803245	0.000786958	0.000553927	0	0	0.001060738	0.000538009	0	0	0	0.015243807	0	0	0	0	0.000453965	0	0	0	0
U26	0	0	0	0.001557275	0	0.00112243	7.39e-05	0.003431854	0.004113921	0	0	0.00286181	0	0	0.000141821	0.000123611	6.73e-05	0.000199212	0	0	0.000583288	0	0	1.27e-05	0	0	0.016201839	0	0	0	0.002276866	0	0	0	0	0	0	0	0	0	0.00032503	0	0	3.81e-05	0	0	0	0	0	0	0.015963447	0	0	0	2.21e-05	0	0.00204344	0	0	0	0	0	0.001924244	0	8.72e-05	0.00018652	0	0.000253292	0	0.002361297	0	0	0.00190493	0.059392762	0	0	0	0	4.47e-05	3.2e-05	0	0	0	0	0	0	0	0	0	0	0	0	8.83e-06	0	0	0	0	0	0	0	1.88e-05	9.38e-06	0	0	0	0	0	0	0	0	0	0.000568941	0	0	0	0	6.07e-06	4.19e-05	0.000302957	0	0.000232874	0	0.00335239	0.012943812	0	0.00367135	0.001031377	0.000850928	0.00254285	0.015349256	0.019733023	0	0	0.006242895	0.646700034	0	0	1.88e-05	0	0.000100434	5.63e-05	1.66e-05	0	0	6.18e-05	0	0	0	6.46e-05	0.005174545	0.001924244	0.000411668	0.003302725	3.04e-05	0	0	0.000193142	3.26e-05	0.001932522	0	0.0001203	0	6.95e-05	0.000543004	0	0.000145684	0	0.000183209	5.3e-05	1.6e-05	0	0	0	0	0	0.001265355	0	1.43e-05	2.54e-05	0	0	0	0.000654475	0	0.000723454	0.044680875	0.000501065	0.008295165	0	0	0	0	0	0	0	0	6.4e-05	0	3.37e-05	0	0	0	0	2.1e-05	0	0	0.00153465	0.002352467	0	0.010975973	0	0.002784001	0	0	3.15e-05	0	0	0	0	0.015445275	0	0	0	0	0	0.000294127	0	0	0
U27	0	0	0	0.003365977	0	0.001102734	0	0	0.00015691	0	0	0	0	0	2.47e-05	2.54e-05	0	3.3e-05	0	0	0	0	0	0	0	0.004135355	0.020460218	0.000567577	0	0	0	0	0	0	0.000860614	0	0.001095875	0	0.000696015	0	0.00023152	0	0	5.2e-06	0	0	0.002053545	0	0	0	0.011471879	0	0	0	3.95e-06	0	0.000646344	0	0	0	0	0.000305922	0	0	0	0.156959556	0	0	0.000515413	0.001456456	0	0	0	0.040954311	0	0.000237339	0	0	4.74e-05	2.87e-05	0	0	0	0	0	0	0	6.32e-05	0.008439674	0	0.006986127	0	0	0.001838859	0	0	0	6.3e-05	0	0	4.99e-06	4.16e-06	0.000784342	0	0	0	0	0	0	0	0	0.004774633	0	0	0	0	3.95e-06	0	5.69e-05	0	5.17e-05	0	0	0.002207545	0.000907168	0.001011289	0	0	0	0.008568942	0.011796298	0	0.00041711	0.001250499	0.176469378	0	0	0	0	1.97e-05	1.16e-05	0.000614546	0	0	0.000216141	0	0	0	2.47e-05	0.004722884	0	0	0.001240731	0	0.00103041	0	0.002850772	0	0.014813332	0	3.78e-05	0	0	9.52e-05	0	3.01e-05	0	2.97e-05	0	9.98e-06	0	0	0.011398724	0.006219866	0	2.47e-05	0	0	0	0	0	0	0	1.77e-05	0.000926911	0.023866097	0	0.002953647	0	0	0	0	0	0	0	0	1.1e-05	0	0	0	0	0	0.00062764	1.21e-05	0	0	0.000988636	0.001015238	0	0.002385654	0	0.000595426	0	0	0.000247107	0.002010317	0	0	0	0.01911869	0	0	0	0	0.000196813	4.24e-05	0	0	0
U28	0	0.002788798	8.81e-05	0.006372597	0.000966396	0.001436037	5.62e-05	0	0	0	0	0	0	0	3.29e-05	5.37e-05	0	4.12e-05	0	0	0	0	0	0	0	0	0.023142665	0.000274522	0	0.010640039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002109997	0	0	0	1.4e-05	0	0.000251282	0	0	0	0	0	0	0	0	0.000189309	0	0	0.000434297	0.002131784	0	0.001572088	0.002527348	0.065982669	0	0	0	0	0	0	0	0	0	0	0	0.004819391	0.007412102	0	0	0	0.009788874	0	0	0	0	0	0	0	6.92e-05	0.0166529	0	6.29e-06	0	0.000370871	0	0.000549045	0	0.000456569	0	0	0	0.003513595	0	0	0	0	0	0	0	0	0	0	0	0.003377544	0.000509827	0.001215257	0	0.002554946	0	0.01194874	0.023001289	0	0	0.003016356	0.250175026	0	0	0	0	3.68e-05	0.000361672	0.106789174	0	0	0	0	0	0	3.49e-05	0.015023681	0	0.002974234	0.000880699	0	0	0	0.001012392	0	0.012811041	0.009986898	0	0	0	0.003845249	0	5.66e-05	0	5.71e-05	0	0	0	0	0.002651779	0	0	0	0	0	1.36e-05	0	0.002394687	0.000176721	0.000252735	0	0.002033983	0.02118276	0.000809526	0.013989017	0	0	0.000468189	0	0.000454632	0.001050157	0	0	1.45e-05	0	0	0	0	0.001479128	0.000987699	0	0	0	0.000910717	0.001867429	0	0.000816304	0	0.001126655	0	0	0	0.000441076	0	0	0	0.015782853	0	0	0	0	0.000185436	0	0	0	0
U29	0	0.00750147	0	0.008169023	0	0	0.012102059	0	0	0	1.59e-05	0	0	0	0.000136062	0	0.000114802	0.000149881	0	0	0	0.007859695	0	0	0	0	0.028459238	0	0	0.004667557	0	0	0	0	0	0	0	0	0	0	0.001912306	1.91e-05	0	3.19e-05	0	0	0	0	0	0.000216848	0.002575607	0.000155195	0	0	3.4e-05	0	0	0	0.002033486	0	0	0	0.000603774	0	0	0.000403933	0	0	0	0.005016216	0	0.002482065	0.002243957	0.059081647	0.000393304	0.000977944	0	0	5.53e-05	0	0.000399682	0	0	0.001194793	0	0.005710344	0	0	0.033194827	0	0.002185493	0.000970503	0	0.001348925	0	0	0	9.25e-05	0.001032156	0	0.000344406	0	0	0	0	0.000412437	0.001387193	0	0.002523521	0	0	0.007939418	0	0	0	0	0	0	0.001307469	0	0	0	0	0	0	0.005428653	0.006511833	0.000187085	0	0.016308282	0.022948736	0	0	0.006673406	0.520334329	0	0	0	0	5.21e-05	2.55e-05	0.000204093	0	0	4.57e-05	0	0	0	8.18e-05	0.017304297	0.001733725	0	0	0	0	0	0.00013181	0	0.029869816	0	0.004622912	0	0	0.012663314	0	0.001859157	0	0.000245549	0	0	0	0	0	0	0	0	0.000316769	0	0	0.007150685	0	0.000265746	0.003104973	5e-05	0.00148605	0.026059023	0	0.008368864	0	0	0	0	8.08e-05	0	0	0.000601648	4.15e-05	0.001286209	0	0	0	0	0	0	0	0	0.004249805	0.001679513	0	0.012352923	0	0.005666761	0	0	2.23e-05	0.002417223	0	0	0	0.016800443	0	0	0	0	0	0	0	0	0
U30	0	0	0	0.001260582	0	0	0.0029112	0	0	0	0	0	0	0	2.7e-05	1.81e-05	1.66e-05	3.23e-05	0	0	0	0	0	0	0.045914904	0	0.014660045	0	0	0.000280129	0	0	0	0	0	0	0	0	0	0.000408634	0	2.85e-06	0	8.21e-06	0	0	0	0	0	0	0.002366691	0	0	0	1.17e-05	0	0	0.000580866	0	0	0	0	0.000456048	0.00851764	0	0.328641614	0	0	0	0	0	0	0.001182843	0.022568839	0	0	0	0	1.19e-05	1.02e-05	0	0	0	0	0	0	0.000332737	0.002078519	0	0	0.01540929	0	0.000229532	0	0.001862391	0	0	0	0	0.003104878	4.69e-06	2.01e-06	0.000160002	0	0	0	0	0.000156149	0	0	0	0.002623699	0	0	0	0	2.35e-06	0	0	0	0	0	0	0.001346531	0.001620461	0	0	0	0	0.003129004	0.014098111	0	0.000245281	0.002622526	0.125730481	0.000330559	8.63e-05	0	0.001265106	1.39e-05	4.86e-06	0	0	0	0	0	0	0	2.97e-05	0.002908352	0.000130012	0.000369261	0.000415168	0	0	0	2.5e-05	1.16e-05	0.006734831	0.000203563	0	0	0	9.88e-05	0	4.57e-05	0	4.42e-05	1.17e-05	1.11e-05	0.000872053	0	0.002220259	0	0	0.00027125	0	0	0	0	0	0	0	0.000960348	0.002100802	0.025396604	0.001057354	0.01862927	0.000184463	0	0.00182838	0.000688595	0.000212275	0.001271975	0	0.000195521	1.09e-05	0	0	0	0	0.001136099	0.000329889	7.04e-06	0	0	0.00040411	0.000109069	0	0.005352112	0.000311627	0.000875572	0.000251815	0	3.52e-06	1.54e-05	0	0	0	0.002144028	0	0.000270915	0	0	0	0.000218809	0	0	0
U31	0	0.000505893	0	0.003514363	0.000154281	0.000234935	0.000138114	0	0	0	0	0	4.01e-05	0.000164999	1.92e-05	0	0	2.79e-05	0	0	0	0.000107188	0	0	0	0	0.002094209	0	0	0	0	0.000102092	0.001091386	0	0.000180638	7.22e-05	0	0.000356005	0	0	0.00092375	0	0	0	0	0	5.11e-05	2.57e-05	0	6.78e-05	0.002616268	0	0	0	6.68e-06	0	0.000373753	0.000548768	0.000219999	0	0.000586372	0	0.000102795	0	0	8.19e-05	0	2.93e-05	0.000140926	0.000861019	0	0	0.000513449	0.024461375	0	0.00017115	0	4.94e-05	1.12e-05	0	0	0	0	3.95e-05	0	0	0.000220175	0.742179092	0.017937663	0	0	0.000251804	0	0.000865236	8.28e-05	0	0	0	0.000512921	0.002401365	0	0	0	6.01e-05	7.84e-05	0.000309791	0	0	0	0	0	0.000653496	0	0	0.000475318	0.000144265	0	0	0	0	0	0	0	0.002100359	0.000295031	0.000772106	0	0.001058351	0	0.005066834	0.010610215	2.69e-05	9.07e-05	0.0009176	0.101211384	0.000112987	0	0	9.86e-05	1.28e-05	0.00343652	0	0.000178178	0	8.33e-05	0	0	0	1.19e-05	0.006042245	0.000267267	0.000680732	0.001449323	0	8.08e-06	0	0.000253561	0	0.001490617	0	0	0	0	8.68e-05	0	1.58e-05	0	0	1.05e-05	0	0	0	0	0	0	1.63e-05	0	0	0	0.000282555	0	0	0	0.000169041	0.000289935	0.014531893	0.000130031	0.004689742	0.000112108	0	0.000284312	0.000242667	0	0.000179233	0	0	9.66e-06	0	0	0	0	0.000185207	0.000110351	0	0.000197507	0	0.000175015	0.000680556	0	0.002080327	0	0.000276229	0.00040749	0	8.96e-06	0.000756818	0	0	0	0.003444603	0	0	0	0	8.15e-05	3.6e-05	0	0	0
U32	0	0.002436829	0	0.003647719	0.001655238	0.000539944	0.006311148	0	0	0	3.1e-05	0	0	0	0.000133658	8.05e-05	0.003166196	0.000137199	0	0	0	0	0	0	0	0	0.007595506	0	0.000111529	0	0	0	0	0	0.000828504	0	0	0	0	0	0.004278834	3.01e-05	0	3.1e-05	0	2.12e-05	0	0	0	0.000500997	0.008362049	0	0.001020582	0	6.46e-05	0	4.25e-05	0	0	0	0	0	0.000192964	0	0	0.000112415	8.85e-06	0	0	0.004302733	0	0	0.000675372	0.090151158	0	0	0	0	4.51e-05	2.83e-05	0	0	0	0.001633994	0	0	0	0.133251073	0	0	0	0	0	0	0	0.000153132	0	0	0	0	4.07e-05	1.68e-05	0.000550566	0.001251608	0	0.002283697	0	0.00425405	0	0	0	0.000647048	0	0	0	0	0	0	0.000626689	0	0	0	0	0.00874001	0.002281927	0.007831842	0.003708795	0.001949994	0	0.012671864	0.036347961	0	0	0.002538621	0.492485486	0	0	0	0.000967473	8.94e-05	2.3e-05	0	0	0	0.00284754	0	0	0	4.78e-05	0.007682251	0.000562958	0.001903081	0.001656123	1.86e-05	0	0	0.000127462	0	0.00718745	0	0	0	7.35e-05	0.000554106	0	0.00020093	0	0.000143395	5.4e-05	4.34e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000462936	0.003546812	0.063699218	0	0.014639561	0	0	0.002224392	0	0	0	0	0	5.93e-05	0	0	0	0.000480639	0	0.001807484	2.21e-05	0	0	0.003058207	0.000736448	0	0.008972805	0	0.002161546	0	0	3.28e-05	0.004873658	0	0	0	0	0	0	0.000660325	0	0	0.000163753	0	0	0
U33	0	0	0	0.008453273	0.000255833	0.000471098	0.001579816	0	0	0.000353651	0	0	0	0	5.1e-05	2.42e-05	3.24e-05	5.37e-05	0	0.000332713	0	0.000312757	0.00215593	0	0	0	0.003341527	0.004885683	0	0.005688841	0	0	0	0	0.000382113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000230969	0.006446524	0	0	0	1.34e-05	0	0.013944841	0.0020146	0.0004904	0	0	0	0.000152453	0	0	0	0	0	0.000346126	0.003293763	0	0	0.001331835	0.057617629	0.000301634	0	0	0	1.15e-05	0	6.35e-05	0.000762918	0	0.000340892	0	0	0.000542418	0.000513628	0	0	0	0	0	0	0	0	0	4.32e-05	0.001017115	0.006637908	0	0.000119738	0	0	0	0.001151247	0	0.003332367	0.000737727	0	4.22e-05	0.00540062	0	0	0	0	0	0	0.00263946	0	0	0	0	0.002687878	0.001888647	0.003058214	0	0.000883637	0	0.015170024	0.02195744	0.000252561	0	0.00335036	0.353119686	0.000235876	0	0	0	3.73e-05	0	0.000400434	0	0	0.000391273	0	0	0	3.7e-05	0.014312887	0	0.001770872	0.001612531	0	0	0.001273929	6.58e-05	0	0.004846752	0	6.09e-05	0	5.04e-05	0.000219519	0	8.6e-05	0	8.18e-05	4.58e-05	0	0	0	0	0	0	0	0	0	0	0	0.001481343	0	0	0.000310794	0.003418408	0.02442809	0	0.011612249	0.000363138	0	0.000362811	0.001090397	0	0.00084307	0.000173718	0	2.52e-05	0	0	0	0.000811991	0	0.000663136	0	0.000488765	0	0.000237512	0.00067426	5.89e-05	0.004352753	0	0.000937944	0	0	1.05e-05	0	0	0	0	0.005570085	0.000192692	0	0	0	0.000182878	0.000353651	0	0	0
