feature	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	F13	F14	F15	F16	F17	F18	F19	F20	F21	F22	F23	F24	F25	F26	F27	F28	F29	F30	F31	F32	F33	F34	F35	F36	F37	F38	F39	F40	F41	F42	F43	F44	F45	F46	F47	F48	F49	F50	F51	F52	F53	F54	F55	F56	F57	F58	F59	F60	F61	F62	F63	F64	F65	F66	F67	F68	F69	F70	F71	F72	F73	F74	F75	F76
U18	-14.8338492352103	-16.0493680001435	-13.0898077494806	-16.8886499832816	-15.0957649283838	-6.46282258083381	-9.01680871583933	-4.03448367255703	-16.4824142884841	-6.49438779104545	-16.8574228740114	-7.60636175641116	-11.5996699272785	-15.9202681288458	-17.7310694602423	-15.6044008739448	-15.9783356009776	-14.297752468471	-17.8029787529643	-14.205062244109	-13.6960461644594	-9.74207852999334	-16.351198745392	-16.6706124525133	-14.8819465519187	-13.4518016408061	-7.0785001414237	-6.63010168453992	-17.8111714583686	-15.4083742936213	-8.15671240795406	-9.27269205305143	-8.98261345638411	-15.9834592143757	-9.3470872754038	-16.1539552065063	-4.88156019918415	-12.3246604680614	-15.8771778154292	-14.670512549717	-3.77670799515682	-6.71436903551995	-1.93292283862681	-16.0880227886323	-10.745477471787	-2.33419675657976	-12.3583948581498	-18.4269460701629	-9.3227174078272	-20.7092972235172	-10.3631910414545	-18.6605305707761	-17.6071291412597	-17.2071803300978	-19.6231124496757	-6.43891193071757	-11.8862830734097	-8.25926361237193	-17.0149994355576	-8.65786370780388	-15.7643960503136	-14.270267055359	-16.5870198976351	-6.68138920223446	-7.09563056322696	-13.9910675686947	-17.0089602737891	-17.6907208158969	-16.523352293244	-17.4210571739312	-16.9245579389906	-11.2784741614095	-7.71236717163828	-6.21646976142055	-19.4451697174657	-18.7338988770539
U19	-14.8338492352103	-16.0493680001435	-12.0898077494806	-15.8886499832816	-15.0957649283838	-13.593633447849	-15.6953083185588	-10.0845622689154	-16.4824142884841	-12.4472694202378	-16.8574228740114	-7.99169017665178	-13.7591407390169	-15.9202681288458	-17.7310694602423	-16.1931805212646	-15.9783356009776	-15.4970090510473	-17.8029787529643	-14.205062244109	-13.6960461644594	-15.723196489232	-16.351198745392	-16.6706124525133	-14.8819465519187	-13.4518016408061	-13.0209608429286	-17.7902520967782	-15.4730985139224	-15.4083742936213	-17.2472495550717	-16.2500243696286	-15.9969445794703	-15.9834592143757	-15.264861678251	-11.0391905929522	-16.19574455726	-12.3246604680614	-9.95534379486626	-14.670512549717	-2.16252699080026	-9.64940357024917	-0.488344490727863	-16.0880227886323	-11.6702800656649	-4.47427269382285	-18.9721165880977	-17.1174069050922	-10.8306154722956	-20.7092972235172	-16.1377163698495	-18.6605305707761	-17.6071291412597	-19.6896806154258	-19.6231124496757	-8.4621766394406	-14.1829591141981	-11.1413325029878	-11.1736263215554	-10.6198027968746	-11.9034832835058	-14.270267055359	-16.5870198976351	-10.1320059809846	-10.5129532210847	-10.2127131045402	-17.0089602737891	-17.6907208158969	-16.523352293244	-14.0792812041871	-16.9245579389906	-11.2784741614095	-11.8224959614131	-19.4522548386583	-19.4451697174657	-18.7338988770539
U20	-14.8338492352103	-16.0493680001435	-13.0898077494806	-16.8886499832816	-15.0957649283838	-16.3289637683133	-15.6953083185588	-14.6458258837399	-16.4824142884841	-17.3949151054918	-16.8574228740114	-7.11865134684776	-8.92728477661407	-15.9202681288458	-17.7310694602423	-17.6076965920634	-15.9783356009776	-18.341700093418	-17.8029787529643	-14.205062244109	-13.6960461644594	-9.9390419148286	-16.351198745392	-16.6706124525133	-14.8819465519187	-13.4518016408061	-13.0209608429286	-14.0360816321579	-14.9755553649428	-15.4083742936213	-17.2472495550717	-16.2500243696286	-15.9969445794703	-15.9834592143757	-15.264861678251	-16.1539552065063	-6.69408760324192	-12.3246604680614	-3.92166024927004	-14.670512549717	-3.30028296726937	-4.96785911739125	-9.14012047787191	-16.0880227886323	-7.51751839658063	-0.478794280218271	-16.9436347152268	-20.0227426611677	-6.84978723636514	-20.7092972235172	-16.1377163698495	-18.6605305707761	-17.6071291412597	-14.9344316759067	-19.6231124496757	-4.82314438764384	-16.7157974840359	-15.6606162768645	-17.0149994355576	-14.5735947615788	-15.7643960503136	-14.270267055359	-16.5870198976351	-16.1067711144721	-16.4096969784398	-13.9910675686947	-17.0089602737891	-16.0217455417325	-16.523352293244	-10.0553265397359	-6.99029036190263	-11.2784741614095	-14.2774225391247	-19.4522548386583	-19.4451697174657	-18.7338988770539
U21	-14.8338492352103	-16.0493680001435	-13.0898077494806	-16.8886499832816	-15.0957649283838	-12.6242084355917	-15.6953083185588	-14.6458258837399	-16.4824142884841	-17.3949151054918	-16.8574228740114	-6.01487067947593	-16.2843426216359	-15.9202681288458	-17.7310694602423	-13.6632166393176	-15.9783356009776	-18.341700093418	-17.8029787529643	-14.205062244109	-13.6960461644594	-15.723196489232	-16.351198745392	-8.82671183670048	-14.8819465519187	-13.4518016408061	-13.0209608429286	-13.3854352417053	-17.8111714583686	-15.4083742936213	-17.2472495550717	-16.2500243696286	-15.9969445794703	-15.9834592143757	-15.264861678251	-16.1539552065063	-14.0015681070976	-12.3246604680614	-15.8771778154292	-14.670512549717	-4.053341687669	-12.5434596870288	-9.14012047787191	-16.0880227886323	-6.35226354726638	-0.225034300323434	-17.2189878360425	-17.5326456714397	-7.19876006845153	-20.7092972235172	-16.1377163698495	-10.0846610506618	-17.6071291412597	-15.0233718714839	-19.6231124496757	-4.53018720724658	-11.5883500836256	-15.6606162768645	-17.0149994355576	-14.5735947615788	-15.7643960503136	-14.270267055359	-16.5870198976351	-16.1067711144721	-16.4096969784398	-13.9910675686947	-17.0089602737891	-16.1044544566624	-16.523352293244	-11.7315591142672	-15.3663063150079	-11.2784741614095	-15.1377381606616	-19.4522548386583	-19.4451697174657	-18.7338988770539
U22	-14.8338492352103	-16.0493680001435	-13.0898077494806	-16.8886499832816	-15.0957649283838	-16.3289637683133	-9.72393390237597	-14.6458258837399	-16.4824142884841	-17.3949151054918	-16.8574228740114	-7.15159271341385	-16.2843426216359	-15.9202681288458	-17.7310694602423	-17.6076965920634	-15.9783356009776	-18.341700093418	-17.8029787529643	-14.205062244109	-13.6960461644594	-15.723196489232	-16.351198745392	-16.6706124525133	-14.8819465519187	-13.4518016408061	-13.0209608429286	-14.7906711967467	-17.8111714583686	-15.4083742936213	-17.2472495550717	-16.2500243696286	-15.9969445794703	-15.9834592143757	-15.264861678251	-16.1539552065063	-11.4780751971544	-12.3246604680614	-15.8771778154292	-14.670512549717	-11.7484510339182	-12.5434596870288	-0.673154404009253	-16.0880227886323	-8.14417055752756	-1.59971969651704	-18.9721165880977	-20.0227426611677	-7.62482698199938	-20.7092972235172	-16.1377163698495	-18.6605305707761	-17.6071291412597	-10.9235785942734	-19.6231124496757	-5.34433038889103	-16.7157974840359	-15.6606162768645	-17.0149994355576	-14.5735947615788	-15.7643960503136	-14.270267055359	-16.5870198976351	-16.1067711144721	-16.4096969784398	-13.9910675686947	-17.0089602737891	-17.6907208158969	-16.523352293244	-14.5669396907979	-16.9245579389906	-11.2784741614095	-10.8247277666527	-19.4522548386583	-19.4451697174657	-18.7338988770539
U23	-14.8338492352103	-16.0493680001435	-13.0898077494806	-16.8886499832816	-9.74322119920858	-16.3289637683133	-15.6953083185588	-14.6458258837399	-16.4824142884841	-17.3949151054918	-16.8574228740114	-5.17478772656579	-15.2843426216359	-15.9202681288458	-17.7310694602423	-12.2793632572654	-15.9783356009776	-18.341700093418	-17.8029787529643	-14.205062244109	-13.6960461644594	-15.723196489232	-16.351198745392	-16.6706124525133	-14.8819465519187	-13.4518016408061	-13.0209608429286	-12.5931629915757	-13.5326350352051	-15.4083742936213	-17.2472495550717	-16.2500243696286	-14.5183364889009	-15.9834592143757	-15.264861678251	-16.1539552065063	-13.2832963456997	-12.3246604680614	-15.8771778154292	-14.670512549717	-11.7484510339182	-12.5434596870288	-4.80326292518367	-16.0880227886323	-6.97461597992849	-0.175933077281143	-15.2783198768717	-20.0227426611677	-6.60896492869408	-20.7092972235172	-16.1377163698495	-7.80891939858712	-17.6071291412597	-13.8259316461288	-19.6231124496757	-5.41288322603053	-9.19272215960603	-13.6699846851855	-17.0149994355576	-12.5491170032714	-15.7643960503136	-14.270267055359	-16.5870198976351	-16.1067711144721	-16.4096969784398	-13.9910675686947	-17.0089602737891	-14.2987202130964	-16.523352293244	-11.9688932870791	-16.9245579389906	-11.2784741614095	-13.303989662372	-19.4522548386583	-15.5117884969018	-18.7338988770539
U24	-14.8338492352103	-16.0493680001435	-8.83348117304232	-16.8886499832816	-15.0957649283838	-16.3289637683133	-15.6953083185588	-14.6458258837399	-16.4824142884841	-17.3949151054918	-16.8574228740114	-7.81502116792308	-16.2843426216359	-15.9202681288458	-17.7310694602423	-14.7201213182675	-15.9783356009776	-18.341700093418	-17.8029787529643	-14.205062244109	-13.6960461644594	-15.723196489232	-16.351198745392	-16.6706124525133	-14.8819465519187	-13.4518016408061	-13.0209608429286	-14.5103592113022	-13.4103030796663	-15.4083742936213	-17.2472495550717	-16.2500243696286	-15.9969445794703	-15.9834592143757	-15.264861678251	-16.1539552065063	-18.5113006779358	-12.3246604680614	-7.51453650339383	-14.670512549717	-11.7484510339182	-6.37374913458094	-0.643438250469153	-16.0880227886323	-8.56270882274903	-1.72172581481974	-18.9721165880977	-20.0227426611677	-8.0938808709592	-12.683453345626	-12.3508090016336	-10.3129712267264	-17.6071291412597	-9.90109648899571	-13.1769995651748	-6.216903776126	-16.7157974840359	-15.6606162768645	-17.0149994355576	-14.5735947615788	-15.7643960503136	-14.270267055359	-16.5870198976351	-16.1067711144721	-16.4096969784398	-13.9910675686947	-17.0089602737891	-17.6907208158969	-16.523352293244	-15.056013921071	-16.9245579389906	-10.2784741614095	-18.031593003745	-19.4522548386583	-19.4451697174657	-18.7338988770539
U25	-14.8338492352103	-16.0493680001435	-13.0898077494806	-16.8886499832816	-15.0957649283838	-14.430283140941	-15.6953083185588	-14.6458258837399	-16.4824142884841	-17.3949151054918	-16.8574228740114	-7.49464021474196	-8.72571940307039	-15.9202681288458	-17.7310694602423	-12.8584122644887	-15.9783356009776	-18.341700093418	-17.8029787529643	-14.205062244109	-13.6960461644594	-15.723196489232	-16.351198745392	-16.6706124525133	-14.8819465519187	-13.4518016408061	-13.0209608429286	-13.7779332014542	-8.70298647512579	-15.4083742936213	-17.2472495550717	-16.2500243696286	-15.9969445794703	-15.9834592143757	-15.264861678251	-16.1539552065063	-18.5113006779358	-12.3246604680614	-15.8771778154292	-14.670512549717	-11.7484510339182	-12.5434596870288	-1.38258656543122	-16.0880227886323	-7.59003951710362	-0.801126197209064	-18.9721165880977	-20.0227426611677	-7.5464576344843	-20.7092972235172	-16.1377163698495	-10.1954131163883	-17.6071291412597	-10.783676513878	-19.6231124496757	-5.94272356289484	-16.7157974840359	-15.6606162768645	-17.0149994355576	-14.5735947615788	-15.7643960503136	-14.270267055359	-16.5870198976351	-16.1067711144721	-16.4096969784398	-13.9910675686947	-17.0089602737891	-16.2490234349046	-16.523352293244	-13.0985215823194	-16.9245579389906	-11.2784741614095	-8.3846073252542	-19.4522548386583	-10.5336994954151	-18.7338988770539
U26	-14.8338492352103	-16.0493680001435	-13.0898077494806	-6.89306065835898	-15.0957649283838	-16.3289637683133	-15.6953083185588	-14.6458258837399	-14.8441995372257	-17.3949151054918	-16.8574228740114	-6.22122735854515	-16.2843426216359	-12.7081039358342	-14.3349209026273	-12.3885497944709	-13.2018153731385	-14.0470029527947	-12.6278618808654	-14.205062244109	-13.6960461644594	-15.723196489232	-13.0060020059588	-16.6706124525133	-13.5253952536847	-12.4518016408061	-13.0209608429286	-13.5480216724148	-12.7505285481941	-15.4083742936213	-17.2472495550717	-16.2500243696286	-15.9969445794703	-15.9834592143757	-15.264861678251	-16.1539552065063	-12.8661847146051	-12.3246604680614	-15.8771778154292	-14.670512549717	-11.7484510339182	-5.69443037701128	-9.14012047787191	-16.0880227886323	-6.26057880879018	-0.138789089007995	-14.8181376389341	-20.0227426611677	-7.68687509784358	-20.7092972235172	-16.1377163698495	-18.6605305707761	-17.6071291412597	-15.5673881716362	-19.6231124496757	-5.62892392309416	-16.7157974840359	-13.572374297313	-17.0149994355576	-12.8088302814843	-15.7643960503136	-14.270267055359	-16.5870198976351	-16.1067711144721	-12.2947538836344	-11.8637329398048	-17.0089602737891	-17.6907208158969	-16.523352293244	-17.4210571739312	-13.7728176487145	-8.02185130818714	-12.11798532077	-19.4522548386583	-15.3597329722885	-18.7338988770539
U27	-14.8338492352103	-16.0493680001435	-6.62154730877802	-4.55032514425822	-15.0957649283838	-7.38652362634905	-15.6953083185588	-14.6458258837399	-16.4824142884841	-17.3949151054918	-16.8574228740114	-5.89545534856066	-16.2843426216359	-2.84652123874992	-17.7310694602423	-14.8196117786715	-15.9783356009776	-14.6068569684011	-15.0206061342061	-14.205062244109	-13.6960461644594	-15.723196489232	-16.351198745392	-16.6706124525133	-14.8819465519187	-13.4518016408061	-13.0209608429286	-17.7902520967782	-15.3359175916826	-15.4083742936213	-16.2472495550717	-16.2500243696286	-15.9969445794703	-5.3021661417079	-15.264861678251	-16.1539552065063	-7.5408639136213	-12.3246604680614	-15.8771778154292	-14.670512549717	-3.6330755412507	-5.29342869144512	-9.14012047787191	-16.0880227886323	-9.15090046424798	-1.62608045035453	-18.9721165880977	-20.0227426611677	-8.74695180019034	-10.9283385350981	-11.9950555519849	-9.47292140427584	-17.6071291412597	-10.9138940513277	-19.6231124496757	-6.00770630074487	-16.7157974840359	-15.6606162768645	-17.0149994355576	-14.5735947615788	-15.7643960503136	-14.270267055359	-16.5870198976351	-16.1067711144721	-16.4096969784398	-13.9910675686947	-17.0089602737891	-17.6907208158969	-16.523352293244	-17.4210571739312	-16.9245579389906	-11.2784741614095	-9.15450850138045	-10.5411393238641	-12.4215621693546	-10.1669830564583
U28	-14.8338492352103	-16.0493680001435	-13.0898077494806	-16.8886499832816	-6.27878750405603	-8.69543362699861	-15.6953083185588	-14.6458258837399	-16.4824142884841	-17.3949151054918	-16.8574228740114	-8.43515724287443	-16.2843426216359	-12.1126196559015	-13.838970532494	-13.091910433989	-12.85787043057	-18.341700093418	-17.8029787529643	-14.205062244109	-13.6960461644594	-15.723196489232	-16.351198745392	-16.6706124525133	-14.8819465519187	-13.4518016408061	-13.0209608429286	-13.374000395794	-13.1170767419193	-15.4083742936213	-17.2472495550717	-16.2500243696286	-15.9969445794703	-15.9834592143757	-15.264861678251	-16.1539552065063	-8.21128285585828	-12.3246604680614	-15.8771778154292	-14.670512549717	-11.7484510339182	-4.41431059421715	-9.14012047787191	-16.0880227886323	-5.15929648100172	-0.290531319566534	-18.9721165880977	-20.0227426611677	-7.11106957529609	-8.55432427795038	-10.7013817734234	-8.89959280334975	-17.6071291412597	-15.4864773269662	-9.11401509652798	-5.0536211795021	-16.7157974840359	-15.6606162768645	-17.0149994355576	-14.5735947615788	-15.7643960503136	-14.270267055359	-16.5870198976351	-16.1067711144721	-16.4096969784398	-7.6638809698347	-17.0089602737891	-17.6907208158969	-16.523352293244	-17.4210571739312	-13.6919068040446	-11.2784741614095	-12.5564493034635	-7.28170233383619	-11.3135888026911	-18.7338988770539
U29	-14.8338492352103	-16.0493680001435	-13.0898077494806	-16.8886499832816	-15.0957649283838	-16.3289637683133	-15.6953083185588	-14.6458258837399	-16.4824142884841	-17.3949151054918	-16.8574228740114	-8.59084518907297	-12.530973168789	-11.9614035560999	-17.7310694602423	-12.8104840896412	-15.9783356009776	-13.0942457062227	-17.8029787529643	-14.205062244109	-13.6960461644594	-15.723196489232	-16.351198745392	-16.6706124525133	-14.8819465519187	-13.4518016408061	-13.0209608429286	-9.01692734948878	-12.8594376525239	-15.4083742936213	-17.2472495550717	-16.2500243696286	-15.9969445794703	-15.9834592143757	-15.264861678251	-16.1539552065063	-13.56005626326	-12.3246604680614	-5.28857182104435	-14.670512549717	-2.43212674067549	-5.75763322009355	-9.14012047787191	-16.0880227886323	-7.05182781125283	-0.488479533777274	-18.9721165880977	-20.0227426611677	-7.31237439541605	-20.7092972235172	-16.1377163698495	-18.6605305707761	-17.6071291412597	-10.3082265765089	-19.6231124496757	-5.96553193499983	-16.7157974840359	-15.6606162768645	-17.0149994355576	-14.5735947615788	-15.7643960503136	-14.270267055359	-16.5870198976351	-8.58687844836535	-16.4096969784398	-13.9910675686947	-17.0089602737891	-17.6907208158969	-12.4167551255862	-17.4210571739312	-6.84006777708084	-11.2784741614095	-6.79673447352497	-19.4522548386583	-15.8609627517296	-18.7338988770539
U30	-14.8338492352103	-16.0493680001435	-7.85359596098541	-4.27644360611382	-9.0490842001607	-16.3289637683133	-15.6953083185588	-14.6458258837399	-8.97132495604956	-17.3949151054918	-7.64080193164787	-7.31997759730162	-16.2843426216359	-1.17231154208292	-15.3744734390537	-14.1054598612751	-14.9783356009776	-14.424427154162	-14.3172295321584	-14.205062244109	-13.6960461644594	-15.723196489232	-16.351198745392	-16.6706124525133	-14.8819465519187	-13.4518016408061	-13.0209608429286	-14.5655495016579	-13.7039259676529	-15.4083742936213	-15.4949650459921	-8.74550005935091	-15.9969445794703	-15.9834592143757	-15.264861678251	-16.1539552065063	-14.3107231118309	-7.77369403483535	-15.8771778154292	-14.670512549717	-11.7484510339182	-7.43171827516918	-9.14012047787191	-16.0880227886323	-8.60176977014919	-1.32731880167863	-18.9721165880977	-20.0227426611677	-8.03570379616813	-11.8276859666003	-16.1377163698495	-18.6605305707761	-11.2936464484717	-17.1374574509459	-10.525344729871	-4.40294519938402	-15.6353184238296	-15.6606162768645	-17.0149994355576	-14.5735947615788	-15.7643960503136	-14.270267055359	-16.5870198976351	-9.1655315204478	-16.4096969784398	-13.9910675686947	-17.0089602737891	-17.6907208158969	-16.523352293244	-17.4210571739312	-7.03397863062333	-11.2784741614095	-13.7923913034773	-19.4522548386583	-19.4451697174657	-18.7338988770539
U31	-14.8338492352103	-16.0493680001435	-13.0898077494806	-16.8886499832816	-12.7548498734903	-16.3289637683133	-15.6953083185588	-14.6458258837399	-16.4824142884841	-17.3949151054918	-16.8574228740114	-9.47385869387647	-13.1764607666111	-14.875662851757	-17.7310694602423	-16.302786751845	-15.9783356009776	-18.341700093418	-16.4958600008921	-14.205062244109	-13.6960461644594	-15.723196489232	-16.351198745392	-16.6706124525133	-14.8819465519187	-13.4518016408061	-13.0209608429286	-17.7902520967782	-16.8111714583686	-15.4083742936213	-17.2472495550717	-16.2500243696286	-15.9969445794703	-15.9834592143757	-15.264861678251	-16.1539552065063	-13.2987974923028	-2.93179251453758	-7.28592242299393	-14.670512549717	-3.04772649166213	-9.01748931919241	-0.926753998139525	-16.0880227886323	-10.5465110016244	-3.69060698893498	-18.9721165880977	-20.0227426611677	-10.1306721154256	-13.1526743794998	-13.007277564139	-16.5573976041527	-17.6071291412597	-12.4268866180192	-13.6073291687034	-7.59800393053302	-16.7157974840359	-15.6606162768645	-17.0149994355576	-14.5735947615788	-15.7643960503136	-14.270267055359	-16.5870198976351	-16.1067711144721	-13.5541170867667	-13.9910675686947	-17.0089602737891	-17.6907208158969	-16.523352293244	-17.4210571739312	-13.4156081418278	-11.2784741614095	-11.900990225824	-14.9680302508422	-19.4451697174657	-18.7338988770539
U32	-14.8338492352103	-16.0493680001435	-13.0898077494806	-16.8886499832816	-15.0957649283838	-7.652628305025	-15.6953083185588	-14.6458258837399	-16.4824142884841	-17.3949151054918	-16.8574228740114	-7.7835084605883	-16.2843426216359	-15.9202681288458	-17.7310694602423	-13.0618601567398	-15.9783356009776	-8.51557277156265	-13.3748818770384	-14.205062244109	-13.6960461644594	-15.723196489232	-16.351198745392	-16.6706124525133	-14.8819465519187	-13.4518016408061	-13.0209608429286	-12.8620821467434	-13.4271590992282	-15.4083742936213	-14.6539945611834	-16.2500243696286	-15.9969445794703	-15.9834592143757	-15.264861678251	-16.1539552065063	-13.4002116245197	-3.92725198587493	-15.8771778154292	-14.670512549717	-3.3920743564633	-12.5434596870288	-2.18819601755148	-16.0880227886323	-6.50322724526649	-0.858274739100652	-18.9721165880977	-20.0227426611677	-7.42736104290243	-16.0441608964136	-9.21901459470581	-16.2777183646416	-17.6071291412597	-15.1444828560729	-10.0090247218127	-5.34072635425067	-16.7157974840359	-15.6606162768645	-17.0149994355576	-14.5735947615788	-15.7643960503136	-14.270267055359	-16.5870198976351	-12.1126144891929	-12.6373832651703	-12.8558646363103	-17.0089602737891	-17.6907208158969	-16.523352293244	-17.4210571739312	-8.35839001254502	-11.2784741614095	-11.7290276484359	-10.6085715584668	-19.4451697174657	-18.7338988770539
U33	-14.8338492352103	-16.0493680001435	-8.57742658295883	-16.8886499832816	-10.0256352436658	-7.65731938612628	-15.6953083185588	-7.06248171878566	-16.4824142884841	-17.3949151054918	-16.8574228740114	-6.70787806920784	-16.2843426216359	-15.9202681288458	-17.7310694602423	-13.5018774684429	-15.9783356009776	-18.341700093418	-13.7642735683298	-14.205062244109	-13.6960461644594	-15.723196489232	-13.7974017463548	-16.6706124525133	-14.8819465519187	-13.4518016408061	-13.0209608429286	-13.0446776285262	-13.5228192687699	-15.4083742936213	-17.2472495550717	-16.2500243696286	-15.9969445794703	-15.9834592143757	-15.264861678251	-10.2241087963176	-13.5644752553274	-11.3246604680614	-15.8771778154292	-14.670512549717	-11.7484510339182	-6.53239283679313	-3.25099710737809	-16.0880227886323	-7.43488395967619	-0.416675871200454	-18.9721165880977	-20.0227426611677	-7.5208061724545	-10.278139766776	-9.18308070836467	-9.30955999068024	-11.2016823423593	-9.98722746213998	-10.5862627642457	-5.23049168926745	-8.22321901656887	-15.6606162768645	-17.0149994355576	-14.5735947615788	-15.7643960503136	-9.45010144659336	-16.5870198976351	-16.1067711144721	-7.99904326580046	-13.9910675686947	-17.0089602737891	-17.6907208158969	-16.523352293244	-17.4210571739312	-16.9245579389906	-11.2784741614095	-7.0254914876521	-8.84785635998334	-17.0580272696566	-18.7338988770539
U34	-14.8338492352103	-16.0493680001435	-13.0898077494806	-16.8886499832816	-15.0957649283838	-16.3289637683133	-15.6953083185588	-14.6458258837399	-16.4824142884841	-17.3949151054918	-16.8574228740114	-5.30820893972979	-16.2843426216359	-15.9202681288458	-17.7310694602423	-12.0722199492025	-12.9934581421592	-13.2916501288417	-17.8029787529643	-14.205062244109	-13.6960461644594	-9.2559480358633	-16.351198745392	-9.15941601909348	-14.8819465519187	-13.4518016408061	-13.0209608429286	-12.7990959655052	-12.1436215164742	-15.4083742936213	-11.3242213014365	-16.2500243696286	-15.9969445794703	-15.9834592143757	-15.264861678251	-16.1539552065063	-7.96474394557045	-12.3246604680614	-15.8771778154292	-14.670512549717	-11.7484510339182	-12.5434596870288	-2.78646972138358	-16.0880227886323	-7.80566002105621	-0.447084543837707	-18.9721165880977	-20.0227426611677	-7.46547969512792	-20.7092972235172	-9.24436870441599	-9.61137291374917	-10.0504942886911	-9.41172448825991	-19.6231124496757	-4.19823585097455	-16.7157974840359	-15.6606162768645	-17.0149994355576	-13.1530132020431	-15.7643960503136	-14.270267055359	-16.5870198976351	-12.3517713849343	-12.2669689094733	-13.9910675686947	-17.0089602737891	-17.6907208158969	-16.523352293244	-17.4210571739312	-16.9245579389906	-11.2784741614095	-7.51122331138595	-19.4522548386583	-19.4451697174657	-18.7338988770539
U35	-14.8338492352103	-16.0493680001435	-13.0898077494806	-16.8886499832816	-15.0957649283838	-12.3605012478977	-15.6953083185588	-14.6458258837399	-16.4824142884841	-17.3949151054918	-16.8574228740114	-9.16333449094162	-16.2843426216359	-15.9202681288458	-16.6723539756732	-15.2106957564961	-15.9783356009776	-18.341700093418	-17.8029787529643	-14.205062244109	-13.6960461644594	-15.723196489232	-16.351198745392	-16.6706124525133	-14.8819465519187	-13.4518016408061	-13.0209608429286	-15.5155070780124	-10.249244336502	-15.4083742936213	-12.6069792719046	-16.2500243696286	-15.9969445794703	-15.9834592143757	-15.264861678251	-16.1539552065063	-11.4342330640825	-12.3246604680614	-7.55365729848556	-14.670512549717	-2.35000386480329	-8.81554153882001	-0.866482331664461	-16.0880227886323	-8.1259007644127	-2.1338805260952	-18.9721165880977	-20.0227426611677	-9.74900599678472	-20.7092972235172	-12.8234620076924	-12.8721047803122	-17.6071291412597	-12.1950222727857	-19.6231124496757	-7.09807120252254	-16.7157974840359	-15.6606162768645	-17.0149994355576	-14.5735947615788	-15.7643960503136	-14.270267055359	-16.5870198976351	-9.8467407098102	-16.4096969784398	-13.9910675686947	-17.0089602737891	-17.6907208158969	-16.523352293244	-16.4210571739312	-16.9245579389906	-9.44922854480137	-11.7468641008854	-19.4522548386583	-19.4451697174657	-18.7338988770539
U36	-14.8338492352103	-16.0493680001435	-13.0898077494806	-16.8886499832816	-15.0957649283838	-16.3289637683133	-15.6953083185588	-14.6458258837399	-16.4824142884841	-17.3949151054918	-16.8574228740114	-6.98585135651162	-16.2843426216359	-15.9202681288458	-17.7310694602423	-8.69186074796895	-15.9783356009776	-18.341700093418	-17.8029787529643	-14.205062244109	-13.6960461644594	-15.723196489232	-16.351198745392	-16.6706124525133	-14.8819465519187	-13.4518016408061	-13.0209608429286	-12.5996236245756	-8.98543792280019	-15.4083742936213	-17.2472495550717	-16.2500243696286	-15.9969445794703	-15.9834592143757	-15.264861678251	-16.1539552065063	-8.26916986159257	-12.3246604680614	-6.1513503306043	-14.670512549717	-11.7484510339182	-12.5434596870288	-2.16586720826968	-16.0880227886323	-13.071513834774	-0.62103111418964	-18.9721165880977	-20.0227426611677	-7.97717273994975	-12.466351206256	-16.1377163698495	-18.6605305707761	-17.6071291412597	-9.41931679274534	-19.6231124496757	-3.74797584005163	-16.7157974840359	-15.6606162768645	-17.0149994355576	-14.5735947615788	-15.7643960503136	-14.270267055359	-16.5870198976351	-12.3180001725054	-12.2314729168822	-13.9910675686947	-17.0089602737891	-15.3602223686994	-16.523352293244	-13.2503612645555	-10.5440704589397	-11.2784741614095	-7.11910641088241	-9.13159628263692	-11.3449680279505	-18.7338988770539
U37	-14.8338492352103	-16.0493680001435	-13.0898077494806	-16.8886499832816	-15.0957649283838	-16.3289637683133	-15.6953083185588	-14.6458258837399	-16.4824142884841	-17.3949151054918	-16.8574228740114	-6.2793903039994	-16.2843426216359	-15.9202681288458	-17.7310694602423	-12.9530710925545	-15.9783356009776	-18.341700093418	-17.8029787529643	-14.205062244109	-13.6960461644594	-15.723196489232	-16.351198745392	-16.6706124525133	-14.8819465519187	-13.4518016408061	-13.0209608429286	-17.7902520967782	-13.7271763937136	-15.4083742936213	-17.2472495550717	-16.2500243696286	-15.9969445794703	-15.9834592143757	-15.264861678251	-16.1539552065063	-13.279897154083	-12.3246604680614	-4.15866576765109	-14.670512549717	-11.7484510339182	-3.93837596553202	-9.14012047787191	-16.0880227886323	-7.24878033251881	-0.323841366071108	-18.9721165880977	-20.0227426611677	-7.95504607843926	-20.7092972235172	-16.1377163698495	-18.6605305707761	-17.6071291412597	-11.3892165735782	-12.8109656479716	-4.62763875058231	-16.7157974840359	-15.6606162768645	-17.0149994355576	-14.5735947615788	-15.7643960503136	-14.270267055359	-16.5870198976351	-9.57211029349849	-16.4096969784398	-13.9910675686947	-17.0089602737891	-17.6907208158969	-16.523352293244	-8.1757821246739	-16.9245579389906	-11.2784741614095	-13.0290444124735	-14.8999743401446	-19.4451697174657	-10.1338513085734
